target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,el_cue,el_target,el_word_combo
μεγάλος,544.791215682662,588.147640006584,-0.686332808521568,-0.514790730821962,23.9532979023753,41.0518622195326,0.0622601898842815,0.149491293980604,52,50,0,0,51,50,51,50,0,0,1,1,51,50,1,0,49,50,50,50,1,0,0.98,1,51,50,43.3564243239222,0.171542077699606,el,excellent,great,έξοχος,μεγάλος,έξοχοςμεγάλος
μεθυσμένος,654.020254893298,657.498659605801,-0.310702115698239,-0.0868822831512206,29.0347481225235,26.8252426799273,0.0624794627481952,0.121354331448506,54,50,0,0,51,47,52,49,0,0,0.980769230769231,0.959183673469388,54,50,0,0,43,48,52,49,0,0,0.826923076923077,0.979591836734694,51,47,3.47840471250368,0.223819832547018,el,sober,drunk,νηφάλιος,μεθυσμένος,νηφάλιοςμεθυσμένος
μελέτη,592.000999985579,560.88148932418,-0.488996647319959,-0.571038245402454,40.1553423774038,22.0736898262455,0.129268048324239,0.0836989059753173,52,52,0,1,46,47,47,47,0,0,0.978723404255319,1,52,52,0,1,43,47,47,47,0,0,0.914893617021277,1,46,47,-31.1195106613992,-0.0820415980824954,el,research,study,έρευνα,μελέτη,έρευναμελέτη
μενταγιόν,791.18717776356,872.256367364851,0.311888687663638,0.512333115999903,37.179683091105,61.6999693948735,0.119544453197549,0.197695812190602,51,51,0,0,45,49,51,51,0,0,0.88235294117647,0.96078431372549,51,51,0,0,46,47,51,51,0,0,0.901960784313726,0.92156862745098,45,49,81.0691896012913,0.200444428336265,el,artifact,medallion,τεχνούργημα,μενταγιόν,τεχνούργημαμενταγιόν
μεσημέρι,571.243207534002,612.767285715336,-0.599324950116445,-0.267951960175271,18.5491260547233,49.8213347464436,0.0528459212561056,0.207664116762362,54,55,1,1,53,49,53,50,1,1,1,0.98,55,55,0,1,54,48,54,50,0,1,1,0.96,53,49,41.5240781813342,0.331372989941175,el,midnight,noon,μεσάνυχτα,μεσημέρι,μεσάνυχταμεσημέρι
μεσημεριανό,619.337625107308,670.070392154906,-0.390365373011526,-0.138045609188082,28.3777592591718,30.799937312993,0.097513088955495,0.100078738749291,53,54,0,0,48,51,48,51,0,0,1,1,53,54,0,0,39,42,48,51,0,0,0.8125,0.823529411764706,48,51,50.7327670475988,0.252319763823443,el,snack,lunch,κολατσιό,μεσημεριανό,κολατσιόμεσημεριανό
μετάλλαξη,645.805000011444,679.875695658298,-0.258187112230524,-0.135907565246094,22.6652649211903,45.4550544428865,0.076513696470739,0.115174569157966,51,51,0,1,45,46,47,48,0,0,0.957446808510638,0.958333333333333,51,51,0,1,46,46,47,48,0,0,0.978723404255319,0.958333333333333,45,46,34.0706956468532,0.12227954698443,el,evolution,mutation,εξέλιξη,μετάλλαξη,εξέλιξημετάλλαξη
μετάλλιο,690.371260828041,786.902270811185,-0.182483176591497,0.225318988981344,49.0449626728712,63.6505268361384,0.173469280461164,0.240883426733601,50,51,0,1,46,48,46,49,0,1,1,0.979591836734694,50,51,0,1,44,47,46,49,0,1,0.956521739130435,0.959183673469388,46,48,96.5310099831444,0.407802165572841,el,trophy,medal,τρόπαιο,μετάλλιο,τρόπαιομετάλλιο
μεταφορα,764.867111084526,820.231027753631,0.130969414151851,0.193038696629389,56.6350633135005,61.077682681003,0.187798996596373,0.190630263251277,51,51,0,1,27,36,49,49,0,1,0.551020408163265,0.73469387755102,50,52,1,0,48,48,48,50,1,0,1,0.96,27,36,55.3639166691049,0.0620692824775379,el,move,transfer,κίνηση,μεταφορα,κίνησημεταφορα
μετριόφρων,754.954127654156,843.970255331162,0.105728485207084,0.400247155139806,33.1093472713278,38.0847639237605,0.0973006750061108,0.136196852003087,52,52,0,1,47,47,49,50,0,0,0.959183673469388,0.94,52,53,0,0,48,48,49,50,0,0,0.979591836734694,0.96,47,47,89.0161276770051,0.294518669932722,el,humble,modest,ταπεινός,μετριόφρων,ταπεινόςμετριόφρων
μηχανή,576.604591789423,583.132957439816,-0.555967346941929,-0.466292671732791,24.7333270893018,25.6704685163611,0.0831327072347319,0.0896940881559365,53,51,1,0,49,47,50,48,1,0,0.98,0.979166666666667,52,51,2,0,43,46,49,48,2,0,0.877551020408163,0.958333333333333,49,47,6.52836565039308,0.0896746752091385,el,tank,engine,δεξαμενή,μηχανή,δεξαμενήμηχανή
μηχανή.1,603.839425464717,582.072291660723,-0.48705715216697,-0.472197346082841,40.1384221575569,22.3061819492566,0.113328659594714,0.092046725128822,51,51,0,1,47,48,47,48,0,0,1,1,51,51,0,1,44,47,47,48,0,0,0.936170212765957,0.979166666666667,47,48,-21.7671338039939,0.0148598060841292,el,robot,machine,ρομπότ,μηχανή,ρομπότμηχανή
μηχανικός,560.879490212278,607.44694118872,-0.598288419607285,-0.441465079342566,19.1811264224013,24.6185069548551,0.0641655660265067,0.085912481272144,52,53,1,0,51,51,51,51,0,0,1,1,52,53,1,0,51,50,51,51,0,0,1,0.980392156862745,51,51,46.5674509764413,0.156823340264719,el,technical,mechanical,τεχνικός,μηχανικός,τεχνικόςμηχανικός
μιζέρια,662.828826090335,761.035636382038,-0.236325476710642,0.154522716976631,25.303498173803,32.0795875520126,0.0743417443774625,0.110548750632177,52,51,0,0,46,44,48,47,0,0,0.958333333333333,0.936170212765957,52,51,0,0,48,47,48,47,0,0,1,1,46,44,98.2068102917028,0.390848193687273,el,poverty,misery,φτώχεια,μιζέρια,φτώχειαμιζέρια
μικροσκόπιο,769.098347808256,680.15595919459,0.163081227324013,-0.0777121417050231,47.7970409659252,28.6331207904317,0.150190706348132,0.0987945853593001,51,52,0,0,46,49,46,50,0,0,1,0.98,51,52,0,0,43,49,46,50,0,0,0.934782608695652,0.98,46,49,-88.9423886136656,-0.240793369029036,el,telescope,microscope,τηλεσκόπιο,μικροσκόπιο,τηλεσκόπιομικροσκόπιο
μικρό,562.474499999953,562.961750006996,-0.55187907870634,-0.601082107799143,28.5179008155105,20.8306317227187,0.0977220116719471,0.0607082776892828,52,52,0,1,48,48,49,49,0,1,0.979591836734694,0.979591836734694,52,52,0,1,49,48,49,49,0,1,1,0.979591836734694,48,48,0.487250007042348,-0.0492030290928023,el,little,small,λίγο,μικρό,λίγομικρό
μικρόφωνο,595.4941041823,629.560957459584,-0.527099588742585,-0.439267162335186,18.3988936031827,38.6093105113475,0.0527996372970759,0.0796100508706311,52,50,0,2,48,47,48,47,0,0,1,1,52,50,0,2,47,46,48,47,0,0,0.979166666666667,0.978723404255319,48,47,34.0668532772842,0.0878324264073991,el,camera,microphone,φωτογραφική μηχανή,μικρόφωνο,φωτογραφική μηχανήμικρόφωνο
μιλώ,562.911877529225,608.981270839705,-0.569598649386569,-0.381993618686204,22.394183863043,35.8161268048299,0.0670083634664363,0.137541196701065,52,53,3,0,49,48,49,49,1,0,1,0.979591836734694,52,52,3,1,47,48,49,49,1,0,0.959183673469388,0.979591836734694,49,48,46.0693933104806,0.187605030700365,el,talk,speak,κουβέντα,μιλώ,κουβένταμιλώ
μισθός,602.181276610962,641.698559996781,-0.497379358456074,-0.346575158726126,32.5050654703342,32.7359682660711,0.110205897114203,0.098435394286371,52,52,0,0,47,50,47,51,0,0,1,0.980392156862745,52,52,0,0,46,51,47,51,0,0,0.978723404255319,1,47,50,39.5172833858188,0.150804199729949,el,pension,salary,σύνταξη,μισθός,σύνταξημισθός
μοιραίος,677.546416670527,723.277489359614,-0.123164469909763,-0.15787723506475,27.3854964472621,39.1876098271938,0.0965585859125439,0.115265040794045,53,52,1,0,48,47,48,50,0,0,1,0.94,53,52,1,0,46,49,48,50,0,0,0.958333333333333,0.98,48,47,45.7310726890872,-0.0347127651549864,el,deadly,fatal,θανάσιμα,μοιραίος,θανάσιμαμοιραίος
μοναδικός,611.943425553819,585.657884638758,-0.298625413526189,-0.521272601245922,25.7772495196721,20.4925912946953,0.126532536817512,0.0974194086426809,52,54,1,1,47,52,47,53,1,1,1,0.981132075471698,51,54,2,1,46,53,46,53,2,1,1,1,47,52,-26.2855409150604,-0.222647187719733,el,special,unique,ειδικός,μοναδικός,ειδικόςμοναδικός
μοναστήρι,610.690142857118,689.339755105444,-0.466415338386974,-0.215681074035109,24.9117080320385,39.4550482391242,0.0763581059746691,0.101435369327306,52,53,0,0,49,49,50,50,0,0,0.98,0.98,52,53,0,0,48,48,50,50,0,0,0.96,0.96,49,49,78.649612248326,0.250734264351864,el,temple,monastery,ναός,μοναστήρι,ναόςμοναστήρι
μοναχικός,666.265369545792,665.52344897994,-0.258958584347744,-0.285850848725463,30.1122382963082,30.9987196810456,0.0942034353788262,0.0938353051087534,50,53,0,0,46,49,48,49,0,0,0.958333333333333,1,50,53,0,0,46,47,48,49,0,0,0.958333333333333,0.959183673469388,46,49,-0.741920565852638,-0.0268922643777189,el,alone,lonely,μόνος,μοναχικός,μόνοςμοναχικός
μονοπάτι,628.974645867362,689.934489343161,-0.324606162882028,-0.116202891032003,19.0474769338781,34.8188934831721,0.0543384903886007,0.122227584409525,52,51,0,1,48,47,48,47,0,1,1,1,52,51,0,1,46,43,48,47,0,1,0.958333333333333,0.914893617021277,48,47,60.9598434757988,0.208403271850025,el,route,path,διαδρομή,μονοπάτι,διαδρομήμονοπάτι
μορφίνη,643.732579996169,742.02086044561,-0.272698151557389,0.0433816205042164,31.4608900669496,32.370466043981,0.0994250964839046,0.100280878767184,55,53,1,0,50,43,50,46,1,0,1,0.934782608695652,55,53,1,0,48,46,50,46,1,0,0.96,1,50,43,98.288280449441,0.316079772061605,el,aspirin,morphine,ασπιρίνη,μορφίνη,ασπιρίνημορφίνη
μοτέλ,841.705809518324,706.860102046681,0.445992933247722,0.0808900702206225,50.8050064419583,25.6074100859437,0.159538826017749,0.128276619919965,51,54,0,1,42,49,47,53,0,0,0.893617021276596,0.924528301886792,50,54,1,1,33,52,46,53,1,0,0.717391304347826,0.981132075471698,42,49,-134.845707471642,-0.3651028630271,el,hotel,motel,ξενοδοχειο,μοτέλ,ξενοδοχειομοτέλ
μουσείο,550.580869560187,514.254404241585,-0.622022661020875,-0.70903577174464,19.2135527593631,16.7944497729135,0.0611235210468139,0.0713596985670642,50,50,1,0,46,47,46,48,1,0,1,0.979166666666667,50,50,1,0,44,43,46,48,1,0,0.956521739130435,0.895833333333333,46,47,-36.3264653186022,-0.0870131107237648,el,library,museum,βιβλιοθήκη,μουσείο,βιβλιοθήκημουσείο
μουσική,594.829062469401,553.840739128549,-0.520275143288649,-0.600524559331429,32.1368994794003,22.6911817042145,0.0907655419890518,0.0822260380591477,50,51,0,1,48,46,48,47,0,0,1,0.978723404255319,50,51,0,1,40,47,48,47,0,0,0.833333333333333,1,48,46,-40.9883233408524,-0.0802494160427798,el,jazz,music,τζαζ,μουσική,τζαζμουσική
μουσικός,577.16258827938,655.33295653428,-0.586597759094367,-0.328525719740461,23.1143598837197,43.2174262692603,0.0887057392451011,0.121557426974229,52,51,0,0,51,46,51,47,0,0,1,0.978723404255319,52,51,0,0,51,43,51,47,0,0,1,0.914893617021277,51,46,78.1703682549006,0.258072039353906,el,singer,musician,τραγουδιστής,μουσικός,τραγουδιστήςμουσικός
μπάντα,625.393560016266,728.335857150266,-0.451593782860092,-0.0414921595000195,35.5213083123006,37.2381070598808,0.0794416758743992,0.115913888400848,51,52,1,0,50,49,50,50,1,0,1,0.98,52,52,0,0,50,39,51,50,0,0,0.980392156862745,0.78,50,49,102.942297134,0.410101623360072,el,orchestra,band,ορχήστρα,μπάντα,ορχήστραμπάντα
μπάτμαν,706.001434802682,786.973489356047,0.0316983519344431,0.462574063921812,32.7506213420651,33.945220611115,0.12504966146926,0.163242946930042,52,53,0,1,46,48,51,48,0,1,0.901960784313726,1,52,54,0,0,50,47,51,49,0,0,0.980392156862745,0.959183673469388,46,47,80.972054553365,0.430875711987369,el,superman,batman,υπεράνθρωπος,μπάτμαν,υπεράνθρωποςμπάτμαν
μπέιζμπολ,801.094239166325,750.728325583524,0.246616621253303,0.227827101286036,39.0200099139615,33.2921450987019,0.138621900151068,0.128918908754947,50,53,0,2,46,43,50,47,0,2,0.92,0.914893617021277,50,55,0,0,49,48,50,49,0,0,0.98,0.979591836734694,46,43,-50.3659135828012,-0.0187895199672669,el,stadium,baseball,στάδιο,μπέιζμπολ,στάδιομπέιζμπολ
μπέικον,654.513137266951,625.331361714044,-0.335235777936748,-0.258899551487898,30.9426252617619,21.8417964633009,0.0813605302384869,0.0856947512312544,53,52,0,0,51,47,52,48,0,0,0.980769230769231,0.979166666666667,52,52,1,0,45,46,51,48,1,0,0.88235294117647,0.958333333333333,51,47,-29.1817755529075,0.0763362264488499,el,toast,bacon,τοστ,μπέικον,τοστμπέικον
μπαμπάς,586.24931247247,596.7405416625,-0.614458654285294,-0.454808938613548,29.7427188789294,23.4153802737205,0.0865253429931842,0.0835254892666303,52,51,0,1,48,48,48,50,0,1,1,0.96,52,52,0,0,46,50,48,51,0,0,0.958333333333333,0.980392156862745,48,48,10.4912291900297,0.159649715671745,el,uncle,dad,θείος,μπαμπάς,θείοςμπαμπάς
μπαρ,691.348348843696,645.918122457591,-0.0435752056050375,-0.23742561770068,33.1679596699363,28.9990165958476,0.100974514876147,0.107819778723378,52,53,1,0,43,49,47,52,0,0,0.914893617021277,0.942307692307692,52,53,1,0,47,48,47,52,0,0,1,0.923076923076923,43,49,-45.4302263861047,-0.193850412095643,el,club,bar,λέσχη,μπαρ,λέσχημπαρ
μπλε,588.58629167081,651.788183664269,-0.52373536851427,-0.245698999013472,23.0363012333537,50.1932584047201,0.0750213429508153,0.133457378316973,51,52,1,0,48,49,50,50,0,0,0.96,0.98,51,51,1,1,48,48,50,49,0,1,0.96,0.979591836734694,48,49,63.2018919934594,0.278036369500798,el,brown,blue,καφέ,μπλε,καφέμπλε
μπουκάλι,564.902729160931,679.423850978372,-0.56531679462682,-0.116529651794195,26.9545866919617,45.9928041528442,0.101596591238362,0.160408667846564,53,54,0,2,48,47,48,48,0,2,1,0.979166666666667,53,54,0,2,46,44,48,49,0,1,0.958333333333333,0.897959183673469,48,47,114.521121817441,0.448787142832624,el,glass,bottle,ποτήρι,μπουκάλι,ποτήριμπουκάλι
μπράτσο,654.14004080331,718.844480002564,-0.326121781057564,-0.100194245262708,31.4566814518066,37.0366877044017,0.0834395394388648,0.106005580177839,51,53,2,2,49,50,51,50,1,2,0.96078431372549,1,51,53,2,2,50,43,51,50,1,2,0.980392156862745,0.86,49,50,64.7044391992534,0.225927535794857,el,hand,arm,χέρι,μπράτσο,χέριμπράτσο
μπύρα,526.89977086175,703.03361998988,-0.666272992280022,-0.124647115820052,17.0244816942426,60.7622953272029,0.0687138751291887,0.209912462334413,51,54,0,0,48,50,48,51,0,0,1,0.980392156862745,51,54,0,0,46,48,48,51,0,0,0.958333333333333,0.941176470588235,48,50,176.13384912813,0.54162587645997,el,drink,beer,ποτό,μπύρα,ποτόμπύρα
μυρμήγκι,703.857755548511,739.057021759947,0.0480471388421836,0.0371962578524885,32.1326464803544,32.5364070444194,0.123652882682599,0.0794315009685651,51,50,0,0,45,46,50,48,0,0,0.9,0.958333333333333,51,50,0,0,45,47,50,48,0,0,0.9,0.979166666666667,45,46,35.1992662114363,-0.0108508809896951,el,bee,ant,μέλισσα,μυρμήγκι,μέλισσαμυρμήγκι
μυρωδιά,615.814117648331,618.716659547614,-0.376224880702009,-0.325158078653946,30.5960690269541,25.3987984571134,0.113451754725268,0.0817660607538761,52,50,0,1,52,47,52,48,0,0,1,0.979166666666667,52,50,0,1,51,47,52,48,0,0,0.980769230769231,0.979166666666667,51,47,2.90254189928351,0.0510668020480629,el,taste,smell,γεύση,μυρωδιά,γεύσημυρωδιά
μυς,644.163666649617,751.784659038833,-0.288786048825863,0.1409467192273,27.6963189874089,47.9476464512398,0.0955976442540238,0.190346835285458,51,52,0,0,42,44,46,49,0,0,0.91304347826087,0.897959183673469,50,52,1,0,43,48,45,49,1,0,0.955555555555556,0.979591836734694,42,44,107.620992389216,0.429732768053162,el,nerve,muscle,νεύρο,μυς,νεύρομυς
μυστήριο,673.116639981452,594.850862734521,-0.346279534538464,-0.499701147360351,32.7591599291218,25.0215078153752,0.0916744983571865,0.105730337427051,51,55,1,1,50,51,50,52,0,0,1,0.980769230769231,51,54,1,2,50,50,50,51,0,1,1,0.980392156862745,50,51,-78.2657772469306,-0.153421612821887,el,secret,mystery,μυστικό,μυστήριο,μυστικόμυστήριο
μυστικότητα,729.338244898026,710.396183649897,0.112702863812473,-0.0348759038861191,32.6515204953796,33.7813464965308,0.124850410876554,0.0969371054106645,51,52,0,1,49,49,49,49,0,0,1,1,51,52,0,1,46,47,49,49,0,0,0.938775510204082,0.959183673469388,49,49,-18.9420612481288,-0.147578767698592,el,private,privacy,ιδιωτικός,μυστικότητα,ιδιωτικόςμυστικότητα
μόλυνση,604.354081655047,592.919819988618,-0.417961599366188,-0.560548317711363,26.6702990684063,19.1085683667967,0.0782366048279195,0.0493741268012649,52,55,0,0,49,50,49,50,0,0,1,1,52,55,0,0,49,49,49,50,0,0,1,0.98,49,50,-11.4342616664286,-0.142586718345175,el,virus,infection,ιός,μόλυνση,ιόςμόλυνση
μύτη,515.148428561943,586.059124967874,-0.777367729266958,-0.475901507934407,14.9508160921027,27.801266605366,0.0523647713904479,0.0925603455647979,51,51,2,1,49,48,49,48,1,0,1,1,52,51,1,1,50,47,50,48,0,0,1,0.979166666666667,49,48,70.9106964059308,0.301466221332551,el,mouth,nose,στόμα,μύτη,στόμαμύτη
μώλωπας,925.139854179499,870.471437505667,0.907763749597791,0.701348619801051,57.5292943855116,61.0489626497451,0.180543021344713,0.207234248331048,52,51,0,1,48,32,51,48,0,1,0.941176470588235,0.666666666666667,52,51,0,1,42,46,51,48,0,1,0.823529411764706,0.958333333333333,48,32,-54.6684166738316,-0.20641512979674,el,scratch,bruise,γρατσουνιά,μώλωπας,γρατσουνιάμώλωπας
νέα,525.642083293119,516.958687482136,-0.773066745552787,-0.80005838687101,15.934772664278,16.6504295207908,0.0596582441589853,0.062211160126153,51,51,0,0,48,48,49,49,0,0,0.979591836734694,0.979591836734694,51,51,0,0,48,47,49,49,0,0,0.979591836734694,0.959183673469388,48,48,-8.6833958109828,-0.0269916413182237,el,channel,news,κανάλι,νέα,κανάλινέα
νέος,550.661620017512,532.032791661926,-0.717243545070886,-0.691044737730443,29.354600361095,22.9887316090131,0.104435764154012,0.0914168793145923,52,52,0,0,50,48,50,48,0,0,1,1,52,52,0,0,45,46,50,48,0,0,0.9,0.958333333333333,50,48,-18.6288283555859,0.0261988073404423,el,old,young,παλαιός,νέος,παλαιόςνέος
νίκη,546.77917391581,523.319807697538,-0.720838666707593,-0.714885154022093,15.0093930512257,15.4959352216631,0.0445247574593066,0.0564261701524406,53,53,2,0,46,52,47,52,0,0,0.978723404255319,1,54,53,1,0,45,51,47,52,0,0,0.957446808510638,0.980769230769231,46,52,-23.4593662182722,0.00595351268549993,el,gain,win,κέρδος,νίκη,κέρδοςνίκη
ναι,513.234047616893,614.616000002237,-0.761781147248724,-0.407808434642138,20.8426532849063,34.3149163500788,0.0586163503313697,0.123022021690021,51,50,0,1,42,45,42,45,0,1,1,1,51,50,0,1,42,44,42,45,0,1,1,0.977777777777778,42,45,101.381952385344,0.353972712606586,el,okay,yeah,εντάξει,ναι,εντάξειναι
ναυτία,593.344136360537,623.130740003919,-0.49178780895305,-0.254991988784134,32.4499257032879,37.6377800862267,0.090101425910664,0.1137537676087,53,52,1,0,44,50,46,51,0,0,0.956521739130435,0.980392156862745,53,52,1,0,45,50,46,51,0,0,0.978260869565217,0.980392156862745,44,50,29.7866036433823,0.236795820168916,el,diarrhea,nausea,διάρροια,ναυτία,διάρροιαναυτία
ναύτης,617.84247825558,574.53072916663,-0.468984475487253,-0.575302191803333,35.2082720136071,23.08542928891,0.118764897483862,0.0689437522986417,51,54,0,1,46,48,48,48,0,0,0.958333333333333,1,51,54,0,1,46,47,48,48,0,0,0.958333333333333,0.979166666666667,46,48,-43.3117490889497,-0.10631771631608,el,pirate,sailor,πειρατής,ναύτης,πειρατήςναύτης
νεαρός,611.845957432759,677.109239139643,-0.413323333270361,-0.323825163749522,50.9076519176354,32.1798784156336,0.180616772192574,0.0886307983996569,53,50,1,0,47,46,49,47,0,0,0.959183673469388,0.978723404255319,54,50,0,0,47,43,49,47,0,0,0.959183673469388,0.914893617021277,47,46,65.2632817068841,0.089498169520839,el,teenage,teenager,εφηβική,νεαρός,εφηβικήνεαρός
νεκροταφείο,661.786411769872,667.577270849824,-0.201940925153101,-0.177689134650231,34.5569662036086,23.5049060208298,0.125697257445255,0.0684376743542655,53,52,0,1,51,48,51,49,0,1,1,0.979591836734694,53,52,0,1,49,49,51,49,0,1,0.96078431372549,1,51,48,5.79085907995159,0.0242517905028694,el,grave,cemetery,τάφος,νεκροταφείο,τάφοςνεκροταφείο
νεκρός,520.236439980108,580.995354143405,-0.716379905008505,-0.494515129605875,12.2682304754684,23.5236270698695,0.0430824171001394,0.0804081411303324,52,53,0,0,50,48,50,48,0,0,1,1,52,53,0,0,50,48,50,48,0,0,1,1,50,48,60.758914163297,0.22186477540263,el,alive,dead,ζωντανός,νεκρός,ζωντανόςνεκρός
νεροχύτης,737.014395356369,766.126620021375,-0.0264624176833398,0.161938502531448,40.0637464195529,35.4993813410725,0.145561009903051,0.105662628289475,51,51,0,0,43,50,43,50,0,0,1,1,50,49,1,2,42,19,42,48,1,2,1,0.395833333333333,43,50,29.1122246650058,0.188400920214788,el,toilet,sink,τουαλέτα,νεροχύτης,τουαλέτανεροχύτης
νευρικός,591.392891333402,592.351509440341,-0.479339489612804,-0.535555233865707,27.4450647544232,28.9819568058204,0.0995066082713359,0.0860170215460468,52,55,1,0,46,53,46,53,0,0,1,1,52,55,1,0,46,52,46,53,0,0,1,0.981132075471698,46,53,0.95861810693907,-0.0562157442529031,el,worried,nervous,ανήσυχος,νευρικός,ανήσυχοςνευρικός
νεώτερος,613.554808512498,643.92410637122,-0.482147086835407,-0.259622001164605,31.6975869884737,24.8423576241416,0.0759892736087892,0.0893592827297057,52,52,0,1,47,47,50,49,0,1,0.94,0.959183673469388,52,53,0,0,48,50,50,50,0,0,0.96,1,47,47,30.3692978587219,0.222525085670802,el,senior,junior,αρχαιότερος,νεώτερος,αρχαιότεροςνεώτερος
νικητής,590.808470582435,606.654346877172,-0.521354094265635,-0.538959479276489,34.9361842677218,23.9835037386657,0.110381156059676,0.0713382425332293,54,53,1,0,51,49,51,50,1,0,1,0.98,55,53,0,0,44,46,52,50,0,0,0.846153846153846,0.92,51,49,15.8458762947369,-0.0176053850108538,el,loser,winner,ηττημένος,νικητής,ηττημένοςνικητής
νομίζω,524.392018876597,568.554148907434,-0.653807387190584,-0.608692486393702,17.593920264626,24.4649647483852,0.0640344722641411,0.0743253225040871,54,50,0,0,53,47,54,47,0,0,0.981481481481482,1,54,50,0,0,51,46,54,47,0,0,0.944444444444444,0.978723404255319,53,47,44.162130030836,0.0451149007968815,el,consider,think,σκεφτείτε,νομίζω,σκεφτείτενομίζω
νομικός,623.542372562251,582.521478327394,-0.334188985580757,-0.420175778488069,35.3000509605435,24.147356597467,0.103620597079431,0.102919452806442,53,51,2,0,51,46,51,47,0,0,1,0.978723404255319,53,51,2,0,50,47,51,47,0,0,0.980392156862745,1,51,46,-41.0208942348573,-0.0859867929073126,el,illegal,legal,παράνομος,νομικός,παράνομοςνομικός
ντεντεκτίβ,796.59200000842,815.693138872033,0.420862581166694,0.487125135400783,81.7453883231191,48.6378235287375,0.285820054465142,0.179039878621468,53,54,1,1,34,36,52,52,1,0,0.653846153846154,0.692307692307692,54,53,0,2,52,50,53,51,0,1,0.981132075471698,0.980392156862745,34,36,19.1011388636134,0.0662625542340892,el,agent,detective,πράκτορας,ντεντεκτίβ,πράκτοραςντεντεκτίβ
ντομάτα,591.43151064159,626.891500031639,-0.506401526326712,-0.296069350431754,24.8577407064331,31.5227248652638,0.0941287550285275,0.121299003803057,50,51,1,0,47,46,47,46,0,0,1,1,50,50,1,1,44,45,47,45,0,1,0.936170212765957,1,47,46,35.4599893900491,0.210332175894958,el,potato,tomato,πατάτα,ντομάτα,πατάταντομάτα
ντουλάπα,600.967215671239,584.239416693973,-0.500476994912322,-0.471209756234261,41.2602350463408,26.5489858758154,0.109391782683211,0.0669832269220841,54,52,0,0,51,48,51,49,0,0,1,0.979591836734694,54,52,0,0,49,46,51,49,0,0,0.96078431372549,0.938775510204082,51,48,-16.7277989772667,0.0292672386780616,el,cabinet,closet,ντουλάπι,ντουλάπα,ντουλάπιντουλάπα
νυκτερίδα,793.92197559996,826.449522736777,0.216183656668051,0.306442426543956,59.450366464896,61.036278779672,0.1989251974885,0.163121084782958,53,53,0,1,41,44,46,51,0,0,0.891304347826087,0.862745098039216,52,53,1,1,42,51,45,51,1,0,0.933333333333333,1,41,44,32.527547136817,0.0902587698759048,el,zombie,vampire,βρυκόλακας,νυκτερίδα,βρυκόλακαςνυκτερίδα
νυφη,764.728742858282,810.256875093713,0.0718604114298263,0.409393810759529,78.4075386325855,78.2797925596356,0.257137212941657,0.256592997502047,52,51,0,0,35,32,51,48,0,0,0.686274509803922,0.666666666666667,52,51,0,0,50,46,51,48,0,0,0.980392156862745,0.958333333333333,35,32,45.5281322354308,0.337533399329702,el,groom,bride,γαμπρός,νυφη,γαμπρόςνυφη
νωρίς,589.181708359201,597.263040002068,-0.599334712212542,-0.475634311197888,30.9306493640043,25.5666107362656,0.132629340916704,0.0814031144922037,52,53,1,1,48,50,49,50,0,0,0.979591836734694,1,50,54,3,0,47,50,48,50,1,0,0.979166666666667,1,48,50,8.08133164286676,0.123700401014654,el,late,early,αργά,νωρίς,αργάνωρίς
νόσος,600.475653054147,623.543022737301,-0.44145554786273,-0.324731257346793,23.3987811429638,26.1453908481023,0.0963289315567359,0.0824694163402049,51,51,0,0,49,44,49,46,0,0,1,0.956521739130435,51,50,0,1,47,43,49,45,0,1,0.959183673469388,0.955555555555556,49,44,23.0673696831543,0.116724290515938,el,flu,disease,γρίπη,νόσος,γρίπηνόσος
νόστιμο,587.291388876819,698.506359995344,-0.520345147773949,-0.0459982652490662,30.4581293759074,21.8632218837674,0.0842040474108808,0.0874582463804832,55,55,0,3,54,51,54,53,0,0,1,0.962264150943396,55,54,0,4,52,5,54,52,0,1,0.962962962962963,0.0961538461538462,54,50,111.214971118526,0.474346882524883,el,tasty,delicious,γευστικός,νόστιμο,γευστικόςνόστιμο
ξέρω,511.919749982443,579.132937498684,-0.765092545941853,-0.549445885070572,16.8011513668518,26.9647322566942,0.0531101884192721,0.0810646968192524,51,51,0,0,44,48,45,49,0,0,0.977777777777778,0.979591836734694,51,51,0,0,45,48,45,49,0,0,1,0.979591836734694,44,48,67.2131875162413,0.215646660871281,el,now,know,τώρα,ξέρω,τώραξέρω
