target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sl_cue,sl_target,sl_word_combo,unrelated_sl_cue
ironičen,301.954999904614,686.456000020867,-1.2142151025029,-0.142060238070684,,73.811050491056,,0.258192194817463,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,5,1,5,0,0,1,1,1,5,384.501000116253,1.07215486443222,sl,irony,ironic,ironija,ironičen,ironijaironičen,žito
iti,600.066666666574,586.299999999523,-0.528207377957759,-0.694265913653487,55.5530177197226,,0.234786038152776,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-13.7666666670506,-0.166058535695728,sl,enter,go,vstopiti,iti,vstopitiiti,količina
izboljšava,802.110666666684,701.399999988091,0.372178664516896,0.0123702648153479,254.226590747028,,0.767627891719351,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-100.710666678593,-0.359808399701548,sl,change,improvement,sprememba,izboljšava,spremembaizboljšava,rodeo
izbrati,546.138000014447,591.473499999963,-0.380203937118038,-0.570300910712646,41.2511218093377,37.4734999999635,0.328723967963086,0.298679061428495,5,2,0,0,5,2,5,2,0,0,1,1,5,2,0,0,5,2,5,2,0,0,1,1,5,2,45.335499985516,-0.190096973594608,sl,choose,select,odločiti se,izbrati,odločiti seizbrati,telegram
izdelek,566.999999976135,,-0.594367132048251,,74.6214665061026,,0.210429681231624,,5,,0,,4,,5,,0,,0.8,,5,,0,,5,,5,,0,,1,,4,,,,sl,brand,product,znamka,izdelek,znamkaizdelek,sobota
izginotje,735.679999999993,635.396999952325,1.33555863774007,-0.0225947409262289,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-100.283000047668,-1.3581533786663,sl,death,disappearance,smrt,izginotje,smrtizginotje,konec
izid,,576.180499964233,,-0.439994663381964,,110.180499964205,,0.620248014875697,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,sl,result,outcome,rezultat,izid,rezultatizid,prepovedano
izjava,546.216749980617,,-0.492213681261127,,41.2526860009829,,0.31835481657449,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,comment,statement,komentar,izjava,komentarizjava,zastrupiti
izobraževanje,1056.83625001491,543.317999999999,1.63840041756813,-0.680037829496962,262.265740239004,33.4777731836036,1.07504481518938,0.122566785166545,5,4,0,0,4,4,4,4,0,0,1,1,5,4,0,0,4,4,4,4,0,0,1,1,4,4,-513.518250014909,-2.3184382470651,sl,health,education,zdravje,izobraževanje,zdravjeizobraževanje,številka
izraziti,702.100000000093,,-0.448830861253513,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,describe,express,opisati,izraziti,opisatiizraziti,nedolžen
izračunati,488.85400000005,622.844499967203,-0.989528332238229,-0.333147275892274,,77.7269941998457,,0.254039856744542,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,4,1,4,0,0,1,1,1,4,133.990499967153,0.656381056345955,sl,count,calculate,šteti,izračunati,štetiizračunati,med
izsiljevati,696.8250000447,1077.67750000057,0.147335516955844,1.81646013304682,84.6292145961305,327.597500000557,0.55040672976949,0.484690069530134,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,380.852499955873,1.66912461609097,sl,bribe,blackmail,podkupiti,izsiljevati,podkupitiizsiljevati,kmet
izstrelek,536.630000005942,,-0.303271124819115,,33.770000005956,,0.015595586352943,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,rocket,missile,raketa,izstrelek,raketaizstrelek,nezmožnost
izvedba,500.376249994064,475.771666742163,-0.838497511941082,-0.915399171195836,23.4248653082798,64.8134834926685,0.183450914562295,0.198812322770728,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,-24.604583251901,-0.0769016592547539,sl,hanging,execution,obešanje,izvedba,obešanjeizvedba,generator
izvrsten,595.975199942765,345.878000095254,-0.369917471178156,-1.09115046059687,98.3186954998398,,0.354388440581526,,5,1,0,0,5,1,5,1,0,0,1,1,5,1,0,0,5,1,5,1,0,0,1,1,5,1,-250.097199847511,-0.721232989418718,sl,exceptional,remarkable,izjemen,izvrsten,izjemenizvrsten,kraja
izvrstno,781.199999984102,759.839500000002,-0.0166860909311514,-0.0233642288631521,104.102705688458,153.839500000002,0.399970042650926,0.663555654485642,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-21.3604999840996,-0.00667813793200073,sl,impressive,amazing,impresivno,izvrstno,impresivnoizvrstno,odpor
izziv,656.370333349235,571.077000095393,-0.113848031481993,-0.559048163252633,70.9143388806634,72.9739999523155,0.252906815693426,0.242340188634936,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-85.2933332538428,-0.44520013177064,sl,obstacle,challenge,ovira,izziv,oviraizziv,internet
ja,588.30000007007,660.799999994051,-0.58565752944122,0.0516881868598242,119.799999926996,1.89999999402795,0.156057339503703,0.000585681061518989,3,2,0,1,2,2,2,2,0,1,1,1,3,2,0,1,2,2,2,2,0,1,1,1,2,2,72.499999923981,0.637345716301044,sl,okay,yeah,okej,ja,okejja,obešanje
jadro,796.809999999941,,0.541555373644274,,228.329999999959,,0.561570426159645,,2,,0,,2,,2,,0,,1,,2,,0,,1,,2,,0,,0.5,,2,,,,sl,anchor,sail,sidro,jadro,sidrojadro,podpora
jagoda,390.608000000007,,-0.965824745212158,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,banana,strawberry,banana,jagoda,bananajagoda,rešilec
jahati,572.433333349181,562.379000000016,-0.281882767772879,-0.766246311073543,29.4078409648243,27.2209999046175,0.0751715404863704,0.0695679155741664,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-10.0543333491657,-0.484363543300664,sl,drive,ride,voziti,jahati,vozitijahati,čip
jajce,592.999999982101,608.904500002973,-0.653189334436653,-0.109581473130864,88.1999999940455,56.381817806381,0.22568089173481,0.152851669284329,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,15.9045000208713,0.543607861305788,sl,nest,egg,gnezdo,jajce,gnezdojajce,mafija
jakna,570.452999988086,588.499999964144,-0.69562531240024,-0.499435693748923,72.0850146495002,,0.279146946055017,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,18.0469999760583,0.196189618651317,sl,shirt,jacket,srajca,jakna,srajcajakna,guverner
jastog,674.200000000012,506.539999988075,-0.387097599654955,-0.637088648575576,76.2000000000115,69.0400000119405,0.0395063542206321,0.674636832907455,2,3,0,0,2,2,2,3,0,0,1,0.666666666666667,2,3,0,0,2,3,2,3,0,0,1,1,2,2,-167.660000011936,-0.24999104892062,sl,tuna,lobster,tuna,jastog,tunajastog,biblija
jedrski,541.597000095411,586.700000023877,-0.542779708492433,-0.268899419043662,,128.199999976147,,0.749964206867597,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,1,1,2,0,0,1,0.5,1,2,45.1029999284656,0.27388028944877,sl,atomic,nuclear,atomsko,jedrski,atomskojedrski,lojalen
jeklo,,486.249999988126,,-0.912596362643608,,9.3500000119675,,0.465626160279733,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,sl,concrete,steel,beton,jeklo,betonjeklo,pisalna miza
jesen,472.660000039691,632.098000023844,-0.96994280427197,-0.254629915707427,69.195517217657,137.611556197385,0.237927313146246,0.858538028938126,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,159.437999984153,0.715312888564543,sl,spring,autumn,pomlad,jesen,pomladjesen,pozornost
jesti,504.288500072085,460.500000095344,-0.681255565985936,-1.10437597183439,49.5884999290575,,0.171884748159481,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-43.7884999767415,-0.423120405848457,sl,feed,eat,hraniti,jesti,hranitijesti,tema
jetra,598.737750023836,504.160000000033,-0.35892416180861,-0.279159725495321,90.150603395477,,0.374225718828368,,4,2,0,0,4,1,4,2,0,0,1,0.5,4,2,0,0,4,2,4,2,0,0,1,1,4,1,-94.5777500238035,0.0797644363132884,sl,kidney,liver,ledvica,jetra,ledvicajetra,sovražnik
jezen,767.317857134314,417.467000095348,-0.0330651280424737,-1.02924942486504,291.478108858095,,0.876443312933722,,7,1,0,0,7,1,7,1,0,0,1,1,7,1,0,0,7,1,7,1,0,0,1,1,7,1,-349.850857038966,-0.996184296822563,sl,jealous,angry,ljubosumen,jezen,ljubosumenjezen,drobec
jezero,573.533333333325,501.650333364979,-0.0345104019257874,-0.6590201633089,78.0145664461417,12.2521685293549,0.613346717231854,0.112784417046826,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,-71.8829999683463,-0.624509761383113,sl,river,lake,reka,jezero,rekajezero,serija
julij,570.599999841055,,-0.539665921034592,,50.9513821104306,,0.231054479358085,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,june,july,junij,julij,junijjulij,galerija
jutro,509.766666658708,1352.39999997616,-0.706724858769154,2.0078074228292,59.0189047005137,,0.447271159227669,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,2,1,3,1,0,0,0.666666666666667,1,3,1,842.633333317452,2.71453228159836,sl,tomorrow,morning,jutri,jutro,jutrijutro,tovarna
kadarkoli,593.299999952316,594.739999999976,-0.818006678081985,0.391519135114485,,149.540000000023,,1.01376398669379,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,1.44000004765985,1.20952581319647,sl,never,ever,nikoli,kadarkoli,nikolikadarkoli,odeja
kakovost,652.051000047708,460.648000000743,-0.279596253225026,-0.817125903241639,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-191.403000046965,-0.537529650016613,sl,quantity,quality,količina,kakovost,količinakakovost,sprožite
kamen,554.599999988073,528.801000014273,-0.714584924782338,-0.727858684392465,15.3653289482887,60.8292335325826,0.0992762019775359,0.233399964857717,3,5,0,0,3,5,3,5,0,0,1,1,3,5,0,0,3,5,3,5,0,0,1,1,3,5,-25.7989999737999,-0.0132737596101264,sl,rock,stone,skala,kamen,skalakamen,kabina
kampiranje,594.499999963999,649.425499928475,-0.736360716954592,-0.49822838267228,21.6999999644755,8.37449988076696,0.0285683244064397,0.167603512532331,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,54.9254999644764,0.238132334282313,sl,picnic,camping,piknik,kampiranje,piknikkampiranje,večina
kapela,543.899999952293,,-0.132912075696268,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,church,chapel,cerkev,kapela,cerkevkapela,pošast
kapitalizem,509.100000000006,754.29200004768,-0.505087524438857,-0.351286693213691,54.360000000015,116.007999904636,0.44437283122356,0.0539784252280139,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,245.192000047675,0.153800831225166,sl,anarchy,capitalism,anarhija,kapitalizem,anarhijakapitalizem,podoben
kardinal,611.900000000081,,-0.560267686294037,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,bishop,cardinal,škof,kardinal,škofkardinal,škatla
kartel,,941.000000023865,,0.770244809734463,,248.999999976135,,0.845118070853362,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,sl,mafia,cartel,mafija,kartel,mafijakartel,klavir
kava,1127.5509999881,658.200000047684,0.980453043392224,-0.914508541637569,693.851000011897,,2.56659072526812,,2,1,1,0,2,1,2,1,1,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,2,1,-469.350999940418,-1.89496158502979,sl,cup,coffee,skodelica,kava,skodelicakava,moč
kavboj,558.266666698318,669.621999960276,-0.465594807353964,-0.418062102024171,89.7187147280887,9.35399472237912,0.435850902321924,0.262945730381883,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,111.355333261958,0.0475327053297934,sl,rodeo,cowboy,rodeo,kavboj,rodeokavboj,metoda
kača,542.763000039733,565.899999997811,-0.665317959034025,-0.885367100354163,38.488533985752,,0.174243765178731,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,23.1369999580784,-0.220049141320139,sl,worm,snake,črv,kača,črvkača,vljuden
kip,,541.846500071522,,-0.517339050497555,,71.546500071534,,0.041736986223684,,3,,0,,2,,3,,0,,0.666666666666667,,3,,0,,3,,3,,0,,1,,2,,,sl,monument,statue,spomenik,kip,spomenikkip,golf
kisik,494.211166693504,543.051333265923,-0.825566660125595,-0.793850881346828,11.3931518949513,31.2437957917803,0.147480322928926,0.102702129185211,6,3,0,0,6,3,6,3,0,0,1,1,6,3,0,0,6,3,6,3,0,0,1,1,6,3,48.8401665724185,0.0317157787787666,sl,air,oxygen,zrak,kisik,zrakkisik,afrika
kitara,490.141499916586,,-1.03651900175489,,62.9288923286904,,0.0866345089710219,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,piano,guitar,klavir,kitara,klavirkitara,reči
kladivo,478.400000000023,501.803499958274,-0.447903834819363,-0.904434549856776,,84.3062198579188,,0.0906572236549017,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,4,1,4,0,0,1,1,1,4,23.403499958251,-0.456530715037413,sl,stick,hammer,palica,kladivo,palicakladivo,ovojnica
klinika,471.749666674606,699.237749964115,-0.913267827051315,-0.12498975509471,15.0105707227419,125.480946959806,0.115041657586172,0.383734100631182,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,227.488083289509,0.788278071956605,sl,hospital,clinic,bolnišnica,klinika,bolnišnicaklinika,žig
ključavnica,608.217000286095,731.449499999653,-0.35612200224146,-0.225611925881135,,120.050499999648,,0.255624780634959,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,123.232499713558,0.130510076360324,sl,key,lock,ključ,ključavnica,ključključavnica,drugje
klobuk,567.668500011903,,-0.547854989355054,,51.3697528986787,,0.171201360404301,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,helmet,hat,čelada,klobuk,čeladaklobuk,medicinski
knjiga,432.81833336514,511.279000047594,-1.14108272802159,-0.764155633572955,37.7842489408603,,0.115979692789354,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,78.4606666824544,0.376927094448632,sl,bible,book,biblija,knjiga,biblijaknjiga,meč
kolaps,557.516999980144,2314.55199990468,-0.093769803147253,4.42473323962175,125.341408634468,,0.681097111996204,,3,3,0,0,3,1,3,3,0,0,1,0.333333333333333,3,3,0,0,3,3,3,3,0,0,1,1,3,1,1757.03499992454,4.51850304276901,sl,fall,collapse,padec,kolaps,padeckolaps,menedžer
koleno,513.827999985719,575.799999999722,-0.84888867076646,-0.508427619648595,46.5271037638697,18.5906786681478,0.0759937111035478,0.325570371396126,5,3,0,0,5,3,5,3,0,0,1,1,5,3,0,0,3,2,5,3,0,0,0.6,0.666666666666667,5,3,61.972000014003,0.340461051117865,sl,shoulder,knee,rama,koleno,ramakoleno,otvoritev
kombi,740,,0.402972739463838,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,trailer,van,prikolica,kombi,prikolicakombi,vdova
komedija,583.499999809312,572.914249982161,-0.921180493792022,-0.733554909063425,,69.1454643231442,,0.270535014410313,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,3,1,4,0,0,1,0.75,1,4,-10.5857498271511,0.187625584728597,sl,drama,comedy,drama,komedija,dramakomedija,spomenik
komisar,569,502.000000031781,-0.816462638835656,-0.68736092929563,,51.6873614168363,,0.182996619319871,1,3,0,0,1,3,1,3,0,0,1,1,1,3,0,0,1,3,1,3,0,0,1,1,1,3,-66.9999999682187,0.129101709540026,sl,inspector,commissioner,inšpektor,komisar,inšpektorkomisar,hrana
komunikacija,,506.220000000011,,-0.687898484964957,,68.09283173237,,0.150865116239299,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,navigation,communication,navigacija,komunikacija,navigacijakomunikacija,ponižen
komunist,680.399999952264,860.299999976065,-0.40786055707288,0.467024512782142,284.499999952357,,0.385833504948987,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,179.900000023801,0.874885069855022,sl,racist,communist,rasist,komunist,rasistkomunist,hormon
koncert,605.79833333365,495.704999928479,-0.366659711503541,-0.57860007301256,32.5390125250745,,0.280803650254067,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-110.093333405171,-0.211940361509019,sl,tour,concert,turneja,koncert,turnejakoncert,miza
konj,518.199999976147,447.23999999999,-0.528101739818466,-1.10365093374421,,50.5400000000375,,0.309070150542103,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,-70.9599999761565,-0.575549193925744,sl,donkey,horse,osel,konj,oselkonj,kemija
konjak,578.469333329413,519.84999999986,-0.362811347799258,-0.552571230368488,40.3571563830157,64.5500000000465,0.208059024025648,0.0345491379360866,6,3,0,0,6,2,6,3,0,0,1,0.666666666666667,6,3,0,0,5,3,6,3,0,0,0.833333333333333,1,6,2,-58.619333329552,-0.18975988256923,sl,rum,cognac,rum,konjak,rumkonjak,kampanja
kontradiktoren,1091.92550002388,1202,1.07181390490667,1.30552111021202,368.874499976171,,1.02204363077173,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,110.074499976121,0.233707205305356,sl,opposite,contrary,nasprotno,kontradiktoren,nasprotnokontradiktoren,stoletje
kopalnica,455.694499999983,527.505333325321,-0.853463073433727,-0.894082320033111,57.305500000017,38.7976123159709,0.112476395165765,0.366857612779351,2,3,0,0,2,3,2,3,0,0,1,1,2,3,0,0,2,3,2,3,0,0,1,1,2,3,71.810833325338,-0.0406192465993842,sl,shower,bathroom,tuš,kopalnica,tuškopalnica,pevec
kopija,499.155499856977,559.570250017918,-0.505015025977811,-0.418238193360487,6.04449995228802,61.6721002685428,0.173614060403845,0.173272531581552,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,60.4147501609407,0.0867768326173247,sl,original,copy,original,kopija,originalkopija,državen
korito,707.083666674618,668.159999999974,0.045326016655544,0.795142833865008,84.1464017644527,,0.436832280430947,,4,1,0,0,3,1,3,1,0,0,1,1,4,1,0,0,3,1,3,1,0,0,1,1,3,1,-38.9236666746443,0.749816817209464,sl,toilet,sink,stranišče,korito,straniščekorito,NLP
korporacija,606.400000015875,,-0.289820919357455,,56.8398627603081,,0.28664160559853,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,company,corporation,podjetje,korporacija,podjetjekorporacija,lep
kos,485.439999999944,608.324999993289,-0.63644530672138,-0.430417438780302,57.520000000019,88.308619569158,0.409526901482677,0.352022542553976,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,122.884999993345,0.206027867941078,sl,fragment,piece,drobec,kos,drobeckos,občasno
kosilo,534.416400057229,,-0.514109504090136,,57.6131541282702,,0.125389293819673,,5,,0,,5,,5,,0,,1,,5,,0,,5,,5,,0,,1,,5,,,,sl,snack,lunch,prigrizek,kosilo,prigrizekkosilo,radar
kovina,513.811999994097,503.883333365122,-0.83402054368552,-0.546034808391912,,54.8170923383472,,0.24760317102936,1,3,0,0,1,3,1,3,0,0,1,1,1,3,0,0,1,3,1,3,0,0,1,1,1,3,-9.92866662897472,0.287985735293608,sl,iron,metal,železo,kovina,železokovina,govor
kovček,531.90000000794,514.600000047707,-0.673412094381661,-0.792063371243895,69.1015436353593,,0.273654429837573,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-17.2999999602326,-0.118651276862234,sl,briefcase,suitcase,aktovka,kovček,aktovkakovček,fakulteta
kralj,420.89333331744,608.156000000221,-1.26207235476123,-0.424169672402425,18.7600900276432,19.844000000245,0.159159666560309,0.122306239787607,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,187.262666682781,0.837902682358804,sl,queen,king,kraljica,kralj,kraljicakralj,tobak
kraljestvo,621.032999928459,,-0.0797666663191959,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,royal,kingdom,kraljev,kraljestvo,kraljevkraljestvo,navigacija
kravata,614.264999976178,625.866199995204,-0.412582650674951,-0.23678163140518,177.935000000027,145.725580870479,0.387815657725913,0.602880063068886,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,1,5,2,5,0,0,0.5,1,2,5,11.6012000190261,0.175801019269771,sl,bind,tie,vez,kravata,vezkravata,zaklad
kriminalec,475.600000000093,673.149000011937,-0.516523634592028,0.213888366548761,,82.869767126918,,0.371734694922063,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,4,1,4,0,0,1,1,1,4,197.549000011844,0.73041200114079,sl,thief,criminal,tat,kriminalec,tatkriminalec,zmaga
kristjan,517.675500011886,479,-0.808989005065571,-0.841975451574666,108.375500035822,,0.408779657314362,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-38.6755000118865,-0.0329864465090955,sl,catholic,christian,katolik,kristjan,katolikkristjan,napredek
kriv,,589,,-0.464026110253237,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,innocent,guilty,nedolžen,kriv,nedolženkriv,krompir
krivičen,702.999999856925,,-0.700021190467164,,200.100000143051,,0.498159263897332,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,injustice,unfair,nepravičnost,krivičen,nepravičnostkrivičen,ščit
kriza,453.499999946332,479.599999952305,-1.0944745301598,-0.5233303349362,58.6999999582765,53.499999952328,0.0717443896748295,0.373938955076711,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,26.1000000059725,0.5711441952236,sl,situation,crisis,situacija,kriza,situacijakriza,senzor
krut,599.102333333363,495.296333309496,-0.625234182336346,-0.868922848210339,139.9900854484,82.0780072861451,0.342789239051207,0.257552202303958,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,-103.806000023867,-0.243688665873993,sl,brutal,cruel,brutalen,krut,brutalenkrut,mnenje
krutost,524.531999976141,635.253333333336,-0.693904185165074,-0.334560619164243,27.4048431446271,56.462472886371,0.0868878375830148,0.165795583243132,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,110.721333357195,0.359343566000831,sl,evil,cruelty,zlo,krutost,zlokrutost,junij
kupec,560.020000000019,588.669499999989,0.0867582072234254,-0.226277435847078,,59.130500023806,,0.217655766985934,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,28.6494999999701,-0.313035643070504,sl,seller,buyer,prodajalec,kupec,prodajaleckupec,koža
kuščar,541.216666650391,629,-0.6830134613103,-0.457861868738663,58.7600990057063,,0.11557717445614,,6,1,0,0,6,1,6,1,0,0,1,1,6,1,0,0,5,1,6,1,0,0,0.833333333333333,1,6,1,87.7833333496092,0.225151592571637,sl,frog,lizard,žaba,kuščar,žabakuščar,orkester
ladja,546.051000047708,547.699999976205,-0.771326561677925,-0.658247178493873,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.64899992849701,0.113079383184052,sl,crew,ship,posadka,ladja,posadkaladja,živeti
lastnik,,517.199999994016,,-0.940522123265507,,39.6000000179045,,0.0616529928626292,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,sl,property,owner,lastnina,lastnik,lastninalastnik,sladica
lačen,565.69299992852,,-0.874472787094972,,16.40699992844,,0.261482906658309,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,tired,hungry,utrujen,lačen,utrujenlačen,programska oprema
lažnivec,459.563499988056,744.002333301546,-1.04124137704921,0.180983262953092,78.3565000118685,161.726968808914,0.0269312416927409,0.560793257079264,2,6,0,0,2,6,2,6,0,0,1,1,2,6,0,0,2,5,2,6,0,0,1,0.833333333333333,2,6,284.43883331349,1.2222246400023,sl,lie,liar,laž,lažnivec,lažlažnivec,izhod
legenda,435.750000005966,587.299999904615,-0.865286132508692,-0.680841030426965,43.850000005943,275.500000095373,0.182462705089896,0.912232112812265,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,151.549999898649,0.184445102081727,sl,myth,legend,mit,legenda,mitlegenda,okrevati
lepota,423,532.299999988056,-1.00830990172689,-0.754205355865599,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,109.299999988056,0.254104545861287,sl,charm,beauty,čar,lepota,čarlepota,analitik
let,487.386999988288,,-0.921442927771193,,51.01299998787,,0.0241869475852971,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,landing,flight,pristanek,let,pristaneklet,pridobiti
letališče,529.953333325374,815.918000047619,-0.795936596372432,0.72982683747103,41.7534131633654,74.082000047725,0.0783248889564725,0.842474889312483,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,285.964666722245,1.52576343384346,sl,terminal,airport,terminal,letališče,terminalletališče,čudovito
leteti,375.020000000019,1281.92200014304,-1.12510748473836,1.41352605674384,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,906.902000143021,2.5386335414822,sl,land,fly,pristati,leteti,pristatileteti,utrip
lev,379,469.099999999977,-1.13900125541792,-0.950108400065651,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,90.099999999977,0.188892855352265,sl,dragon,lion,zmaj,lev,zmajlev,zahteva
