target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,no_cue,no_target,no_word_combo,unrelated_no_cue
fingeravtrykk,709.462444448747,764.819999999832,-0.147791498723583,0.172252548892866,64.1981304543132,41.1800000001675,0.271634066175288,0.144562968955091,10,2,0,0,9,2,9,2,0,0,1,1,10,2,0,0,8,2,9,2,0,0,0.888888888888889,1,9,2,55.3575555510857,0.320044047616449,no,dna,fingerprint,dna,fingeravtrykk,dnafingeravtrykk,fritt
finne,539.339333353001,635.097599512659,-0.875885841121361,-0.445593485050769,9.5605774921567,41.607501508705,0.0656877850526799,0.164899131145514,8,5,0,0,6,5,6,5,0,0,1,1,8,5,0,0,6,5,6,5,0,0,1,1,6,5,95.7582661596574,0.430292356070592,no,search,find,søke,finne,søkefinne,diplom
fire,785.539750047683,810.234166650806,-0.703756850548584,-0.00269970990352649,203.49766736458,219.498410104498,0.0921081379344417,0.615565413699477,5,7,0,0,4,6,4,6,0,0,1,1,5,7,0,0,4,6,4,6,0,0,1,1,4,6,24.6944166031226,0.701057140645057,no,two,four,to,fire,tofire,mester
fisk,655.911100009427,821.988000011886,-0.347554237222347,0.689188081635294,63.1823443117723,415.248000011894,0.243468098597808,1.56359635868167,11,2,0,0,10,2,11,2,0,0,0.909090909090909,1,11,2,0,0,9,2,11,2,0,0,0.818181818181818,1,10,2,166.076900002458,1.03674231885764,no,shark,fish,hai,fisk,haifisk,medfølende
fiske,675.447833333494,559.438199932058,-0.864697352001134,-0.519281476022663,123.593441387007,75.3021508055258,0.0514996758534032,0.286909363757793,6,7,0,0,6,5,6,5,0,0,1,1,6,7,0,0,6,5,6,5,0,0,1,1,6,5,-116.009633401436,0.345415875978471,no,hunting,fishing,jakte,fiske,jaktefiske,lojal
fjell,696.927500000107,483.785625019402,-0.830352267051969,-0.938742002421986,228.072499999893,31.5260866316666,0.140429239948401,0.0934983787541113,2,9,0,0,2,8,2,8,0,0,1,1,2,9,0,0,2,8,2,8,0,0,1,1,2,8,-213.141874980705,-0.108389735370017,no,hill,mountain,høyde,fjell,høydefjell,lytte
fjerde,535.975624973147,875.450499999992,-0.812506888403848,0.475880671402356,23.1261838645305,181.012967563326,0.0756249923848562,0.489281617773412,9,4,0,0,8,4,8,4,0,0,1,1,9,4,0,0,8,4,8,4,0,0,1,1,8,4,339.474875026845,1.2883875598062,no,third,fourth,tredje,fjerde,tredjefjerde,endring
fjerdedel,1047.02000000002,1278.09455555834,1.37433938076915,1.19385461831024,,156.009825142378,,0.430632711855071,1,12,0,0,1,9,1,11,0,0,1,0.818181818181818,1,12,0,0,1,10,1,11,0,0,1,0.909090909090909,1,9,231.074555558325,-0.180484762458903,no,half,quarter,halv,fjerdedel,halvfjerdedel,tvil
fjern,538.965999996647,471.933600000013,-0.788858706799838,-0.94124492598968,35.7456272144135,23.3962432083122,0.0888258919764632,0.0957190674165443,8,5,0,0,7,5,7,5,0,0,1,1,8,5,0,0,6,5,7,5,0,0,0.857142857142857,1,7,5,-67.0323999966345,-0.152386219189843,no,near,far,nær,fjern,nærfjern,rom
fjernsyn,559.280999976132,588.291249982118,-0.603544987922194,-0.54439531173011,30.2535436596319,69.8361881729539,0.0338297238711177,0.213221893226297,4,5,1,0,3,4,3,4,0,0,1,1,4,5,1,0,3,4,3,4,0,0,1,1,3,4,29.0102500059854,0.0591496761920837,no,radio,television,radio,fjernsyn,radiofjernsyn,tilfluktssted
flamme,531.675875070679,628.619666650768,-0.766331665686232,-0.678759046128878,18.5273968987065,55.8405437779028,0.0489474375158215,0.114196025784228,9,9,0,0,8,9,8,9,0,0,1,1,9,9,0,0,8,9,8,9,0,0,1,1,8,9,96.9437915800888,0.0875726195573547,no,fire,flame,brann,flamme,brannflamme,balanse
flaske,554.619999999996,743.615999178987,-0.867760587925006,0.0181135289914627,35.3800000000045,64.4664703063856,0.130285279702011,0.319215807821259,2,9,0,0,2,9,2,9,0,0,1,1,2,9,0,0,2,5,2,9,0,0,1,0.555555555555556,2,9,188.995999178991,0.885874116916469,no,glass,bottle,glass,flaske,glassflaske,ping
flate,598.291375037741,597.388666698282,-0.539723720245925,-0.692369623466191,61.7092896512221,76.1653501821825,0.19236579331968,0.218872816956823,8,3,1,0,8,3,8,3,0,0,1,1,8,3,1,0,8,3,8,3,0,0,1,1,8,3,-0.902708339458741,-0.152645903220265,no,layer,surface,lag,flate,lagflate,banktjenester
flott,631.325000031812,573.145999979119,-0.160877885459808,-0.660054502774527,68.1325708387977,44.6761576631055,0.453544462132682,0.0875694332683675,3,8,0,0,3,8,3,8,0,0,1,1,3,8,0,0,3,8,3,8,0,0,1,1,3,8,-58.1790000526937,-0.49917661731472,no,excellent,great,utmerket,flott,utmerketflott,finger
flukt,681.67985719745,773.511555556823,-0.477028180994127,0.00170660837618268,101.527248524533,79.950389583066,0.247939706160371,0.378231982571302,7,10,1,0,7,9,7,10,0,0,1,0.9,7,10,1,0,7,7,7,10,0,0,1,0.7,7,9,91.8316983593722,0.47873478937031,no,flee,escape,flykte,flukt,flykteflukt,tør
fly,489.597666762032,575.274222264703,-0.90386303620423,-0.555334496669809,40.6124293750156,35.5941197109591,0.067748675638446,0.120469401555142,5,10,0,0,3,9,3,9,0,0,1,1,5,10,0,0,3,9,3,9,0,0,1,1,3,9,85.6765555026712,0.348528539534421,no,land,fly,land,fly,landfly,puls
flygning,874.7360000599,1026.80659992843,0.401917316765906,0.552536273338475,139.750212028517,417.306490288259,0.479865328993669,0.845428862615977,7,5,0,1,6,5,6,5,0,0,1,1,7,5,0,1,6,5,6,5,0,0,1,1,6,5,152.070599868533,0.150618956572568,no,landing,flight,landing,flygning,landingflygning,stille
flyplass,753.180571421345,675.20357144017,-0.22187613665438,-0.464913520448496,68.8026848047675,53.1753225370195,0.173664505596174,0.0915048928796571,7,8,0,0,7,7,7,7,0,0,1,1,7,8,0,0,7,7,7,7,0,0,1,1,7,7,-77.976999981175,-0.243037383794116,no,terminal,airport,terminal,flyplass,terminalflyplass,herlig
flåte,635.938399940962,939.923600003612,-0.451078735240386,-0.0431569005777797,111.197366456342,266.158578484262,0.23426099038343,0.489737387515131,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,5,5,5,0,0,1,1,5,5,303.98520006265,0.407921834662606,no,naval,fleet,marine,flåte,marineflåte,fantasi
folkemengde,902.413461223289,778.348499305238,-0.0166581149222928,-0.0461817802358259,124.709275927379,63.405043115003,0.277896107220856,0.179424650570554,13,12,0,0,13,10,13,10,0,0,1,1,13,12,0,0,13,10,13,10,0,0,1,1,13,10,-124.064961918051,-0.0295236653135331,no,crowd,audience,publikum,folkemengde,publikumfolkemengde,advarsel
for evig,648.221666663788,800.9875556034,-0.523099834335308,0.149268100007433,42.3177703738969,92.0079604057613,0.0665783161649946,0.331193490658395,7,9,0,0,6,9,7,9,0,0,0.857142857142857,1,7,9,0,0,7,9,7,9,0,0,1,1,6,9,152.765888939612,0.672367934342741,no,eternal,forever,evig,for evig,evigfor evig,smal
forbedring,980.993099992675,793.180888912738,0.164220852204861,-0.0761281490159024,183.961713833067,44.5737986611828,0.441254246577024,0.158790139468818,10,9,0,0,10,9,10,9,0,0,1,1,10,9,0,0,10,7,10,9,0,0,1,0.777777777777778,10,9,-187.812211079938,-0.240349001220764,no,change,improvement,endring,forbedring,endringforbedring,rodeo
forberede,953.604888916112,678.674000022113,0.0120894414640997,-0.353070941438395,205.864357921725,54.2149814398063,0.350400465584912,0.126050066761528,10,10,0,0,9,10,9,10,0,0,1,1,10,10,0,0,9,10,9,10,0,0,1,1,9,10,-274.930888893999,-0.365160382902495,no,ready,prepare,klar,forberede,klarforberede,sannsynlighet
forbindelse,921.432153820625,779.609499978212,0.097650525416546,0.0352728628447711,127.075005809797,120.313084446296,0.253196782414174,0.367710742792597,15,6,0,0,13,6,13,6,0,0,1,1,15,6,0,0,11,6,13,6,0,0,0.846153846153846,1,13,6,-141.822653842413,-0.0623776625717749,no,contact,connection,tilknyting,forbindelse,tilknytingforbindelse,toalett
forbli,565.843000015768,585.165571459099,-0.618179331632297,-0.432963457483267,46.1803432195288,71.9300275322827,0.190300102175038,0.29155942922184,6,9,0,0,6,7,6,7,0,0,1,1,6,9,0,0,6,7,6,7,0,0,1,1,6,7,19.3225714433316,0.185215874149029,no,stay,remain,oppholde seg,forbli,oppholde segforbli,mareritt
forbruke,770.705666730578,679.605714353824,-0.0404671611516178,-0.34863529000891,138.175678521352,63.6772826091866,0.364267535118202,0.160108608929627,4,7,0,0,3,7,3,7,0,0,1,1,4,7,0,0,3,7,3,7,0,0,1,1,3,7,-91.0999523767542,-0.308168128857292,no,waste,spend,avfall,forbruke,avfallforbruke,paradis
forbrytelse,723.627799980948,588.896199998865,-0.272900018590424,-0.56139718733762,45.9571188908866,42.262909891418,0.174895522039639,0.0935889760660967,5,6,0,0,5,5,5,5,0,0,1,1,5,6,0,0,5,4,5,5,0,0,1,0.8,5,5,-134.731599982083,-0.288497168747195,no,sin,crime,synd,forbrytelse,syndforbrytelse,spiker
forbryter,1042.22600005392,622.916166680576,0.404078211798367,-0.59659864121848,233.234913003468,57.3421005762651,0.482179483302252,0.164640683807218,5,6,0,0,5,6,5,6,0,0,1,1,5,6,0,0,5,6,5,6,0,0,1,1,5,6,-419.309833373343,-1.00067685301685,no,thief,criminal,tyv,forbryter,tyvforbryter,andre steder
forby,576.283399986284,669.579998180363,-0.537899654923481,-0.455966963243696,29.6752087798973,69.0930039516178,0.142668963316633,0.16280337603039,5,6,0,0,5,5,5,5,0,0,1,1,5,6,0,0,5,5,5,5,0,0,1,1,5,5,93.2965981940798,0.0819326916797847,no,forbidden,prohibit,forbudt,forby,forbudtforby,diamant
foredrag,736.926214280671,728.201624791408,-0.332604313585002,-0.21588163401745,62.5950161586189,92.2828689649138,0.140438721927522,0.269301886992804,14,8,0,0,14,8,14,8,0,0,1,1,14,8,0,0,14,8,14,8,0,0,1,1,14,8,-8.72458948926362,0.116722679567552,no,seminar,lecture,seminar,foredrag,seminarforedrag,analytiker
foreldre,492.419999999983,713.144249982142,-0.883601270359582,-0.276985712802477,102.799999999988,71.8527835197641,0.345027204587371,0.0873978292544738,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,220.724249982159,0.606615557557105,no,adult,parent,voksen,foreldre,voksenforeldre,i morgen
foreslås,825.593833377023,833.006399999863,0.19784869579907,0.213383872761249,92.8130433919416,99.5832965323277,0.403417495439764,0.228162439074852,7,6,0,0,6,5,7,6,0,0,0.857142857142857,0.833333333333333,7,6,0,0,7,6,7,6,0,0,1,1,6,5,7.41256662283934,0.0155351769621794,no,propose,suggest,fremstille,foreslås,fremstilleforeslås,katolikk
forfatter,668.219250002949,629.732500023849,-0.617878180486106,-0.107806100758411,76.7018583169837,32.572500023816,0.0900298954998235,0.272147687910721,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,-38.4867499790996,0.510072079727695,no,poet,writer,dikter,forfatter,dikterforfatter,leppe
forfriske,697.708000022615,997.892727385487,-0.125657445628571,0.487558053734968,42.5303627365966,75.837167375295,0.209029514021146,0.266190445773738,6,12,0,0,5,11,5,11,0,0,1,1,6,12,0,0,5,8,5,11,0,0,1,0.727272727272727,5,11,300.184727362871,0.61321549936354,no,fresh,refresh,fersk,forfriske,ferskforfriske,materie
forlate,602.31515386997,965.163250016558,-0.581160192258113,0.615115691187633,33.1838231529665,122.194008418132,0.112054272628467,0.390778827659838,13,4,1,0,13,4,13,4,1,0,1,1,14,4,0,0,14,4,14,4,0,0,1,1,13,4,362.848096146588,1.19627588344575,no,leave,abandon,permisjon,forlate,permisjonforlate,skitten
fornærme,581.370999999606,900.598374574439,-0.49220694209261,-0.0874642188599283,57.2209560842475,164.93216552101,0.163700926120105,0.294784945408161,4,8,0,0,4,8,4,8,0,0,1,1,4,8,0,0,4,7,4,8,0,0,1,0.875,4,8,319.227374574833,0.404742723232681,no,insult,offend,fornærmelse,fornærme,fornærmelsefornærme,først
forræder,608.091,614.331999988536,-0.359467176714146,-0.605705395815168,,55.2555892999895,,0.143925481659472,2,8,0,0,1,7,1,7,0,0,1,1,2,8,0,0,1,7,1,7,0,0,1,1,1,7,6.24099998853637,-0.246238219101022,no,spy,traitor,spion,forræder,spionforræder,reklame
forsker,573.989833317571,635.312785440415,-0.658761003167432,-0.467591558727831,28.5772117681113,69.427543053668,0.0482552341112838,0.135440314473351,6,14,0,0,6,14,6,14,0,0,1,1,6,14,0,0,6,14,6,14,0,0,1,1,6,14,61.3229521228444,0.191169444439601,no,genius,scientist,geni,forsker,geniforsker,sult
forstyrre,582.895625116216,728.82029999285,-0.689665414717244,-0.301897088918014,67.0450696609239,56.295297956098,0.184964242624478,0.164509368807114,8,10,0,0,8,10,8,10,0,0,1,1,8,10,0,0,8,10,8,10,0,0,1,1,8,10,145.924674876634,0.38776832579923,no,interrupt,disturb,avbryte,forstyrre,avbryteforstyrre,skjerm
forstå,596.322999971348,478.401333333517,-0.555215051348388,-0.853175853623611,79.5021363840101,84.4629686219389,0.346380565211994,0.259456027666583,6,3,0,0,5,3,5,3,0,0,1,1,6,3,0,0,5,3,5,3,0,0,1,1,5,3,-117.921666637831,-0.297960802275224,no,realize,understand,innse,forstå,innseforstå,brann
forsvare,631.381428489744,807.365999964298,-0.496109173238178,0.0188961227283304,57.3726925941005,194.804661177258,0.150896178415494,0.493697762350509,7,5,0,0,7,4,7,4,0,0,1,1,7,5,0,0,7,4,7,4,0,0,1,1,7,4,175.984571474554,0.515005295966509,no,protect,defend,beskytte,forsvare,beskytteforsvare,entusiasme
forsvinning,1222.85066666718,740.804727289233,0.279510624917152,-0.137777926815974,251.051783464045,55.1724010474178,0.0900514165414533,0.190597042588384,3,11,0,0,3,11,3,11,0,0,1,1,3,11,0,0,3,11,3,11,0,0,1,1,3,11,-482.045939377945,-0.417288551733126,no,death,disappearance,død,forsvinning,dødforsvinning,modell
forsøk,552.319999999949,758.166000004004,-0.530911788911167,-0.0798125446877124,,201.131716842443,,0.750851692870694,1,6,0,0,1,6,1,6,0,0,1,1,1,6,0,0,1,6,1,6,0,0,1,1,1,6,205.846000004055,0.451099244223455,no,try,attempt,prøve,forsøk,prøveforsøk,tilhenger
fort,711.000000000029,645.922454542221,-0.22179975490701,-0.700402740181605,,58.358478296369,,0.108698174014127,1,12,0,0,1,11,1,11,0,0,1,1,1,12,0,0,1,10,1,11,0,0,1,0.909090909090909,1,11,-65.0775454578079,-0.478602985274595,no,slow,fast,langsom,fort,langsomfort,magi
fortelle,1098.56749995751,637.068750005972,0.418733824616636,-0.571693358517095,385.499423003679,48.5512510757339,0.82794639479445,0.0943613285065602,5,4,0,0,4,4,4,4,0,0,1,1,5,4,0,0,2,4,4,4,0,0,0.5,1,4,4,-461.49874995154,-0.990427183133731,no,say,tell,si,fortelle,sifortelle,fysikk
fortid,515.733199966594,819.358555561437,-0.7442018303189,-0.324039989498518,42.9210141508679,149.998062374761,0.120677754336283,0.226665648542411,5,9,0,0,5,9,5,9,0,0,1,1,5,9,0,0,5,8,5,9,0,0,1,0.888888888888889,5,9,303.625355594843,0.420161840820382,no,future,past,framtid,fortid,framtidfortid,geni
fortsatt,600.747375011931,588.808454534631,-0.653988697725408,-0.582174064036656,60.4583064990379,58.2905893881824,0.1362477917857,0.115635873350212,10,11,0,0,8,11,8,11,0,0,1,1,10,11,0,0,8,11,8,11,0,0,1,1,8,11,-11.9389204773003,0.071814633688752,no,already,still,allerede,fortsatt,alleredefortsatt,fødsel
fortsette,563.633000000031,684.926099989152,-0.726890258062419,-0.408315405426463,66.646999999997,119.805478183548,0.000360895394503291,0.283903719095067,3,11,0,0,2,10,2,10,0,0,1,1,3,11,0,0,2,9,2,10,0,0,1,0.9,2,10,121.293099989121,0.318574852635956,no,proceed,continue,gå videre,fortsette,gå viderefortsette,føderal
forvente,627.351499984099,809.439333301503,-0.509819843613784,-0.227600347612043,39.9097348346883,254.568450439799,0.128217427874611,0.65752441811545,6,5,0,0,6,3,6,3,0,0,1,1,6,5,0,0,6,3,6,3,0,0,1,1,6,3,182.087833317404,0.28221949600174,no,wait,expect,vente,forvente,venteforvente,radius
forvirring,613.621400029818,622.169500002856,-0.683787874839644,-0.668283529227883,63.5123537267345,90.3611930010636,0.090958987936509,0.236198514381221,5,6,0,0,5,6,5,6,0,0,1,1,5,6,0,0,5,6,5,6,0,0,1,1,5,6,8.54809997303823,0.0155043456117616,no,chaos,confusion,kaos,forvirring,kaosforvirring,kabel
fotball,508.339625110311,605.911199990427,-0.778850377457387,-0.726780074704675,31.5362080869668,53.1679226217696,0.1409281448441,0.0573767832721678,8,5,0,0,8,5,8,5,0,0,1,1,8,5,0,0,7,5,8,5,0,0,0.875,1,8,5,97.5715748801157,0.0520703027527117,no,basketball,football,basketball,fotball,basketballfotball,grave
foto,543.931500235852,834.943250035693,-0.75128637925667,-0.156092887714615,40.5082947516651,170.515575976662,0.102756028081363,0.335615132066256,10,5,0,0,10,4,10,4,0,0,1,1,10,5,0,0,10,4,10,4,0,0,1,1,10,4,291.011749799842,0.595193491542055,no,picture,photo,bilde,foto,bildefoto,oppholde seg
fotograf,676.848499985839,654.78315382783,-0.320324413532829,-0.562589311839346,64.4434919602398,50.7872608103906,0.226971654465073,0.122826396224883,6,13,0,0,6,13,6,13,0,0,1,1,6,13,0,0,6,12,6,13,0,0,1,0.923076923076923,6,13,-22.0653461580084,-0.242264898306517,no,autograph,photographer,autograf,fotograf,autograffotograf,kreditt
fransk,602.106777776489,676.674666670617,-0.71950939664257,-0.423897145170785,53.0719427599376,76.5487454383501,0.166082692295946,0.191625882468776,9,4,0,0,9,3,9,3,0,0,1,1,9,4,0,0,9,3,9,3,0,0,1,1,9,3,74.5678888941279,0.295612251471785,no,english,french,engelsk,fransk,engelskfransk,høyre
fravær,690.183999999973,529.711374998122,-0.441996931772848,-0.728101542001173,32.7548082032958,28.6844099266597,0.0815305496444576,0.103708896094583,5,9,0,0,5,8,5,8,0,0,1,1,5,9,0,0,5,8,5,8,0,0,1,1,5,8,-160.472625001852,-0.286104610228325,no,presence,absence,tilstedeværelse,fravær,tilstedeværelsefravær,drage
fremgangsmåte,815.23900006756,621.382199990563,0.0301422740686124,-0.530104767327425,53.2708864148246,54.2907397562557,0.142484993111229,0.098205382895589,12,7,0,0,12,5,12,5,0,0,1,1,12,7,0,0,12,5,12,5,0,0,1,1,12,5,-193.856800076997,-0.560247041396038,no,process,procedure,prosess,fremgangsmåte,prosessfremgangsmåte,varm
frivillig,693.211571209199,614.413769278219,-0.211623021047957,-0.629080415684517,82.9528094200312,30.5673092387307,0.277973219837288,0.101546826749003,7,14,0,0,7,13,7,13,0,0,1,1,7,14,0,0,7,13,7,13,0,0,1,1,7,13,-78.7978019309802,-0.41745739463656,no,volunteer,voluntarily,av seg selv,frivillig,av seg selvfrivillig,portal
frokost,546.116999962286,547.470500003993,-0.761635719633568,-0.725753656268425,26.7175747403738,15.2957996768614,0.0660930487815304,0.0338239613631149,10,13,0,0,10,12,10,12,0,0,1,1,10,13,0,0,10,12,10,12,0,0,1,1,10,12,1.35350004170687,0.0358820633651435,no,dinner,breakfast,middag,frokost,middagfrokost,ond
frukt,547.39987501454,721.293285695545,-0.820316622427057,-0.38714611427759,50.3010906658201,98.2499346360186,0.0890292909421254,0.25503154695336,10,7,0,0,8,7,9,7,0,0,0.888888888888889,1,10,7,0,0,9,7,9,7,0,0,1,1,8,7,173.893410681005,0.433170508149467,no,apple,fruit,eple,frukt,eplefrukt,hjelm
frykt,597.289636336979,609.926250048127,-0.595828640406598,-0.62100718112674,35.3013875361676,26.0183121375054,0.0872156534307086,0.0718644248239503,12,4,0,0,11,4,11,4,0,0,1,1,12,4,0,0,10,4,11,4,0,0,0.909090909090909,1,11,4,12.6366137111486,-0.0251785407201419,no,horror,fear,skrekk,frykt,skrekkfrykt,prosjekt
fryktelig,522.649999992534,639.073499958322,-0.615028564886881,-0.48211053092544,35.929955897115,67.3347336704617,0.166892529245504,0.184478436235282,3,5,0,0,3,4,3,4,0,0,1,1,3,5,0,0,3,4,3,4,0,0,1,1,3,4,116.423499965788,0.132918033961441,no,terrible,horrible,forferdelig,fryktelig,forferdeligfryktelig,vakt
fryse,782.013500000001,728.524583327552,0.191466834701626,-0.508322579776009,117.532022681401,91.5326489292153,0.374581191599608,0.121115585355466,5,12,0,0,4,12,4,12,0,0,1,1,5,12,0,0,4,12,4,12,0,0,1,1,4,12,-53.4889166724486,-0.699789414477635,no,melt,freeze,smelte,fryse,smeltefryse,stortinget
fugl,522.833333386218,622.898797897116,-0.824881553940813,-0.487770087744764,54.7810429010143,51.2672166869269,0.174552950226153,0.145794661402583,10,5,0,0,9,5,9,5,0,0,1,1,10,5,0,0,9,5,9,5,0,0,1,1,9,5,100.065464510898,0.337111466196049,no,butterfly,bird,sommerfugl,fugl,sommerfuglfugl,kommando
full,646.451857186729,562.9846363442,-0.555704693676703,-0.695805153207313,62.613194225969,56.8033571005615,0.149725180328323,0.149889670542121,8,11,0,0,7,11,7,11,0,0,1,1,8,11,0,0,7,11,7,11,0,0,1,1,7,11,-83.4672208425287,-0.140100459530609,no,sober,drunk,edru,full,edrufull,verktøy
full,646.451857186729,562.9846363442,-0.555704693676703,-0.695805153207313,62.613194225969,56.8033571005615,0.149725180328323,0.149889670542121,8,11,0,0,7,11,7,11,0,0,1,1,8,11,0,0,7,11,7,11,0,0,1,1,7,11,-83.4672208425287,-0.140100459530609,no,sober,drunk,edru,full,edrufull,tale
full.1,499.247600028548,710.703600069834,-0.772077488513919,-0.1657796806342,37.7854117982314,82.1779975782207,0.0962783271272462,0.257097396285133,5,10,0,0,5,10,5,10,0,0,1,1,5,10,0,0,5,10,5,10,0,0,1,1,5,10,211.456000041286,0.606297807879719,no,empty,full,tom,full,tomfull,verktøy
full.1,499.247600028548,710.703600069834,-0.772077488513919,-0.1657796806342,37.7854117982314,82.1779975782207,0.0962783271272462,0.257097396285133,5,10,0,0,5,10,5,10,0,0,1,1,5,10,0,0,5,10,5,10,0,0,1,1,5,10,211.456000041286,0.606297807879719,no,empty,full,tom,full,tomfull,tale
fullstendig,579.431333276753,542.458000062072,-0.547724764393277,-0.739780884781968,109.741118190146,16.6021317619538,0.2731552401858,0.135024859499498,5,4,0,0,3,3,4,3,0,0,0.75,1,5,4,0,0,4,3,4,3,0,0,1,1,3,3,-36.973333214681,-0.192056120388691,no,total,complete,total,fullstendig,totalfullstendig,sjel
funksjonell,662.219428578254,688.148900022032,-0.377034387014277,-0.305208049987666,59.8195845085997,46.4072788956222,0.176298075524912,0.156098514096252,7,11,0,0,7,10,7,10,0,0,1,1,7,11,0,0,7,10,7,10,0,0,1,1,7,10,25.9294714437773,0.0718263370266115,no,operational,functional,operativ,funksjonell,operativfunksjonell,navn
fysisk,530.03624997595,556.437999982675,-0.790174804026131,-0.711925525637063,79.1377285596042,50.6644649670768,0.160075516490812,0.133128950271777,4,13,0,0,4,11,4,11,0,0,1,1,4,13,0,0,4,10,4,11,0,0,1,0.909090909090909,4,11,26.4017500067249,0.0782492783890677,no,sexual,physical,seksuell,fysisk,seksuellfysisk,redde
føderasjon,677.044599983608,907.105399581324,-0.279858653211758,0.266407058063008,38.8422183368484,163.177575083517,0.192737818306248,0.324425890731369,8,5,0,0,5,5,6,5,0,0,0.833333333333333,1,8,5,0,0,6,5,6,5,0,0,1,1,5,5,230.060799597716,0.546265711274767,no,colony,federation,koloni,føderasjon,koloniføderasjon,regn
fødselsdag,787.755000000063,897.856142845217,-0.372224644166602,-0.0522285005630671,108.230072954157,212.04100416793,0.0560422991355576,0.421207470310046,5,7,0,0,4,7,4,7,0,0,1,1,5,7,0,0,4,7,4,7,0,0,1,1,4,7,110.101142845154,0.319996143603535,no,anniversary,birthday,jubileum,fødselsdag,jubileumfødselsdag,synd
følelse,639.96649997079,799.981714234222,-0.807141139918508,0.183069612070421,91.6278463891821,187.459803134552,0.110847396446034,0.585611465947525,5,9,0,0,4,7,5,7,0,0,0.8,1,5,9,0,0,4,7,5,7,0,0,0.8,1,4,7,160.015214263433,0.990210751988929,no,impression,feeling,inntrykk,følelse,inntrykkfølelse,piknik
følsom,769.968125002997,544.039999999979,-0.230468921722425,-0.635633289469866,106.845269772533,91.679999999993,0.189533183639034,0.385495301186835,8,2,0,0,8,2,8,2,0,0,1,1,8,2,0,0,8,2,8,2,0,0,1,1,8,2,-225.928125003018,-0.405164367747441,no,delicate,sensitive,delikat,følsom,delikatfølsom,åpenbaring
gaffel,643.422833317687,713.686714248673,-0.743149161310379,-0.180341372046953,81.5836718867188,95.3715026627397,0.0990543551063469,0.28316603531309,6,7,0,0,6,7,6,7,0,0,1,1,6,7,0,0,6,7,6,7,0,0,1,1,6,7,70.2638809309864,0.562807789263426,no,spoon,fork,skje,gaffel,skjegaffel,vår
gal,598.423666764361,481.347999976133,-0.660989887505781,-0.989334608086347,68.8664056453591,71.652000023867,0.242266698886898,0.163010367593356,3,3,0,0,3,2,3,3,0,0,1,0.666666666666667,3,3,0,0,2,3,3,3,0,0,0.666666666666667,1,3,2,-117.075666788228,-0.328344720580566,no,paranoid,crazy,paranoid,gal,paranoidgal,dekke
galakse,683.17100000013,791.363749916607,-0.372596108678258,-0.0365952645328199,50.9762529340868,88.3177091999454,0.147878775831262,0.360049192152616,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,108.192749916477,0.336000844145438,no,universe,galaxy,univers,galakse,universgalakse,positiv
garasje,856.805250030565,525.613428567769,-0.00519321622656105,-0.788010931542513,199.439022188565,25.7363157002402,0.417932655043029,0.0599162469107402,4,8,0,0,4,7,4,7,0,0,1,1,4,8,0,0,3,7,4,7,0,0,0.75,1,4,7,-331.191821462796,-0.782817715315952,no,workshop,garage,verksted,garasje,verkstedgarasje,taper
gate,569.391400010092,561.057166658715,-0.97393581822475,-0.696159301592357,26.4511651476494,32.0189590197741,0.121136133875869,0.141771595937317,5,8,0,0,5,6,5,6,0,0,1,1,5,8,0,0,5,6,5,6,0,0,1,1,5,6,-8.33423335137695,0.277776516632393,no,avenue,street,vei,gate,veigate,operere
gave,584.250500020047,678.642999990145,-0.639545736781992,0.0728035438694869,56.5555441156748,178.766578425479,0.152584160639332,0.786172721701978,8,5,1,0,8,5,8,5,1,0,1,1,8,5,1,0,8,4,8,5,1,0,1,0.8,8,5,94.3924999700974,0.712349280651479,no,compliment,gift,kompliment,gave,komplimentgave,ute
generell,616.46650000955,660.736333351243,-0.561478415657334,-0.329306921045451,65.7968251004106,70.7742908150823,0.135651563183601,0.230951306969163,11,6,0,0,10,6,10,6,0,0,1,1,11,5,0,1,10,4,10,5,0,1,1,0.8,10,6,44.269833341693,0.232171494611883,no,naturally,generally,naturlig,generell,naturliggenerell,kavaleri
