target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,zh_cue,zh_target,zh_word_combo,unrelated_zh_cue
啜,1052.83132143528,1010.78378570568,1.31917065879716,1.14426437092029,89.5805680085704,91.1240593300558,0.320781518413197,0.342774433475092,52,60,0,4,28,28,38,45,0,1,0.736842105263158,0.622222222222222,51,61,1,3,33,44,37,46,1,0,0.891891891891892,0.956521739130435,28,28,-42.0475357296092,-0.174906287876871,zh,drop,sip,滴,啜,滴啜,第一
啤酒,535.57963636384,561.283266682365,-0.571883439841923,-0.418972924945735,17.8329980648729,33.0309675602355,0.0856715998366922,0.140345580239519,54,59,2,2,45,45,47,47,1,0,0.957446808510638,0.957446808510638,54,60,2,1,46,43,47,47,1,0,0.978723404255319,0.914893617021277,44,45,25.7036303185248,0.152910514896188,zh,drink,beer,饮料,啤酒,饮料啤酒,基因
喜剧,520.792930208976,588.272263154687,-0.629266717449576,-0.329656322110115,29.2931156678824,34.0732724627033,0.0947491221337518,0.12045096785895,58,66,1,0,43,57,43,58,1,0,1,0.982758620689655,58,66,1,0,43,52,43,58,1,0,1,0.896551724137931,43,57,67.4793329457115,0.299610395339461,zh,drama,comedy,戏剧,喜剧,戏剧喜剧,沙漠
喜悦,538.091571415767,537.735317073208,-0.552396223766871,-0.490151394751927,21.0213263420546,14.3989299641047,0.0675183720421334,0.0626956907899204,54,52,0,1,42,41,43,41,0,0,0.976744186046512,1,53,52,1,1,41,41,43,41,0,0,0.953488372093023,1,42,41,-0.356254342559282,0.0622448290149443,zh,pleasure,joy,乐趣,喜悦,乐趣喜悦,卖家
囚犯,574.207355561351,692.265075001967,-0.451487091063387,-0.0940225675640282,28.7178022521652,32.5627917262268,0.0882921005501463,0.120485050762076,55,55,2,0,45,40,47,41,0,0,0.957446808510638,0.975609756097561,55,55,2,0,46,40,47,41,0,0,0.978723404255319,0.975609756097561,45,40,118.057719440616,0.357464523499359,zh,hostage,prisoner,人质,囚犯,人质囚犯,打击
四个,472.662489780023,682.028183669116,-0.811203083056582,0.00701583081924193,14.388810396238,35.1840331117252,0.0752708320905507,0.123692148440412,54,58,1,1,49,49,49,51,0,0,1,0.96078431372549,54,58,1,1,48,51,49,51,0,0,0.979591836734694,1,49,49,209.365693889093,0.818218913875824,zh,two,four,两个,四个,两个四个,图书馆
回复,566.139305559827,575.941900022632,-0.496547297551333,-0.443189137769954,28.1637378043191,27.1384735587104,0.139878836103156,0.0947511707035537,77,67,1,2,72,50,72,51,0,0,1,0.980392156862745,77,68,1,1,63,50,72,51,0,0,0.875,0.980392156862745,72,50,9.8025944628049,0.0533581597813783,zh,answer,reply,应答,回复,应答回复,接待
团体,598.734313734472,669.347023799954,-0.307518831170105,-0.0647177134490714,36.957858397179,47.439032385251,0.178871224292646,0.168678224115656,63,58,0,0,51,42,54,43,0,0,0.944444444444444,0.976744186046512,63,58,0,0,42,41,54,43,0,0,0.777777777777778,0.953488372093023,51,42,70.6127100654826,0.242801117721034,zh,gang,group,帮派,团体,帮派团体,上帝
团队,542.262674409012,543.776729165966,-0.49893835737167,-0.545465264427361,23.2041342867012,18.4966716914966,0.0983939785758395,0.0712694392341777,55,53,0,0,44,48,44,48,0,0,1,1,55,53,0,0,39,43,44,48,0,0,0.886363636363636,0.895833333333333,43,48,1.51405475695378,-0.0465269070556913,zh,league,team,联盟,团队,联盟团队,特工
困惑,585.724782607331,574.918565213758,-0.370246355149206,-0.368310105333874,26.1322508497283,19.4531675796853,0.0996973643139916,0.0855824482329305,56,56,1,3,46,46,47,48,0,1,0.978723404255319,0.958333333333333,57,57,0,2,44,40,47,49,0,0,0.936170212765957,0.816326530612245,46,46,-10.8062173935734,0.0019362498153318,zh,chaos,confusion,混乱,困惑,混乱困惑,能手
困苦,613.796042558923,820.957666651854,-0.356309077902512,0.698224186326242,34.9973502676789,58.2955714190816,0.116475939734692,0.252147027076911,58,63,1,0,47,45,50,54,1,0,0.94,0.833333333333333,58,63,1,0,50,54,50,54,1,0,1,1,47,45,207.161624092931,1.05453326422875,zh,tough,hard,艰难,困苦,艰难困苦,创造
围绕,661.054500011823,630.045759997081,-0.0433373404965078,-0.278086160894,45.5440932270566,26.0773098657965,0.182936745408517,0.0864367813316684,57,55,0,0,53,50,53,50,0,0,1,1,57,55,0,0,48,48,53,50,0,0,0.905660377358491,0.96,52,50,-31.0087400147414,-0.234748820397492,zh,round,around,转圈,围绕,转圈围绕,潜艇
国家,508.417733335824,530.25001999324,-0.654994566272802,-0.618164837420813,26.6767239265914,34.1669035094799,0.0829344115313568,0.124392341445091,55,54,1,0,45,50,45,50,0,0,1,1,56,54,0,0,43,49,45,50,0,0,0.955555555555556,0.98,45,50,21.8322866574158,0.0368297288519889,zh,country,nation,国家,国家,国家国家,生气
国王,518.050396230597,582.462874995663,-0.68262312470825,-0.447705135074091,19.383773481342,36.7453780008076,0.0723625035057582,0.104441336478468,59,60,2,0,54,48,55,48,0,0,0.981818181818182,1,59,60,2,0,53,47,55,48,0,0,0.963636363636364,0.979166666666667,53,48,64.4124787650658,0.23491798963416,zh,queen,king,女王,国王,女王国王,警长
地区,582.477044448884,545.984425530962,-0.431229888551394,-0.565405355884445,45.711475963796,20.472805424793,0.131314271782202,0.0708981243901235,63,59,2,2,46,47,48,48,0,1,0.958333333333333,0.979166666666667,63,59,2,2,25,48,48,48,0,1,0.520833333333333,1,45,47,-36.4926189179216,-0.134175467333051,zh,county,district,郡县,地区,郡县地区,法庭
地图,542.483983052647,546.167209287387,-0.592190374346327,-0.56401351809763,23.5503598892778,36.106827900782,0.0721986019350761,0.112214398777977,68,52,2,0,59,43,62,45,0,0,0.951612903225806,0.955555555555556,68,52,2,0,52,42,62,45,0,0,0.838709677419355,0.933333333333333,59,43,3.68322623473921,0.0281768562486964,zh,compass,map,罗盘,地图,罗盘地图,饶恕
地址,539.366727271994,570.417565208861,-0.490568608080228,-0.476891010697703,31.5204290470201,30.7013966729813,0.118567071092232,0.129390663748957,52,52,0,1,44,46,44,46,0,0,1,1,52,52,0,1,40,45,44,46,0,0,0.909090909090909,0.978260869565217,44,46,31.0508379368665,0.0136775973825252,zh,number,address,编号,地址,编号地址,实践
地带,804.864674420683,693.509695658481,0.350965847951545,0.077655507575115,57.6566918019682,43.3923027869263,0.186948264520373,0.148505762056946,63,58,1,1,43,46,46,49,0,0,0.934782608695652,0.938775510204082,63,58,1,1,44,47,46,49,0,0,0.956521739130435,0.959183673469388,43,46,-111.354978762202,-0.27331034037643,zh,area,zone,区域,地带,区域地带,接触
地狱,496.367755115611,563.312913038043,-0.74726864101077,-0.447642744154496,14.2362774747243,16.6694104094779,0.0450491179439518,0.0834072305741105,60,56,0,0,49,46,50,46,0,0,0.98,1,60,56,0,0,49,46,50,46,0,0,0.98,1,49,46,66.9451579224328,0.299625896856274,zh,paradise,hell,天堂,地狱,天堂地狱,男性
坍塌,633.928116284947,701.24463828312,-0.104571204825315,0.126616430227171,25.2598051825463,26.9311051303474,0.0895880982215541,0.105297929000617,55,54,0,1,43,47,48,50,0,1,0.895833333333333,0.94,55,54,0,1,46,43,48,50,0,1,0.958333333333333,0.86,43,47,67.3165219981729,0.231187635052486,zh,fall,collapse,落下,坍塌,落下坍塌,薄
坐下,599.970948703188,677.224368431874,-0.409231620660799,-0.0393771311531264,47.6648815061583,25.653630756322,0.11520100794046,0.0966069392789415,52,59,2,2,40,57,40,57,0,0,1,1,51,59,3,2,40,56,40,57,0,0,1,0.982456140350877,39,57,77.2534197286855,0.369854489507673,zh,stand,sit,站立,坐下,站立坐下,研究
坚定,523.059500003537,571.613530621206,-0.635171417267251,-0.587740605703622,23.0803812184618,38.3886597293554,0.0580020243314903,0.0754705367129728,53,60,4,1,45,49,45,52,0,0,1,0.942307692307692,53,60,4,1,43,49,45,52,0,0,0.955555555555556,0.942307692307692,44,49,48.5540306176695,0.0474308115636288,zh,firmly,strongly,牢固,坚定,牢固坚定,反抗
坚实,582.194000015797,590.612557703635,-0.447807440279598,-0.35739963078327,32.4589614955353,26.4695005799509,0.0997104563537551,0.0779922922564501,54,65,0,2,45,52,46,54,0,2,0.978260869565217,0.962962962962963,54,65,0,2,42,50,46,54,0,2,0.91304347826087,0.925925925925926,45,52,8.41855768783796,0.0904078094963278,zh,heavy,heavily,厚重,坚实,厚重坚实,大鹅
坦白,529.203217400337,612.749355252768,-0.652229475567342,-0.320519901731523,20.6355599922785,23.3088690335269,0.0643968486335248,0.0846728596455819,59,89,3,1,46,76,46,79,0,0,1,0.962025316455696,60,89,2,1,45,54,46,79,0,0,0.978260869565217,0.683544303797468,46,76,83.5461378524312,0.331709573835819,zh,admit,confess,承认,坦白,承认坦白,熔化
埋葬,577.882095229913,619.392128212145,-0.461140795716673,-0.280508074767138,24.8211239859696,22.9557030416245,0.0788551843639935,0.0654303172070757,57,51,1,1,42,39,43,39,0,1,0.976744186046512,1,58,51,0,1,41,39,43,39,0,1,0.953488372093023,1,42,39,41.5100329822321,0.180632720949535,zh,dig,bury,挖掘,埋葬,挖掘埋葬,新闻
城堡,581.60338298357,602.031428575187,-0.471339687577679,-0.351644645454823,48.2138268485073,61.4592443921161,0.133199993379646,0.15331064045358,57,57,2,1,47,42,47,42,0,0,1,1,58,57,1,1,44,42,47,42,0,0,0.936170212765957,1,47,42,20.4280455916166,0.119695042122856,zh,palace,castle,宫殿,城堡,宫殿城堡,评论
城市,523.669674410334,535.138102567317,-0.676613129390072,-0.553728335650387,35.0920798064624,43.5540671977104,0.0810356765598452,0.148641634516284,59,54,0,0,43,39,43,40,0,0,1,0.975,59,53,0,1,42,40,43,40,0,0,0.976744186046512,1,43,39,11.4684281569839,0.122884793739685,zh,capital,city,首都,城市,首都城市,成人
基督教,577.49503705028,633.037821918527,-0.408546202893105,-0.241264525241928,35.8771912983203,13.6055306528395,0.124955281490196,0.0402780941363934,66,80,0,1,55,73,57,74,0,0,0.964912280701754,0.986486486486487,64,80,2,1,49,56,55,74,2,0,0.890909090909091,0.756756756756757,54,73,55.5427848682475,0.167281677651177,zh,catholic,christian,天主教,基督教,天主教基督教,脉冲
塑料,550.718216217644,561.961979618938,-0.578743490458206,-0.485213813103063,16.1611491161499,33.5345003235538,0.0504633522533738,0.0889467215250099,80,53,1,1,74,49,74,49,0,1,1,1,80,53,1,1,72,48,74,49,0,1,0.972972972972973,0.979591836734694,74,49,11.243763401294,0.0935296773551424,zh,cement,plastic,水泥,塑料,水泥塑料,传感器
壁橱,699.023962267776,803.872361699003,0.0961960548027674,0.425721127445883,27.082755223378,46.7674262896018,0.105599206299351,0.163307274422729,62,63,2,0,53,47,56,53,2,0,0.946428571428571,0.886792452830189,63,62,1,1,54,50,57,52,1,1,0.947368421052632,0.961538461538462,53,47,104.848399431227,0.329525072643115,zh,cabinet,closet,柜子,壁橱,柜子壁橱,皇冠
壮观的,503.647235294241,704.593297882214,-0.715850709844086,0.00135882511977684,14.3909420198813,34.6583418581241,0.0521778145675873,0.122923094144615,63,58,1,1,51,47,52,49,0,0,0.980769230769231,0.959183673469388,64,58,0,1,48,48,52,49,0,0,0.923076923076923,0.979591836734694,51,47,200.946062587973,0.717209534963863,zh,sensational,spectacular,轰动的,壮观的,轰动的壮观的,饥饿
声响,581.303644077375,671.327789478961,-0.425458670524983,-0.0351678061334076,34.7464571501973,46.5274364301324,0.105479825252456,0.180705938503069,73,52,0,2,60,38,60,44,0,1,1,0.863636363636364,73,52,0,2,58,44,60,45,0,0,0.966666666666667,0.977777777777778,59,38,90.0241454015859,0.390290864391575,zh,noise,sound,噪音,声响,噪音声响,乘客
处决,604.004666662719,716.599108697077,-0.39723729171885,0.153963091104149,27.93578126265,35.2758077040427,0.0828673651332208,0.123274293609948,56,58,1,0,45,46,45,47,0,0,1,0.978723404255319,56,58,1,0,41,44,45,47,0,0,0.911111111111111,0.936170212765957,45,46,112.594442034358,0.551200382822999,zh,hanging,execution,绞刑,处决,绞刑处决,电影
外星人,589.087450969115,544.753446807996,-0.44263465712916,-0.45769019279182,37.7601088816955,18.3753372780897,0.0970400294514396,0.0632085249049952,58,53,0,2,51,47,51,47,0,0,1,1,56,53,2,2,48,47,49,47,2,0,0.979591836734694,1,51,47,-44.3340041611193,-0.0150555356626599,zh,ufo,alien,飞碟,外星人,飞碟外星人,丛林
外面,513.591173901769,570.94884002381,-0.663139992732591,-0.514350171995283,18.6772293767088,33.954681467638,0.0644733140728384,0.107643952698018,54,56,1,3,46,50,46,50,0,1,1,1,54,57,1,2,43,46,46,50,0,1,0.934782608695652,0.92,46,50,57.3576661220409,0.148789820737308,zh,internal,external,内部,外面,内部外面,固执
大众,566.879454529294,590.036363637511,-0.358537722378233,-0.418009859501175,18.0309068121183,34.2752683922036,0.0841051633433325,0.0962384783087247,55,60,0,0,44,44,44,45,0,0,1,0.977777777777778,55,60,0,0,33,45,44,45,0,0,0.75,1,44,44,23.1569091082168,-0.0594721371229421,zh,population,people,族群,大众,族群大众,自豪
大夫,613.588893590435,714.052511113005,-0.333095060517679,0.0881878903604235,41.2064218651232,41.1152585250118,0.131512949890895,0.15605643918117,56,52,1,1,47,45,47,46,0,0,1,0.978260869565217,56,52,1,1,46,46,47,46,0,0,0.978723404255319,1,47,45,100.46361752257,0.421282950878102,zh,surgeon,doctor,医师,大夫,医师大夫,浪费
大学,543.16595348196,487.721000004333,-0.593470778785633,-0.710465004626571,11.9814722243435,17.2107916076676,0.0519184046144429,0.0587475102229031,94,53,2,0,86,50,87,51,1,0,0.988505747126437,0.980392156862745,95,53,1,0,87,48,88,51,0,0,0.988636363636364,0.941176470588235,86,50,-55.4449534776273,-0.116994225840937,zh,college,university,学院,大学,学院大学,牢固
大概,531.69608331937,570.056930214795,-0.638089775837218,-0.39015492725337,8.5868785499703,20.2300961514439,0.0380515883026906,0.0834408576303494,84,53,0,2,72,43,72,43,0,0,1,1,84,53,0,2,69,43,72,43,0,0,0.958333333333333,1,72,43,38.360846895425,0.247934848583848,zh,probability,likely,可能,大概,可能大概,日历
大概,531.69608331937,570.056930214795,-0.638089775837218,-0.39015492725337,8.5868785499703,20.2300961514439,0.0380515883026906,0.0834408576303494,84,53,0,2,72,43,72,43,0,0,1,1,84,53,0,2,69,43,72,43,0,0,0.958333333333333,1,72,43,38.360846895425,0.247934848583848,zh,probability,likely,可能,大概,可能大概,对话
大概,531.69608331937,570.056930214795,-0.638089775837218,-0.39015492725337,8.5868785499703,20.2300961514439,0.0380515883026906,0.0834408576303494,84,53,0,2,72,43,72,43,0,0,1,1,84,53,0,2,69,43,72,43,0,0,0.958333333333333,1,72,43,38.360846895425,0.247934848583848,zh,probability,likely,可能,大概,可能大概,电报
大概.1,531.69608331937,605.397071448795,-0.638089775837218,-0.436771637101137,8.5868785499703,44.5592609139629,0.0380515883026906,0.0958637075690442,84,52,0,0,72,42,72,42,0,0,1,1,84,52,0,0,69,41,72,42,0,0,0.958333333333333,0.976190476190476,72,42,73.700988129425,0.201318138736081,zh,chance,possibility,可能,大概,可能大概,日历
大概.1,531.69608331937,605.397071448795,-0.638089775837218,-0.436771637101137,8.5868785499703,44.5592609139629,0.0380515883026906,0.0958637075690442,84,52,0,0,72,42,72,42,0,0,1,1,84,52,0,0,69,41,72,42,0,0,0.958333333333333,0.976190476190476,72,42,73.700988129425,0.201318138736081,zh,chance,possibility,可能,大概,可能大概,对话
大概.1,531.69608331937,605.397071448795,-0.638089775837218,-0.436771637101137,8.5868785499703,44.5592609139629,0.0380515883026906,0.0958637075690442,84,52,0,0,72,42,72,42,0,0,1,1,84,52,0,0,69,41,72,42,0,0,0.958333333333333,0.976190476190476,72,42,73.700988129425,0.201318138736081,zh,chance,possibility,可能,大概,可能大概,电报
大概.2,531.69608331937,584.025346939168,-0.638089775837218,-0.322815187279692,8.5868785499703,32.8150430367212,0.0380515883026906,0.141570093211561,84,60,0,1,72,49,72,51,0,0,1,0.96078431372549,84,60,0,1,69,50,72,51,0,0,0.958333333333333,0.980392156862745,72,49,52.3292636197982,0.315274588557525,zh,maybe,probably,可能,大概,可能大概,日历
大概.2,531.69608331937,584.025346939168,-0.638089775837218,-0.322815187279692,8.5868785499703,32.8150430367212,0.0380515883026906,0.141570093211561,84,60,0,1,72,49,72,51,0,0,1,0.96078431372549,84,60,0,1,69,50,72,51,0,0,0.958333333333333,0.980392156862745,72,49,52.3292636197982,0.315274588557525,zh,maybe,probably,可能,大概,可能大概,对话
大概.2,531.69608331937,584.025346939168,-0.638089775837218,-0.322815187279692,8.5868785499703,32.8150430367212,0.0380515883026906,0.141570093211561,84,60,0,1,72,49,72,51,0,0,1,0.96078431372549,84,60,0,1,69,50,72,51,0,0,0.958333333333333,0.980392156862745,72,49,52.3292636197982,0.315274588557525,zh,maybe,probably,可能,大概,可能大概,电报
大脑,686.890519222171,586.594903840558,0.0127220301212393,-0.368567043778261,32.9386158327715,27.6156042518762,0.136661633924903,0.0969793460168715,116,56,2,1,104,52,106,53,0,1,0.981132075471698,0.981132075471698,115,55,3,2,104,43,106,54,0,0,0.981132075471698,0.796296296296296,104,52,-100.295615381612,-0.3812890738995,zh,brain,cerebral,智慧,大脑,智慧大脑,可卡因
大西洋,531.138065246005,634.037068186991,-0.620022159232389,-0.132289454313949,15.2139413904358,24.3083670006039,0.0508516014041747,0.0954975861345716,59,54,0,2,46,44,46,45,0,0,1,0.977777777777778,59,53,0,3,45,44,46,45,0,0,0.978260869565217,0.977777777777778,46,44,102.899002940986,0.48773270491844,zh,pacific,atlantic,太平洋,大西洋,太平洋大西洋,声音
大门,576.935574085697,656.845089296794,-0.493182787530905,-0.270851859845632,33.3795117393702,34.381722749407,0.122859433738356,0.0945528032962863,58,72,0,1,54,56,55,58,0,0,0.981818181818182,0.96551724137931,58,72,0,1,53,56,55,58,0,0,0.963636363636364,0.96551724137931,54,56,79.9095152110963,0.222330927685273,zh,portal,gate,入口,大门,入口大门,军团
大门,576.935574085697,656.845089296794,-0.493182787530905,-0.270851859845632,33.3795117393702,34.381722749407,0.122859433738356,0.0945528032962863,58,72,0,1,54,56,55,58,0,0,0.981818181818182,0.96551724137931,58,72,0,1,53,56,55,58,0,0,0.963636363636364,0.96551724137931,54,56,79.9095152110963,0.222330927685273,zh,portal,gate,入口,大门,入口大门,慢慢
大门.1,608.342042552617,620.060101706022,-0.316293114108375,-0.168241879245156,31.2044378282369,31.688828183249,0.104653570293092,0.1319053109883,55,65,2,0,47,59,48,60,0,0,0.979166666666667,0.983333333333333,55,65,2,0,47,59,48,60,0,0,0.979166666666667,0.983333333333333,47,59,11.7180591534046,0.148051234863219,zh,window,door,窗户,大门,窗户大门,军团
大门.1,608.342042552617,620.060101706022,-0.316293114108375,-0.168241879245156,31.2044378282369,31.688828183249,0.104653570293092,0.1319053109883,55,65,2,0,47,59,48,60,0,0,0.979166666666667,0.983333333333333,55,65,2,0,47,59,48,60,0,0,0.979166666666667,0.983333333333333,47,59,11.7180591534046,0.148051234863219,zh,window,door,窗户,大门,窗户大门,慢慢
大雪,479.575615385339,573.86708888996,-0.844384239283007,-0.485270210505064,15.2310733226152,31.5818307160113,0.05568538553229,0.100871928570484,57,53,0,1,52,46,52,46,0,0,1,1,55,53,2,1,47,45,51,46,1,0,0.92156862745098,0.978260869565217,52,45,94.2914735046214,0.359114028777943,zh,rain,snow,小雨,大雪,小雨大雪,手枪
天国,725.582928594436,832.939549992596,0.14954955178986,0.41439992583227,45.9619609380397,67.0448358483974,0.165909623123449,0.228470143783349,55,56,3,0,42,40,43,42,1,0,0.976744186046512,0.952380952380952,57,56,1,0,44,39,44,42,0,0,1,0.928571428571429,42,40,107.35662139816,0.26485037404241,zh,sky,heavenly,天空,天国,天空天国,亲戚
天赋,567.217519238096,547.069222228963,-0.498620265485625,-0.581693235176276,24.6056759367917,34.9545764597811,0.0810616564765716,0.0702840566753073,67,53,1,1,52,45,52,45,0,0,1,1,67,53,1,1,51,44,52,45,0,0,0.980769230769231,0.977777777777778,52,45,-20.1482970091328,-0.0830729696906515,zh,potential,talent,潜力,天赋,潜力天赋,苦难
太阳,492.694697669171,630.272340424469,-0.698952491218594,-0.226508699386043,30.1820304776798,29.666774299845,0.12737387934772,0.115268431734867,56,63,0,1,43,47,43,50,0,0,1,0.94,55,62,1,2,43,21,43,50,0,0,1,0.42,43,47,137.577642755298,0.472443791832551,zh,moon,sun,月亮,太阳,月亮太阳,荷载
太阳,492.694697669171,630.272340424469,-0.698952491218594,-0.226508699386043,30.1820304776798,29.666774299845,0.12737387934772,0.115268431734867,56,63,0,1,43,47,43,50,0,0,1,0.94,55,62,1,2,43,21,43,50,0,0,1,0.42,43,47,137.577642755298,0.472443791832551,zh,moon,sun,月亮,太阳,月亮太阳,青春
太阳.1,502.043460011625,510.794288888885,-0.627971871448382,-0.656736170111993,21.4743809473084,21.3556371396695,0.0810542470431857,0.0625174198880857,58,57,1,0,50,46,50,46,0,0,1,1,57,57,2,0,47,46,49,46,1,0,0.959183673469388,1,50,45,8.75082887725949,-0.0287642986636116,zh,lunar,solar,月球,太阳,月球太阳,荷载
太阳.1,502.043460011625,510.794288888885,-0.627971871448382,-0.656736170111993,21.4743809473084,21.3556371396695,0.0810542470431857,0.0625174198880857,58,57,1,0,50,46,50,46,0,0,1,1,57,57,2,0,47,46,49,46,1,0,0.959183673469388,1,50,45,8.75082887725949,-0.0287642986636116,zh,lunar,solar,月球,太阳,月球太阳,青春
夫人,521.641097589032,566.447634587843,-0.632786819459271,-0.470461197643907,16.6310226997615,34.0038788896209,0.05732795930204,0.0919003399221635,53,59,0,0,41,52,42,52,0,0,0.976190476190476,1,52,59,1,0,42,47,42,52,0,0,1,0.903846153846154,41,52,44.8065369988101,0.162325621815364,zh,lord,lady,主人,夫人,主人夫人,糖果
失望,517.435754398221,563.110081625796,-0.63221949483858,-0.484397608341941,18.7600935549349,21.0745417210951,0.0679982408718035,0.0805208599376109,64,55,2,1,57,49,57,50,1,0,1,0.98,65,55,1,1,57,50,57,50,1,0,1,1,57,49,45.6743272275744,0.147821886496639,zh,surprise,disappointment,惊喜,失望,惊喜失望,政策
失败,546.16617020174,540.807877555285,-0.589153055692929,-0.489069102883433,16.9069430655702,24.4181899251029,0.076712323582601,0.0927951633073993,52,57,0,0,47,49,49,50,0,0,0.959183673469388,0.98,52,57,0,0,49,50,49,50,0,0,1,1,47,49,-5.35829264645463,0.100083952809496,zh,success,failure,成功,失败,成功失败,救护车
失败,546.16617020174,540.807877555285,-0.589153055692929,-0.489069102883433,16.9069430655702,24.4181899251029,0.076712323582601,0.0927951633073993,52,57,0,0,47,49,49,50,0,0,0.959183673469388,0.98,52,57,0,0,49,50,49,50,0,0,1,1,47,49,-5.35829264645463,0.100083952809496,zh,success,failure,成功,失败,成功失败,天真
失败.1,635.355743588831,574.232282613532,-0.19095649089085,-0.399667808632723,38.7727608911208,39.2895525702839,0.142052223754382,0.182639647330174,57,57,0,4,39,46,40,47,0,1,0.975,0.978723404255319,57,59,0,2,40,48,40,48,0,0,1,1,39,46,-61.1234609752992,-0.208711317741872,zh,victory,defeat,胜利,失败,胜利失败,救护车
失败.1,635.355743588831,574.232282613532,-0.19095649089085,-0.399667808632723,38.7727608911208,39.2895525702839,0.142052223754382,0.182639647330174,57,57,0,4,39,46,40,47,0,1,0.975,0.978723404255319,57,59,0,2,40,48,40,48,0,0,1,1,39,46,-61.1234609752992,-0.208711317741872,zh,victory,defeat,胜利,失败,胜利失败,天真
夸大,701.447636346996,704.802951211118,-0.0269258742262567,-0.0264434004660757,37.9136480061165,46.1373756019338,0.115569510962011,0.135027870377638,52,52,0,1,44,41,45,42,0,0,0.977777777777778,0.976190476190476,52,52,0,1,42,41,45,42,0,0,0.933333333333333,0.976190476190476,44,41,3.35531486412197,0.000482473760180985,zh,underestimate,exaggerate,低估,夸大,低估夸大,肮脏
夹克,616.131931803117,745.374674420297,-0.212390558236129,0.145569941547876,47.1777656546414,50.561261071217,0.149739159610063,0.142377150140416,56,53,0,2,45,43,46,45,0,0,0.978260869565217,0.955555555555556,56,53,0,2,44,43,46,45,0,0,0.956521739130435,0.955555555555556,44,43,129.24274261718,0.357960499784005,zh,shirt,jacket,衬衫,夹克,衬衫夹克,捆绑
奇怪,539.065659093245,522.445000012932,-0.58823207017097,-0.601303998382771,28.4937538269854,23.1590597891292,0.0934351335813617,0.0754162025283417,57,58,0,1,45,44,45,45,0,0,1,0.977777777777778,57,58,0,1,42,41,45,45,0,0,0.933333333333333,0.911111111111111,44,44,-16.6206590803125,-0.0130719282118009,zh,unusual,strange,异常,奇怪,异常奇怪,日落
奉献,568.040313731426,613.754652174381,-0.570213854308282,-0.333066498174921,27.6250182131273,27.348334570462,0.0689349842789009,0.0823619154006945,63,53,2,1,52,46,52,48,1,0,1,0.958333333333333,64,53,1,1,49,31,52,48,1,0,0.942307692307692,0.645833333333333,51,46,45.714338442955,0.237147356133361,zh,fidelity,devotion,忠诚,奉献,忠诚奉献,角逐
奖章,574.212840915894,700.190976738249,-0.438957341119372,-0.019388168629241,32.6691958130273,48.8797377646816,0.093881510872394,0.167814560984812,54,62,1,2,44,43,45,44,0,0,0.977777777777778,0.977272727272727,55,61,0,3,40,34,45,44,0,0,0.888888888888889,0.772727272727273,44,43,125.978135822355,0.419569172490131,zh,artifact,medallion,仿品,奖章,仿品奖章,银行业
奖项,623.610045472374,552.261782593951,-0.242930107995239,-0.449115935548609,24.8358721280422,21.8523060575376,0.0803636134115678,0.0759334668221317,58,57,0,3,44,46,45,46,0,1,0.977777777777778,1,58,58,0,2,24,46,45,47,0,0,0.533333333333333,0.978723404255319,44,46,-71.348262878423,-0.20618582755337,zh,nobel,prize,诺奖,奖项,诺奖奖项,酒店
女佣,651.480941179882,682.714933340135,-0.147583711208834,-0.0593024393891846,35.7970103800582,33.226276084912,0.117680601857665,0.0983445389661841,57,67,2,1,51,60,51,61,1,0,1,0.983606557377049,58,65,1,3,50,54,52,59,0,2,0.961538461538462,0.915254237288136,51,60,31.2339921602527,0.0882812718196496,zh,nanny,maid,保姆,女佣,保姆女佣,蜜糖
女士,564.761022220818,648.67406000288,-0.467262207845934,-0.258393857266825,35.9519509199011,52.3612145608889,0.10350024738931,0.151126897556163,59,58,0,1,45,50,45,51,0,0,1,0.980392156862745,59,57,0,2,44,49,45,50,0,1,0.977777777777778,0.98,45,50,83.9130377820621,0.208868350579109,zh,widow,woman,寡妇,女士,寡妇女士,邮件
女孩们,472.415170729255,710.590612494753,-0.793771268286697,0.0475256000149387,15.9317705960744,29.2125108154025,0.0588026752807819,0.0899399664394066,58,92,1,0,41,80,42,81,0,0,0.976190476190476,0.987654320987654,59,91,0,1,42,79,42,80,0,1,1,0.9875,41,80,238.175441765498,0.841296868301636,zh,boys,girls,男孩们,女孩们,男孩们女孩们,环境
