target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,he_cue,he_target,he_word_combo
מאה,471.833214310883,512.613999998988,-0.502276207315228,-0.445434090946738,16.8322111419397,41.5192678784307,0.0971432587663402,0.188764611182084,32,16,1,1,28,12,28,12,0,0,1,1,32,16,1,1,27,10,28,12,0,0,0.964285714285714,0.833333333333333,28,12,40.7807856881046,0.0568421163684902,he,thousand,hundred,אלף,מאה,אלףמאה
מאהבת,508.876125020448,517.840416687533,-0.456753180568063,-0.415801796930367,47.5240926583135,49.08232584503,0.114086261841057,0.141563395674603,10,15,0,0,8,12,8,12,0,0,1,1,10,15,0,0,5,12,8,12,0,0,0.625,1,8,12,8.96429166708532,0.0409513836376963,he,mistress,lover,פילגש,מאהבת,פילגשמאהבת
מאובק,564.649500013159,573.314263177192,-0.21738592041094,-0.0798396097147967,34.500573906254,35.6773404894209,0.134883002808295,0.161102898387616,33,21,2,0,28,19,30,19,0,0,0.933333333333333,1,33,20,2,1,21,14,30,18,0,1,0.7,0.777777777777778,28,19,8.66476316403305,0.137546310696143,he,rusty,dusty,חלוד,מאובק,חלודמאובק
מאוד,526.407749990062,506.724499972922,-0.303050521102151,-0.619844111930946,48.5517405156029,93.6083390932516,0.234221897646844,0.310771972946116,14,11,0,0,12,8,12,8,0,0,1,1,14,11,0,0,12,8,12,8,0,0,1,1,12,8,-19.6832500171396,-0.316793590828794,he,extremely,very,בצורה קיצונית,מאוד,בצורה קיצוניתמאוד
מאסר,461.448500071477,745.918499901064,-0.786100574653481,0.533786491335187,11.7375000238535,72.6204934306121,0.0339852531498062,0.274384174251498,2,11,2,0,2,10,2,10,0,0,1,1,2,11,2,0,1,10,2,10,0,0,0.5,1,2,10,284.469999829586,1.31988706598867,he,penalty,imprisonment,עונש,מאסר,עונשמאסר
מבטא,606.788129026054,570.645363551829,0.0510792821861558,-0.279617027007384,28.8936584565457,42.1631706523448,0.15354277377972,0.12362576992433,35,13,2,0,31,11,32,11,0,0,0.96875,1,35,13,2,0,28,10,32,11,0,0,0.875,0.909090909090909,31,11,-36.1427654742254,-0.33069630919354,he,voice,accent,קול,מבטא,קולמבטא
מבין,455.378611083121,487.003125015827,-0.668819568028854,-0.508381413815819,19.9780025807815,25.6446216643134,0.0848200852863514,0.115227384786464,38,54,1,2,36,49,36,50,0,1,1,0.98,38,55,1,1,36,50,36,51,0,0,1,0.980392156862745,36,48,31.6245139327062,0.160438154213035,he,realize,understand,להבין,מבין,להביןמבין
מבנה,583.004957455592,472.185181814444,-0.207076796753502,-0.47282006434511,41.6656686735661,32.4129168977061,0.132062181085693,0.17620295202735,51,11,5,1,47,11,47,11,0,0,1,1,51,11,5,1,44,11,47,11,0,0,0.936170212765957,1,47,11,-110.819775641147,-0.265743267591609,he,pyramid,structure,פירמידה,מבנה,פירמידהמבנה
מגבת,458.30146161,526.601500024408,-0.729774365467365,-0.292823188849616,33.7723558849922,31.2956179480955,0.145243989907966,0.107281700608842,17,18,0,1,13,16,13,17,0,0,1,0.941176470588235,17,18,0,1,12,13,13,17,0,0,0.923076923076923,0.764705882352941,13,16,68.3000384144074,0.436951176617749,he,blanket,towel,שמיכה,מגבת,שמיכהמגבת
מגזין,626.711178590423,578.060555547612,0.157678961191164,0.081064050035433,58.828969280245,46.1632056001266,0.263935617951835,0.306339556876316,33,9,1,0,28,9,28,9,0,0,1,1,33,9,1,0,23,9,28,9,0,0,0.821428571428571,1,28,9,-48.6506230428114,-0.076614911155731,he,playboy,magazine,פלייבוי,מגזין,פלייבוימגזין
מגעיל,589.120142816271,542.974100009742,-0.171886689805714,-0.284947871773954,77.0397193616303,26.4048899481893,0.364044660461348,0.120453939216038,10,34,1,2,7,30,7,30,0,0,1,1,10,34,1,2,6,30,7,30,0,0,0.857142857142857,1,7,30,-46.146042806529,-0.113061181968241,he,dirty,disgusting,מלוכלך,מגעיל,מלוכלךמגעיל
מגפה,432.362999988021,602.483909083308,-0.603751126306726,-0.108906259491163,,74.3218047498672,,0.278149449972088,4,15,1,2,1,11,1,11,0,0,1,1,5,15,0,2,1,11,1,11,0,0,1,1,1,11,170.120909095287,0.494844866815563,he,plague,epidemic,נֶגַע,מגפה,נֶגַעמגפה
מדהים,441.277357155862,438.251923121843,-0.728721490415503,-0.74653381593995,24.1554711883408,26.9475246260599,0.114251037365046,0.134197249312755,14,14,1,1,14,13,14,13,1,0,1,1,14,14,1,1,14,13,14,13,1,0,1,1,14,13,-3.02543403401916,-0.0178123255244474,he,impressive,amazing,מרשים,מדהים,מרשיםמדהים
מדים,481.199444429865,505.843400000088,-0.631662737260171,-0.606232754366447,28.3623103662622,23.2243071555658,0.138955620241796,0.134968985351238,10,7,2,1,9,5,10,6,1,0,0.9,0.833333333333333,10,7,2,1,9,5,10,6,1,0,0.9,0.833333333333333,9,5,24.6439555702231,0.0254299828937242,he,badge,uniform,סמל,מדים,סמלמדים
מדינה,514.717142833347,427.209857143295,-0.47410262760733,-0.786298441100014,53.9449095507919,38.7145381972249,0.192914905483218,0.141693470495998,7,8,1,1,7,7,7,7,0,0,1,1,7,8,1,1,4,7,7,7,0,0,0.571428571428571,1,7,7,-87.5072856900514,-0.312195813492684,he,federal,state,פדרלי,מדינה,פדרלימדינה
מדליה,499.374461525612,615.343064528537,-0.39238963141881,0.0373459619635569,40.3943672491807,28.8962306631581,0.10914315577513,0.108336756153531,15,35,1,3,13,31,13,33,0,0,1,0.93939393939394,15,34,1,4,13,31,13,32,0,1,1,0.96875,13,31,115.968603002925,0.429735593382367,he,trophy,medal,פרס,מדליה,פרסמדליה
מדע,536.496266575872,674.006714314672,-0.31988624441679,0.1135990668937,51.3165292893051,112.119410353645,0.252919973536071,0.365474407414778,15,8,0,0,15,7,15,7,0,0,1,1,15,8,0,0,14,5,15,7,0,0,0.933333333333333,0.714285714285714,15,7,137.5104477388,0.43348531131049,he,technology,science,טכנולוגיה,מדע,טכנולוגיהמדע
מדען,626.607916657725,517.022799980317,-0.239446870763763,-0.254767165097753,72.0039357607017,59.9301364813838,0.223797476254675,0.172716529782095,18,14,0,1,12,10,13,10,0,0,0.923076923076923,1,17,14,1,1,13,10,13,10,0,0,1,1,12,10,-109.585116677408,-0.0153202943339901,he,genius,scientist,גאון,מדען,גאוןמדען
מהיר,462.709000098454,359.104750047569,-0.676584634337374,-1.10528297442272,24.9719218697861,23.9483722843716,0.119393773140185,0.127532732351,5,6,1,1,4,4,4,4,0,0,1,1,5,6,1,1,4,4,4,4,0,0,1,1,4,4,-103.604250050885,-0.428698340085342,he,slow,fast,איטי,מהיר,איטימהיר
מהירות,502.78550002721,525.356086917477,-0.546095981269409,-0.406868293340203,49.8348039528105,41.2918444104608,0.277334955556381,0.174613759523586,5,27,1,2,4,23,4,23,0,0,1,1,6,27,0,2,4,22,4,23,0,0,1,0.956521739130435,4,23,22.5705868902667,0.139227687929206,he,distance,speed,מרחק,מהירות,מרחקמהירות
מובן מאליו,585.880916658847,624.982393979695,-0.0855609610407788,0.0255423015838001,40.1882963601144,27.6845683686407,0.125698898893781,0.0807332842209718,13,36,1,1,12,33,13,34,0,0,0.923076923076923,0.970588235294118,12,36,2,1,9,28,12,34,1,0,0.75,0.823529411764706,12,33,39.1014773208478,0.111103262624579,he,clearly,obviously,בבירור,מובן מאליו,בבירורמובן מאליו
מוזיאון,428.10853847718,544.886666701476,-0.835853688134568,-0.410633360640851,12.5778290162989,40.4827420894326,0.047678007298093,0.18790428865436,27,8,2,0,26,6,26,7,0,0,1,0.857142857142857,27,8,2,0,26,7,26,7,0,0,1,1,26,6,116.778128224296,0.425220327493717,he,library,museum,ספריה,מוזיאון,ספריהמוזיאון
מוזר,426.208666666702,461.415034480395,-0.820189536887533,-0.628160816901061,29.3175809048478,16.9153106336728,0.0947321142385234,0.0691666158162059,5,34,0,3,3,30,3,31,0,0,1,0.967741935483871,5,34,0,3,3,31,3,31,0,0,1,1,3,29,35.206367813693,0.192028719986472,he,unusual,strange,בלתי רגיל,מוזר,בלתי רגילמוזר
מוחי,602.012083334786,702.469111062774,0.0325650296597571,0.538363896553502,84.0987732205277,165.96534242197,0.462911793009976,0.867697563873748,13,14,1,1,12,9,13,13,0,0,0.923076923076923,0.692307692307692,13,14,1,1,11,12,13,13,0,0,0.846153846153846,0.923076923076923,12,9,100.457027727989,0.505798866893744,he,brain,cerebral,מוח,מוחי,מוחמוחי
מוטציה,651.676095237815,460.185333310471,0.100727012455089,-0.665468281061419,96.9672097702591,43.1462467926748,0.320403932036833,0.14535128544741,24,8,1,0,21,3,23,4,0,0,0.91304347826087,0.75,24,7,1,1,20,4,23,4,0,0,0.869565217391304,1,21,3,-191.490761927344,-0.766195293516507,he,evolution,mutation,אבולוציה,מוטציה,אבולוציהמוטציה
מומחה,592.219473678263,582.029315862207,-0.0452845916533356,-0.207106864043736,66.7423837068905,45.9687898357745,0.251710660758788,0.179356354136639,23,41,0,2,19,38,20,38,0,0,0.95,1,23,41,0,2,18,37,20,38,0,0,0.9,0.973684210526316,19,38,-10.1901578160559,-0.1618222723904,he,expert,specialist,יַדעָן,מומחה,יַדעָןמומחה
מוסיקאי,614.778299993213,602.082000014869,-0.0805447771546557,-0.0432367094277527,77.1733708536513,31.6415588422882,0.190302474114598,0.151172064749837,10,15,1,2,10,13,10,13,0,0,1,1,10,15,1,2,9,13,10,13,0,0,0.9,1,10,13,-12.6962999783439,0.037308067726903,he,singer,musician,זמר,מוסיקאי,זמרמוסיקאי
מוסיקה,538.679782597566,496.435166677358,-0.355553672321687,-0.62461937529734,35.2391379800184,26.9224489766844,0.165161587499266,0.118643301697856,25,6,0,0,23,6,23,6,0,0,1,1,25,6,0,0,15,4,23,6,0,0,0.652173913043478,0.666666666666667,23,6,-42.2446159202074,-0.269065702975653,he,jazz,music,ג'ז,מוסיקה,ג'זמוסיקה
מוסך,456.716125018521,451.448833331354,-0.645709879302415,-0.564198624644008,20.0746578272915,30.5015213114642,0.103748966979242,0.246370176024464,18,10,0,0,16,6,16,7,0,0,1,0.857142857142857,18,9,0,1,16,7,16,7,0,0,1,1,16,6,-5.26729168716673,0.0815112546584074,he,workshop,garage,סדנה,מוסך,סדנהמוסך
מוצר,418.36566668258,583.034199963944,-0.677207727082417,-0.272053875101263,24.2920278417435,83.1495645463901,0.154820535547014,0.25666913376161,9,24,0,1,6,20,6,21,0,0,1,0.952380952380952,9,25,0,0,6,20,6,21,0,0,1,0.952380952380952,6,20,164.668533281364,0.405153851981154,he,brand,product,מותג,מוצר,מותגמוצר
מוקדם,567.241272710882,445.801266677671,-0.132822658788527,-0.644833526629025,69.0225689486206,33.6016444082736,0.291476142536811,0.114961162612033,13,16,2,0,11,15,11,15,0,0,1,1,12,16,3,0,10,13,10,15,1,0,1,0.866666666666667,11,15,-121.440006033211,-0.512010867840498,he,late,early,מאוחר,מוקדם,מאוחרמוקדם
מורה,539.636874995646,582.887611118808,-0.483109007802367,0.133766211991848,49.7223285726963,56.4455351953716,0.158517358135295,0.292874450649947,34,21,1,0,32,18,33,18,0,0,0.96969696969697,1,34,21,1,0,32,18,33,18,0,0,0.96969696969697,1,32,18,43.2507361231618,0.616875219794216,he,student,teacher,תלמיד,מורה,תלמידמורה
מורפין,665.390899970441,811.562111053975,0.21378488490482,0.854471702790571,103.150697189452,106.004479129079,0.485805444986639,0.35909963249354,15,20,1,2,11,9,13,17,0,0,0.846153846153846,0.529411764705882,15,20,1,2,13,17,13,17,0,0,1,1,10,9,146.171211083534,0.640686817885751,he,aspirin,morphine,אספירין,מורפין,אספיריןמורפין
מושיע,560.729375018272,604.372529421933,-0.086501435027784,-0.112157242901441,38.8966533257583,38.3199095387438,0.219741383322012,0.144984759995972,23,26,1,1,17,18,21,21,0,0,0.80952380952381,0.857142857142857,23,26,1,1,18,21,21,21,0,0,0.857142857142857,1,16,17,43.6431544036608,-0.025655807873657,he,hero,savior,גיבור,מושיע,גיבורמושיע
מושך,509.714928596122,478.059888910424,-0.170673851805746,-0.582792356277258,35.0510136564936,29.2327011158491,0.232759856583591,0.178834220794172,15,9,1,0,14,9,14,9,0,0,1,1,15,9,1,0,14,9,14,9,0,0,1,1,14,9,-31.655039685698,-0.412118504471512,he,attention,attract,תשומת לב,מושך,תשומת לבמושך
מושלם,485.2532777737,446.399928559815,-0.512204476641089,-0.812460786888581,27.6163399515981,59.2142816986246,0.114262637357955,0.193891383286872,23,16,2,2,18,14,19,14,0,0,0.947368421052632,1,23,16,2,2,15,14,19,14,0,0,0.789473684210526,1,18,14,-38.8533492138851,-0.300256310247492,he,ideal,perfect,אידאלי,מושלם,אידאלימושלם
מזוודה,595.047916643777,499.281842080793,-0.0468482862495948,-0.430783306946697,63.5324386789072,15.0225904729165,0.296617443690529,0.0757981966525164,14,20,0,1,12,19,12,19,0,0,1,1,14,20,0,1,12,19,12,19,0,0,1,1,12,19,-95.7660745629839,-0.383935020697102,he,briefcase,suitcase,תיק מסמכים,מזוודה,תיק מסמכיםמזוודה
מזל רע,537.075200030988,541.467500020398,-0.409879404619257,-0.0409139810249169,108.169745114942,17.2783409194838,0.357941596782135,0.114738814284085,5,12,2,0,5,12,5,12,0,0,1,1,5,12,2,0,5,12,5,12,0,0,1,1,5,12,4.3922999894105,0.36896542359434,he,unfortunate,misfortune,חסר מזל,מזל רע,חסר מזלמזל רע
מזלג,478.699208327187,588.560062450917,-0.467726894956617,0.0202508255864696,32.0021045228862,35.9588609927521,0.188013315753909,0.197815056174754,26,18,2,1,24,16,25,17,0,0,0.96,0.941176470588235,26,18,2,1,19,17,25,17,0,0,0.76,1,24,16,109.860854123729,0.487977720543086,he,spoon,fork,כף,מזלג,כףמזלג
מזרח,461.056391308293,467.265045456136,-0.638298613693136,-0.588836733477508,21.9234119210166,24.5222237561445,0.107020147484143,0.125046929893465,27,26,2,1,23,22,23,23,0,0,1,0.956521739130435,27,26,2,1,23,15,23,23,0,0,1,0.652173913043478,23,22,6.20865414784294,0.0494618802156278,he,west,east,מערב,מזרח,מערבמזרח
מזרק,552.909480028851,526.023636348726,-0.264928850347539,-0.287022253485826,32.6043086309841,59.2257468651697,0.111446302549644,0.186313132209632,27,13,1,1,25,12,25,13,0,0,1,0.923076923076923,27,13,1,1,20,13,25,13,0,0,0.8,1,25,11,-26.8858436801252,-0.0220934031382872,he,needle,syringe,מחט,מזרק,מחטמזרק
מחיר,479.249473719977,602.399166839517,-0.579676432836342,-0.0705942362317194,23.9223180152685,68.9493056115087,0.0943828714424773,0.323710021377763,21,6,2,2,19,6,19,6,0,0,1,1,21,6,2,2,16,6,19,6,0,0,0.842105263157895,1,19,6,123.14969311954,0.509082196604622,he,value,price,ערך,מחיר,ערךמחיר
מחלה,503.827199987283,427.300562481845,-0.393518346953186,-0.729538937587719,46.8718845334845,16.2248038145769,0.243730726615793,0.0949131691757261,15,16,0,1,15,16,15,16,0,0,1,1,15,16,0,1,14,15,15,16,0,0,0.933333333333333,0.9375,15,16,-76.5266375054381,-0.336020590634533,he,flu,disease,שפעת,מחלה,שפעתמחלה
מחלוקת,552,540.038249983984,-0.288605967631298,-0.363208276567457,,35.3253258795368,,0.117466027609386,2,25,0,0,1,24,1,24,0,0,1,1,2,25,0,0,1,24,1,24,0,0,1,1,1,24,-11.9617500160161,-0.0746023089361592,he,conflict,dispute,סתירה,מחלוקת,סתירהמחלוקת
מחריד,541.893999972539,495.008699993134,-0.331889688807143,-0.638055467774775,39.4117246239625,27.5059579196821,0.18502719515999,0.117437979512884,17,11,1,0,14,10,15,10,0,0,0.933333333333333,1,17,11,1,0,14,10,15,10,0,0,0.933333333333333,1,14,10,-46.8852999794042,-0.306165778967632,he,terrible,horrible,נורא,מחריד,נוראמחריד
מחשב,542.338619047113,507.89555553702,-0.293651400460457,-0.344575331651146,31.470799755164,41.5857398603813,0.137866900740982,0.204143560479231,22,9,3,1,21,9,21,9,0,0,1,1,22,9,3,1,20,9,21,9,0,0,0.952380952380952,1,21,9,-34.4430635100937,-0.0509239311906889,he,software,computer,תוכנה,מחשב,תוכנהמחשב
מטונף,596.546142859667,647.324000023868,-0.21230519064702,-0.122172377798831,41.7203220934121,148.723379285976,0.126311871519804,0.508153979042004,17,3,1,2,14,3,14,3,0,0,1,1,17,3,1,2,14,3,14,3,0,0,1,1,14,3,50.7778571642006,0.0901328128481886,he,nasty,filthy,דוחה,מטונף,דוחהמטונף
מטורף,531.265454558998,465.67810527008,-0.32940537893096,-0.579343308173423,49.5264132881994,36.1095871104592,0.209313173740092,0.15906051028457,14,19,0,2,11,19,11,19,0,0,1,1,14,19,0,2,11,18,11,19,0,0,1,0.947368421052632,11,19,-65.5873492889186,-0.249937929242464,he,paranoid,crazy,פרנואידית,מטורף,פרנואידיתמטורף
מטען,448.352299992851,547.973846117292,-0.654594328666655,-0.412023160862342,35.9901740500283,45.1716129956125,0.140894991175248,0.135814387496018,13,13,3,0,10,13,10,13,0,0,1,1,13,13,3,0,10,13,10,13,0,0,1,1,10,13,99.621546124441,0.242571167804313,he,load,cargo,משא,מטען,משאמטען
מטר,515.202199969674,518.043818157317,-0.580581535437414,-0.465483137062055,36.5905912202295,35.0049343802275,0.138685994943953,0.153881617108285,5,11,1,2,5,11,5,11,0,0,1,1,5,11,1,2,5,11,5,11,0,0,1,1,5,11,2.84161818764346,0.115098398375359,he,kilometer,meter,קילומטר,מטר,קילומטרמטר
מידע,567.178966619652,472.585000011038,-0.33218281517566,-0.634854370200072,67.220340236376,19.6384412631037,0.229855728136292,0.080094881847966,32,39,3,4,30,34,30,34,0,0,1,1,32,39,3,4,30,34,30,34,0,0,1,1,30,34,-94.5939666086142,-0.302671555024412,he,source,informant,מקור,מידע,מקורמידע
מידע.1,526.811333287892,482.514740745047,-0.56314603281277,-0.565470902071627,43.5060714273864,28.8898232038523,0.208190134218549,0.141074984141178,9,33,0,1,9,27,9,27,0,0,1,1,9,33,0,1,9,27,9,27,0,0,1,1,9,27,-44.296592542845,-0.00232486925885655,he,data,information,נתונים,מידע,נתוניםמידע
מיונז,516.20124997614,529.315999980377,-0.499563576484108,-0.371434053853289,18.6767459189015,20.9366520075254,0.108413741935502,0.0942930002100071,8,35,1,4,8,33,8,33,0,0,1,1,8,36,1,3,8,33,8,33,0,0,1,1,8,32,13.1147500042368,0.12812952263082,he,ketchup,mayonnaise,קטשופ,מיונז,קטשופמיונז
מיטה,476.743880005619,565.268999986441,-0.638017534844286,-0.310586259436572,21.3335017196691,105.811209194737,0.093993205995231,0.342661938829447,29,11,2,1,25,9,26,10,0,0,0.961538461538462,0.9,29,11,2,1,26,10,26,10,0,0,1,1,25,9,88.5251199808222,0.327431275407714,he,sofa,bed,ספה,מיטה,ספהמיטה
מיליארד,514.48076924867,736.288399999414,-0.44254380750237,0.62368547592848,24.1060388079384,210.61129510935,0.121206311833229,0.72300929614573,16,6,0,0,13,5,13,5,0,0,1,1,16,6,0,0,13,5,13,5,0,0,1,1,13,5,221.807630750744,1.06622928343085,he,million,billion,מיליון,מיליארד,מיליוןמיליארד
מימון,409.442900004482,538.964523803682,-0.857974811213752,-0.317652523176865,23.8614693282473,33.0995510533334,0.0830629545065405,0.115400712360644,11,24,0,0,10,21,10,21,0,0,1,1,11,23,0,1,7,21,10,21,0,0,0.7,1,10,21,129.521623799199,0.540322288036887,he,budget,funding,תקציב,מימון,תקציבמימון
מימן,469.581391316307,659.925833339769,-0.694188504251367,0.173302337031679,18.4503949356686,160.750940659952,0.0740573525605609,0.615427212732637,25,11,1,0,23,6,24,8,0,0,0.958333333333333,0.75,25,11,1,0,21,8,24,8,0,0,0.875,1,23,6,190.344442023462,0.867490841283046,he,carbon,hydrogen,פחמן,מימן,פחמןמימן
מינוס,547.016692291182,583.626892799574,-0.319000060139539,-0.105280505481307,53.2839051993039,31.309013846546,0.192278303562822,0.158456534420799,16,31,2,1,13,28,14,29,0,0,0.928571428571429,0.96551724137931,16,31,2,1,13,29,14,29,0,0,0.928571428571429,1,13,28,36.610200508392,0.213719554658232,he,plus,minus,פלוס,מינוס,פלוסמינוס
מיץ,515.141249999884,602.727874988086,-0.338347779181119,-0.044162640704766,68.4661528687859,44.8949040460071,0.303349384260306,0.233193885364823,8,9,2,1,8,8,8,9,1,0,1,0.888888888888889,8,9,2,1,8,6,8,9,1,0,1,0.666666666666667,8,8,87.586624988202,0.294185138476353,he,milk,juice,חלב,מיץ,חלבמיץ
מיקום,463.212249993325,505.088909100236,-0.624624097007569,-0.45988241381503,26.8081316508046,30.9126760610703,0.135592009739839,0.128086256584528,11,12,1,0,8,11,8,11,0,0,1,1,11,12,1,0,8,11,8,11,0,0,1,1,8,11,41.876659106911,0.164741683192539,he,place,location,מקום,מיקום,מקוםמיקום
מיקרוסקופ,509.761250039817,763.496499971099,-0.307756092231736,0.634220114430627,34.099258415698,111.327180065616,0.219392231856821,0.439411671384641,10,6,1,0,8,6,8,6,0,0,1,1,10,6,1,0,7,5,8,6,0,0,0.875,0.833333333333333,8,6,253.735249931282,0.941976206662363,he,telescope,microscope,טלסקופ,מיקרוסקופ,טלסקופמיקרוסקופ
מיקרופון,524.602363644031,485.407400051312,-0.420580460273388,-0.374868943296174,33.6106883348781,51.9880757230424,0.110067577871485,0.355589108936633,13,6,0,1,11,5,12,6,0,0,0.916666666666667,0.833333333333333,13,6,0,1,12,4,12,6,0,0,1,0.666666666666667,11,5,-39.1949635927189,0.045711516977214,he,camera,microphone,מצלמה,מיקרופון,מצלמהמיקרופון
מכונה,468.554750017887,609.84166664279,-0.629139087904134,-0.199561919584457,14.1677277924189,163.875452852541,0.16898137353406,0.751743619249625,5,4,1,0,4,3,5,3,0,0,0.8,1,5,4,1,0,5,3,5,3,0,0,1,1,4,3,141.286916624903,0.429577168319677,he,robot,machine,רובוט,מכונה,רובוטמכונה
מכונית,437.409875015805,499.901000045298,-0.783974692726463,-0.499734214767179,16.3482615889032,61.4640154252928,0.116132441231345,0.26574892236823,16,11,0,3,16,10,16,10,0,0,1,1,16,11,0,3,16,9,16,10,0,0,1,0.9,16,10,62.4911250294937,0.284240477959284,he,vehicle,car,רכב,מכונית,רכבמכונית
מכוער,497.291500067646,507.856416636869,-0.660283693174984,-0.41834290439827,105.308331885784,62.8652781991535,0.3261619528388,0.225617657478684,11,16,0,2,10,12,10,12,0,0,1,1,11,16,0,2,9,11,10,12,0,0,0.9,0.916666666666667,10,12,10.5649165692226,0.241940788776714,he,disgusting,ugly,מגעיל,מכוער,מגעילמכוער
מכין,501.526461537569,655.241750041703,-0.508551507106625,0.257451689820936,46.6628173479211,82.1829954724152,0.247544886827673,0.351108717247027,17,14,2,2,13,8,13,12,0,0,1,0.666666666666667,17,14,2,2,13,11,13,12,0,0,1,0.916666666666667,13,8,153.715288504133,0.766003196927561,he,ready,prepare,מוכן,מכין,מוכןמכין
מכירה,480.03271794025,578.005571411961,-0.528435089830464,-0.26554359956241,26.4243352736807,46.5370048288909,0.130730670023354,0.14373414227276,46,23,3,0,39,21,40,21,0,0,0.975,1,46,23,3,0,39,19,40,21,0,0,0.975,0.904761904761905,39,21,97.9728534717115,0.262891490268054,he,auction,sale,מכירה פומבית,מכירה,מכירה פומביתמכירה
מכירה.1,471.8209047562,521.438999979786,-0.64633915329664,-0.381422647541537,22.3367726946962,48.0317262636298,0.100576273555828,0.147342632562007,21,7,2,4,21,7,21,7,1,1,1,1,20,7,3,4,18,7,20,7,2,1,0.9,1,21,7,49.6180952235854,0.264916505755103,he,buy,sell,קניה,מכירה,קניהמכירה
מכני,503.857499988153,700.061000015902,-0.185342149225937,0.554083692824127,39.3810544395633,62.2046320402633,0.387606985106922,0.195045432267623,8,8,0,0,4,6,4,6,0,0,1,1,8,8,0,0,4,5,4,6,0,0,1,0.833333333333333,4,6,196.203500027749,0.739425842050065,he,technical,mechanical,טכני,מכני,טכנימכני
מכשיר,451.995750048431,494.609363640188,-0.543555115637762,-0.56962840129371,24.1232284245428,34.8539232712579,0.116049965488295,0.118042852567452,8,11,0,3,8,11,8,11,0,0,1,1,8,11,0,3,7,10,8,11,0,0,0.875,0.909090909090909,8,11,42.6136135917571,-0.0260732856559474,he,tool,instrument,כלי,מכשיר,כלימכשיר
מכשיר.1,555.074369579593,447.129571452367,-0.257908605072853,-0.705948297619646,34.4965375241886,38.1805332448832,0.147371340254103,0.117162313894583,50,7,4,1,46,7,47,7,2,1,0.978723404255319,1,50,8,4,0,41,8,47,8,2,0,0.872340425531915,1,46,7,-107.944798127226,-0.448039692546794,he,chip,device,שבב,מכשיר,שבבמכשיר
מכשפה,559.92650001825,472.066666664662,-0.195851642880598,-0.643229451076505,60.4075571403625,15.3349756675782,0.279250796286597,0.108381639595634,9,7,1,1,8,6,8,6,0,1,1,1,9,7,1,1,8,6,8,6,0,1,1,1,8,6,-87.8598333535873,-0.447377808195907,he,curse,witch,קללה,מכשפה,קללהמכשפה
מכתב,506.512782594437,466.302250047676,-0.459820791789923,-0.619778824573655,13.2273317986527,18.866743465362,0.0608582356910636,0.0850402773381563,52,8,4,1,46,8,46,8,0,0,1,1,52,8,4,1,36,6,46,8,0,0,0.782608695652174,0.75,46,8,-40.2105325467607,-0.159958032783733,he,telegram,letter,מברק,מכתב,מברקמכתב
מלא,473.802300042915,492.891999964224,-0.517571809873097,-0.422377096942321,28.78888847134,22.1839845194698,0.154885930212117,0.0514920732187006,13,7,0,0,10,5,10,5,0,0,1,1,13,7,0,0,10,5,10,5,0,0,1,1,10,5,19.0896999213088,0.0951947129307762,he,empty,full,ריק,מלא,ריקמלא
מלאכותי,523.15300002384,511.12888463025,-0.269276961206941,-0.458369276921914,43.7906642539999,20.9625616508274,0.230731433521262,0.0823044491322844,10,29,0,1,7,26,7,26,0,0,1,1,10,29,0,1,7,26,7,26,0,0,1,1,7,26,-12.0241153935898,-0.189092315714973,he,natural,artificial,טבעי,מלאכותי,טבעימלאכותי
מלוכה,570.873111129318,527.509357136042,-0.249952607147552,-0.347651192545709,58.9406215778457,32.765507913313,0.230659298372797,0.134068724365436,9,15,0,0,9,14,9,14,0,0,1,1,9,15,0,0,8,11,9,14,0,0,0.888888888888889,0.785714285714286,9,14,-43.3637539932759,-0.0976985853981565,he,royal,kingdom,מלכותי,מלוכה,מלכותימלוכה
מלונית,524.299142782235,589.097624979138,-0.345142021246814,-0.0982401751959516,37.8960212827216,52.4497066292438,0.273461996792349,0.18168990052612,8,9,0,0,8,8,8,8,0,0,1,1,8,9,0,0,7,8,8,8,0,0,0.875,1,7,8,64.7984821969028,0.246901846050862,he,hotel,motel,מלון,מלונית,מלוןמלונית
מלח,526.86100001655,543.067862074935,-0.468183665424212,-0.400298679144733,76.4266088558431,38.2626915763522,0.235698083799028,0.134291324369216,12,32,0,3,10,29,10,29,0,1,1,1,12,32,0,3,10,29,10,29,0,1,1,1,10,29,16.206862058385,0.0678849862794788,he,pirate,sailor,שודדים,מלח,שודדיםמלח
