target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fr_cue,fr_target,fr_word_combo
disparition,627.492745765362,603.489861530159,-0.310958726447595,-0.248523613506884,32.9864866357251,18.8923253626655,0.105931078364947,0.0823816514348707,63,70,2,0,59,65,59,65,1,0,1,1,64,70,1,0,56,64,60,65,0,0,0.933333333333333,0.984615384615385,59,65,-24.0028842352024,0.0624351129407109,fr,death,disappearance,décès,disparition,décèsdisparition
dispute,560.026282348747,651.155158342988,-0.536290255675768,-0.10488223380901,24.7929162169898,52.2438914914442,0.0848109050883575,0.210462833244182,56,62,1,0,51,60,53,61,0,0,0.962264150943396,0.983606557377049,56,61,1,1,49,59,53,60,0,1,0.924528301886792,0.983333333333333,51,60,91.1288759942413,0.431408021866758,fr,conflict,dispute,conflit,dispute,conflitdispute
district,813.078126916291,651.262984144162,0.437344626742272,-0.0247576677487199,53.6181296133561,30.1184344199312,0.16941731737509,0.129369083748158,56,67,1,0,52,63,54,66,0,0,0.962962962962963,0.954545454545455,56,67,1,0,48,63,54,66,0,0,0.888888888888889,0.954545454545455,52,63,-161.815142772129,-0.462102294490992,fr,county,district,comté,district,comtédistrict
divin,623.80950000183,586.293225815,-0.217247195529283,-0.408309221489127,36.884364592823,17.7326098626183,0.120944243596838,0.0588360754266608,59,67,0,1,56,62,56,67,0,0,1,0.925373134328358,59,67,0,1,54,66,56,67,0,0,0.964285714285714,0.985074626865672,56,62,-37.5162741868298,-0.191062025959844,fr,god,divine,dieu,divin,dieudivin
division,568.645282864935,604.992381814007,-0.523292239093453,-0.261538052516001,17.8842268751375,21.6331945243598,0.0516728927910896,0.0889500812679856,70,57,1,0,70,55,70,55,0,0,1,1,70,57,1,0,68,53,70,55,0,0,0.971428571428571,0.963636363636364,70,55,36.3470989490722,0.261754186577452,fr,unit,division,unité,division,unitédivision
document,525.968380949789,582.051999993426,-0.52504035713986,-0.4876049354311,18.4433876479448,17.9417207021046,0.0847676999901096,0.0570088753374499,65,68,3,3,63,63,63,64,0,1,1,0.984375,65,68,3,3,59,59,63,64,0,1,0.936507936507937,0.921875,63,63,56.0836190436365,0.0374354217087597,fr,file,document,fichier,document,fichierdocument
dollar,602.11511936461,644.131916411312,-0.382640047869385,-0.036210159486832,26.717860739402,42.7178289335722,0.104887614556958,0.188349579078333,70,62,1,1,62,61,65,62,0,0,0.953846153846154,0.983870967741935,70,62,1,1,62,60,65,62,0,0,0.953846153846154,0.967741935483871,62,61,42.0167970467015,0.346429888382553,fr,pound,dollar,livre,dollar,livredollar
domestique,610.494187498439,665.655077960716,-0.187498908603882,-0.146402037118766,14.8246724923433,35.2455835660327,0.0693222441731889,0.121150814570274,65,60,3,0,64,59,65,59,0,0,0.984615384615385,1,65,59,3,1,57,58,65,58,0,1,0.876923076923077,1,64,59,55.1608904622769,0.0410968714851166,fr,nanny,maid,nounou,domestique,nounoudomestique
don,557.414804280297,691.099076366684,-0.527848705086251,0.086324563913133,13.8666283108491,32.4685255133593,0.0469811090951896,0.161982137011472,77,60,2,3,70,55,75,59,0,0,0.933333333333333,0.932203389830508,77,60,2,3,73,57,75,59,0,0,0.973333333333333,0.966101694915254,70,55,133.684272086387,0.614173268999384,fr,charity,donation,charité,don,charitédon
dong,953.309285735125,1220.26057144519,1.2283717169033,2.488788517168,100.574916472698,222.162748939745,0.438013632244919,0.95993227113285,55,61,2,5,35,7,53,59,2,1,0.660377358490566,0.11864406779661,57,61,0,5,17,57,55,59,0,1,0.309090909090909,0.966101694915254,35,7,266.951285710066,1.2604168002647,fr,ping,ding,ding,dong,dingdong
donner,559.793982263746,558.921525753176,-0.627487840069971,-0.578282617380465,19.2914760050131,20.7404127165404,0.0494539732104674,0.0791132757437118,64,67,0,4,62,66,63,66,0,0,0.984126984126984,1,64,67,0,4,61,65,63,66,0,0,0.968253968253968,0.984848484848485,62,66,-0.87245651057026,0.0492052226895053,fr,offer,give,offrir,donner,offrirdonner
douleur,537.938836065489,522.235796617082,-0.572193174395999,-0.674268069984275,19.8045290553042,23.613280927373,0.0914404900083435,0.066352876523877,61,61,1,0,61,59,61,60,0,0,1,0.983333333333333,61,61,1,0,60,59,61,60,0,0,0.983606557377049,0.983333333333333,61,59,-15.7030394484067,-0.102074895588276,fr,suffering,pain,souffrance,douleur,souffrancedouleur
drogue,522.935785747171,544.671206350441,-0.624596771640893,-0.491938967659986,17.3443660612658,22.1647865285192,0.078249863272457,0.0998834684438027,57,64,5,1,56,63,57,64,1,0,0.982456140350877,0.984375,57,63,5,2,56,62,57,63,1,1,0.982456140350877,0.984126984126984,56,63,21.7354206032704,0.132657803980907,fr,alcohol,drug,alcool,drogue,alcooldrogue
drôle,538.615597224463,563.91124564065,-0.579741203819448,-0.49840232100281,14.8152187643353,25.3247959847078,0.0562692455381797,0.0798773171780419,73,61,2,2,72,57,72,57,0,0,1,1,73,61,2,2,71,55,72,57,0,0,0.986111111111111,0.964912280701754,72,57,25.2956484161879,0.0813388828166375,fr,witty,funny,amusant,drôle,amusantdrôle
dur,566.195916672628,594.925393449074,-0.487108315622048,-0.430951795208493,30.0585193272315,42.3425643792843,0.137973614150373,0.120805251540299,73,63,2,1,72,61,73,62,1,0,0.986301369863014,0.983870967741935,73,63,2,1,68,61,73,62,1,0,0.931506849315068,0.983870967741935,72,61,28.7294767764464,0.0561565204135547,fr,tough,hard,difficile,dur,difficiledur
dynamite,621.264301588165,728.118388891828,-0.146610220720553,0.195276522449858,19.4735026135768,36.7865860604317,0.0898087122770772,0.140094009434951,65,59,1,5,64,54,64,57,0,1,1,0.947368421052632,65,59,1,5,64,36,64,57,0,1,1,0.631578947368421,63,54,106.854087303662,0.341886743170411,fr,gunpowder,dynamite,poudre,dynamite,poudredynamite
décembre,476.27567856945,593.216380014457,-0.865291690088675,-0.351907072317663,15.02043918912,19.3074951700857,0.0522710927137911,0.0731216285352633,60,56,0,2,56,55,57,55,0,0,0.982456140350877,1,60,56,0,2,56,53,57,55,0,0,0.982456140350877,0.963636363636364,56,55,116.940701445007,0.513384617771012,fr,november,december,novembre,décembre,novembredécembre
décennie,631.797898423769,656.909018867012,-0.202218369983373,-0.0846526927717114,15.816295875876,29.3628828454402,0.0699100963453926,0.123761756287838,64,59,1,0,63,53,63,56,0,0,1,0.946428571428571,64,59,1,0,61,54,63,56,0,0,0.968253968253968,0.964285714285714,63,53,25.1111204432428,0.117565677211662,fr,century,decade,siècle,décennie,siècledécennie
déception,591.931217185606,620.081886370346,-0.349975587016597,-0.426266926749954,25.0506359370038,26.2728296044091,0.143798153385755,0.0802681914700304,65,69,0,2,64,66,65,68,0,0,0.984615384615385,0.970588235294118,65,69,0,2,64,65,65,68,0,0,0.984615384615385,0.955882352941177,64,66,28.1506691847405,-0.0762913397333569,fr,surprise,disappointment,surprise,déception,surprisedéception
déclarer,580.049672135999,658.311422956855,-0.445953561505583,-0.132673011286102,22.0154312840884,38.8740859507831,0.0815850797720333,0.112124729809843,64,62,1,0,61,61,62,61,0,0,0.983870967741935,1,64,62,1,0,62,60,62,61,0,0,1,0.983606557377049,61,61,78.2617508208552,0.313280550219481,fr,comment,statement,commenter,déclarer,commenterdéclarer
défaite,587.425656139979,587.452784622005,-0.516034693527855,-0.379693256299168,19.2006369249453,22.6360917322285,0.0758141987628613,0.0989788747116918,59,65,5,2,57,65,57,65,0,0,1,1,59,65,5,2,56,60,57,65,0,0,0.982456140350877,0.923076923076923,57,65,0.0271284820261144,0.136341437228687,fr,victory,defeat,victoire,défaite,victoiredéfaite
défendre,568.660069829849,598.684465544149,-0.479335750705242,-0.357959054498943,23.5758273385668,31.6777898642323,0.090583567349038,0.11930418677871,67,60,2,1,63,58,64,58,0,0,0.984375,1,67,60,2,1,63,54,64,58,0,0,0.984375,0.931034482758621,63,58,30.0243957142999,0.1213766962063,fr,protect,defend,protéger,défendre,protégerdéfendre
défi,623.163500001679,551.653492758559,-0.243545292786774,-0.581644951240864,34.9767554899271,18.7678975686322,0.100059413602331,0.0565632084271346,71,69,2,2,67,69,67,69,1,0,1,1,71,69,2,2,62,66,67,69,1,0,0.925373134328358,0.956521739130435,66,69,-71.5100072431198,-0.33809965845409,fr,obstacle,challenge,obstacle,défi,obstacledéfi
définition,595.140611952712,562.02576562135,-0.437954140090796,-0.467592123030373,18.1225838539501,16.9876424583378,0.0578486350982124,0.067345120400839,75,65,5,3,67,64,69,64,0,0,0.971014492753623,1,74,65,6,3,66,63,69,64,0,0,0.956521739130435,0.984375,67,64,-33.1148463313624,-0.0296379829395767,fr,concept,definition,concept,définition,conceptdéfinition
dégoûtant,686.263872227627,601.032285916321,-0.116404568719443,-0.409878182376843,44.6135697446253,20.8957096230575,0.12772478599379,0.0628251173895662,60,74,1,3,54,71,54,72,0,0,1,0.986111111111111,60,74,1,3,30,72,54,72,0,0,0.555555555555556,1,54,71,-85.2315863113058,-0.2934736136574,fr,nasty,filthy,impur,dégoûtant,impurdégoûtant
déjeuner,583.345008341526,543.939720597896,-0.395111037378574,-0.535268439627861,26.6576957324724,18.6853794143542,0.115891425214006,0.0666994906953103,65,70,0,3,60,68,62,68,0,1,0.967741935483871,1,64,69,1,4,58,60,61,67,1,2,0.950819672131147,0.895522388059702,60,68,-39.4052877436302,-0.140157402249288,fr,snack,lunch,collation,déjeuner,collationdéjeuner
délicieux,578.63369000413,600.209466672097,-0.591999153218926,-0.29985429721803,25.1732798591992,30.3579407333695,0.0810456368245367,0.106155185568844,62,63,0,2,60,60,60,61,0,0,1,0.983606557377049,62,63,0,2,59,59,60,61,0,0,0.983333333333333,0.967213114754098,60,60,21.5757766679674,0.292144856000896,fr,tasty,delicious,savoureux,délicieux,savoureuxdélicieux
déloyal,696.999605969606,693.621117553943,0.163372514604792,0.127464314429852,33.8055723998476,35.5085475064409,0.125241311881086,0.137761499255757,72,59,2,1,67,51,69,57,0,0,0.971014492753623,0.894736842105263,72,59,2,1,67,56,69,57,0,0,0.971014492753623,0.982456140350877,67,51,-3.37848841566301,-0.0359082001749397,fr,injustice,unfair,injustice,déloyal,injusticedéloyal
démocratie,571.712030302819,671.500067786325,-0.426549907425469,-0.105804478344997,16.5620591830714,28.6383332569432,0.0551785997051172,0.0886792129450835,66,65,2,0,66,59,66,61,0,0,1,0.967213114754098,66,65,2,0,64,59,66,61,0,0,0.96969696969697,0.967213114754098,66,59,99.7880374835065,0.320745429080472,fr,freedom,democracy,liberté,démocratie,libertédémocratie
départ,557.452363794647,510.438376789851,-0.649043866549527,-0.625332947165901,21.5026499673492,14.219353659596,0.0808425825714273,0.0533996869089262,58,58,0,3,58,56,58,56,0,0,1,1,58,58,0,3,57,55,58,56,0,0,0.982758620689655,0.982142857142857,58,56,-47.0139870047962,0.0237109193836266,fr,arrival,departure,arrivée,départ,arrivéedépart
dépenser,582.573967137376,574.988465762711,-0.304412364413138,-0.403112213672343,42.5551058519563,15.0794230239109,0.220906259407329,0.0609750402911615,63,77,1,2,61,73,62,76,0,0,0.983870967741935,0.960526315789474,63,77,1,2,59,70,62,76,0,0,0.951612903225806,0.921052631578947,61,73,-7.58550137466443,-0.098699849259205,fr,waste,spend,gaspiller,dépenser,gaspillerdépenser
dépression,578.347510143081,587.267809827038,-0.439810832257372,-0.275176990653979,23.1678828642841,22.7831709514424,0.0651713752756211,0.132467251187586,81,64,1,1,79,61,79,63,0,0,1,0.968253968253968,81,64,1,1,79,60,79,63,0,0,1,0.952380952380952,79,61,8.92029968395684,0.164633841603392,fr,stress,depression,stress,dépression,stressdépression
déranger,622.567034329137,553.401188692793,-0.346707259716306,-0.500675074093771,20.2101697654478,20.4304417956317,0.0725132761485441,0.0757726932536616,67,54,4,1,67,53,67,53,0,1,1,1,67,54,4,1,64,47,67,53,0,1,0.955223880597015,0.886792452830189,67,53,-69.1658456363434,-0.153967814377465,fr,interrupt,disturb,interrompre,déranger,interrompredéranger
dérober,620.657032786863,683.811069635704,-0.151299043563654,-0.0677030139960581,23.1483313552495,36.8436832119075,0.0896888302164109,0.111006754834365,66,63,2,1,61,56,63,61,0,1,0.968253968253968,0.918032786885246,66,63,2,1,61,60,63,61,0,1,0.968253968253968,0.983606557377049,61,56,63.1540368488415,0.0835960295675959,fr,steal,rob,voler,dérober,volerdérober
désagréable,563.243709095893,657.031284471698,-0.380143108958565,0.0254017895457605,18.7311754559544,28.3285551936666,0.0997402166945506,0.124929829043807,56,60,3,2,55,58,55,60,0,0,1,0.966666666666667,56,60,3,2,53,56,55,60,0,0,0.963636363636364,0.933333333333333,55,58,93.7875753758045,0.405544898504325,fr,uncomfortable,unpleasant,inconfortable,désagréable,inconfortabledésagréable
détective,578.048179717755,541.601566670552,-0.45068396732817,-0.559919386893551,18.8083552927403,14.8957721209304,0.062643570109545,0.052593768840242,70,61,1,2,69,58,69,59,1,0,1,0.983050847457627,70,61,1,2,65,58,69,59,1,0,0.942028985507246,0.983050847457627,69,57,-36.4466130472023,-0.109235419565381,fr,agent,detective,agent,détective,agentdétective
détermination,666.868410752506,693.378827594,0.0582138613634757,0.0762756333704811,34.7891663754055,35.88751989392,0.112898514975973,0.134638560401466,59,62,1,1,56,58,56,58,0,0,1,1,59,62,1,1,56,57,56,58,0,0,1,0.982758620689655,56,58,26.5104168414947,0.0180617720070054,fr,courage,determination,courage,détermination,couragedétermination
développement,583.098065576443,562.618701737975,-0.385129803418591,-0.38409711914877,23.2544009171168,10.894559930753,0.0749700014758224,0.0721736880162409,64,60,3,1,61,57,62,57,1,0,0.983870967741935,1,64,60,3,1,60,57,62,57,1,0,0.967741935483871,1,61,57,-20.4793638384681,0.00103268426982073,fr,progress,development,progrès,développement,progrèsdéveloppement
dévouement,674.159198506515,703.923646673944,-0.0299188906030821,0.072024498279302,25.8488736255963,25.044426936848,0.0914029693178433,0.0845865609125835,69,62,2,4,67,60,68,61,0,0,0.985294117647059,0.983606557377049,69,62,2,4,67,61,68,61,0,0,0.985294117647059,1,67,60,29.7644481674298,0.101943388882384,fr,fidelity,devotion,fidélité,dévouement,fidélitédévouement
dévêtu,720.856890908662,774.064196073172,0.163801773671429,0.569991172244472,34.5131801786079,46.9972970552845,0.18640395528415,0.172385646798378,59,59,3,3,55,51,58,57,2,2,0.948275862068966,0.894736842105263,58,59,4,3,53,55,57,57,3,2,0.929824561403509,0.964912280701754,55,51,53.2073051645108,0.406189398573043,fr,nude,naked,dénudé,dévêtu,dénudédévêtu
effet,532.228673684271,559.036811326603,-0.59313991864494,-0.532718078201011,16.0490269142134,27.8603046572134,0.0660406405820058,0.0944729045618128,80,56,4,3,76,53,78,54,0,0,0.974358974358974,0.981481481481482,80,56,4,3,75,45,78,54,0,0,0.961538461538462,0.833333333333333,76,53,26.8081376423329,0.0604218404439293,fr,influence,effect,influence,effet,influenceeffet
efficace,568.738538454293,556.618373123526,-0.463497505202101,-0.496582975302258,21.2327393201011,16.38863609271,0.0845805244737848,0.0669211219315381,66,68,3,4,65,67,65,67,0,0,1,1,66,68,3,4,64,67,65,67,0,0,0.984615384615385,1,65,67,-12.1201653307672,-0.0330854701001566,fr,useful,effective,utile,efficace,utileefficace
effondrement,691.124307814393,744.562112903195,0.0139134979390581,0.162981460164171,26.8149939244274,31.1077084923536,0.0905605043215419,0.100537834343311,70,65,0,0,64,62,66,63,0,0,0.96969696969697,0.984126984126984,69,65,1,0,62,62,65,63,1,0,0.953846153846154,0.984126984126984,64,62,53.4378050888029,0.149067962225113,fr,fall,collapse,chute,effondrement,chuteeffondrement
effrayer,567.43644067468,641.29841851299,-0.424251547783521,-0.11122211279146,19.6935322912711,30.4949773511363,0.0729669687299988,0.138418134567784,60,56,2,2,59,54,59,55,0,0,1,0.981818181818182,60,56,2,2,54,52,59,55,0,0,0.915254237288136,0.945454545454545,59,54,73.8619778383091,0.313029434992061,fr,scare,frighten,épouvanter,effrayer,épouvantereffrayer
emballer,579.96642030336,580.779974994517,-0.374229740320305,-0.456856334044086,28.5121073085599,19.0161955491284,0.0978457373892279,0.0747943325059786,73,63,1,1,69,60,72,60,0,0,0.958333333333333,1,73,63,1,1,71,59,72,60,0,0,0.986111111111111,0.983333333333333,69,60,0.813554691157037,-0.0826265937237814,fr,envelope,package,envelopper,emballer,envelopperemballer
empereur,662.94783333751,625.854546479752,-0.19491713445808,-0.227573983028101,37.5608315481757,25.8184439457263,0.114060331358398,0.0968252485177341,66,73,3,2,64,71,65,71,0,0,0.984615384615385,1,66,73,3,2,62,70,65,71,0,0,0.953846153846154,0.985915492957746,63,71,-37.0932868577577,-0.0326568485700203,fr,imperial,emperor,impérial,empereur,impérialempereur
empire,538.458136367211,599.213531247828,-0.569280679974764,-0.352777812708655,22.1506468720875,19.6121669359011,0.0846732672906799,0.0687841285479029,66,68,3,3,66,65,66,66,0,0,1,0.984848484848485,66,68,3,3,59,64,66,66,0,0,0.893939393939394,0.96969696969697,66,64,60.7553948806164,0.216502867266109,fr,dynasty,empire,dynastie,empire,dynastieempire
empreinte,769.279903249399,606.35722813415,0.427129056581425,-0.323183902394282,43.1283155589173,21.2646979422424,0.173470109443602,0.0871701424786635,73,68,1,1,62,64,67,66,1,0,0.925373134328358,0.96969696969697,74,68,0,1,27,64,68,66,0,0,0.397058823529412,0.96969696969697,62,64,-162.922675115249,-0.750312958975708,fr,dna,fingerprint,adn,empreinte,adnempreinte
emprisonnement,717.475017265093,798.977661908966,0.309376680715871,0.580184639290811,32.5348220928737,38.9732911743498,0.152980913898734,0.146345857312771,60,66,1,2,58,63,58,64,1,0,1,0.984375,60,66,1,2,57,42,58,64,1,0,0.982758620689655,0.65625,58,63,81.5026446438729,0.270807958574939,fr,penalty,imprisonment,peine,emprisonnement,peineemprisonnement
endroit,527.51586885472,532.855387097195,-0.614845695800862,-0.581543230633975,16.4384665629468,17.1873678999852,0.0669797705551158,0.0529112464999035,62,64,1,2,61,62,61,62,0,0,1,1,62,64,1,2,58,58,61,62,0,0,0.950819672131147,0.935483870967742,61,62,5.33951824247595,0.0333024651668871,fr,elsewhere,somewhere,ailleurs,endroit,ailleursendroit
enfance,517.068921560517,547.460420294667,-0.610225862760756,-0.559140645146619,17.3715988807289,33.3040872319378,0.0835616403801015,0.0927624086571088,53,73,2,2,51,69,51,70,0,1,1,0.985714285714286,53,74,2,1,51,69,51,71,0,0,1,0.971830985915493,51,69,30.3914987341509,0.051085217614137,fr,youth,childhood,jeunesse,enfance,jeunesseenfance
enfant,550.02522622403,516.379107665665,-0.494730904448622,-0.710409046562868,39.5279776199854,17.2287870246682,0.224423854113953,0.0717513968831064,63,66,3,0,61,65,61,66,0,0,1,0.984848484848485,62,66,4,0,59,66,60,66,1,0,0.983333333333333,1,61,65,-33.6461185583645,-0.215678142114245,fr,baby,child,bébé,enfant,bébéenfant
enfer,558.71390908808,557.298116983658,-0.489828202880149,-0.522478793435443,20.1363225408222,16.353773834502,0.0888565409689271,0.0707561571611651,67,57,0,0,66,54,66,55,0,0,1,0.981818181818182,67,57,0,0,64,55,66,55,0,0,0.96969696969697,1,66,53,-1.41579210442205,-0.0326505905552943,fr,paradise,hell,paradis,enfer,paradisenfer
enfin,558.212918050111,555.045596780163,-0.46032274721471,-0.47746194349892,21.4059039283362,35.5783218643987,0.0910477888339979,0.0993637550348956,65,72,2,1,61,62,61,64,0,0,1,0.96875,64,72,3,1,58,63,60,64,1,0,0.966666666666667,0.984375,61,62,-3.16732126994884,-0.0171391962842103,fr,finally,eventually,finalement,enfin,finalementenfin
enlever,570.550661766074,580.142730771123,-0.348504988562314,-0.424507378766452,20.6791938893326,35.2794248911651,0.0833388524490974,0.118438643336916,72,66,0,0,69,65,72,65,0,0,0.958333333333333,1,72,66,0,0,63,63,72,65,0,0,0.875,0.969230769230769,68,65,9.59206900504967,-0.0760023902041382,fr,kidnap,abduct,kidnapper,enlever,kidnapperenlever
enquêter,612.344910758448,618.39916393745,-0.366006338104738,-0.388928958176245,37.3218300334926,28.1600961617998,0.132125531404596,0.0844966265835374,60,66,2,2,56,61,57,62,0,0,0.982456140350877,0.983870967741935,60,66,2,2,56,60,57,62,0,0,0.982456140350877,0.967741935483871,56,61,6.05425317900199,-0.0229226200715071,fr,examine,investigate,examiner,enquêter,examinerenquêter
enquêteur,573.904666671349,589.022398468703,-0.454016388938809,-0.36711502866725,17.3059744187813,23.8457989569241,0.0638969036116473,0.115183856715606,78,67,2,0,78,65,78,66,0,0,1,0.984848484848485,78,67,2,0,74,66,78,66,0,0,0.948717948717949,1,78,65,15.1177317973542,0.0869013602715591,fr,analyst,investigator,analyste,enquêteur,analysteenquêteur
enregistrement,699.537315808923,643.472753122077,0.055903094729533,-0.225742386092408,40.7137047219317,24.4762726446489,0.155301075324119,0.0882644561994681,61,65,4,0,58,64,59,64,0,0,0.983050847457627,1,61,65,4,0,56,60,59,64,0,0,0.949152542372881,0.9375,57,64,-56.0645626868459,-0.281645480821941,fr,record,recording,disque,enregistrement,disqueenregistrement
enseigner,586.370046875961,582.674347861412,-0.428520720335467,-0.324365786471116,24.1559820293877,27.2024449503009,0.0866835716187773,0.0935341272404612,68,69,0,2,64,69,65,69,0,0,0.984615384615385,1,68,69,0,2,63,58,65,69,0,0,0.969230769230769,0.840579710144927,64,69,-3.69569901454884,0.104154933864351,fr,learn,teach,apprendre,enseigner,apprendreenseigner
entendre,517.717148439916,561.198418746078,-0.629082573527904,-0.545568515591954,14.2033481899199,28.4010257538168,0.0576243266504216,0.086014408596122,67,66,2,1,64,65,64,65,0,0,1,1,67,66,2,1,61,62,64,65,0,0,0.953125,0.953846153846154,64,64,43.4812703061616,0.0835140579359503,fr,listen,hear,écouter,entendre,écouterentendre
enterrer,545.348881354772,668.257534499554,-0.504136565141961,-0.0802545910635304,15.2358850053435,42.8839702581559,0.0679672136172935,0.148716850622417,60,63,0,1,59,59,60,62,0,0,0.983333333333333,0.951612903225806,60,63,0,1,57,59,60,62,0,0,0.95,0.951612903225806,59,58,122.908653144782,0.423881974078431,fr,dig,bury,creuser,enterrer,creuserenterrer
enthousiaste,711.777707680825,669.515445900225,0.223951781511,-0.107275639043533,34.4582304610062,29.7310843031053,0.165346090935604,0.0944859188484477,69,64,2,2,65,61,66,62,0,0,0.984848484848485,0.983870967741935,69,64,2,2,63,61,66,62,0,0,0.954545454545455,0.983870967741935,65,61,-42.2622617806001,-0.331227420554533,fr,proud,excited,fier,enthousiaste,fierenthousiaste
entrepreneur,591.538868958008,640.116270904463,-0.306994569444069,-0.286327807323472,19.8874693597561,26.5315795900387,0.0863207482822012,0.0648404893624962,60,60,0,0,58,56,58,56,0,0,1,1,60,60,0,0,58,46,58,56,0,0,1,0.821428571428571,58,55,48.5774019464549,0.0206667621205967,fr,millionaire,entrepreneur,millionnaire,entrepreneur,millionnaireentrepreneur
entrée,513.210942320292,570.719053564968,-0.75217801150943,-0.464192005711295,18.5310615474641,21.4857351926128,0.056273113949643,0.0838806554350319,53,59,2,3,52,56,52,56,0,0,1,1,53,59,2,3,52,52,52,56,0,0,1,0.928571428571429,52,56,57.5081112446759,0.287986005798135,fr,exit,entrance,sortie,entrée,sortieentrée
envoyer,601.029383588104,553.37427999853,-0.443613919498282,-0.537172446230127,31.2800250633356,15.5829027165048,0.120743097095307,0.0629096516791265,72,62,2,2,67,60,68,60,0,0,0.985294117647059,1,72,62,2,2,67,58,68,60,0,0,0.985294117647059,0.966666666666667,67,60,-47.6551035895743,-0.0935585267318457,fr,bring,send,apporter,envoyer,apporterenvoyer
esprit,533.900684219101,545.195968751783,-0.588513341025716,-0.602385869957453,32.5035907615139,19.5398841803012,0.0929735364098424,0.0644501441411314,58,68,0,3,57,64,57,64,0,0,1,1,57,68,1,3,56,63,56,64,1,0,1,0.984375,57,64,11.2952845326818,-0.013872528931737,fr,soul,spirit,âme,esprit,âmeesprit
espérer,589.706736842566,598.715981154408,-0.325955099410144,-0.303545547561847,24.9221813544846,24.9446873058959,0.0957895136733532,0.0929992919425761,57,73,1,3,57,69,57,70,0,0,1,0.985714285714286,57,72,1,4,57,67,57,69,0,1,1,0.971014492753623,57,69,9.00924431184194,0.0224095518482976,fr,wait,expect,attendre,espérer,attendreespérer
est,522.421637101156,626.599207540734,-0.776258711885576,-0.0705930741378476,18.1557226502591,23.2502363739353,0.0556283705957147,0.119338093077267,66,59,1,5,63,54,63,57,0,0,1,0.947368421052632,66,59,1,5,63,54,63,57,0,0,1,0.947368421052632,62,53,104.177570439578,0.705665637747728,fr,west,east,ouest,est,ouestest
exagérer,612.241168123655,606.330274996116,-0.26646776009288,-0.273167993582467,18.6636982654616,16.5712075859989,0.0714676487892402,0.0744839731049767,71,65,1,2,69,64,69,64,1,0,1,1,71,65,1,2,68,64,69,64,1,0,0.985507246376812,1,69,64,-5.91089312753843,-0.00670023348958637,fr,underestimate,exaggerate,sous-estimer,exagérer,sous-estimerexagérer
excuse,564.357716419716,577.17422225668,-0.536212683060248,-0.354861547641032,21.2458600293996,27.7730113263768,0.0778891216249219,0.116661827288648,68,57,3,0,68,54,68,55,0,0,1,0.981818181818182,68,56,3,1,67,52,68,54,0,1,0.985294117647059,0.962962962962963,67,54,12.8165058369639,0.181351135419216,fr,forgive,excuse,pardonner,excuse,pardonnerexcuse
exercer,650.172455879271,591.718224137875,-0.0461843569234911,-0.405493121827623,39.1463697144081,19.0989953689267,0.202928447701189,0.0752291100280756,70,62,1,4,68,58,68,59,0,1,1,0.983050847457627,70,63,1,3,66,59,68,60,0,0,0.970588235294118,0.983333333333333,68,58,-58.4542317413964,-0.359308764904132,fr,practice,exercise,pratiquer,exercer,pratiquerexercer
exploser,558.493016985844,558.002498531938,-0.474976609872424,-0.475988719488162,21.8327478404504,22.1121386658666,0.0854745122446818,0.0934177878447936,55,70,0,3,53,69,54,69,0,0,0.981481481481482,1,55,70,0,3,52,69,54,69,0,0,0.962962962962963,1,53,68,-0.490518453906589,-0.00101210961573844,fr,burst,explode,éclater,exploser,éclaterexploser
explosif,565.437693551604,562.964405036938,-0.463247248517781,-0.410274901809228,26.0182523724807,21.355329283251,0.0904398232917061,0.0633206555596514,63,61,3,2,62,60,62,60,0,0,1,1,63,61,3,2,60,57,62,60,0,0,0.967741935483871,0.95,62,60,-2.47328851466614,0.0529723467085535,fr,bomb,explosive,bombe,explosif,bombeexplosif
explosion,607.505367795783,619.179444428851,-0.339515497603132,-0.181080998034234,20.1878386822743,36.313364922838,0.0737243758513554,0.133039590963154,61,68,0,2,59,63,60,65,0,2,0.983333333333333,0.969230769230769,61,68,0,2,53,65,60,65,0,2,0.883333333333333,1,59,63,11.6740766330678,0.158434499568897,fr,earthquake,explosion,séisme,explosion,séismeexplosion
exposition,624.578126997347,602.173444455979,-0.19350975758985,-0.301127388407794,37.3548668672195,25.7754269383665,0.118229470615754,0.0734242996700681,66,57,2,0,63,54,65,54,0,0,0.969230769230769,1,66,57,2,0,65,52,65,54,0,0,1,0.962962962962963,63,54,-22.4046825413686,-0.107617630817944,fr,gallery,exhibition,galerie,exposition,galerieexposition
