target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_cue,pt_target,pt_word_combo
despido,692.238275866702,816.877702699297,-0.0882824786049502,0.266156529866397,36.7511500743265,44.2028815332095,0.0994815037198918,0.133891832541796,103,82,1,0,87,74,90,80,0,0,0.966666666666667,0.925,102,82,2,0,72,80,90,80,0,0,0.8,1,87,74,124.639426832596,0.354439008471347,pt,nude,naked,nu,despido,nudespido
desporto,592.95615255673,530.73731914786,-0.473641019492713,-0.528975970223531,43.3223260541957,27.1289027910967,0.12898146513525,0.127343179287546,63,52,0,0,59,47,60,48,0,0,0.983333333333333,0.979166666666667,63,52,0,0,57,48,60,48,0,0,0.95,1,59,47,-62.2188334088696,-0.0553349507308182,pt,hobby,sport,passatempo,desporto,passatempodesporto
destino,608.374150941001,582.91197827058,-0.477066188424744,-0.455957223725335,25.2041903825804,39.3674201055578,0.067317121426594,0.133466489662357,60,54,1,0,53,46,54,47,0,0,0.981481481481482,0.978723404255319,60,54,1,0,36,46,54,47,0,0,0.666666666666667,0.978723404255319,53,46,-25.4621726704212,0.0211089646994092,pt,fate,destiny,sina,destino,sinadestino
destruição,660.61637974321,657.874637494445,-0.233449653953543,-0.273701942755349,29.1457954654889,26.2869887563463,0.0891340429037714,0.0723273586168552,85,85,1,0,79,80,80,81,0,0,0.9875,0.987654320987654,85,85,1,0,79,80,80,81,0,0,0.9875,0.987654320987654,79,80,-2.74174224876504,-0.0402522888018059,pt,creation,destruction,criação,destruição,criaçãodestruição
determinação,639.359245878626,618.344431371403,-0.172443472037203,-0.120722069220949,25.2868232647489,37.1115899981582,0.083930785014732,0.126459998326794,63,53,3,0,61,51,61,51,2,0,1,1,64,53,2,0,62,51,62,51,1,0,1,1,61,51,-21.0148145072229,0.0517214028162537,pt,courage,determination,coragem,determinação,coragemdeterminação
detetive,578.243857138059,636.422448294325,-0.468913873760892,-0.194686088569142,24.4122104947852,27.4175877611427,0.0925412315663493,0.0923813376934192,80,62,0,0,70,58,73,58,0,0,0.958904109589041,1,80,62,0,0,71,58,73,58,0,0,0.972602739726027,1,70,58,58.1785911562655,0.27422778519175,pt,agent,detective,agente,detetive,agentedetetive
dever,605.689779076477,663.123812503783,-0.371226821939543,-0.297720265044275,23.7087878191473,36.0161112185244,0.0818897489752605,0.0890062642923723,90,92,2,3,86,80,86,82,0,2,1,0.975609756097561,91,92,1,3,83,80,86,82,0,2,0.965116279069767,0.975609756097561,86,80,57.4340334273062,0.0735065568952679,pt,responsibility,duty,responsabilidade,dever,responsabilidadedever
devoção,680.350922081325,700.398333342656,-0.207234470628062,-0.246032428644657,26.6708273861476,33.5963583691471,0.0778035714499765,0.0758810671079418,86,67,0,1,77,66,78,66,0,1,0.987179487179487,1,86,67,0,1,76,65,78,66,0,1,0.974358974358974,0.984848484848485,77,66,20.0474112613305,-0.0387979580165953,pt,fidelity,devotion,fidelidade,devoção,fidelidadedevoção
dezembro,508.744906675689,525.15059259526,-0.781696308854381,-0.516049826224976,17.4393974385386,14.8736387380946,0.0534076155643639,0.0660392223475624,83,56,0,0,75,54,75,54,0,0,1,1,83,56,0,0,75,54,75,54,0,0,1,1,75,54,16.4056859195706,0.265646482629405,pt,november,december,novembro,dezembro,novembrodezembro
dia de nascimento,796.890109748727,853.444214283721,0.244784525862545,0.370962235814346,49.7713413311387,40.8291106739983,0.119259573872219,0.105976466367947,86,104,3,1,82,98,82,99,1,0,1,0.98989898989899,87,104,2,1,83,97,83,99,0,0,1,0.97979797979798,82,98,56.5541045349938,0.1261777099518,pt,anniversary,birthday,aniversário,dia de nascimento,aniversáriodia de nascimento
diabo,562.637108445807,580.93936000244,-0.580526997464706,-0.36846827744535,21.5318640765666,24.7883713935157,0.0599966907190773,0.108659344458456,91,53,0,0,83,50,83,51,0,0,1,0.980392156862745,91,53,0,0,82,50,83,51,0,0,0.987951807228916,0.980392156862745,83,50,18.3022515566336,0.212058720019356,pt,angel,devil,anjo,diabo,anjodiabo
diferente,561.229378950178,524.672859996553,-0.455227122419276,-0.573992139745027,27.9581612490416,18.2425658371641,0.140719729945566,0.0772268399333317,103,52,1,0,95,50,96,50,0,0,0.989583333333333,1,103,52,1,0,96,48,96,50,0,0,1,0.96,95,50,-36.5565189536248,-0.118765017325751,pt,similar,different,semelhante,diferente,semelhantediferente
dignidade,603.910857142834,686.895516135559,-0.33484593125234,-0.14953877275368,17.2507157223865,32.9421199919004,0.0445424309412863,0.0984406268894812,67,66,0,1,63,62,64,64,0,1,0.984375,0.96875,67,67,0,0,64,61,64,65,0,0,1,0.938461538461538,63,62,82.9846589927242,0.185307158498661,pt,pride,dignity,orgulho,dignidade,orgulhodignidade
digno,596.042874988958,618.926886365,-0.364214930750545,-0.322568893523824,26.3525635692508,24.9923646655541,0.0772822627927216,0.0644974642621063,62,53,2,0,56,44,58,47,1,0,0.96551724137931,0.936170212765957,62,53,2,0,54,46,58,47,1,0,0.931034482758621,0.978723404255319,56,44,22.8840113760417,0.0416460372267214,pt,deserve,worthy,merecer,digno,merecerdigno
dinamite,712.008800007879,724.740041672759,-0.0619679506868017,0.00893399357713345,24.1277725185274,44.8488554019809,0.0928765179736607,0.129622028887311,106,54,1,0,95,48,99,50,0,0,0.95959595959596,0.96,106,54,1,0,93,49,99,50,0,0,0.93939393939394,0.98,95,48,12.7312416648798,0.0709019442639352,pt,gunpowder,dynamite,pólvora,dinamite,pólvoradinamite
dinheiro,592.118800000211,571.387493659695,-0.546762319202765,-0.588178648295552,22.7597903153167,24.0560212630618,0.0670666006520714,0.0724306551564697,85,88,2,0,80,79,82,81,0,0,0.975609756097561,0.975308641975309,85,88,2,0,76,78,82,81,0,0,0.926829268292683,0.962962962962963,80,79,-20.7313063405159,-0.0414163290927866,pt,cash,money,numerário,dinheiro,numeráriodinheiro
diretamente,632.032508184094,668.570237308793,-0.244832357228934,-0.167230182653686,21.2552730859305,29.9882365801201,0.0732353763645533,0.0993654185446017,65,66,3,1,61,59,62,60,1,0,0.983870967741935,0.983333333333333,65,65,3,2,61,59,62,60,1,0,0.983870967741935,0.983333333333333,61,59,36.5377291246987,0.0776021745752488,pt,direct,directly,direto,diretamente,diretodiretamente
diretor,531.438401778848,542.129321438874,-0.651352782297723,-0.649258517310007,14.2578676546845,20.452945240892,0.0462045544681599,0.0636244875624358,122,69,2,0,112,56,114,57,0,0,0.982456140350877,0.982456140350877,122,69,2,0,112,57,114,57,0,0,0.982456140350877,1,112,56,10.6909196600261,0.00209426498771548,pt,producer,director,produtor,diretor,produtordiretor
discussão,668.739515155545,601.800795465508,-0.243006779470929,-0.396336055449098,37.8009591571328,19.2560351541068,0.104858902245056,0.0520202795353126,69,96,2,2,66,89,66,89,1,0,1,1,69,96,2,2,65,86,66,89,1,0,0.984848484848485,0.966292134831461,66,88,-66.9387196900368,-0.153329275978169,pt,conversation,discussion,conversação,discussão,conversaçãodiscussão
dispositivo,698.314290918872,687.405922084095,0.0533426742031012,-0.229086713721732,50.0578016676608,27.2378290875491,0.151780553987905,0.0722740323977251,61,82,1,2,55,77,57,77,1,0,0.964912280701754,1,60,82,2,2,36,73,56,77,2,0,0.642857142857143,0.948051948051948,55,77,-10.9083688347766,-0.282429387924833,pt,chip,device,chip,dispositivo,chipdispositivo
disputa,630.192277780966,649.948014923191,-0.306591563886331,-0.326699623357275,25.9386933331212,26.509476247375,0.095675825444963,0.0849283327987388,78,78,2,0,72,67,73,69,0,0,0.986301369863014,0.971014492753623,78,78,2,0,70,67,73,69,0,0,0.958904109589041,0.971014492753623,72,67,19.7557371422242,-0.0201080594709436,pt,conflict,dispute,conflito,disputa,conflitodisputa
distante,561.891374992322,727.269857135037,-0.539888120591354,-0.0216185155974542,15.562137521693,34.8166290419973,0.0534904284713068,0.106658278413965,84,62,1,2,80,56,80,57,0,1,1,0.982456140350877,83,63,2,1,79,38,80,58,0,0,0.9875,0.655172413793103,80,56,165.378482142715,0.5182696049939,pt,near,far,próximo,distante,próximodistante
distrito,614.934843749859,682.090469699724,-0.395501724197876,-0.150655119272537,21.4785097068503,31.697070511328,0.0610425611144794,0.085554704347976,104,76,2,1,97,66,101,68,1,0,0.96039603960396,0.970588235294118,104,75,2,2,98,67,101,68,1,0,0.97029702970297,0.985294117647059,96,66,67.1556259498652,0.244846604925338,pt,county,district,município,distrito,municípiodistrito
divino,565.877624995878,653.582142867363,-0.498532501334558,-0.295932803934602,16.042539172209,30.0028109837,0.0551152729878639,0.0779916240399401,86,77,2,0,80,70,81,71,2,0,0.987654320987654,0.985915492957746,86,77,2,0,80,69,81,71,2,0,0.987654320987654,0.971830985915493,80,70,87.7045178714855,0.202599697399956,pt,god,divine,deus,divino,deusdivino
divisão,545.565614285931,590.25617893862,-0.589396103554615,-0.492438751349677,15.5840494049874,17.6602294279405,0.0481707918584392,0.0469938489531193,73,106,0,1,70,95,70,96,0,0,1,0.989583333333333,73,106,0,1,67,92,70,96,0,0,0.957142857142857,0.958333333333333,70,95,44.6905646526887,0.0969573522049376,pt,unit,division,unidade,divisão,unidadedivisão
doação,600.502458332525,653.931628583471,-0.46490466265282,-0.266224222850392,25.1950571127644,35.6213562820962,0.0653162251620449,0.114437851720776,83,73,1,1,72,70,74,70,0,0,0.972972972972973,1,83,73,1,1,72,69,74,70,0,0,0.972972972972973,0.985714285714286,72,70,53.4291702509457,0.198680439802428,pt,charity,donation,caridade,doação,caridadedoação
documento,568.458923069836,596.905122805522,-0.522945660576929,-0.520257515278921,14.7348961304977,26.8559339409016,0.0499184471513265,0.0620876839236516,96,61,2,0,91,57,91,58,2,0,1,0.982758620689655,98,61,0,0,90,56,93,58,0,0,0.967741935483871,0.96551724137931,91,57,28.4461997356852,0.00268814529800832,pt,file,document,arquivo,documento,arquivodocumento
doente,581.493506865922,531.27117240979,-0.462520993653172,-0.614719015381639,20.289565987547,20.3274177200538,0.0844848428994514,0.0642090334476948,77,59,0,2,73,58,74,58,0,2,0.986486486486487,1,77,59,0,2,62,57,74,58,0,2,0.837837837837838,0.982758620689655,73,58,-50.2223344561321,-0.152198021728467,pt,ill,sick,enfermo,doente,enfermodoente
doença,532.451965093317,544.732205879851,-0.642258401659062,-0.604740053781031,15.4424213612417,19.2897461518624,0.0551416461054929,0.0613749611492019,91,73,3,0,86,68,88,69,2,0,0.977272727272727,0.985507246376812,91,73,3,0,85,67,88,69,2,0,0.965909090909091,0.971014492753623,86,68,12.2802407865348,0.0375183478780308,pt,flu,disease,gripe,doença,gripedoença
domingo,539.183504954512,560.661291673721,-0.672803858453316,-0.517812098206155,22.0746317814294,28.6648619722999,0.0506885072194145,0.0870235518073242,105,54,1,0,101,48,102,49,1,0,0.990196078431373,0.979591836734694,104,54,2,0,101,47,101,49,2,0,1,0.959183673469388,101,48,21.477786719209,0.154991760247161,pt,saturday,sunday,sábado,domingo,sábadodomingo
dor,566.749478737445,540.650222227155,-0.591156467034309,-0.531132442366693,22.5831464129954,21.4618861466414,0.0738985652946789,0.081170337364216,77,58,0,1,72,54,73,54,0,1,0.986301369863014,1,77,59,0,0,72,55,73,55,0,0,0.986301369863014,1,72,54,-26.0992565102891,0.0600240246676162,pt,suffering,pain,sofrimento,dor,sofrimentodor
dormir,511.330977532749,551.50777027373,-0.718770220634858,-0.61961240080825,14.653541386847,34.3382337338556,0.0431672580167657,0.119249018134533,93,82,0,1,89,74,90,74,0,0,0.988888888888889,1,93,81,0,2,90,71,90,73,0,1,1,0.972602739726027,89,74,40.1767927409806,0.0991578198266078,pt,rest,sleep,descansar,dormir,descansardormir
doutor,556.688355925315,565.272671873015,-0.571669775901109,-0.52446487818559,21.4202864730156,29.7301080555582,0.074420961172739,0.0886561047753493,65,67,0,3,59,64,60,65,0,2,0.983333333333333,0.984615384615385,65,65,0,5,59,57,60,64,0,3,0.983333333333333,0.890625,59,64,8.58431594770013,0.0472048977155181,pt,surgeon,doctor,cirurgião,doutor,cirurgiãodoutor
droga,532.363000003331,573.330159092937,-0.700241574949558,-0.465940671511016,21.6818825397322,21.6645256471055,0.0682689280070894,0.0633067789800852,75,95,1,1,68,88,69,88,1,0,0.985507246376812,1,75,95,1,1,69,86,69,88,1,0,1,0.977272727272727,68,88,40.9671590896062,0.234300903438542,pt,alcohol,drug,álcool,droga,álcooldroga
duro,627.924866651954,523.18321999279,-0.375512282909571,-0.560034126090897,41.2861577193205,13.1999288995537,0.128132528276633,0.0542402859927003,68,54,1,1,61,50,64,50,0,0,0.953125,1,68,55,1,0,63,49,64,50,0,0,0.984375,0.98,60,50,-104.741646659164,-0.184521843181326,pt,tough,hard,difícil,duro,difícilduro
década,580.37875489399,645.186333336862,-0.436598649260031,-0.266587428743206,22.1581739986584,28.359536356374,0.0855319553674075,0.076671552921862,106,86,1,4,102,84,102,84,0,1,1,1,106,87,1,3,98,52,102,85,0,0,0.96078431372549,0.611764705882353,102,84,64.8075784428726,0.170011220516825,pt,century,decade,século,década,séculodécada
dólar,557.256584623314,613.570573513611,-0.479464748095308,-0.360837841970254,30.8714446690231,27.047692899202,0.0881583759035173,0.121283983841995,72,76,3,2,65,68,68,69,0,1,0.955882352941177,0.985507246376812,72,76,3,2,62,66,68,69,0,1,0.911764705882353,0.956521739130435,65,68,56.3139888902978,0.118626906125053,pt,pound,dollar,libra,dólar,libradólar
edifício,555.458927276817,555.769735837318,-0.48186655518674,-0.487848074631438,22.5601039624179,23.5123636228617,0.0704305952829799,0.0550160753419639,61,59,2,0,55,53,57,54,1,0,0.964912280701754,0.981481481481482,61,59,2,0,54,52,57,54,1,0,0.947368421052632,0.962962962962963,55,53,0.310808560500845,-0.0059815194446981,pt,tower,building,torre,edifício,torreedifício
educação,581.733712494792,541.075974694651,-0.42738881771392,-0.602342275113504,23.3228534328414,17.3631008777951,0.0888919842054344,0.0498414397199215,91,87,2,0,80,79,82,81,2,0,0.975609756097561,0.975308641975309,90,87,3,0,79,78,81,81,3,0,0.975308641975309,0.962962962962963,80,79,-40.6577378001409,-0.174953457399583,pt,health,education,saúde,educação,saúdeeducação
efeito,632.202919545678,639.136076909857,-0.466977694561579,-0.377067026533907,29.0352571626169,34.732846764504,0.0830718590246169,0.0952356463177378,93,88,2,2,87,78,87,81,1,0,1,0.962962962962963,93,88,2,2,86,75,87,81,1,0,0.988505747126437,0.925925925925926,87,78,6.93315736417946,0.0899106680276712,pt,influence,effect,influência,efeito,influênciaefeito
eficaz,617.327068476723,638.210693066846,-0.327910343193466,-0.295087436964768,25.0808123415805,27.0291083646868,0.0775357320236195,0.0792978047436906,78,104,0,2,73,101,75,101,0,0,0.973333333333333,1,78,105,0,1,70,100,75,101,0,0,0.933333333333333,0.99009900990099,73,101,20.8836245901227,0.0328229062286989,pt,useful,effective,útil,eficaz,útileficaz
egoísta,575.981597225494,612.428107146655,-0.51591351859983,-0.300944758693914,21.5074884688294,21.5730005309294,0.0697824117815412,0.0914288314468445,80,86,0,3,72,84,73,85,0,0,0.986301369863014,0.988235294117647,80,85,0,4,70,81,73,84,0,1,0.958904109589041,0.964285714285714,72,84,36.4465099211608,0.214968759905917,pt,stubborn,selfish,teimoso,egoísta,teimosoegoísta
elegante,593.940790675871,537.889042555257,-0.401567932445932,-0.492696640148871,25.2256823670681,24.2667942487988,0.0941723573794014,0.138153075618497,62,52,0,1,56,47,56,47,0,1,1,1,62,52,0,1,54,46,56,47,0,1,0.964285714285714,0.978723404255319,56,47,-56.0517481206141,-0.0911287077029395,pt,fashionable,elegant,moda,elegante,modaelegante
eleitor,599.297424646028,682.13542000893,-0.486743569519702,0.0218800812842327,26.1108505872328,43.0736148476367,0.0791513906361557,0.177220138520187,80,55,0,2,73,50,73,50,0,1,1,1,80,56,0,1,70,49,73,50,0,1,0.958904109589041,0.98,73,50,82.8379953629028,0.508623650803934,pt,candidate,voter,candidato,eleitor,candidatoeleitor
eleição,626.608052632804,575.529811316494,-0.404661125485267,-0.466176081393944,29.442747662021,21.8190507329426,0.0827750464684144,0.0719341957396833,82,58,0,0,76,53,77,53,0,0,0.987012987012987,1,82,58,0,0,76,52,77,53,0,0,0.987012987012987,0.981132075471698,76,53,-51.0782413163103,-0.0615149559086767,pt,campaign,election,campanha,eleição,campanhaeleição
elemento,552.212881579198,610.205127912632,-0.47795214387464,-0.334134500678669,15.2540722599447,23.7031255558115,0.0568436952736438,0.0843799601772877,78,91,0,3,76,86,76,89,0,0,1,0.966292134831461,78,91,0,3,76,86,76,89,0,0,1,0.966292134831461,76,86,57.9922463334337,0.143817643195972,pt,factor,element,factor,elemento,factorelemento
eletricidade,616.8472407332,708.571030309674,-0.236851602582408,-0.17362792666383,25.7241847108742,27.4557699040274,0.099008872652125,0.079522375731243,61,70,0,1,54,66,54,68,0,1,1,0.970588235294118,61,71,0,0,54,66,54,69,0,0,1,0.956521739130435,54,66,91.7237895764738,0.0632236759185778,pt,current,electricity,corrente,eletricidade,correnteeletricidade
elétrico,578.779357141982,576.571589046261,-0.511509066322484,-0.540227901751329,25.1790612244246,27.2726427713928,0.0715369426044562,0.0858657509527302,75,75,0,0,70,73,70,74,0,0,1,0.986486486486487,75,75,0,0,68,74,70,74,0,0,0.971428571428571,1,70,73,-2.20776809572078,-0.0287188354288447,pt,magnetic,electric,magnético,elétrico,magnéticoelétrico
em algum lugar,799.848226399183,840.793427086231,0.267656727845787,0.503376745297555,52.1884028067737,40.8091817896257,0.144401460535565,0.123219704460876,57,106,3,0,53,96,54,97,2,0,0.981481481481482,0.989690721649485,60,106,0,0,52,93,56,97,0,0,0.928571428571429,0.958762886597938,53,96,40.9452006870481,0.235720017451769,pt,elsewhere,somewhere,noutro lugar,em algum lugar,noutro lugarem algum lugar
em torno,738.041102046235,785.12232725698,0.238739669674054,0.326591713578419,30.8551253827708,39.0793641712134,0.0866332672368808,0.119309301495038,61,59,0,0,49,55,55,58,0,0,0.890909090909091,0.948275862068966,61,59,0,0,51,55,55,58,0,0,0.927272727272727,0.948275862068966,49,55,47.0812252107449,0.087852043904365,pt,round,around,volta,em torno,voltaem torno
emergência,630.250767426983,623.923671881229,-0.390139976432499,-0.367771690897479,27.9093870113456,23.0771796453645,0.0722604811096034,0.0720655113691514,92,75,1,1,86,64,86,65,0,0,1,0.984615384615385,92,75,1,1,83,63,86,65,0,0,0.965116279069767,0.969230769230769,86,64,-6.32709554575456,0.0223682855350205,pt,urgent,emergency,urgente,emergência,urgenteemergência
emocional,570.893301610019,567.953395834795,-0.55339368620712,-0.518167714305242,23.9014651671997,22.4853545568,0.072241411074142,0.0656421741270156,66,54,1,2,63,48,63,49,0,1,1,0.979591836734694,66,54,1,2,62,46,63,49,0,1,0.984126984126984,0.938775510204082,63,48,-2.93990577522459,0.0352259719018778,pt,mental,emotional,mental,emocional,mentalemocional
empoeirado,810.802955562893,871.506029423601,0.440427675296588,0.567893523130193,30.3239183269118,76.1751697514738,0.114989677322246,0.191678355657973,56,56,1,0,45,34,52,50,0,0,0.865384615384615,0.68,56,56,1,0,43,49,52,50,0,0,0.826923076923077,0.98,45,34,60.7030738607082,0.127465847833605,pt,rusty,dusty,enferrujado,empoeirado,enferrujadoempoeirado
empreendedor,634.589441173734,733.469111111434,-0.25542112626702,-0.0342519544340315,28.9606269858554,39.7869756985343,0.0751031291787443,0.124611622772522,76,86,1,0,68,82,70,83,0,0,0.971428571428571,0.987951807228916,76,85,1,1,69,78,70,82,0,1,0.985714285714286,0.951219512195122,68,81,98.8796699376998,0.221169171832988,pt,millionaire,entrepreneur,milionário,empreendedor,milionárioempreendedor
empregada,644.74809091226,606.626859980276,-0.126830433238059,-0.282157847022761,37.9409505377994,30.6249739363298,0.167713662794281,0.100420848952252,63,54,2,0,55,50,55,50,0,0,1,1,63,54,2,0,53,46,55,50,0,0,0.963636363636364,0.92,55,50,-38.1212309319831,-0.155327413784703,pt,nanny,maid,ama,empregada,amaempregada
empregada.1,527.315076910662,646.358645850016,-0.647112817238735,-0.175452586032726,17.0774582420201,51.1702247349846,0.0553507501126548,0.148083914856603,58,53,2,1,52,48,53,48,0,1,0.981132075471698,1,58,53,2,1,51,47,53,48,0,1,0.962264150943396,0.979166666666667,52,48,119.043568939354,0.471660231206009,pt,waiter,waitress,empregado,empregada,empregadoempregada
empréstimo,608.816014291259,758.374447367295,-0.424561645758891,-0.119698228591301,23.5323254379873,44.6809535985814,0.0649458539865441,0.0921985436489203,77,82,0,1,70,76,71,78,0,0,0.985915492957746,0.974358974358974,77,82,0,1,69,60,71,78,0,0,0.971830985915493,0.769230769230769,70,76,149.558433076036,0.30486341716759,pt,credit,loan,crédito,empréstimo,créditoempréstimo
encantador,628.849013327923,612.048624983819,-0.223857703710107,-0.349706868553509,26.3775314455826,27.7466969982527,0.0868910424522077,0.0743951713540059,80,53,0,0,75,48,75,49,0,0,1,0.979591836734694,80,53,0,0,72,47,75,49,0,0,0.96,0.959183673469388,75,48,-16.800388344104,-0.125849164843402,pt,attractive,charming,atraente,encantador,atraenteencantador
encontrar,647.74305970626,663.610701739892,-0.388466447739791,-0.255555907770413,40.4374976724396,39.1359521503246,0.110374350003389,0.111124013499986,71,61,0,1,67,57,67,57,0,0,1,1,71,61,0,1,64,57,67,57,0,0,0.955223880597015,1,67,57,15.8676420336316,0.132910539969378,pt,search,find,procurar,encontrar,procurarencontrar
encontro,613.184349200147,554.993499999025,-0.44288825876465,-0.609408933127206,25.5191596483959,19.6375931670679,0.0805383389674604,0.0643055960741327,68,53,4,1,63,46,63,48,0,1,1,0.958333333333333,68,54,4,0,60,49,63,49,0,0,0.952380952380952,1,63,46,-58.1908492011221,-0.166520674362557,pt,conference,meeting,conferência,encontro,conferênciaencontro
energia,564.559323937013,551.771708333837,-0.619628652170662,-0.608445974459086,21.2647766417581,15.8526573738304,0.0681630466275997,0.0525101963079311,77,78,1,2,71,72,71,72,0,0,1,1,77,78,1,2,68,72,71,72,0,0,0.957746478873239,1,71,72,-12.787615603176,0.0111826777115762,pt,power,energy,potência,energia,potênciaenergia
engraçado,570.059192970698,596.694265306595,-0.523430712672125,-0.358945326152129,26.1345109363036,25.2186821426178,0.0671354955534325,0.0722060223306676,65,53,0,1,57,49,58,49,0,1,0.982758620689655,1,65,53,0,1,56,49,58,49,0,1,0.96551724137931,1,57,49,26.6350723358971,0.164485386519995,pt,witty,funny,espirituoso,engraçado,espirituosoengraçado
ensinar,538.721107845766,639.536565219211,-0.622465223279516,-0.254761502579064,15.0199545575769,32.9694559702217,0.045539070093434,0.0863484198465144,106,98,0,0,102,92,102,93,0,0,1,0.989247311827957,105,97,1,1,99,86,101,92,1,1,0.98019801980198,0.934782608695652,102,92,100.815457373445,0.367703720700452,pt,learn,teach,aprender,ensinar,aprenderensinar
enterrar,558.060999988824,689.611783338529,-0.529158207788284,-0.279991281071259,19.6072709621133,38.7992130476644,0.0665721292326959,0.090097469583952,50,67,1,2,47,60,47,60,0,1,1,1,50,68,1,1,45,59,47,61,0,0,0.957446808510638,0.967213114754098,47,60,131.550783349705,0.249166926717025,pt,dig,bury,escavar,enterrar,escavarenterrar
entrada,608.24983823131,570.156720016498,-0.436429936989351,-0.447191988355518,38.1075416104679,30.1894778169513,0.102755150965229,0.102656167110203,75,53,1,1,68,50,68,50,0,1,1,1,74,53,2,1,67,48,67,50,1,1,1,0.96,68,50,-38.0931182148125,-0.0107620513661673,pt,exit,entrance,saída,entrada,saídaentrada
epidemia,703.702853924612,659.079079994456,-0.143015730580079,-0.0655769967128781,32.569255164826,23.9687340874449,0.0784102487059536,0.0704149037961599,93,53,1,0,89,50,89,51,1,0,1,0.980392156862745,94,53,0,0,85,49,90,51,0,0,0.944444444444444,0.96078431372549,89,50,-44.6237739301556,0.0774387338672004,pt,plague,epidemic,praga,epidemia,pragaepidemia
episódio,564.774677969293,635.360048194355,-0.497032915612821,-0.416007555457045,23.6843399669407,28.5498348563992,0.0998781515949843,0.0824316237486369,65,90,0,0,59,84,60,87,0,0,0.983333333333333,0.96551724137931,64,89,1,1,56,83,59,86,1,1,0.949152542372881,0.965116279069767,59,83,70.5853702250615,0.0810253601557763,pt,series,episode,séries,episódio,sériesepisódio
equipa,526.878036584051,563.903765970392,-0.603848253784946,-0.575031096122464,19.5896790393298,32.5179450955195,0.0708349905468562,0.127850267737815,88,51,0,1,82,47,84,47,0,0,0.976190476190476,1,88,51,0,1,80,47,84,47,0,0,0.952380952380952,1,82,47,37.0257293863406,0.0288171576624819,pt,league,team,liga,equipa,ligaequipa
equipar,636.654593746895,609.67307143455,-0.332578110021272,-0.346409713725262,26.1473217460493,33.8492019133417,0.0821566403511231,0.0882470464564581,99,63,1,0,96,56,97,58,0,0,0.989690721649485,0.96551724137931,99,63,1,0,94,58,97,58,0,0,0.969072164948454,1,96,56,-26.9815223123445,-0.0138316037039902,pt,equipment,equip,equipamento,equipar,equipamentoequipar
ereção,671.836193195013,741.514864396533,-0.110965014145626,0.122976374937297,24.808030530639,45.149457833996,0.0785105750037269,0.118590358998628,93,67,0,0,88,59,90,64,0,0,0.977777777777778,0.921875,93,67,0,0,86,62,90,64,0,0,0.955555555555556,0.96875,88,59,69.6786712015204,0.233941389082924,pt,orgasm,erection,orgasmo,ereção,orgasmoereção
erro,547.518199989178,709.005054054534,-0.637955377559414,-0.0163095935081676,22.4936367743511,28.2231735930735,0.0670581646883309,0.113470601878667,73,123,0,3,65,111,67,116,0,1,0.970149253731343,0.956896551724138,73,122,0,4,65,71,67,115,0,2,0.970149253731343,0.617391304347826,65,111,161.486854065355,0.621645784051247,pt,error,mistake,falta,erro,faltaerro
escapar,597.626835827627,669.297886370132,-0.465209089995567,-0.168793826145356,24.522333846869,29.1167313130476,0.0715186326512554,0.0970175469721286,72,96,1,0,67,88,67,90,0,0,1,0.977777777777778,72,95,1,1,66,89,67,89,0,1,0.985074626865672,1,67,88,71.6710505425049,0.296415263850211,pt,flee,escape,fugir,escapar,fugirescapar
escola,623.700718323123,567.449507240702,-0.419908297764181,-0.507787619189535,44.8451295441925,38.8168297510025,0.135234671623061,0.134363812763444,80,71,1,3,71,69,71,69,1,0,1,1,81,71,0,3,68,66,72,69,0,0,0.944444444444444,0.956521739130435,71,69,-56.2512110824201,-0.0878793214253544,pt,class,school,classe,escola,classeescola
escrever,532.108279416734,506.793448982129,-0.559509247016731,-0.64156740419645,19.8540877312352,15.5691951804756,0.0827152490066519,0.0490054146574101,69,53,0,0,68,49,68,49,0,0,1,1,69,53,0,0,64,47,68,49,0,0,0.941176470588235,0.959183673469388,68,49,-25.3148304346051,-0.082058157179719,pt,read,write,ler,escrever,lerescrever
escrita,527.51130135784,597.409927531789,-0.711493820426325,-0.335503443451179,14.9329714010003,33.8821980665167,0.0496578993828269,0.131001396527139,83,73,0,2,73,69,74,69,0,0,0.986486486486487,1,83,73,0,2,72,60,74,69,0,0,0.972972972972973,0.869565217391304,73,69,69.8986261739492,0.375990376975147,pt,reading,writing,leitura,escrita,leituraescrita
