target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fa_cue,fa_target,fa_word_combo,unrelated_fa_cue
سلام کردن,537.023066632118,612.043222220368,-0.505901229887967,-0.181887210568366,36.0397170005751,78.1653021026571,0.210644694533718,0.29519162953722,15,10,1,1,15,9,15,9,1,0,1,1,15,10,1,1,15,9,15,9,1,0,1,1,15,9,75.0201555882505,0.3240140193196,fa,congratulate,greet,تبریک گفتن,سلام کردن,تبریک گفتنسلام کردن,خاکستر
سمبل,806.852916676614,714.676562472825,0.615577485870159,0.36049968873433,112.357324431241,63.9885297996766,0.492665671672487,0.371661527231597,14,18,3,1,12,16,13,17,0,0,0.923076923076923,0.941176470588235,14,18,3,1,13,15,13,17,0,0,1,0.88235294117647,12,16,-92.1763542037888,-0.255077797135829,fa,flag,symbol,پرچم,سمبل,پرچمسمبل,فقیر
سناتور,791.618333371081,615.397545449393,0.226364759960724,-0.222379089707651,195.791825916949,40.0706934500506,0.552002783683917,0.208322449584598,7,11,1,0,6,11,6,11,0,0,1,1,7,11,1,0,6,11,6,11,0,0,1,1,6,11,-176.220787921688,-0.448743849668375,fa,governor,senator,فرماندار,سناتور,فرماندارسناتور,مشکل
سنتی,704.73966673522,517.461750001501,-0.120372386359642,-0.607707589897042,137.807423387996,53.4415451803107,0.543199336230916,0.219176537285989,12,10,0,0,12,8,12,9,0,0,1,0.888888888888889,12,10,0,0,12,8,12,9,0,0,1,0.888888888888889,12,8,-187.277916733719,-0.487335203537401,fa,modern,traditional,مدرن,سنتی,مدرنسنتی,داماد
سندرم,711.297214275492,741.236052649175,0.253079545004132,0.432101767523834,47.6621613586967,77.0043765189715,0.22612537626541,0.281064081369473,16,20,0,0,14,19,15,20,0,0,0.933333333333333,0.95,16,20,0,0,15,18,15,20,0,0,1,0.9,14,19,29.9388383736829,0.179022222519703,fa,symptom,syndrome,علامت بیماری,سندرم,علامت بیماریسندرم,مسئوليت
سنگ,640.50450003764,487.099499904842,-0.30803656618354,-0.764250057988321,135.601826351946,17.9995000955535,0.284867994416125,0.134199032909055,9,2,2,1,8,2,8,2,0,0,1,1,9,2,2,1,8,2,8,2,0,0,1,1,8,2,-153.405000132799,-0.456213491804781,fa,rock,stone,صخره,سنگ,صخرهسنگ,کابین
سه,480.995875006158,600.432142832873,-0.808193671572353,-0.4362072031825,22.213309529499,43.7195604056916,0.0813812902209309,0.151634163866394,16,14,0,0,16,14,16,14,0,0,1,1,16,14,0,0,15,14,16,14,0,0,0.9375,1,16,14,119.436267826715,0.371986468389853,fa,one,three,یک,سه,یکسه,معمول
سه برابر,660.49191652662,762.519416464044,-0.203614897992024,0.244219295701029,159.506230060705,91.7951652216172,0.503025794335228,0.428753196831462,15,13,1,0,12,12,12,13,0,0,1,0.923076923076923,14,13,2,0,10,11,11,13,1,0,0.909090909090909,0.846153846153846,12,12,102.027499937423,0.447834193693053,fa,double,triple,دو برابر,سه برابر,دو برابرسه برابر,نفوذ
سه‌شنبه,529.271533269693,699.963749993841,-0.620777511353862,-0.181046696890043,34.3213129505542,88.1321054549201,0.149543262385479,0.361002238529333,16,9,0,0,15,8,15,8,0,0,1,1,16,9,0,0,15,7,15,8,0,0,1,0.875,15,8,170.692216724147,0.439730814463819,fa,monday,tuesday,دوشنبه,سه‌شنبه,دوشنبهسه‌شنبه,پارچه
سوت,704.274000136884,613.790090963591,0.0995148035731771,-0.167706861378583,76.7106330058036,52.8354163011502,0.259794239369654,0.240759292837434,14,23,2,0,14,22,14,22,1,0,1,1,14,23,2,0,12,21,14,22,1,0,0.857142857142857,0.954545454545455,14,22,-90.4839091732932,-0.26722166495176,fa,horn,whistle,شیپور,سوت,شیپورسوت,کائنات
سوخت,520.006857126673,558.378333355552,-0.640116310936364,-0.488040430987356,27.7076468787235,33.1005983295185,0.113974190258731,0.131657495419192,14,15,0,0,14,15,14,15,0,0,1,1,14,15,0,0,14,15,14,15,0,0,1,1,14,15,38.3714762288797,0.152075879949008,fa,gas,fuel,گاز,سوخت,گازسوخت,تصویر
سوراخ,679.346142871629,562.93075002096,-0.0232587103680047,-0.574337696036114,130.106054011205,38.0653908928028,0.531352838872081,0.183811290434675,7,15,1,0,7,12,7,14,0,0,1,0.857142857142857,7,15,1,0,7,12,7,14,0,0,1,0.857142857142857,7,12,-116.415392850669,-0.55107898566811,fa,crack,hole,ترک,سوراخ,ترکسوراخ,شاعر
سِنا,913.524538503255,964.672428555255,0.993581202331723,1.44314009167263,109.049476764369,75.4302492197354,0.289890894325616,0.465460027515908,17,14,0,0,13,7,15,13,0,0,0.866666666666667,0.538461538461538,17,14,0,0,15,13,15,13,0,0,1,1,13,7,51.1478900520007,0.449558889340906,fa,parliament,senate,مجلس,سِنا,مجلسسِنا,بازنده
سپیده دم,757.791649995517,590.195285599463,-0.0306073132975427,-0.265705618046498,79.3875557595468,37.4310539890258,0.204201225316868,0.10317217082385,20,8,0,0,20,7,20,8,0,0,1,0.875,20,8,0,0,20,6,20,8,0,0,1,0.75,20,7,-167.596364396054,-0.235098304748955,fa,sunset,dawn,غروب خورشید,سپیده دم,غروب خورشیدسپیده دم,نر
سکوت,652.779615416226,711.461833322527,-0.25701635873357,-0.110618254616088,76.7407794010645,184.532531481212,0.241004142345191,0.628617344395539,14,8,2,0,13,6,13,7,0,0,1,0.857142857142857,14,8,2,0,12,7,13,7,0,0,0.923076923076923,1,13,6,58.6822179063012,0.146398104117482,fa,silent,silence,بی صدا,سکوت,بی صداسکوت,جمع کردن
سیاست,519.167642855044,586.217647041995,-0.644255123538645,-0.33799191240774,31.0792679728332,47.8719070840852,0.102951842828173,0.214520175363993,14,18,1,1,14,17,14,17,1,1,1,1,15,18,0,1,15,17,15,17,0,1,1,1,14,17,67.0500041869514,0.306263211130905,fa,journalism,politics,روزنامه نگاری,سیاست,روزنامه نگاریسیاست,ناخن
سیاستمدار,619.731357140329,762.122400064659,-0.33333043460649,0.065591814587692,38.6839758628181,79.6685804193117,0.121791994515602,0.216136542330556,15,26,1,0,14,25,14,25,0,0,1,1,15,25,1,1,13,24,14,24,0,1,0.928571428571429,1,14,25,142.39104292433,0.398922249194182,fa,policy,politician,خط مشی,سیاستمدار,خط مشیسیاستمدار,داده
سیاسی,612.59583333432,602.511384607438,-0.529065745232004,-0.295613199666646,65.1408531828999,43.7215562715729,0.20321945705659,0.138025108592172,6,13,0,2,6,13,6,13,0,0,1,1,6,13,0,2,6,12,6,13,0,0,1,0.923076923076923,6,13,-10.0844487268816,0.233452545565358,fa,critical,political,بحرانی,سیاسی,بحرانیسیاسی,پروانه
سیال,674.627909088756,865.831599990853,0.12318414243494,0.59481754638242,41.754151553102,112.464537595484,0.14048079539635,0.415657240099124,12,18,0,1,11,15,12,17,0,0,0.916666666666667,0.88235294117647,12,18,0,1,12,13,12,17,0,0,1,0.764705882352941,11,15,191.203690902097,0.47163340394748,fa,liquid,fluid,مایع,سیال,مایعسیال,بی کس
سیاه,608.961375013499,659.205333324712,-0.471714620997072,-0.164339828340956,40.4881796362058,95.0394438518228,0.191585637779532,0.36704770039131,9,10,0,1,8,9,8,9,0,0,1,1,9,10,0,1,8,9,8,9,0,0,1,1,8,9,50.243958311213,0.307374792656116,fa,white,black,سفید,سیاه,سفیدسیاه,اسهال
سیرک,700.64424998174,690.37409105327,-0.113003690348762,0.112350071206044,86.4760815165695,54.79529310781,0.191533679445412,0.215412154691148,13,16,0,1,12,11,13,12,0,0,0.923076923076923,0.916666666666667,13,16,0,1,13,12,13,12,0,0,1,1,12,11,-10.2701589284694,0.225353761554806,fa,zoo,circus,باغ وحش,سیرک,باغ وحشسیرک,دنبال کردن
سیستم,521.332900001478,588.784999947911,-0.742767066067735,-0.512553318330718,37.0981198924254,44.5732110453289,0.112120200500698,0.155469754505402,11,10,1,2,10,9,10,9,0,1,1,1,11,10,1,2,10,9,10,9,0,1,1,1,10,9,67.4520999464327,0.230213747737017,fa,network,system,شبکه,سیستم,شبکهسیستم,مهتاب
سیم,580.051384597274,736.794749957267,-0.312532598421298,0.193849641505826,54.4777368691804,47.2780152049692,0.193088779286061,0.206593025076907,14,14,0,1,13,12,13,13,0,0,1,0.923076923076923,14,14,0,1,12,13,13,13,0,0,0.923076923076923,1,13,12,156.743365359993,0.506382239927124,fa,cable,wire,کابل,سیم,کابلسیم,تعارض
سیگار,517.360529391788,528.196187439229,-0.60454811382162,-0.647640777557178,34.4384332807237,28.0384051057404,0.14128870687171,0.144311361326346,17,16,0,1,17,16,17,16,0,1,1,1,17,16,0,1,15,16,17,16,0,1,0.88235294117647,1,17,16,10.8356580474407,-0.0430926637355573,fa,tobacco,cigarette,تنباکو,سیگار,تنباکوسیگار,حرکت کردن
سیگار,517.360529391788,528.196187439229,-0.60454811382162,-0.647640777557178,34.4384332807237,28.0384051057404,0.14128870687171,0.144311361326346,17,16,0,1,17,16,17,16,0,1,1,1,17,16,0,1,15,16,17,16,0,1,0.88235294117647,1,17,16,10.8356580474407,-0.0430926637355573,fa,tobacco,cigarette,تنباکو,سیگار,تنباکوسیگار,خر
سیگار.1,594.804714268722,570.681800002224,-0.5509821694829,-0.443084805116478,27.3568474355974,36.8195505011388,0.145687542820589,0.12854202072295,7,16,0,1,7,15,7,15,0,0,1,1,7,16,0,1,7,15,7,15,0,0,1,1,7,15,-24.1229142664977,0.107897364366422,fa,smoke,cigar,سیگار کشیدن,سیگار,سیگار کشیدنسیگار,حرکت کردن
سیگار.1,594.804714268722,570.681800002224,-0.5509821694829,-0.443084805116478,27.3568474355974,36.8195505011388,0.145687542820589,0.12854202072295,7,16,0,1,7,15,7,15,0,0,1,1,7,16,0,1,7,15,7,15,0,0,1,1,7,15,-24.1229142664977,0.107897364366422,fa,smoke,cigar,سیگار کشیدن,سیگار,سیگار کشیدنسیگار,خر
شادی,536.649647069687,556.147090942615,-0.834829726588035,-0.509810690887463,60.6619971657208,76.8266540479792,0.171279880457521,0.222744025464794,18,11,0,1,17,11,17,11,0,0,1,1,18,11,0,1,17,10,17,11,0,0,1,0.909090909090909,17,11,19.4974438729276,0.325019035700573,fa,pleasure,joy,لذت,شادی,لذتشادی,فروشنده
شامپاین,648.835333325396,728.643599973185,-0.247111073150813,0.524335846541747,167.702176784129,60.0138336768892,0.427692200164502,0.300299445999948,5,12,0,0,3,10,3,12,0,0,1,0.833333333333333,5,12,0,0,3,11,3,12,0,0,1,0.916666666666667,3,10,79.8082666477898,0.77144691969256,fa,wine,champagne,شراب,شامپاین,شرابشامپاین,شانه
شاهد,550.81400000093,587.987000011868,-0.667930112027395,-0.339285918589772,50.6910657417496,41.0806476421966,0.169554790371292,0.243086826658679,10,8,1,0,10,8,10,8,0,0,1,1,10,8,1,0,10,8,10,8,0,0,1,1,10,8,37.1730000109385,0.328644193437623,fa,motive,alibi,انگیزه,شاهد,انگیزهشاهد,غیر منطقی
شاهزاده,662.462642805834,689.478000004482,-0.180278007734508,0.0688018472728867,81.6751269231531,69.1916614205924,0.250437200414934,0.361495053760944,14,10,0,1,14,10,14,10,0,0,1,1,14,9,0,2,11,9,14,9,0,1,0.785714285714286,1,14,10,27.015357198648,0.249079855007395,fa,princess,prince,پرنسس,شاهزاده,پرنسسشاهزاده,تقویم
شبکه,578.011625000072,496.411363632802,-0.385694030599868,-0.561681489097047,39.518963050872,20.3716217052754,0.105326415486244,0.12078228955798,8,11,0,1,8,11,8,11,0,0,1,1,8,11,0,1,8,10,8,11,0,0,1,0.909090909090909,8,11,-81.6002613672702,-0.175987458497179,fa,internet,web,اینترنت,شبکه,اینترنتشبکه,پتانسیل
شجاع,541.803090880916,505.030454512686,-0.887218453395146,-0.775151596512441,86.6167273806728,9.91473449111916,0.103750633761471,0.052811708690201,11,11,1,1,11,11,11,11,0,0,1,1,11,11,1,1,11,9,11,11,0,0,1,0.818181818181818,11,11,-36.7726363682305,0.112066856882705,fa,noble,brave,شریف,شجاع,شریفشجاع,کوکائین
شخصیت,492.534249989122,519.024142811183,-0.819795112293217,-0.884887464937966,20.4048649790928,43.1897159412664,0.0932861807742332,0.077599401278163,14,9,1,1,12,7,12,8,0,0,1,0.875,14,9,1,1,10,8,12,8,0,0,0.833333333333333,1,12,7,26.4898928220611,-0.0650923526447497,fa,character,personality,سیرت,شخصیت,سیرتشخصیت,کور
شربت,767.978600082238,702.037499986792,-0.0789611739897142,0.022780771048529,107.072645675087,75.63562318233,0.26494773894859,0.205304643598409,6,14,0,2,5,14,5,14,0,0,1,1,6,14,0,2,5,14,5,14,0,0,1,1,5,14,-65.9411000954452,0.101741945038243,fa,drink,beer,نوشیدنی,شربت,نوشیدنیشربت,اردوگاه
شرق,566.603823308919,506.6142500231,-0.531377127327724,-0.461000790995829,41.1219100763848,32.8414385186687,0.134362624631721,0.149381522651293,17,8,1,1,17,8,17,8,0,1,1,1,17,8,1,1,17,8,17,8,0,1,1,1,17,8,-59.9895732858187,0.0703763363318948,fa,west,east,غرب,شرق,غربشرق,مجازات
شریان,598.697857134115,693.268999995871,-0.191330416226374,0.0644391255137973,40.8485230803527,52.6266966250526,0.243606129311832,0.204127424344884,14,18,0,0,14,16,14,18,0,0,1,0.888888888888889,14,18,0,0,12,18,14,18,0,0,0.857142857142857,1,14,16,94.5711428617561,0.255769541740171,fa,vein,artery,رگ,شریان,رگشریان,فرمانده
شستشو,717.438499976156,651.182444457337,0.184336309112536,-0.253351517953986,72.6876042812226,41.4845322654708,0.26662803052274,0.0795313646560155,12,10,1,0,12,9,12,9,0,0,1,1,12,10,1,0,11,9,12,9,0,0,0.916666666666667,1,12,9,-66.2560555188192,-0.437687827066522,fa,clean,wash,تمیز,شستشو,تمیزشستشو,پایه
شعر,579.22624998645,572.469624994032,-0.451150872584504,-0.544940226463001,52.8721538999976,65.1141862536545,0.146717862381276,0.196770741830775,20,8,1,0,20,8,20,8,0,0,1,1,20,8,1,0,19,7,20,8,0,0,0.95,0.875,20,8,-6.7566249924181,-0.0937893538784967,fa,text,poem,متن,شعر,متنشعر,صخره
شعله,614.992875011186,562.124100003383,-0.180078431343803,-0.307863485931624,39.7684152155382,43.430330279704,0.219806190647356,0.126131826485674,9,11,0,0,8,10,8,11,0,0,1,0.909090909090909,9,11,0,0,7,9,8,11,0,0,0.875,0.818181818181818,8,10,-52.8687750078037,-0.127785054587821,fa,fire,flame,آتش,شعله,آتششعله,خرید
شفا دادن,697.949889098217,543.053266659105,0.0784765145395531,-0.430548706682107,109.283681876738,31.7792100109083,0.36275655758019,0.162309065216997,9,15,0,0,9,15,9,15,0,0,1,1,9,15,0,0,9,14,9,15,0,0,1,0.933333333333333,9,15,-154.896622439111,-0.50902522122166,fa,recover,heal,بازیابی کردن,شفا دادن,بازیابی کردنشفا دادن,ترکیب
شلنگ,701.482888883504,635.879615398195,0.0254436573445757,-0.230215633515526,100.251327886394,39.9312961118793,0.378072072275046,0.125208823925541,11,16,0,0,9,13,9,16,0,0,1,0.8125,11,16,0,0,9,16,9,16,0,0,1,1,9,13,-65.6032734853083,-0.255659290860102,fa,pump,hose,پمپ,شلنگ,پمپشلنگ,شرکت
شلیک,577.153800015489,542.524352942758,-0.422735886426158,-0.594773790414408,38.8711937183481,25.3170648439314,0.179305182342185,0.140319199434207,12,17,0,0,10,17,10,17,0,0,1,1,12,17,0,0,10,17,10,17,0,0,1,1,10,17,-34.6294470727311,-0.17203790398825,fa,shot,shoot,گلوله,شلیک,گلولهشلیک,رمز
شمال,635.667750011547,602.522250076014,-0.459378637703557,-0.423641306698412,126.454139799317,61.2235490004527,0.177438634997821,0.189572668305472,13,8,1,0,12,8,12,8,0,0,1,1,13,8,1,0,11,8,12,8,0,0,0.916666666666667,1,12,8,-33.1454999355338,0.0357373310051449,fa,south,north,جنوب,شمال,جنوبشمال,تهیه کننده
شمس,538.908818164274,612.652888914593,-0.59745123307827,-0.530016813461283,43.8136886649926,58.9059685073141,0.124173929075306,0.126741402777239,11,10,0,0,11,9,11,9,0,0,1,1,11,10,0,0,11,7,11,9,0,0,1,0.777777777777778,11,9,73.7440707503188,0.0674344196169863,fa,sherlock,watson,مولانا,شمس,مولاناشمس,مو
شمسی,573.625199998228,634.132285790921,-0.44687187562835,-0.0225704691086148,52.0347202471641,54.7007537928786,0.193050035610348,0.22166497873214,5,10,0,0,5,7,5,8,0,0,1,0.875,5,10,0,0,4,8,5,8,0,0,0.8,1,5,7,60.5070857926928,0.424301406519735,fa,lunar,solar,قمری,شمسی,قمریشمسی,بار
شمع,627.406000015034,604.995666711281,-0.295834379177846,-0.260313015495626,133.822849018175,52.705077000832,0.342776030044109,0.226007654444431,11,9,0,0,10,9,10,9,0,0,1,1,11,9,0,0,10,9,10,9,0,0,1,1,10,9,-22.4103333037534,0.0355213636822203,fa,lamp,candle,لامپ,شمع,لامپشمع,ساخت و ساز
شن,581.631818100551,618.968111106476,-0.397697639338768,-0.208905470186797,28.714989411704,24.3508816300689,0.111744738559253,0.21369226524618,14,10,0,0,11,9,13,9,0,0,0.846153846153846,1,14,10,0,0,11,9,13,9,0,0,0.846153846153846,1,11,9,37.3362930059251,0.188792169151971,fa,mud,sand,گل و لای,شن,گل و لایشن,مزدور
شنا کردن,548.682761932315,591.540750023391,-0.579716411819028,-0.426830894991652,45.6005992010943,34.6417683550318,0.202186734359211,0.144098364511971,22,20,0,1,21,20,21,20,0,0,1,1,22,20,0,1,19,20,21,20,0,0,0.904761904761905,1,21,20,42.8579880910764,0.152885516827376,fa,drown,swim,غرق شدن,شنا کردن,غرق شدنشنا کردن,خبرنگار
شنیدن,538.442333330032,574.155937475814,-0.584015665730933,-0.411205912644466,29.5111257182856,37.6129134101932,0.126855614837941,0.149289265920083,9,17,0,0,9,16,9,17,0,0,1,0.941176470588235,9,17,0,0,9,17,9,17,0,0,1,1,9,16,35.7136041457818,0.172809753086467,fa,listen,hear,گوش دادن,شنیدن,گوش دادنشنیدن,گاو
شهادت,522.068900008351,616.565166655986,-0.563215760364351,-0.608415206121142,20.294641285638,42.1498897210672,0.0980273895449821,0.131291575919315,10,13,0,1,10,12,10,12,0,0,1,1,10,13,0,1,10,11,10,12,0,0,1,0.916666666666667,10,12,94.4962666476349,-0.0451994457567904,fa,witness,testimony,شاهد,شهادت,شاهدشهادت,شیر
شهر,507.200000010445,547.36788236382,-0.596291112484664,-0.493529673784407,25.638837639885,23.1925372456015,0.117258361034837,0.0567387061552956,5,17,0,1,4,17,5,17,0,0,0.8,1,5,17,0,1,4,17,5,17,0,0,0.8,1,4,17,40.1678823533746,0.102761438700257,fa,capital,city,پایتخت,شهر,پایتختشهر,شکایت
شهرت,617.981538474587,803.579250000709,-0.434823200994572,0.736531523866787,48.3188937643168,91.2330371078965,0.149543579473483,0.698412243517381,13,5,0,0,13,4,13,4,0,0,1,1,13,5,0,0,13,4,13,4,0,0,1,1,13,4,185.597711526122,1.17135472486136,fa,career,reputation,حرفه,شهرت,حرفهشهرت,قمری
شهردار,490.266727073335,582.997437452221,-0.747491547678667,-0.517313433222555,32.0974117062249,43.2784143057143,0.0637591517479465,0.144117550470231,11,16,0,1,11,16,11,16,0,0,1,1,11,16,0,1,11,16,11,16,0,0,1,1,11,16,92.7307103788859,0.230178114456112,fa,sheriff,mayor,کلانتر,شهردار,کلانترشهردار,حفظ کردن
شهریور,596.270750151602,471.39350000149,-0.454387287637767,-0.977369300802712,52.9924129364424,1.246499998524,0.174955931714365,0.255812332330288,8,2,0,1,8,2,8,2,0,0,1,1,8,2,0,1,8,2,8,2,0,0,1,1,8,2,-124.877250150112,-0.522982013164945,fa,june,july,مرداد,شهریور,مردادشهریور,میراث
شوخی,568.884916685037,621.768764693675,-0.581615847203629,-0.308203371679925,44.1583769094955,52.4958677228816,0.125895091756621,0.178002505573712,13,17,1,1,12,17,12,17,0,0,1,1,13,17,1,1,12,16,12,17,0,0,1,0.941176470588235,12,17,52.8838480086382,0.273412475523705,fa,trick,joke,حقه,شوخی,حقهشوخی,بمب
شور,620.106200021418,637.12260000481,-0.0780096684576485,-0.343839799083998,86.1173399020255,15.727321096043,0.359824663675667,0.126742447466639,11,5,0,0,10,5,10,5,0,0,1,1,11,5,0,0,10,4,10,5,0,0,1,0.8,10,5,17.0163999833919,-0.26583013062635,fa,enthusiasm,passion,اشتیاق,شور,اشتیاقشور,گارسون
شکارچی,482.30773334053,511.790555550224,-0.642001736819588,-0.622545002213109,28.4588703645651,29.4233438579547,0.0887433250405309,0.110821253289434,16,10,0,0,15,9,15,9,0,0,1,1,16,10,0,0,13,9,15,9,0,0,0.866666666666667,1,15,9,29.4828222096933,0.0194567346064795,fa,prey,predator,شکار,شکارچی,شکارشکارچی,داداش
شکست,594.515999999446,584.33694736186,-0.502779941171634,-0.564213144209362,57.4117232719444,35.5937134990872,0.210063575953991,0.111249851234855,8,21,0,1,7,19,7,20,0,0,1,0.95,8,21,0,1,7,16,7,20,0,0,1,0.8,7,19,-10.1790526375858,-0.0614332030377273,fa,success,failure,موفقیت,شکست,موفقیتشکست,دوش
شکست,594.515999999446,584.33694736186,-0.502779941171634,-0.564213144209362,57.4117232719444,35.5937134990872,0.210063575953991,0.111249851234855,8,21,0,1,7,19,7,20,0,0,1,0.95,8,21,0,1,7,16,7,20,0,0,1,0.8,7,19,-10.1790526375858,-0.0614332030377273,fa,success,failure,موفقیت,شکست,موفقیتشکست,برهنه
شکست.1,557.672769229984,593.686571477961,-0.486312112741985,-0.715692782215479,62.6722403097764,128.912569267105,0.24420752112486,0.297010018898401,13,7,1,0,13,7,13,7,0,0,1,1,13,7,1,0,13,6,13,7,0,0,1,0.857142857142857,13,7,36.0138022479775,-0.229380669473493,fa,victory,defeat,پیروزی,شکست,پیروزیشکست,دوش
شکست.1,557.672769229984,593.686571477961,-0.486312112741985,-0.715692782215479,62.6722403097764,128.912569267105,0.24420752112486,0.297010018898401,13,7,1,0,13,7,13,7,0,0,1,1,13,7,1,0,13,6,13,7,0,0,1,0.857142857142857,13,7,36.0138022479775,-0.229380669473493,fa,victory,defeat,پیروزی,شکست,پیروزیشکست,برهنه
شکستن,676.448500183323,579.064000020211,-0.11615344914217,-0.226862377696747,115.398596749888,38.159489763076,0.279636024489194,0.194461257040479,10,9,0,0,8,9,8,9,0,0,1,1,10,9,0,0,8,9,8,9,0,0,1,1,8,9,-97.3845001631123,-0.110708928554577,fa,smash,break,درهم کوبیدن,شکستن,درهم کوبیدنشکستن,بررسی
شکلات,538.922222238438,590.043714286211,-0.675035124142569,-0.604632831755795,29.6199505734358,32.1343031255712,0.101437541085615,0.117321513574256,18,7,0,0,18,7,18,7,0,0,1,1,18,7,0,0,18,7,18,7,0,0,1,1,18,7,51.1214920477726,0.070402292386774,fa,sugar,chocolate,قند,شکلات,قندشکلات,معنی
شکمی,502.36307689873,591.390538442253,-0.644254781887462,-0.395100928750404,38.6598033410585,53.0893132382359,0.125575858379896,0.162750403171614,14,16,0,0,13,13,13,14,0,0,1,0.928571428571429,14,16,0,0,12,14,13,14,0,0,0.923076923076923,1,13,13,89.0274615435226,0.249153853137058,fa,spinal,abdominal,نخاعی,شکمی,نخاعیشکمی,کارشناس
شکنجه,572.255166592476,613.342642618736,-0.438854787735556,-0.408090402858758,34.3255043094836,33.6996951780156,0.139439482215976,0.126121222957745,19,14,0,2,18,14,18,14,0,0,1,1,19,14,0,2,18,13,18,14,0,0,1,0.928571428571429,18,14,41.0874760262602,0.0307643848767982,fa,torment,torture,عذاب,شکنجه,عذابشکنجه,یک
شکوه,653.682636382067,667.970124997846,-0.02490627263097,0.188305672023665,84.1760710210233,56.3374643058767,0.468408617730416,0.402981712757613,11,8,1,1,11,8,11,8,0,0,1,1,11,8,1,1,11,8,11,8,0,0,1,1,11,8,14.2874886157797,0.213211944654635,fa,glorious,glory,با شکوه,شکوه,با شکوهشکوه,توضیح
شگفت انگیز,597.275687536892,597.172888824357,-0.465623675359047,-0.513891284460687,35.8290798032073,61.9296807225507,0.128636361055812,0.140717838622037,16,9,0,0,16,9,16,9,0,0,1,1,16,9,0,0,16,9,16,9,0,0,1,1,16,9,-0.102798712535332,-0.0482676091016405,fa,impressive,amazing,تاثیرگذار,شگفت انگیز,تاثیرگذارشگفت انگیز,مقاومت
شیر نر,772.723615382852,813.460181543717,0.726722410825417,0.485024975202424,131.670376414004,45.4501942598736,0.710297282121327,0.162850039527872,15,12,0,0,13,11,15,11,0,0,0.866666666666667,1,15,12,0,0,15,11,15,11,0,0,1,1,13,11,40.7365661608651,-0.241697435622993,fa,dragon,lion,اژدها,شیر نر,اژدهاشیر نر,تقاضا
شیراز,479.098444445683,472.898999979057,-0.878307431593032,-0.668677309489219,12.782675522039,27.8348525082409,0.105680766060632,0.0718785037572674,10,13,2,1,9,13,9,13,0,0,1,1,10,13,2,1,9,11,9,13,0,0,1,0.846153846153846,9,13,-6.19944446662606,0.209630122103813,fa,washington,boston,اصفهان,شیراز,اصفهانشیراز,ناگهان
شیطان,564.03608330281,606.870750005978,-0.302366829761166,-0.491421269753837,53.2759016784246,71.6654576818191,0.304330555853046,0.234570767196348,12,12,0,0,12,12,12,12,0,0,1,1,12,12,0,0,12,12,12,12,0,0,1,1,12,12,42.8346667031688,-0.189054439992671,fa,angel,devil,فرشته,شیطان,فرشتهشیطان,سؤال
شیک,666.205714312108,588.897000072708,0.114465236820595,-0.136680304856181,58.3547403297136,52.0337264370603,0.303587022622941,0.352966926929949,9,17,0,0,7,15,7,16,0,0,1,0.9375,9,17,0,0,7,16,7,16,0,0,1,1,7,15,-77.3087142393998,-0.251145541676776,fa,fashionable,elegant,مد روز,شیک,مد روزشیک,موشک
صاحب خانه,551.541571463487,706.282416696964,-0.460334734433452,0.0296615682170512,43.7515994201227,72.0918059081404,0.186264859188775,0.24142715564298,7,14,0,0,7,12,7,12,0,0,1,1,7,14,0,0,6,11,7,12,0,0,0.857142857142857,0.916666666666667,7,12,154.740845233477,0.489996302650503,fa,tenant,landlord,مستاجر,صاحب خانه,مستاجرصاحب خانه,مشایعت
صادق,528.923571426862,673.628916618002,-0.482439453084183,-0.230914386495781,29.8685969423296,116.842648777132,0.143873788970057,0.338807138857473,14,12,0,0,14,12,14,12,0,0,1,1,14,12,0,0,14,11,14,12,0,0,1,0.916666666666667,14,12,144.70534519114,0.251525066588403,fa,decent,honest,نجیب,صادق,نجیبصادق,تجهیزات
صبح,520.320826079451,584.962461543327,-0.679844059826183,-0.382453083218222,38.9701118463816,46.8851605052154,0.126986516729679,0.150590342181584,23,26,0,0,23,26,23,26,0,0,1,1,23,26,0,0,23,26,23,26,0,0,1,1,23,26,64.6416354638762,0.297390976607961,fa,tomorrow,morning,فردا,صبح,فرداصبح,کارخانه
