target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ur_cue,ur_target,ur_word_combo
سرمایہ داری,737.437119995909,863.05183333807,-0.518288910321923,-0.18100936181855,41.3042524486434,81.8219351353185,0.0799360378414546,0.175061725200595,44,50,3,2,25,24,25,24,0,1,1,1,46,51,1,1,22,24,25,25,0,0,0.88,0.96,25,24,125.614713342162,0.337279548503373,ur,anarchy,capitalism,سیاسی افراتفری,سرمایہ داری,سیاسی افراتفریسرمایہ داری
سرمایہ لگانا,897.70139998767,1013.74539999281,0.0250754987023435,-0.017755781592833,60.6872268381282,130.401512556458,0.166090907298863,0.248376305646599,51,49,0,4,30,25,30,27,0,1,1,0.925925925925926,51,51,0,2,28,28,30,28,0,0,0.933333333333333,1,30,25,116.044000005141,-0.0428312802951765,ur,finance,invest,مالی معاملات,سرمایہ لگانا,مالی معاملاتسرمایہ لگانا
سرمایہ کار,890.351899999212,687.597720005186,-0.178878614241287,-0.58868376517244,61.4071766854018,38.9665252629392,0.128445615758005,0.122886877347104,50,45,2,2,30,25,30,26,0,0,1,0.961538461538462,50,46,2,1,20,26,30,26,0,0,0.666666666666667,1,30,25,-202.754179994026,-0.409805150931153,ur,banker,investor,بینکر,سرمایہ کار,بینکرسرمایہ کار
سرمایہ کاری,755.332000021221,856.82729409952,-0.576749426544436,-0.134969388759979,87.7363061151842,90.9126561135688,0.108717817390336,0.142451714456742,27,28,1,0,15,17,15,18,0,0,1,0.944444444444444,27,28,1,0,15,17,15,18,0,0,1,0.944444444444444,15,17,101.495294078298,0.441780037784457,ur,financially,financing,مالی طور پر,سرمایہ کاری,مالی طور پرسرمایہ کاری
سرنج,1028.47233332623,1074.26194736354,-0.12403997897723,0.497608303904878,93.8242071912351,103.935373325585,0.144410141583479,0.370840353547365,21,41,0,3,9,19,10,25,0,0,0.9,0.76,21,42,0,2,9,24,10,25,0,0,0.9,0.96,9,19,45.7896140373136,0.621648282882108,ur,needle,syringe,سوئی,سرنج,سوئیسرنج
سرنگ,908.07689996019,945.391076927545,-0.167465010406496,0.404901080722554,38.0721393648824,165.853383597703,0.105460738092881,0.550950909145126,38,26,0,0,20,13,24,15,0,0,0.833333333333333,0.866666666666667,37,26,1,0,23,8,24,15,0,0,0.958333333333333,0.533333333333333,20,13,37.3141769673548,0.57236609112905,ur,bridge,tunnel,پل,سرنگ,پلسرنگ
سرکاری,659.16858620377,705.654647066455,-0.713442160737197,-0.494251283460809,55.0453702490943,56.6227052705949,0.114415823483301,0.137125675818643,43,33,0,1,29,17,29,17,0,0,1,1,42,32,1,2,29,16,29,17,0,0,1,0.941176470588235,29,17,46.4860608626849,0.219190877276388,ur,officially,official,سرکاری طور پر,سرکاری,سرکاری طور پرسرکاری
سرکس,842.501285725098,748.76504140959,-0.454643587959462,-0.417495646222455,86.4895014599323,42.8122264130362,0.144962206440938,0.0885609117103716,30,42,2,1,14,24,14,25,0,0,1,0.96,30,42,2,1,14,23,14,25,0,0,1,0.92,14,24,-93.7362443155079,0.0371479417370074,ur,zoo,circus,چڑیا گھر,سرکس,چڑیا گھرسرکس
سستا,734.811305562173,797.904720013069,-0.523097935302621,-0.417672085157959,46.9296291485618,65.5332416155601,0.114232611527418,0.114943889320971,48,42,1,1,36,25,36,25,0,0,1,1,46,42,3,1,35,24,36,25,0,0,0.972222222222222,0.96,36,25,63.0934144508961,0.105425850144662,ur,expensive,cheap,مہنگا,سستا,مہنگاسستا
سسٹم,735.64949994966,728.50824999807,-0.426566772255546,-0.596158917163022,35.5184958666055,77.7858641198428,0.0713134137564374,0.146515109821255,50,41,0,0,28,28,28,29,0,0,1,0.96551724137931,49,41,1,0,27,28,28,29,0,0,0.964285714285714,0.96551724137931,28,28,-7.14124995159034,-0.169592144907476,ur,network,system,نیٹ ورک,سسٹم,نیٹ ورکسسٹم
سطح,949.898333323421,810.756437503422,-0.221994670377967,-0.32978980232533,224.725061291845,126.924909169172,0.454370782650676,0.259863521584512,30,33,0,0,6,16,11,17,0,0,0.545454545454545,0.941176470588235,29,32,1,1,4,16,10,17,1,0,0.4,0.941176470588235,6,16,-139.141895819999,-0.107795131947362,ur,layer,surface,پرت,سطح,پرتسطح
سعی کرنا,789.033076947654,977.205440013294,-0.320247845370244,0.0747656546962589,68.1338426317682,73.7475824585346,0.153921084205535,0.164338210166715,29,49,0,1,13,25,15,32,0,0,0.866666666666667,0.78125,29,50,0,0,15,4,15,32,0,0,1,0.125,13,25,188.17236306564,0.395013500066503,ur,try,attempt,کوشش کرنا,سعی کرنا,کوشش کرناسعی کرنا
سلاد,697.088874997878,782.804105276306,-0.633441983046409,-0.3619137200477,53.6136592027324,73.6432060452457,0.141240021944285,0.214042509190926,39,38,3,1,24,20,24,21,0,0,1,0.952380952380952,40,38,2,1,24,19,24,21,0,0,1,0.904761904761905,24,19,85.7152302784283,0.271528262998709,ur,soup,salad,سوپ,سلاد,سوپسلاد
سلام کرنا,605.504526287792,734.365269224632,-0.775413447688413,-0.530865517262117,61.7619905558589,57.7513478101318,0.115975315407509,0.115843129110679,25,34,0,0,19,26,19,26,0,0,1,1,25,34,0,0,18,20,19,26,0,0,0.947368421052632,0.769230769230769,19,26,128.860742936839,0.244547930426296,ur,congratulate,greet,مبارک دینا,سلام کرنا,مبارک دیناسلام کرنا
سلطنت,903.581761769644,816.660888855158,-0.237432353644567,-0.218099678706509,100.622379183423,77.6510717393377,0.209017235286887,0.130422581413284,46,47,2,0,21,18,22,19,1,0,0.954545454545455,0.947368421052632,45,47,3,0,16,9,22,19,1,0,0.727272727272727,0.473684210526316,21,18,-86.920872914486,0.0193326749380579,ur,dynasty,empire,پشت درپشت حکومت,سلطنت,پشت درپشت حکومتسلطنت
سلور,777.087857166746,1039.93479998965,-0.430216281354528,0.496100036207382,61.4945541818906,129.930400001138,0.114738169676598,0.417405713771787,29,44,2,1,14,20,17,28,0,0,0.823529411764706,0.714285714285714,29,43,2,2,15,27,17,28,0,0,0.88235294117647,0.964285714285714,14,20,262.846942822907,0.92631631756191,ur,golden,silver,گولڈن,سلور,گولڈنسلور
سمجھنا,672.419160028798,623.310388953074,-0.604175290248687,-0.706865963908916,57.7147929196156,33.5353513280404,0.14817253651209,0.09103501177135,43,28,0,0,25,19,26,19,0,0,0.961538461538462,1,43,27,0,1,25,18,26,18,0,1,0.961538461538462,1,25,18,-49.1087710757243,-0.102690673660228,ur,realize,understand,احساس کرنا,سمجھنا,احساس کرناسمجھنا
سنائپر,1101.55741668698,1238.8951364146,0.33367002733745,0.765973899100192,78.2855675575664,123.195720585113,0.19028605890545,0.245546933671431,50,36,0,2,24,23,30,23,0,0,0.8,1,50,34,0,4,19,19,30,21,0,2,0.633333333333333,0.904761904761905,24,22,137.337719727622,0.432303871762742,ur,shooter,sniper,شوٹر,سنائپر,شوٹرسنائپر
سنسنی پیدا کرنے والا,1080.78568576093,1360.78970831021,0.445961616248027,1.04302925218913,101.666890254165,100.547122382557,0.194720515322178,0.237164525772368,48,42,3,3,35,24,35,25,1,1,1,0.96,45,42,6,3,32,4,32,26,4,0,1,0.153846153846154,35,24,280.00402254928,0.597067635941101,ur,scary,creepy,خوف پیدا کرنے والا,سنسنی پیدا کرنے والا,خوف پیدا کرنے والاسنسنی پیدا کرنے والا
سننا,667.148500005043,839.215299994219,-0.550818731140208,-0.345791370775918,73.6765675733134,79.4307817716835,0.180417937276103,0.18353908534177,34,35,1,2,20,20,20,20,0,0,1,1,35,35,0,2,19,15,20,20,0,0,0.95,0.75,20,20,172.066799989176,0.20502736036429,ur,listen,hear,سنو,سننا,سنوسننا
سنک,953.704399994094,1149.69199999741,-0.140395692158855,0.632540866709371,92.4279789113238,212.989970484367,0.215066290850491,0.541176147778985,41,45,0,1,15,9,21,24,0,0,0.714285714285714,0.375,41,43,0,3,18,7,21,24,0,0,0.857142857142857,0.291666666666667,15,9,195.987600003312,0.772936558868226,ur,toilet,sink,ٹوائلٹ,سنک,ٹوائلٹسنک
سو,700.211000007301,752.724833317311,-0.577183492848737,-0.471559774701009,34.3039998273792,49.9530649074862,0.109508229899711,0.117456727302739,46,54,1,2,23,30,25,38,0,1,0.92,0.789473684210526,45,54,2,2,24,38,25,38,0,1,0.96,1,23,30,52.5138333100094,0.105623718147729,ur,thousand,hundred,ہزار,سو,ہزارسو
سواری کرنا,692.1277036411,787.409555547539,-0.513186457710585,-0.361863484838345,46.4482833259979,68.818772883108,0.0880120635728124,0.157150491853209,46,32,0,0,28,18,28,18,0,0,1,1,46,32,0,0,28,17,28,18,0,0,1,0.944444444444444,27,18,95.2818519064397,0.15132297287224,ur,drive,ride,چلانا,سواری کرنا,چلاناسواری کرنا
سوتی,669.647347810953,796.753333333857,-0.552700245685307,-0.403315346877145,39.913947085912,75.5821014437311,0.128980726300124,0.152960037190595,46,51,4,1,23,24,23,28,0,0,1,0.857142857142857,46,51,4,1,21,26,23,28,0,0,0.91304347826087,0.928571428571429,23,24,127.105985522904,0.149384898808162,ur,silk,cotton,ریشمی,سوتی,ریشمیسوتی
سوداگر,1017.38360015869,902.916624985367,0.0867504124034394,-0.124678063728304,152.080752846804,141.390185103093,0.290133222248817,0.251563738883325,29,16,0,0,10,8,10,8,0,0,1,1,29,16,0,0,10,8,10,8,0,0,1,1,10,8,-114.46697517332,-0.211428476131744,ur,commercial,merchant,تجارتی,سوداگر,تجارتیسوداگر
سور,833.316949927807,781.071500103398,-0.167023673557112,-0.381366763740093,74.0812290763898,77.0030092171476,0.195568972085844,0.152673440920856,35,42,0,2,20,22,21,28,0,0,0.952380952380952,0.785714285714286,35,42,0,2,20,24,21,28,0,0,0.952380952380952,0.857142857142857,20,22,-52.2454498244089,-0.214343090182981,ur,cow,pig,گائے,سور,گائےسور
سوراخ,694.515000033974,657.177571495014,-0.519114533713602,-0.648502796886991,83.461663233814,53.3516364956919,0.186512508219065,0.0944904157560721,18,22,0,1,7,14,7,14,0,0,1,1,18,23,0,0,6,14,7,14,0,0,0.857142857142857,1,7,14,-37.33742853896,-0.129388263173389,ur,crack,hole,دراڑ,سوراخ,دراڑسوراخ
سورج,533.041368418823,572.034500016744,-1.01648568955646,-0.839227945375321,43.43101521057,40.4512421778263,0.123192096707157,0.0981426965441375,35,39,2,1,19,20,19,21,1,0,1,0.952380952380952,35,38,2,2,19,19,19,21,1,0,1,0.904761904761905,19,20,38.9931315979201,0.177257744181135,ur,moon,sun,چاند,سورج,چاندسورج
سوٹ کیس,765.589620698354,901.290839972907,-0.405113471106319,0.0148748049349576,56.9162338763551,65.5165358304882,0.128451325143393,0.156098980627025,44,45,1,0,29,25,29,25,0,0,1,1,43,45,2,0,25,25,28,25,1,0,0.892857142857143,1,29,25,135.701219274553,0.419988276041277,ur,briefcase,suitcase,بریف کیس,سوٹ کیس,بریف کیسسوٹ کیس
سوچنا,562.697999865859,620.474086945956,-0.971561538047532,-0.794827304650384,18.0892649094232,81.7456444831933,0.0504434788484168,0.153313058214913,54,52,2,1,29,23,29,23,0,0,1,1,54,52,2,1,29,23,29,23,0,0,1,1,29,23,57.7760870800968,0.176734233397148,ur,consider,think,غور کرنا,سوچنا,غور کرناسوچنا
سوڈا,711.940444440586,766.036249988181,-0.754973302205494,-0.376883797769054,50.3961026685972,54.3646464821764,0.129160772628566,0.115038362419411,51,41,1,0,18,16,18,20,0,0,1,0.8,52,41,0,0,16,20,18,20,0,0,0.888888888888889,1,18,16,54.095805547595,0.37808950443644,ur,lemonade,soda,لیموں پانی,سوڈا,لیموں پانیسوڈا
سٹور,622.093320020621,784.952399981538,-0.632401860462866,-0.307720416366081,36.2654797794102,56.1172825438309,0.077164441876414,0.125882516676612,47,43,1,1,25,15,26,20,0,0,0.961538461538462,0.75,47,43,1,1,25,18,26,20,0,0,0.961538461538462,0.9,25,15,162.859079960917,0.324681444096784,ur,shop,store,دوکان,سٹور,دوکانسٹور
سٹیشن,838.620906277955,762.731428578305,-0.294816486914249,-0.106389649305735,56.8386417734587,69.0821234772817,0.129822909899207,0.161857590484805,50,27,1,0,32,14,32,17,0,0,1,0.823529411764706,50,27,1,0,32,17,32,17,0,0,1,1,32,14,-75.88947769965,0.188426837608514,ur,platform,station,پلیٹ فارم,سٹیشن,پلیٹ فارمسٹیشن
سٹیل,856.838666700501,839.271249421465,-0.170185689716602,-0.147084848249288,63.4388827764979,78.2581490588286,0.139967932988298,0.165456944623956,25,22,0,1,15,12,15,16,0,0,1,0.75,24,23,1,0,11,12,14,16,1,0,0.785714285714286,0.75,15,12,-17.5674172790369,0.0231008414673136,ur,concrete,steel,کنکریٹ,سٹیل,کنکریٹسٹیل
سپیگیٹی,910.662500005555,1444.81073334663,0.107614591893744,1.47200640779712,89.1203397638279,159.317831263806,0.246122613041347,0.435513714860932,50,50,0,2,20,15,29,27,0,0,0.689655172413793,0.555555555555556,49,51,1,1,11,25,29,27,0,0,0.379310344827586,0.925925925925926,20,15,534.148233341078,1.36439181590338,ur,lasagna,spaghetti,لازانیہ,سپیگیٹی,لازانیہسپیگیٹی
سگار,737.34638461204,989.455352922292,-0.507608421271494,0.136046223562022,64.897412498541,110.391442093534,0.111922073950123,0.223741819582646,37,35,2,1,13,17,17,24,0,0,0.764705882352941,0.708333333333333,37,35,2,1,17,22,17,24,0,0,1,0.916666666666667,13,17,252.108968310252,0.643654644833516,ur,smoke,cigar,سگریٹ نوشی,سگار,سگریٹ نوشیسگار
سگریٹ,606.103962997975,599.063277798698,-0.816826479735827,-0.737381776970884,29.9750482127753,28.0798094632879,0.0805918877094152,0.0669297226425921,50,37,0,0,27,18,27,19,0,0,1,0.947368421052632,50,36,0,1,27,18,27,19,0,0,1,0.947368421052632,27,18,-7.04068519927716,0.0794447027649426,ur,tobacco,cigarette,تمباکو,سگریٹ,تمباکوسگریٹ
سگنل,804.506599999318,927.806764707637,0.0524652024764012,-0.0617562972402167,125.293915016588,73.5275138869367,0.475523917365932,0.151539327066592,19,27,1,1,10,17,11,17,0,0,0.909090909090909,1,19,28,1,0,7,16,11,17,0,0,0.636363636363636,0.941176470588235,10,17,123.300164708319,-0.114221499716618,ur,frequency,signal,فریکوئنسی,سگنل,فریکوئنسیسگنل
سہارا,819.305888889753,688.423095192109,-0.241545903553431,-0.680033450989247,103.097199619885,52.3231088594609,0.268098045465539,0.142809857051135,33,37,1,0,18,21,18,22,0,0,1,0.954545454545455,33,37,1,0,18,18,18,22,0,0,1,0.818181818181818,18,21,-130.882793697644,-0.438487547435816,ur,help,assist,مدد,سہارا,مددسہارا
سیاست,555.570894745186,685.921499979522,-0.8053400205169,-0.663506095834399,23.3890998550533,50.1925291758772,0.0665208274619118,0.0904472335809767,32,17,1,0,19,8,19,8,0,0,1,1,32,17,1,0,17,8,19,8,0,0,0.894736842105263,1,19,8,130.350605234336,0.141833924682501,ur,journalism,politics,صحافت,سیاست,صحافتسیاست
سیاستدان,640.379750197702,777.453238061534,-0.655638358843773,-0.363915204983671,27.1263272651854,47.1863893504651,0.0488771071659039,0.100406857125445,24,35,2,1,12,21,12,23,0,0,1,0.91304347826087,24,34,2,2,12,22,12,23,0,0,1,0.956521739130435,12,21,137.073487863831,0.291723153860102,ur,policy,politician,پالیسی,سیاستدان,پالیسیسیاستدان
سیاسی,763.911923056793,729.154642789101,-0.355121769206953,-0.677485142046459,83.2853211233679,56.3500838298427,0.313544317198025,0.1250050839616,28,26,2,1,13,15,14,15,0,0,0.928571428571429,1,28,26,2,1,12,15,14,15,0,0,0.857142857142857,1,13,14,-34.7572802676915,-0.322363372839506,ur,critical,political,بحرانی,سیاسی,بحرانیسیاسی
سیال,997.247750030846,1154.53440004293,0.0506144361209356,0.744887267265207,106.721654572063,200.685129769413,0.178996854798063,0.419354683090753,55,31,1,0,21,10,31,15,0,0,0.67741935483871,0.666666666666667,53,31,3,0,15,13,30,15,1,0,0.5,0.866666666666667,20,10,157.286650012082,0.694272831144272,ur,liquid,fluid,مائع,سیال,مائعسیال
سیمورائے,1138.38071431682,1683.45299976756,0.647659579362987,1.7121452563748,97.4528229150217,78.1007547501629,0.306333684804967,0.359945162018265,29,33,2,1,7,4,14,18,0,0,0.5,0.222222222222222,28,34,3,0,5,17,14,18,0,0,0.357142857142857,0.944444444444444,7,4,545.072285450738,1.06448567701181,ur,ninja,samurai,ننجا,سیمورائے,ننجاسیمورائے
سینٹی میٹر,1284.05758331971,1057.05635999942,0.803783726516322,0.600518373317242,145.5319827085,73.9366477186404,0.348206744635942,0.213606010129257,31,52,0,2,12,25,13,26,0,0,0.923076923076923,0.961538461538462,31,52,0,2,12,24,13,26,0,0,0.923076923076923,0.923076923076923,12,25,-227.001223320285,-0.203265353199079,ur,mile,centimeter,میل,سینٹی میٹر,میلسینٹی میٹر
سینیٹ,962.436923047182,992.231466264526,0.300567456205621,0.115244926829963,167.132816154274,112.991580603063,0.40088186480612,0.171164051013094,28,37,3,2,13,15,14,15,1,0,0.928571428571429,1,29,37,2,2,14,14,15,15,0,0,0.933333333333333,0.933333333333333,13,15,29.794543217344,-0.185322529375658,ur,parliament,senate,پارلیمان,سینیٹ,پارلیمانسینیٹ
سینیٹر,1120.10452633102,1137.00433333693,0.599229650478628,0.48031304483757,92.3461510523614,124.325942304194,0.271542768486847,0.270284910831399,46,37,5,1,19,15,21,16,1,0,0.904761904761905,0.9375,47,37,4,1,18,16,21,16,1,0,0.857142857142857,1,19,15,16.8998070059088,-0.118916605641058,ur,governor,senator,گورنر,سینیٹر,گورنرسینیٹر
سیٹلائٹ,1266.67507691071,1094.55818514378,0.74010419366565,0.510561391997504,169.846285542191,88.0658967453838,0.410592128746022,0.208839191654279,30,45,1,1,13,27,14,28,0,0,0.928571428571429,0.964285714285714,30,46,1,0,7,25,14,28,0,0,0.5,0.892857142857143,13,27,-172.116891766924,-0.229542801668146,ur,radar,satellite,رڈار,سیٹلائٹ,رڈارسیٹلائٹ
سیٹی,760.273499988374,816.792846164655,-0.414947074143171,-0.317887368003594,52.2022197828384,54.6958539086315,0.164674194163412,0.113669985847015,37,50,1,1,16,26,16,29,0,0,1,0.896551724137931,37,51,1,0,16,28,16,29,0,0,1,0.96551724137931,16,26,56.5193461762811,0.0970597061395774,ur,horn,whistle,ہارن,سیٹی,ہارنسیٹی
سیکھانا,750.072142741348,865.258692326731,-0.47814255347387,-0.183267738380044,61.1857138657319,47.5386561706853,0.206271277967445,0.148323660186154,33,26,1,0,14,13,15,15,0,0,0.933333333333333,0.866666666666667,33,25,1,1,14,11,15,14,0,1,0.933333333333333,0.785714285714286,14,13,115.186549585384,0.294874815093826,ur,learn,teach,سیکھنا,سیکھانا,سیکھناسیکھانا
شادی,492.586263153172,605.632516115385,-1.04610892967794,-0.77344391482407,15.7854603499288,20.8447304069928,0.0593738189945555,0.0597772318852743,37,52,0,0,19,31,19,31,0,0,1,1,37,49,0,3,19,25,19,31,0,0,1,0.806451612903226,19,31,113.046252962213,0.272665014853875,ur,divorce,marriage,طلاق,شادی,طلاقشادی
شادی.1,606.319055487376,513.495857123851,-0.812040373952565,-1.02119479997512,42.6949227779766,15.8454556913951,0.106451529298282,0.0546906514261264,40,34,1,3,18,21,19,21,0,0,0.947368421052632,1,39,35,2,2,15,21,19,21,0,0,0.789473684210526,1,18,21,-92.823198363525,-0.209154426022555,ur,engagement,wedding,منگنی,شادی,منگنیشادی
شادی شدہ,685.493949869467,755.728107082163,-0.616506591033822,-0.505480715399632,48.7077132715592,62.6212888342876,0.0792907696295277,0.116317015640021,35,50,4,1,20,28,20,29,0,0,1,0.96551724137931,34,50,5,1,18,29,19,29,1,0,0.947368421052632,1,20,28,70.2341572126959,0.11102587563419,ur,single,married,کنوارہ,شادی شدہ,کنوارہشادی شدہ
شاذونادر,1146.81479996307,1212.00950003377,0.535971585738695,0.694157739050927,115.871851039281,137.471845726955,0.304026110239627,0.355580339435236,38,34,1,3,10,7,17,22,0,0,0.588235294117647,0.318181818181818,37,36,2,1,17,13,17,22,0,0,1,0.590909090909091,10,6,65.1947000706994,0.158186153312232,ur,occasionally,rarely,کبھی کبھار,شاذونادر,کبھی کبھارشاذونادر
شام,532.505423108409,688.953285714244,-0.959781272462823,-0.647941830263459,23.8690264616982,69.1656576357395,0.0646908522341772,0.165629081617453,50,38,1,0,26,21,26,21,1,0,1,1,50,38,1,0,25,21,26,21,1,0,0.961538461538462,1,26,21,156.447862605835,0.311839442199364,ur,night,evening,رات,شام,راتشام
شان وشوکت,814.781153837926,944.516095279702,-0.436943882205058,-0.133449814066682,67.478882360726,61.1270394283865,0.174891333798271,0.109888504504731,37,38,1,0,26,21,26,23,0,0,1,0.91304347826087,36,38,2,0,24,23,26,23,0,0,0.923076923076923,1,26,21,129.734941441776,0.303494068138376,ur,glorious,glory,عظیم الشان,شان وشوکت,عظیم الشانشان وشوکت
شاندار,720.046846199708,583.70719993415,-0.62249816759346,-0.739357401468447,50.1166450804085,18.2401413975513,0.105160495422368,0.0650132406001065,28,50,1,1,13,25,13,25,0,0,1,1,29,50,0,1,7,25,13,25,0,0,0.538461538461538,1,13,25,-136.339646265557,-0.116859233874988,ur,sensational,spectacular,ہیجان خیز,شاندار,ہیجان خیزشاندار
شخصیت,635.916142854332,822.93833333995,-0.75572008416927,-0.127933466419819,30.7533317154126,98.3309258242883,0.0839027904218854,0.277079861577314,40,50,3,1,14,24,15,25,1,0,0.933333333333333,0.96,40,48,3,3,15,17,15,24,1,1,1,0.708333333333333,14,24,187.022190485618,0.627786617749451,ur,character,personality,کردار,شخصیت,کردارشخصیت
شریان,941.464909194954,901.919227294544,0.176531462943668,0.0977486558752529,130.762604166835,85.0902281093674,0.342867184029045,0.228525464644368,32,50,0,1,11,22,20,33,0,0,0.55,0.666666666666667,32,51,0,0,3,32,20,33,0,0,0.15,0.96969696969697,11,22,-39.5456819004097,-0.078782807068415,ur,vein,artery,ورید,شریان,وریدشریان
شعلہ,769.300045315353,696.024359982502,-0.258811800978353,-0.561853930710629,73.0705760062791,41.6817495344172,0.192861437107067,0.0717670398387455,44,39,1,4,22,25,24,25,0,0,0.916666666666667,1,44,38,1,5,24,21,24,24,0,1,1,0.875,22,25,-73.2756853328509,-0.303042129732275,ur,fire,flame,آگ,شعلہ,آگشعلہ
شمال,648.276794117292,822.257117669028,-0.797530833250257,-0.171179494743766,45.5617463250042,69.9793362636071,0.100576624539459,0.160806834634625,56,28,5,1,34,17,34,21,2,0,1,0.80952380952381,56,27,5,2,31,18,34,20,2,1,0.911764705882353,0.9,34,17,173.980323551736,0.626351338506491,ur,south,north,جنوب,شمال,جنوبشمال
شمسی,817.654259236202,949.364437312263,-0.456918618893242,0.300908027265511,81.8167371402719,45.5501549103382,0.14248721369905,0.201458995089128,50,26,2,0,27,16,29,17,0,0,0.931034482758621,0.941176470588235,52,26,0,0,21,15,29,17,0,0,0.724137931034483,0.88235294117647,27,16,131.710178076061,0.757826646158753,ur,lunar,solar,قمری,شمسی,قمریشمسی
شوخ,745.047764715489,712.827111112376,-0.266601886667328,-0.462866370548492,41.1307849447482,59.0911472922686,0.123563166863608,0.187589298667929,43,50,0,3,17,27,24,32,0,0,0.708333333333333,0.84375,43,51,0,2,1,30,24,32,0,0,0.0416666666666667,0.9375,17,27,-32.2206536031124,-0.196264483881164,ur,witty,funny,بذلہ سنج,شوخ,بذلہ سنجشوخ
شکاری,721.167239976515,604.157523833728,-0.488482079759933,-0.805385464432196,47.6971904127304,36.2156330501786,0.13437415900423,0.098535527748525,50,31,2,1,25,21,25,22,0,0,1,0.954545454545455,49,31,3,1,23,22,25,22,0,0,0.92,1,25,21,-117.009716142787,-0.316903384672263,ur,prey,predator,شکار,شکاری,شکارشکاری
شکریہ,580.602153861396,742.249535754787,-0.926372741375746,-0.709442513843962,25.0598682084684,59.2320159263843,0.0670885964858404,0.116583014401379,50,49,1,1,26,28,26,28,0,0,1,1,51,49,0,1,25,28,26,28,0,0,0.961538461538462,1,26,28,161.647381893391,0.216930227531784,ur,grateful,thank,شکر گزار,شکریہ,شکر گزارشکریہ
شکست,687.378999917431,779.763850003015,-0.638800151904256,-0.579966188935298,61.0526637111091,48.9983212803657,0.108081158256407,0.107061403986994,37,40,0,2,18,20,19,22,0,0,0.947368421052632,0.909090909090909,37,40,0,2,17,20,19,22,0,0,0.894736842105263,0.909090909090909,18,20,92.3848500855839,0.0588339629689573,ur,victory,defeat,فتح,شکست,فتحشکست
شہر,598.195136386941,584.507879942491,-0.802771426709402,-0.747973904697184,30.3918115460681,31.8578361378996,0.0785391138443332,0.0935788779755992,36,51,0,1,22,25,24,25,0,0,0.916666666666667,1,36,50,0,2,24,23,24,25,0,0,1,0.92,22,25,-13.6872564444494,0.0547975220122179,ur,capital,city,دارالحکومت,شہر,دارالحکومتشہر
شہزادہ,580.205857134723,709.520952410251,-0.807943033900977,-0.580219602138787,37.1253445973069,50.8635480981833,0.0780301181891035,0.126083137028604,26,47,0,1,14,21,14,22,0,1,1,0.954545454545455,26,47,0,1,14,20,14,22,0,1,1,0.909090909090909,14,21,129.315095275528,0.22772343176219,ur,princess,prince,شہزادی,شہزادہ,شہزادیشہزادہ
شہنشاہ,834.229923117534,724.602470623579,-0.459846865695172,-0.580250386944474,70.7788382304649,41.5955144932748,0.116269921025663,0.0766585883968737,51,34,3,2,26,17,26,18,0,0,1,0.944444444444444,51,34,3,2,22,18,26,18,0,0,0.846153846153846,1,26,17,-109.627452493955,-0.120403521249302,ur,imperial,emperor,شاہانہ,شہنشاہ,شاہانہشہنشاہ
شیر,613.174500002542,695.411357201888,-0.663810333568313,-0.62469869029015,26.0901677332546,37.4070814774672,0.0908516780764836,0.0824599193500199,50,27,0,1,28,14,30,14,0,0,0.933333333333333,1,50,27,0,1,20,14,30,14,0,0,0.666666666666667,1,28,14,82.2368571993451,0.0391116432781632,ur,dragon,lion,ڈریگن,شیر,ڈریگنشیر
شیطان,580.280517215749,695.490448285622,-0.892259298816351,-0.674925782418364,36.4488141998753,59.5397218279683,0.102545726515639,0.104831885894582,55,52,1,2,29,29,29,29,0,0,1,1,55,52,1,2,29,29,29,29,0,0,1,1,29,29,115.209931069872,0.217333516397987,ur,angel,devil,فرشتہ,شیطان,فرشتہشیطان
شیف,1029.61189996246,895.080214289354,0.0352142335425645,0.0654968464322057,148.234407387584,85.2262154738327,0.197349330676096,0.197112586637851,30,28,1,2,10,14,13,19,0,0,0.769230769230769,0.736842105263158,29,30,2,0,8,16,13,19,0,0,0.615384615384615,0.842105263157895,10,14,-134.531685673109,0.0302826128896412,ur,cook,chef,کک,شیف,ککشیف
شیمپین,1267.95785715944,1471.85353851874,0.91091602339741,1.07536584660818,156.832227736866,151.3414240688,0.318114443513917,0.288319579990248,40,34,0,0,14,13,21,16,0,0,0.666666666666667,0.8125,40,34,0,0,15,14,21,16,0,0,0.714285714285714,0.875,14,13,203.895681359295,0.164449823210765,ur,wine,champagne,وائن,شیمپین,وائنشیمپین
