target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,nl_cue,nl_target,nl_word_combo
nucleair,705.453133341255,712.977500010055,0.160912254071578,0.361503780754593,68.0831221077667,38.8964929992421,0.206581852190571,0.241168204434684,15,20,1,0,15,18,15,20,0,0,1,0.9,15,20,1,0,7,20,15,20,0,0,0.466666666666667,1,15,18,7.52436666880067,0.200591526683015,nl,atomic,nuclear,atomisch,nucleair,atomischnucleair
oceaan,601.089666697866,644.832136335734,-0.355326229390753,-0.154239969843607,70.2823063343014,110.420763744679,0.210721722558324,0.303860717229618,7,25,0,0,6,22,6,22,0,0,1,1,7,25,0,0,5,21,6,22,0,0,0.833333333333333,0.954545454545455,6,22,43.7424696378678,0.201086259547146,nl,sea,ocean,zee,oceaan,zeeoceaan
ochtend,679.74212507566,349.15149980929,-0.109392605946343,-1.0871344922386,198.784503509362,39.84850019071,0.612261172527257,0.141345988424917,8,4,0,0,8,2,8,3,0,0,1,0.666666666666667,8,4,0,0,8,3,8,3,0,0,1,1,8,2,-330.59062526637,-0.977741886292253,nl,tomorrow,morning,morgen,ochtend,morgenochtend
oefening,452.766000020434,546.915333305486,-0.715678701208784,-0.393943453253092,38.471648491116,61.7400858136522,0.102267117207403,0.376808221567925,7,3,0,0,7,3,7,3,0,0,1,1,7,3,0,0,7,3,7,3,0,0,1,1,7,3,94.1493332850515,0.321735247955692,nl,practice,exercise,oefenen,oefening,oefenenoefening
oktober,528.628857148554,531.819583355963,-0.648758748742677,-0.567368231356611,41.0316765350244,34.5154543495491,0.12396427618797,0.140932509411724,26,13,0,0,21,12,21,12,0,0,1,1,26,13,0,0,19,12,21,12,0,0,0.904761904761905,1,21,12,3.19072620740894,0.0813905173860658,nl,september,october,september,oktober,septemberoktober
olie,575.965090946818,510.206318189431,-0.354387822591498,-0.555842659028731,95.0569929052865,28.3424840546957,0.366756370957552,0.124289883381221,11,23,0,0,11,22,11,22,0,0,1,1,11,23,0,0,10,21,11,22,0,0,0.909090909090909,0.954545454545455,11,22,-65.7587727573872,-0.201454836437233,nl,coal,oil,steenkool,olie,steenkoololie
omhoog,525.786782606107,504.096153846098,-0.564938291044132,-0.565443764186724,26.0481544422642,21.1771984584975,0.10512462230327,0.0754488915714717,24,14,0,0,23,13,23,13,0,0,1,1,24,14,0,0,22,13,23,13,0,0,0.956521739130435,1,23,13,-21.6906287600094,-0.000505473142591417,nl,down,up,omlaag,omhoog,omlaagomhoog
onaangenaam,511.744933359569,611.708909081697,-0.431318569740257,-0.293325110254403,24.9135568816256,65.09206902055,0.0829741662148328,0.143733549397211,15,11,0,0,15,11,15,11,0,0,1,1,15,11,0,0,15,11,15,11,0,0,1,1,15,11,99.9639757221279,0.137993459485854,nl,uncomfortable,unpleasant,ongemakkelijk,onaangenaam,ongemakkelijkonaangenaam
onbekend,457.959666586869,557.247722228952,-0.741445890924719,-0.282816907392296,15.0596960611593,38.6564456202914,0.078318713768006,0.229830860690217,3,19,0,0,3,18,3,18,0,0,1,1,3,19,0,0,3,17,3,18,0,0,1,0.944444444444444,3,18,99.288055642083,0.458628983532423,nl,anonymous,unknown,anoniem,onbekend,anoniemonbekend
onderhoud,588.544705874449,543.889777802613,-0.287300174769882,-0.293165538600339,56.349596262768,22.5008465864392,0.178938156337848,0.13043731496224,18,10,0,0,17,9,17,9,0,0,1,1,18,10,0,0,16,8,17,9,0,0,0.941176470588235,0.888888888888889,17,9,-44.6549280718358,-0.00586536383045627,nl,service,maintenance,dienst,onderhoud,dienstonderhoud
onderhouden,554.618894737747,733.335500021069,-0.398057506865421,0.180612041284592,24.2279609835865,77.1730621796871,0.0922935260038714,0.212076781442267,20,11,0,1,19,10,19,10,0,1,1,1,20,11,0,1,19,9,19,10,0,1,1,0.9,19,10,178.716605283322,0.578669548150014,nl,preserve,maintain,beschermen,onderhouden,beschermenonderhouden
onderkant,488.436111124682,592.326111098493,-0.66269270907336,-0.391336100964506,19.7099376113381,41.0826361635528,0.0934313591602218,0.117473173314935,9,10,0,0,9,9,9,9,0,0,1,1,9,10,0,0,7,8,9,9,0,0,0.777777777777778,0.888888888888889,9,9,103.889999973811,0.271356608108855,nl,top,bottom,bovenkant,onderkant,bovenkantonderkant
ondernemer,783.752624998513,574.911999992742,0.0612034206040532,-0.335095887015335,160.314993289087,57.2627072463174,0.405010695452243,0.185706515470674,9,10,0,0,8,9,8,9,0,0,1,1,9,10,0,0,8,8,8,9,0,0,1,0.888888888888889,8,9,-208.840625005772,-0.396299307619388,nl,millionaire,entrepreneur,miljonair,ondernemer,miljonairondernemer
ondertekenen,702.142266665446,706.406285738972,0.0733667137397149,0.21141301900095,88.1836336457281,54.5263643949458,0.283609861519912,0.318539912253105,15,9,0,0,15,7,15,7,0,0,1,1,15,8,0,1,14,6,15,7,0,0,0.933333333333333,0.857142857142857,15,7,4.26401907352579,0.138046305261235,nl,form,sign,formulier,ondertekenen,formulierondertekenen
onderwerp,501.604875006018,468.911777763873,-0.693351662206158,-0.714345416802323,28.5718655153142,20.278763947034,0.131476606862157,0.0963233536893989,9,19,0,0,8,18,8,18,0,0,1,1,9,19,0,0,8,17,8,18,0,0,1,0.944444444444444,8,18,-32.6930972421449,-0.0209937545961647,nl,object,subject,voorwerp,onderwerp,voorwerponderwerp
onderwijzen,570.91692307529,702.973615364216,-0.368338198997057,-0.00383850071733531,36.1828309499841,121.299436357193,0.0846882435343087,0.347085126521841,13,14,0,1,13,13,13,13,0,0,1,1,13,14,0,1,13,11,13,13,0,0,1,0.846153846153846,13,13,132.056692288926,0.364499698279722,nl,learn,teach,leren,onderwijzen,lerenonderwijzen
onderzoeken,470.627545445332,533.48855556547,-0.752932729099802,-0.361974751518808,23.4141420836673,33.1723510722397,0.0552458447214577,0.139227089910778,13,9,0,0,11,9,12,9,0,0,0.916666666666667,1,13,9,0,0,12,9,12,9,0,0,1,1,11,9,62.8610101201381,0.390957977580994,nl,examine,investigate,examineren,onderzoeken,examinerenonderzoeken
onderzoeker,736.828666683393,514.171599989192,0.228552657869902,-0.535232232506052,82.3488616560232,40.9482132847855,0.315152506073347,0.128883226955337,18,5,0,0,18,5,18,5,0,0,1,1,18,5,0,0,13,5,18,5,0,0,0.722222222222222,1,18,5,-222.657066694201,-0.763784890375954,nl,analyst,investigator,analist,onderzoeker,analistonderzoeker
oneerlijk,561.675333371274,535.875142834582,-0.341164198386664,-0.445878326491918,32.9334707946011,28.0845592140028,0.16871180503498,0.075340392859429,12,7,0,0,12,7,12,7,0,0,1,1,12,7,0,0,12,7,12,7,0,0,1,1,12,7,-25.8001905366928,-0.104714128105254,nl,injustice,unfair,onrecht,oneerlijk,onrechtoneerlijk
onenigheid,836.86169999309,764.171949988049,0.739401094864416,0.494214864544495,133.783820556625,51.2058387831648,0.500847706074733,0.19838395810187,10,24,0,0,10,20,10,22,0,0,1,0.909090909090909,10,24,0,0,10,21,10,22,0,0,1,0.954545454545455,10,20,-72.6897500050414,-0.245186230319921,nl,conflict,dispute,conflict,onenigheid,conflictonenigheid
ongeluk,548.397333319936,476.886666658208,-0.313716017077523,-0.568484043970147,60.5611425910162,18.4332930385636,0.288703468054362,0.266501426164473,19,8,1,0,18,6,18,6,1,0,1,1,20,8,0,0,18,6,19,6,0,0,0.947368421052632,1,18,6,-71.5106666617277,-0.254768026892624,nl,incident,accident,incident,ongeluk,incidentongeluk
onlangs,607.828000024421,775.702666695903,-0.11713023568663,0.371357226509609,81.2645158863763,269.23984475781,0.348171977084016,0.902719368315122,17,8,1,1,16,6,17,6,0,1,0.941176470588235,1,17,8,1,1,17,6,17,6,0,1,1,1,16,6,167.874666671482,0.488487462196239,nl,just,recently,zojuist,onlangs,zojuistonlangs
ontbijt,518.739066696088,582.893882331253,-0.582789133981056,-0.454642502542158,27.2650214409097,84.6199888557641,0.0887206488513666,0.288228260367517,17,17,1,0,15,17,16,17,0,0,0.9375,1,17,17,1,0,15,17,16,17,0,0,0.9375,1,15,17,64.1548156351657,0.128146631438898,nl,dinner,breakfast,diner,ontbijt,dinerontbijt
ontheffing,663.605133381938,794.144461565064,-0.0404464090455436,0.933483188252343,34.576338271702,74.9703054590366,0.134154113414627,0.347228681198279,15,14,0,0,15,13,15,14,0,0,1,0.928571428571429,15,14,0,0,15,14,15,14,0,0,1,1,15,13,130.539328183126,0.973929597297887,nl,resignation,dismissal,ontslag,ontheffing,ontslagontheffing
onthouden,497.960933325987,526.329124996337,-0.644573243767738,-0.529822163333964,19.5105168738907,25.6544141079827,0.0737603492433395,0.157701360318539,16,9,0,0,15,8,15,8,0,0,1,1,16,9,0,0,15,8,15,8,0,0,1,1,15,8,28.3681916703501,0.114751080433775,nl,forget,remember,vergeten,onthouden,vergetenonthouden
ontmoeten,497.50881248861,565.139434739074,-0.621781919150037,-0.329646475355278,18.0082591243705,38.1307826737045,0.080642340889742,0.117665871358369,17,24,0,0,16,23,16,23,0,0,1,1,17,23,0,1,16,20,16,22,0,1,1,0.909090909090909,16,23,67.6306222504645,0.292135443794759,nl,see,meet,zien,ontmoeten,zienontmoeten
ontmoeting,520.170571422903,660.783999996181,-0.556039500585207,-0.166257817745283,27.7047967056428,37.7747791440258,0.0815288337762119,0.127238690136589,9,7,0,0,7,7,7,7,0,0,1,1,9,7,0,0,7,7,7,7,0,0,1,1,7,7,140.613428573278,0.389781682839924,nl,conference,meeting,conferentie,ontmoeting,conferentieontmoeting
ontploffen,596.286562476915,545.418374997302,-0.20124368093171,-0.33585231045622,51.2481987574208,41.2147351656684,0.194121341800635,0.152319153279655,16,9,0,0,16,8,16,8,0,0,1,1,16,9,0,0,15,8,16,8,0,0,0.9375,1,16,8,-50.868187479613,-0.134608629524511,nl,burst,explode,uitbarsting,ontploffen,uitbarstingontploffen
ontsnappen,523.304100008943,499.754272741381,-0.670840373565376,-0.577941572686643,36.0979064941108,21.2797588762341,0.151692243926431,0.081527094219521,10,24,0,0,10,22,10,22,0,0,1,1,10,24,0,0,10,22,10,22,0,0,1,1,10,22,-23.5498272675626,0.0928988008787333,nl,flee,escape,vluchten,ontsnappen,vluchtenontsnappen
ontvoeren,542.891894776925,704.571666683083,-0.465896311019555,0.195721081279051,41.5766486414912,84.4577185395912,0.189832352189456,0.307309692654381,19,10,0,0,19,9,19,9,0,0,1,1,19,10,0,0,17,9,19,9,0,0,0.894736842105263,1,19,9,161.679771906158,0.661617392298606,nl,kidnap,abduct,kidnappen,ontvoeren,kidnappenontvoeren
ontwikkeling,489.747500030402,600.944846184527,-0.6443730799171,-0.372305944713425,31.7711277442718,82.8423214412198,0.125215380696637,0.20134775734217,12,15,0,0,10,13,10,14,0,0,1,0.928571428571429,12,15,0,0,10,13,10,14,0,0,1,0.928571428571429,10,13,111.197346154124,0.272067135203675,nl,progress,development,voortgang,ontwikkeling,voortgangontwikkeling
onverantwoordelijk,699.848363600532,626.189727279954,0.0156801117180248,-0.137560897085105,73.6305183807928,40.1308717509661,0.307424540619883,0.0968422118116411,11,23,0,0,11,22,11,22,0,0,1,1,11,22,0,1,10,20,11,21,0,1,0.909090909090909,0.952380952380952,11,22,-73.6586363205778,-0.15324100880313,nl,unreasonable,irresponsible,onredelijk,onverantwoordelijk,onredelijkonverantwoordelijk
onverwacht,654.338555521046,600.41678946783,-0.059826036893966,-0.119851263695409,97.6246797319438,47.733996315915,0.441339736421129,0.205868895867597,10,21,0,0,9,19,9,19,0,0,1,1,10,21,0,0,8,18,9,19,0,0,0.888888888888889,0.947368421052632,9,19,-53.9217660532153,-0.0600252268014435,nl,suddenly,unexpectedly,plotseling,onverwacht,plotselingonverwacht
ooit,502.789499987245,482.481705890181,-0.592910677774667,-0.733210308070949,37.3934900283956,28.7971776308991,0.106815340615492,0.103892822763667,14,17,0,1,14,17,14,17,0,1,1,1,14,17,0,1,14,17,14,17,0,1,1,1,14,17,-20.3077940970643,-0.140299630296282,nl,never,ever,nooit,ooit,nooitooit
oor,481.298999991905,548.731500094844,-0.724817368553751,-0.632840116479509,29.7518620557229,63.0915000958775,0.128957805754833,0.315759267014934,20,5,0,0,19,2,19,2,0,0,1,1,20,5,0,0,19,2,19,2,0,0,1,1,19,2,67.4325001029384,0.0919772520742422,nl,eye,ear,oog,oor,oogoor
oorzaak,535.18188890278,491.000399989315,-0.506373285043281,-0.814697426012844,40.399939180228,31.5367499783947,0.193098372905693,0.107194996337933,12,11,0,0,9,10,9,10,0,0,1,1,11,11,1,0,9,10,9,10,0,0,1,1,9,10,-44.1814889134652,-0.308324140969563,nl,reason,cause,reden,oorzaak,redenoorzaak
oosten-,758.518124968301,734.071083337119,0.498225091159666,0.279804401422512,110.730985449904,103.849487535382,0.419336535803657,0.34965377875862,19,16,0,1,16,12,17,15,0,1,0.941176470588235,0.8,19,16,0,1,16,11,17,15,0,1,0.941176470588235,0.733333333333333,16,12,-24.4470416311814,-0.218420689737154,nl,west,east,west,oosten-,westoosten-
opgewonden,498.845499939332,802.48036361944,-0.355954793345237,0.58218379435269,26.366529296653,123.539244458274,0.194257960374761,0.474136580886631,10,11,1,1,10,11,10,11,1,1,1,1,10,12,1,0,10,9,10,12,1,0,1,0.75,10,11,303.634863680108,0.938138587697926,nl,proud,excited,trots,opgewonden,trotsopgewonden
opleiding,486.398384562653,490.193727284114,-0.59211603265984,-0.699380860528136,37.0497239142554,30.1575710833734,0.149113253253363,0.148749442075006,14,11,0,0,13,11,13,11,0,0,1,1,14,11,0,0,13,11,13,11,0,0,1,1,13,11,3.79534272146105,-0.107264827868297,nl,health,education,gezondheid,opleiding,gezondheidopleiding
opmerkelijk,542.800368436085,568.157894744983,-0.484824940473416,-0.319514857502739,30.790217586432,39.0851580048179,0.131248087395262,0.142422330046461,19,19,0,0,19,19,19,19,0,0,1,1,19,19,0,0,18,17,19,19,0,0,0.947368421052632,0.894736842105263,19,19,25.3575263088982,0.165310082970678,nl,exceptional,remarkable,uitzonderlijk,opmerkelijk,uitzonderlijkopmerkelijk
opname,544.378411764557,514.432666648314,-0.548229308515322,-0.488765961720426,29.8635727367789,39.6693242436806,0.11450364226335,0.152648393182448,17,13,0,0,17,12,17,12,0,0,1,1,17,13,0,0,17,12,17,12,0,0,1,1,17,12,-29.9457451162434,0.0594633467948965,nl,record,recording,vermelding,opname,vermeldingopname
oppervlak,576.999315770486,671.406210522204,-0.251051027282544,-0.082141627909462,31.0378330301529,71.7880323804075,0.1302571628397,0.186639852835194,21,22,0,0,19,19,19,19,0,0,1,1,21,22,0,0,18,17,19,19,0,0,0.947368421052632,0.894736842105263,19,19,94.406894751718,0.168909399373083,nl,layer,surface,laag,oppervlak,laagoppervlak
opslaan,483.46244442904,604.162285727878,-0.645212711873657,-0.284391739008185,25.7687082186677,73.2115255178231,0.0911171397098871,0.289098483180467,19,15,0,0,18,14,18,14,0,0,1,1,19,15,0,0,16,14,18,14,0,0,0.888888888888889,1,18,14,120.699841298838,0.360820972865473,nl,rescue,save,redden,opslaan,reddenopslaan
optie,519.836888874561,538.840199986909,-0.660219189560341,-0.532724403453033,22.0555587868704,60.6152458069862,0.0760482269769339,0.156118056163046,9,6,0,0,9,5,9,5,0,0,1,1,9,6,0,0,9,5,9,5,0,0,1,1,9,5,19.0033111123486,0.127494786107309,nl,choice,option,keuze,optie,keuzeoptie
opzettelijk,492.746937511969,541.265250013788,-0.799338954552004,-0.376820383822523,26.3441501851472,34.5998151377051,0.0888112524544169,0.140568994597741,16,8,0,0,16,8,16,8,0,0,1,1,16,8,0,0,16,8,16,8,0,0,1,1,16,8,48.5183125018191,0.422518570729482,nl,accidentally,intentionally,toevallig,opzettelijk,toevalligopzettelijk
oranje,485.060124983218,558.036692347754,-0.732671401901384,-0.449024497865802,37.4605605371533,54.7064183571062,0.172542919229564,0.213334334987851,8,13,0,0,8,13,8,13,0,0,1,1,8,13,0,0,8,13,8,13,0,0,1,1,8,13,72.9765673645356,0.283646904035583,nl,green,orange,groen,oranje,groenoranje
organiseren,571.196384624802,545.998555599621,-0.0965294112135157,-0.425335659896031,48.4916648086869,35.7650822382042,0.248965605135433,0.173400516233464,13,10,0,0,13,9,13,10,0,0,1,0.9,13,10,0,0,13,7,13,10,0,0,1,0.7,13,9,-25.1978290251806,-0.328806248682515,nl,arrange,organize,afspreken,organiseren,afsprekenorganiseren
ouder,561.708125011377,523.755857151205,-0.321045592633445,-0.555154916402102,83.0043419901984,30.7014071323388,0.300752091557102,0.118350452012947,10,22,0,0,8,21,8,21,0,0,1,1,10,22,0,0,8,20,8,21,0,0,1,0.952380952380952,8,21,-37.9522678601714,-0.234109323768657,nl,adult,parent,volwassen,ouder,volwassenouder
over,518.624374982774,421.985666679723,-0.622207830744004,-1.00153821046339,29.9112650471731,33.1134289967095,0.116792347842742,0.102135549050143,17,9,0,0,16,6,16,7,0,0,1,0.857142857142857,17,9,0,0,11,6,16,7,0,0,0.6875,0.857142857142857,16,6,-96.6387083030507,-0.379330379719382,nl,out,about,uit,over,uitover
overblijven,589.043999997549,628.095214267841,-0.152970694588863,-0.0469530665951329,30.4734448840525,77.0204898256892,0.144216352881608,0.307464350028772,32,17,0,0,30,14,30,14,0,0,1,1,32,17,0,0,28,14,30,14,0,0,0.933333333333333,1,30,14,39.051214270292,0.10601762799373,nl,stay,remain,blijven,overblijven,blijvenoverblijven
overdracht,568.299583341912,505.896999948348,-0.286115583921154,-0.551637335885242,43.6139603013469,21.7599222934977,0.142280445082546,0.101104144890786,12,4,0,0,12,3,12,3,0,0,1,1,12,4,0,0,11,3,12,3,0,0,0.916666666666667,1,12,3,-62.402583393564,-0.265521751964088,nl,move,transfer,verplaatsen,overdracht,verplaatsenoverdracht
overdrijven,682.727899995845,541.396857139837,0.209442176630318,-0.49200084174358,206.188740182769,29.4482871583786,0.886230509285694,0.0692248239894712,11,7,0,0,10,7,10,7,0,0,1,1,10,7,1,0,9,7,9,7,1,0,1,1,10,7,-141.331042856007,-0.701443018373898,nl,underestimate,exaggerate,onderschatten,overdrijven,onderschattenoverdrijven
overleven,539.007066672086,522.212545452953,-0.542379512148482,-0.537040298537426,29.9910232226192,38.7632830257089,0.100188907902763,0.130402218334005,15,14,0,0,15,11,15,11,0,0,1,1,15,14,0,0,15,10,15,11,0,0,1,0.909090909090909,15,11,-16.7945212191329,0.00533921361105638,nl,live,survive,leven,overleven,levenoverleven
pa,509.96224995816,568.635545428448,-0.531784223969973,-0.320672960104238,34.0867954166286,32.4054418052926,0.123926528284935,0.102849795508558,18,13,0,0,16,11,16,12,0,0,1,0.916666666666667,18,13,0,0,13,12,16,12,0,0,0.8125,1,16,11,58.6732954702881,0.211111263865735,nl,uncle,dad,oom,pa,oompa
paard,470.231428571946,468.397142847611,-0.853032633752666,-0.852451391170594,22.0712891697078,19.6345533424758,0.0765774007175554,0.104301170656641,15,16,1,0,14,14,14,14,1,0,1,1,15,16,1,0,13,14,14,14,1,0,0.928571428571429,1,14,14,-1.83428572433434,0.000581242582071817,nl,donkey,horse,ezel,paard,ezelpaard
pad,689.051545467564,601.531285692971,0.0127277139753185,-0.269968007392933,149.993821615719,45.5183890975595,0.601681076475693,0.130492077479262,11,15,0,0,11,14,11,14,0,0,1,1,11,15,0,0,11,14,11,14,0,0,1,1,11,14,-87.5202597745928,-0.282695721368251,nl,route,path,route,pad,routepad
pakket,670.203125012755,560.986882324666,-0.208949115291456,-0.47401165640993,65.9805471338847,47.1002939681907,0.139847873271845,0.167622629178319,9,17,1,1,8,17,8,17,0,0,1,1,9,17,1,1,6,17,8,17,0,0,0.75,1,8,17,-109.216242688089,-0.265062541118473,nl,envelope,package,envelop,pakket,enveloppakket
pantser,690.940947358659,670.575230753851,0.251321051585312,0.238351824459229,76.1149642611028,58.4144470316199,0.313609711446088,0.320466676539044,24,22,0,0,19,13,22,21,0,0,0.863636363636364,0.619047619047619,24,22,0,0,21,21,22,21,0,0,0.954545454545455,1,19,13,-20.3657166048082,-0.0129692271260835,nl,shield,armor,schild,pantser,schildpantser
paragraaf,618.234099997563,660.435375013236,-0.0867479394169794,0.00747574087190679,45.6822536098646,120.181050464544,0.215273163868991,0.503653090082742,12,8,0,0,10,8,11,8,0,0,0.909090909090909,1,12,8,0,0,8,8,11,8,0,0,0.727272727272727,1,10,8,42.2012750156736,0.0942236802888862,nl,section,paragraph,sectie,paragraaf,sectieparagraaf
paranormaal,631.234000009568,709.996916612154,0.0421152474277174,0.15124429596865,46.7547022395285,56.7238568687885,0.188298809468662,0.146161968975677,18,14,1,0,18,12,18,12,0,0,1,1,18,14,1,0,16,11,18,12,0,0,0.888888888888889,0.916666666666667,18,12,78.7629166025862,0.109129048540932,nl,supernatural,paranormal,bovennatuurlijk,paranormaal,bovennatuurlijkparanormaal
parfum,489.256666668283,464.992666630576,-0.77182314753162,-0.752256954776363,20.4640703524599,27.9284044891849,0.126228610033368,0.095154585737058,6,9,0,0,6,9,6,9,0,0,1,1,6,9,0,0,6,9,6,9,0,0,1,1,6,9,-24.2640000377078,0.0195661927552571,nl,lipstick,perfume,lippenstift,parfum,lippenstiftparfum
partij,552.219416672218,545.837407405616,-0.458693789495792,-0.443778707818502,42.4422144898354,21.8193388882703,0.202311802474721,0.099738886980642,12,29,0,0,12,27,12,27,0,0,1,1,12,29,0,0,12,26,12,27,0,0,1,0.962962962962963,12,27,-6.38200926660204,0.0149150816772896,nl,reception,party,ontvangst,partij,ontvangstpartij
paspoort,527.716600003559,592.64550001207,-0.64510810627618,-0.323093574742623,74.6803950143769,55.8939335437848,0.203932043413476,0.218978682811068,6,17,0,0,5,16,5,17,0,0,1,0.941176470588235,6,17,0,0,3,14,5,17,0,0,0.6,0.823529411764706,5,16,64.9289000085105,0.322014531533557,nl,ticket,passport,ticket,paspoort,ticketpaspoort
passie,549.464142815443,553.408900034006,-0.449421018357143,-0.318691325373523,31.7806307591885,36.5689607519779,0.125342840105333,0.148485716083447,7,10,0,0,7,10,7,10,0,0,1,1,7,10,0,0,7,10,7,10,0,0,1,1,7,10,3.94475721856281,0.13072969298362,nl,enthusiasm,passion,enthousiasme,passie,enthousiasmepassie
patrouille,606.630749997348,591.526857142012,-0.0910251962108368,-0.346587639137335,38.3132910427519,42.391329704071,0.177537333658375,0.192040727448541,14,8,0,0,12,8,14,8,0,0,0.857142857142857,1,14,8,0,0,14,7,14,8,0,0,1,0.875,12,7,-15.1038928553359,-0.255562442926498,nl,guard,patrol,bewaker,patrouille,bewakerpatrouille
pen,547.515999983783,590.313136360031,-0.599740833569855,-0.265154311345441,43.7725736315895,40.282680656031,0.133236853772333,0.164095950796148,17,24,0,0,15,22,15,23,0,0,1,0.956521739130435,17,24,0,0,15,19,15,23,0,0,1,0.826086956521739,15,22,42.7971363762488,0.334586522224414,nl,paper,pen,papier,pen,papierpen
penis,566.366583338121,604.273230795108,-0.371426015693826,-0.237865305421281,36.8714670766172,45.8082500187826,0.115380892159793,0.154135721679575,24,13,0,0,24,13,24,13,0,0,1,1,24,13,0,0,23,13,24,13,0,0,0.958333333333333,1,24,13,37.9066474569869,0.133560710272545,nl,vagina,penis,vagina,penis,vaginapenis
perfect,580.31269998747,471.123727246606,-0.253581701630473,-0.773287578450797,92.2477335743676,24.1465267114651,0.402867904185347,0.0926644724147517,22,13,0,0,20,11,21,11,0,0,0.952380952380952,1,21,13,1,0,19,11,20,11,1,0,0.95,1,20,11,-109.188972740864,-0.519705876820324,nl,ideal,perfect,ideaal,perfect,ideaalperfect
perimeter,803.169333324813,645.69649999635,0.395867446437297,0.155495305062641,60.9251547169088,48.061502110507,0.206814831641302,0.209265322740702,9,25,0,0,9,18,9,24,0,0,1,0.75,9,25,0,0,9,24,9,24,0,0,1,1,9,18,-157.472833328463,-0.240372141374656,nl,radius,perimeter,straal,perimeter,straalperimeter
periode,525.511800003771,520.863333385421,-0.596191851709956,-0.481423193126693,43.7465391031119,23.3402928514087,0.178618572307546,0.0780872743960642,11,21,0,1,10,21,11,21,0,0,0.909090909090909,1,11,21,0,1,11,20,11,21,0,0,1,0.952380952380952,10,21,-4.64846661834952,0.114768658583263,nl,phase,period,fase,periode,faseperiode
persoonlijkheid,493.424750064092,555.745454545527,-0.632525984480593,-0.345058392219855,36.5336996205598,49.6361012250558,0.0836711589914528,0.182526633171921,8,12,0,0,8,11,8,11,0,0,1,1,8,12,0,0,8,11,8,11,0,0,1,1,8,11,62.3207044814347,0.287467592260738,nl,character,personality,karakter,persoonlijkheid,karakterpersoonlijkheid
perspectief,634.769249983074,625.000124992146,-0.207552132590193,-0.194116464163273,93.7576421768834,64.2610345438772,0.243823853048271,0.213510141532124,13,16,0,0,12,16,12,16,0,0,1,1,13,16,0,0,10,16,12,16,0,0,0.833333333333333,1,12,16,-9.76912499092782,0.0134356684269196,nl,view,perspective,visie,perspectief,visieperspectief
pet,510.50310526302,591.080882383373,-0.57106824237282,-0.354065339647882,31.3346109695434,89.0799584925238,0.164151030460256,0.356300743717404,21,19,0,0,19,17,21,19,0,0,0.904761904761905,0.894736842105263,21,19,0,0,20,18,21,19,0,0,0.952380952380952,0.947368421052632,19,17,80.5777771203529,0.217002902724938,nl,glasses,cap,bril,pet,brilpet
pijn,543.086062498502,530.555133361335,-0.577520994134898,-0.48979199585558,54.8286824741685,37.1403972218518,0.201782839918892,0.154379170754667,18,15,0,0,16,15,16,15,0,0,1,1,18,15,0,0,16,15,16,15,0,0,1,1,16,15,-12.530929137166,0.0877289982793181,nl,suffering,pain,lijden,pijn,lijdenpijn
pil,529.21431250836,613.35500000132,-0.448656942216222,-0.133653439017349,31.8479489728768,60.3500455646013,0.0977229321447039,0.259786710988394,17,10,0,0,16,9,16,9,0,0,1,1,17,10,0,0,16,8,16,9,0,0,1,0.888888888888889,16,9,84.1406874929597,0.315003503198873,nl,tablet,pill,tablet,pil,tabletpil
piloot,454.527941191206,568.279277766004,-0.716469203603668,-0.256974809302615,16.2048287165913,37.9276115170341,0.0671658192924796,0.180239138305755,17,20,0,0,17,18,17,18,0,0,1,1,17,20,0,0,16,10,17,18,0,0,0.941176470588235,0.555555555555556,17,18,113.751336574798,0.459494394301053,nl,astronaut,pilot,astronaut,piloot,astronautpiloot
pistool,447.407999986641,564.047105294861,-0.83456170424748,-0.379519674079717,23.138675678757,31.0930374805754,0.063017413583376,0.0782617398514725,15,21,0,0,14,19,14,20,0,0,1,0.95,15,21,0,0,13,20,14,20,0,0,0.928571428571429,1,14,19,116.639105308219,0.455042030167763,nl,rifle,gun,geweer,pistool,geweerpistool
plaats,503.788999979565,595.0278695899,-0.641508842507043,-0.339832136606315,33.6191223076802,42.7938677811153,0.130991723788163,0.14038132571398,23,23,0,0,22,23,22,23,0,0,1,1,23,23,0,0,21,19,22,23,0,0,0.954545454545455,0.826086956521739,22,23,91.2388696103346,0.301676705900728,nl,place,location,ruimte,plaats,ruimteplaats
