target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ro_cue,ro_target,ro_word_combo,unrelated_ro_cue
de obicei,547.184297866783,689.47984374668,-0.709052214312098,-0.264885035431322,18.4523233843357,25.9456283056677,0.0425251302356924,0.0775210596619625,50,72,1,2,47,64,48,65,1,1,0.979166666666667,0.984615384615385,50,72,1,2,47,63,48,65,1,1,0.979166666666667,0.969230769230769,47,64,142.295545879897,0.444167178880776,ro,normally,usually,în mod normal,de obicei,în mod normalde obicei,robot
de urgență,671.469918363263,735.598459943922,-0.200313993793848,0.0053667150550623,36.1346281571871,42.5807811579647,0.114429791822968,0.137813257893201,50,54,1,0,49,50,49,51,0,0,1,0.980392156862745,50,54,1,0,49,51,49,51,0,0,1,1,49,50,64.1285415806595,0.20568070884891,ro,urgent,emergency,urgent,de urgență,urgentde urgență,model
decembrie,567.380877552911,571.510431374752,-0.656485468832615,-0.548544076233848,46.3129734058874,19.4847398533188,0.140484697551779,0.0621649010352545,50,53,0,2,49,51,49,52,0,0,1,0.980769230769231,50,53,0,2,48,51,49,52,0,0,0.979591836734694,0.980769230769231,49,51,4.12955382184111,0.107941392598766,ro,november,december,noiembrie,decembrie,noiembriedecembrie,jocuri de noroc
deceniu,625.759907422302,685.184095878256,-0.575045362215832,-0.303518488924986,36.3649218139745,35.2689794498619,0.0810109579627995,0.152435957357901,55,80,1,2,54,73,54,74,0,0,1,0.986486486486487,55,79,1,3,51,72,54,73,0,1,0.944444444444444,0.986301369863014,54,73,59.4241884559542,0.271526873290846,ro,century,decade,secol,deceniu,secoldeceniu,bolnav
definiție,596.897659981706,655.199187495972,-0.489604764527854,-0.384810677790935,28.0078671844672,28.2289229861094,0.0833127723309478,0.0866088549905364,50,54,0,2,50,48,50,48,0,2,1,1,50,56,0,0,50,49,50,50,0,0,1,0.98,50,48,58.3015275142659,0.104794086736919,ro,concept,definition,concept,definiție,conceptdefiniție,permite
deget mare,692.005627132562,798.848980377337,-0.178664631618185,0.0563336771295032,22.2525240610513,28.4994862059105,0.0747569130946237,0.081109141198145,66,58,2,3,59,51,59,51,1,1,1,1,66,57,2,4,59,51,59,51,1,1,1,1,59,51,106.843353244775,0.234998308747689,ro,finger,thumb,deget,deget mare,degetdeget mare,majestate
delicios,565.898115383578,569.857185163383,-0.57440425331026,-0.593766304511966,20.4893777008988,21.0462211476251,0.0726892625290837,0.0626095433301126,55,55,1,2,52,54,52,54,0,2,1,1,55,55,1,2,52,53,52,54,0,2,1,0.981481481481482,52,54,3.95906977980542,-0.0193620512017058,ro,tasty,delicious,gustos,delicios,gustosdelicios,opus
demnitate,685.664260006331,622.028980765251,-0.260613036956716,-0.354313344351917,34.8857454933717,19.0556089413418,0.108103283905965,0.0745690978848514,51,57,2,0,50,52,50,52,1,0,1,1,51,56,2,1,50,49,50,51,1,1,1,0.96078431372549,50,52,-63.6352792410797,-0.0937003073952018,ro,pride,dignity,mândrie,demnitate,mândriedemnitate,verde
democraţie,665.631777786586,682.975200110258,-0.365043248026962,-0.404907789278731,29.9415282187809,32.2653328978377,0.0858649289126253,0.0674095483201994,59,58,4,2,55,55,55,55,1,0,1,1,60,58,3,2,53,54,56,55,0,0,0.946428571428571,0.981818181818182,54,55,17.3434223236719,-0.0398645412517689,ro,freedom,democracy,libertate,democraţie,libertatedemocraţie,fier
demonstrație,706.319061204428,784.856822190318,-0.149067145698048,0.0115842326320277,30.382703390431,41.1039733739976,0.0954281102080561,0.0898276800266014,54,51,0,1,49,45,50,48,0,0,0.98,0.9375,54,49,0,3,48,46,50,46,0,2,0.96,1,49,45,78.5377609858908,0.160651378330076,ro,protest,demonstration,protest,demonstrație,protestdemonstrație,speria
departe,551.110959935433,630.739787184872,-0.610041436690966,-0.415982618876335,25.6334707852691,50.974097122169,0.0766433489722605,0.179992586304716,54,51,0,1,50,47,50,47,0,0,1,1,54,51,0,1,48,43,50,47,0,0,0.96,0.914893617021277,50,47,79.6288272494396,0.19405881781463,ro,near,far,aproape,departe,aproapedeparte,rom
depozit de arme,874.702967215721,857.333780005181,0.295809083673369,0.328400883944968,43.5590255346664,40.2037746075012,0.132536530574742,0.0973935329070156,67,55,0,0,61,50,62,52,0,0,0.983870967741935,0.961538461538462,66,55,1,0,57,51,61,52,1,0,0.934426229508197,0.980769230769231,61,50,-17.3691872105393,0.0325918002715996,ro,arsenal,armory,arsenal,depozit de arme,arsenaldepozit de arme,crăciun
depresie,571.220180086435,667.517816311094,-0.681619660265132,-0.336604946474086,25.3394259159219,30.8175606447779,0.0665071389226899,0.0800869186898259,52,53,1,0,50,49,50,49,0,0,1,1,52,52,1,1,49,43,50,48,0,1,0.98,0.895833333333333,50,49,96.2976362246586,0.345014713791047,ro,stress,depression,stres,depresie,stresdepresie,urs
descriere,662.879927337816,588.188869575552,-0.273499298550901,-0.533548199050705,26.3834877259982,18.8403206348538,0.0825861639541138,0.0505446971360513,56,50,1,0,56,46,56,47,1,0,1,0.978723404255319,55,50,2,0,53,47,55,47,2,0,0.963636363636364,1,55,46,-74.6910577622639,-0.260048900499804,ro,profile,description,profil,descriere,profildescriere,țară
desenare,721.878351801256,944.238673449846,-0.204857784955785,0.718655091076454,40.8232853587666,75.3913739716484,0.142877294980028,0.253740385678037,58,53,1,1,54,49,55,52,0,0,0.981818181818182,0.942307692307692,58,52,1,2,49,44,55,51,0,1,0.890909090909091,0.862745098039216,54,49,222.36032164859,0.923512876032239,ro,paint,draw,pictare,desenare,pictaredesenare,milos
deseori,569.95746666546,637.819239118077,-0.729447126566807,-0.371500448483884,20.6877927807995,23.2688052539671,0.0567433350725493,0.0724029267319841,54,52,4,2,45,46,46,51,1,1,0.978260869565217,0.901960784313726,54,53,4,1,46,52,46,52,1,0,1,1,45,46,67.8617724526173,0.357946678082923,ro,sometimes,often,uneori,deseori,uneorideseori,în regulă
despre,680.352596498869,564.051754383585,-0.238061966036156,-0.624963528075626,36.5654285112696,20.3751094402995,0.136140389089154,0.0648173584352144,58,58,1,1,57,57,57,58,0,1,1,0.982758620689655,58,58,1,1,56,50,57,58,0,1,0.982456140350877,0.862068965517241,57,57,-116.300842115284,-0.38690156203947,ro,out,about,afară,despre,afarădespre,os
destin,632.84202942801,564.171086955462,-0.449771367576464,-0.635263391934793,36.6693180606092,19.8212638926732,0.12881650277472,0.0602144376999604,74,50,2,0,68,46,68,46,1,0,1,1,74,50,2,0,67,45,68,46,1,0,0.985294117647059,0.978260869565217,68,46,-68.6709424725481,-0.185492024358329,ro,fate,destiny,soartă,destin,soartădestin,numerar
detectiv,596.571750000236,588.56384439267,-0.523937426267323,-0.568525515159609,17.9657147137142,21.7687177575405,0.0645666925972902,0.053473290512194,54,53,3,1,53,45,53,45,0,0,1,1,54,52,3,2,52,41,53,44,0,1,0.981132075471698,0.931818181818182,52,45,-8.0079056075657,-0.0445880888922859,ro,agent,detective,agent,detectiv,agentdetectiv,literalmente
determinare,719.105319999685,778.339978746203,-0.156498788413118,0.0242446963416233,38.0670962788688,44.2781668100491,0.100999968639128,0.131733042733552,50,51,1,0,50,47,50,48,0,0,1,0.979166666666667,50,51,1,0,49,46,50,48,0,0,0.98,0.958333333333333,50,47,59.2346587465178,0.180743484754741,ro,courage,determination,curaj,determinare,curajdeterminare,lanţ
devotament,772.141756087473,924.020065252397,0.0982304869215141,0.39138330295062,34.1085509219381,57.7942385931474,0.127141031362953,0.170767882621565,50,51,0,3,41,46,43,48,0,1,0.953488372093023,0.958333333333333,49,51,1,3,42,47,43,48,0,1,0.976744186046512,0.979166666666667,41,46,151.878309164924,0.293152816029106,ro,fidelity,devotion,fidelitate,devotament,fidelitatedevotament,hoţ
devreme,567.151021288142,658.08489829708,-0.587451910465275,-0.480528922399289,34.2533435385264,29.6886498967054,0.10899398727421,0.0818753547164954,50,64,0,2,48,59,49,61,0,0,0.979591836734694,0.967213114754098,49,64,1,2,45,61,48,61,1,0,0.9375,1,47,59,90.9338770089375,0.106922988065986,ro,late,early,târziu,devreme,târziudevreme,ecran
dezamăgire,626.616911115442,730.678811346433,-0.390131820975643,-0.160162986185558,25.556554321772,39.6941364580917,0.0614110620211967,0.104456637102498,50,57,2,0,45,53,45,53,0,0,1,1,50,57,2,0,44,53,45,53,0,0,0.977777777777778,1,45,53,104.061900230992,0.229968834790085,ro,surprise,disappointment,surpriză,dezamăgire,surprizădezamăgire,martor
dezgustător,657.399755094843,647.435744681345,-0.332470116175101,-0.4020595248951,19.5689865601326,35.6564551209327,0.0642531164950087,0.0851780451250377,51,51,0,3,49,47,50,47,0,1,0.98,1,51,51,0,3,49,46,50,47,0,1,0.98,0.978723404255319,49,47,-9.96401041349759,-0.0695894087199992,ro,dirty,disgusting,murdar,dezgustător,murdardezgustător,cutremur
dezvoltare,617.920699987458,619.357280005839,-0.435121759024284,-0.425438007868309,23.2156079200857,28.7469775132564,0.0664891820304549,0.0908446497807939,55,51,3,1,50,50,50,50,2,1,1,1,55,51,3,1,49,48,50,50,2,1,0.98,0.96,50,50,1.43658001838128,0.00968375115597503,ro,progress,development,progres,dezvoltare,progresdezvoltare,spital
diavol,660.974078439402,663.612535713641,-0.258056889267946,-0.31740426003183,53.8864135359756,30.5322494284282,0.188193209641813,0.0816851295826496,52,62,3,1,51,56,51,56,0,0,1,1,52,62,3,1,50,56,51,56,0,0,0.980392156862745,1,51,56,2.63845727423882,-0.059347370763884,ro,angel,devil,înger,diavol,îngerdiavol,întrebare
diferit,578.028660011786,530.867836315732,-0.601278388202451,-0.680524378416721,17.344617411904,20.1906304020209,0.0676325923221825,0.0598685505205273,54,57,2,0,50,55,50,55,2,0,1,1,54,56,2,1,49,54,50,54,2,1,0.98,1,50,55,-47.1608236960536,-0.0792459902142703,ro,similar,different,similar,diferit,similardiferit,gata
dimineaţă,581.109588223916,570.986760869096,-0.67126338488087,-0.658672737072398,32.512968978839,33.9164488726191,0.084829518549874,0.0910380500065575,55,50,1,0,51,46,51,46,0,0,1,1,55,50,1,0,51,44,51,46,0,0,1,0.956521739130435,51,46,-10.1228273548199,0.0125906478084723,ro,tomorrow,morning,mâine,dimineaţă,mâinedimineaţă,maro
dinamită,846.827760880507,857.551795470237,0.17581264062041,0.323491017111971,56.2107693745686,56.3280841546469,0.118026148228877,0.186691936289149,50,50,3,2,46,44,47,46,1,0,0.978723404255319,0.956521739130435,51,50,2,2,48,43,48,46,0,0,1,0.934782608695652,46,44,10.72403458973,0.14767837649156,ro,gunpowder,dynamite,praf de puşcă,dinamită,praf de puşcădinamită,şansă
ding,1327.2539411943,1063.71599999168,1.89923015175475,1.17761808846313,140.434895546213,127.653586659322,0.687067413572145,0.511188946716027,52,55,3,1,17,17,48,53,1,0,0.354166666666667,0.320754716981132,52,56,3,0,20,52,48,53,1,0,0.416666666666667,0.981132075471698,17,17,-263.537941202626,-0.721612063291623,ro,ping,ding,ping,ding,pingding,aici
dinte,613.405185193143,589.346658580407,-0.509555847609849,-0.612706211720832,35.0956823864372,20.9065950862148,0.0950695521225066,0.057561266749064,55,50,1,2,54,42,54,44,0,2,1,0.954545454545455,55,52,1,0,52,44,54,46,0,0,0.962962962962963,0.956521739130435,54,41,-24.0585266127358,-0.103150364110984,ro,nail,tooth,unghie,dinte,unghiedinte,civil
director,612.995568153753,614.486111093016,-0.462890471296875,-0.474188140342301,25.9623802163424,29.2702107303716,0.0910800846581869,0.10321994016285,50,51,2,2,44,45,44,46,1,0,1,0.978260869565217,49,51,3,2,43,44,43,46,2,0,1,0.956521739130435,44,45,1.4905429392636,-0.011297669045426,ro,producer,director,producător,director,producătordirector,roșu
discuţie,573.781999952125,620.260156855519,-0.623861053528218,-0.380129575347073,15.7382016517259,28.5575064684775,0.0472697427818916,0.0783491274158337,61,56,1,0,57,51,57,51,0,0,1,1,61,56,1,0,57,50,57,51,0,0,1,0.980392156862745,57,51,46.4781569033934,0.243731478181145,ro,conversation,discussion,conversaţie,discuţie,conversaţiediscuţie,mizerabil
dispariție,677.030865378333,734.907285631029,-0.335086355121588,-0.0347381976806205,40.4666410435809,54.3713028028735,0.112866131823576,0.138217781436713,59,52,2,2,52,49,53,51,0,0,0.981132075471698,0.96078431372549,59,52,2,2,52,49,53,51,0,0,0.981132075471698,0.96078431372549,52,49,57.8764202526958,0.300348157440967,ro,death,disappearance,moarte,dispariție,moartedispariție,sicriu
dispozitiv,689.914558831421,617.29933336054,-0.164037664280195,-0.54641583597392,29.1404970154669,28.6712658382953,0.115215595037193,0.084068709326341,74,54,1,2,68,48,70,48,0,0,0.971428571428571,1,74,54,1,2,50,48,70,48,0,0,0.714285714285714,1,68,48,-72.6152254708815,-0.382378171693724,ro,chip,device,cip,dispozitiv,cipdispozitiv,decent
disputa,729.408260858275,796.172500013176,-0.172028961001048,0.219280040495221,34.358691589649,33.0505817202092,0.101182026382266,0.144103345558454,57,66,0,1,46,58,47,59,0,0,0.978723404255319,0.983050847457627,57,66,0,1,46,56,47,59,0,0,0.978723404255319,0.949152542372881,46,58,66.7642391549006,0.391309001496269,ro,conflict,dispute,conflict,disputa,conflictdisputa,păianjen
district,766.102090867707,858.053851064956,0.100220890463874,0.32898893272004,58.4156961328583,58.458374217117,0.177643314729985,0.152641630399693,51,53,2,3,44,47,45,50,0,1,0.977777777777778,0.94,51,52,2,4,45,47,45,49,0,2,1,0.959183673469388,44,47,91.9517601972482,0.228768042256166,ro,county,district,județ,district,județdistrict,ucigaş
distrugere,623.179886835696,615.451425535053,-0.439423433156906,-0.46314791450575,22.796877201669,20.8743429147791,0.073404226125254,0.0503494295789869,55,50,0,1,53,47,53,49,0,0,1,0.959183673469388,55,50,0,1,52,49,53,49,0,0,0.981132075471698,1,53,47,-7.72846130064306,-0.0237244813488445,ro,creation,destruction,creație,distrugere,creațiedistrugere,cheie
divin,624.916617036368,555.953596148075,-0.496261180871661,-0.702526196671931,30.3943458952313,19.5449095403306,0.0696075765724639,0.057876580800208,55,62,3,3,47,52,47,53,1,2,1,0.981132075471698,55,61,3,4,47,48,47,52,1,3,1,0.923076923076923,47,52,-68.9630208882934,-0.20626501580027,ro,god,divine,dumnezeu,divin,dumnezeudivin,vară
divizie,638.712980773392,731.834239996743,-0.43963778918979,-0.015218375700034,34.3869770300526,35.0656079752389,0.0874759656113359,0.105113149836422,54,52,3,1,52,50,52,50,0,0,1,1,54,51,3,2,50,50,52,50,0,0,0.961538461538462,1,52,50,93.1212592233502,0.424419413489756,ro,unit,division,unitate,divizie,unitatedivizie,vagin
doamnă,574.09130611433,582.241909086203,-0.528291629159182,-0.634526697969836,34.1805231800552,21.3203861549282,0.126587783942972,0.0525525607420896,51,63,0,3,49,55,50,56,0,0,0.98,0.982142857142857,51,62,0,4,44,55,50,56,0,0,0.88,0.982142857142857,49,55,8.15060297187279,-0.106235068810654,ro,lord,lady,lord,doamnă,lorddoamnă,util
doctor,503.123716992791,580.912075484587,-0.825265513763724,-0.600023953946676,15.5254771090762,21.0816324702756,0.052022668909034,0.0698544796613085,53,54,0,1,53,53,53,53,0,0,1,1,53,54,0,1,49,51,53,53,0,0,0.924528301886792,0.962264150943396,53,53,77.788358491796,0.225241559817048,ro,surgeon,doctor,chirurg,doctor,chirurgdoctor,sumă
document,584.182698112621,607.024640012294,-0.568546400450043,-0.418277624177284,16.2252803624887,31.9282962269337,0.0573443463901379,0.12190580825453,58,52,2,3,53,50,54,50,0,1,0.981481481481482,1,58,52,2,3,52,50,54,50,0,1,0.962962962962963,1,53,50,22.8419418996721,0.150268776272758,ro,file,document,fişier,document,fişierdocument,doză
dolar,673.688490211793,605.114359983788,-0.285339356083069,-0.52808690251417,48.2935134982745,25.1146340828416,0.150774484820838,0.0851821031994296,54,54,3,1,51,50,51,50,1,0,1,1,54,54,3,1,27,49,51,50,1,0,0.529411764705882,0.98,51,50,-68.5741302280054,-0.242747546431101,ro,pound,dollar,livră,dolar,livrădolar,naștere
donație,649.605280009357,698.774719984915,-0.454864621516695,-0.27700182085023,34.5675619496832,49.24796544902,0.101677758886263,0.132300301898423,55,52,1,1,50,50,51,50,1,1,0.980392156862745,1,56,52,0,1,51,50,52,50,0,1,0.980769230769231,1,50,50,49.1694399755579,0.177862800666465,ro,charity,donation,caritate,donație,caritatedonație,zilnic
dorință,602.199303578448,563.774573777668,-0.535771112792878,-0.673836117308582,23.8721752951781,15.1848528850974,0.0706235484992869,0.0524333373539359,59,67,1,4,56,61,56,62,1,1,1,0.983870967741935,59,67,1,4,42,62,56,62,1,1,0.75,1,56,61,-38.42472980078,-0.138065004515704,ro,desire,wish,dorire,dorință,doriredorință,puşcă
dormi,550.254795479185,603.995188681587,-0.633084361764807,-0.543199347745486,23.4061173458047,25.4117533783432,0.0708149741553416,0.0745749370065053,50,56,3,0,44,53,44,53,1,0,1,1,50,56,3,0,44,51,44,53,1,0,1,0.962264150943396,44,53,53.7403932024022,0.0898850140193213,ro,rest,sleep,odihni,dormi,odihnidormi,ciumă
dormitor,556.239592582221,577.24524998359,-0.63551477308491,-0.712739315812032,20.196348648377,19.2027805657676,0.0716505995577157,0.0438412925574937,58,54,0,1,54,52,55,52,0,0,0.981818181818182,1,58,54,0,1,54,52,55,52,0,0,0.981818181818182,1,54,52,21.005657401369,-0.0772245427271228,ro,room,bedroom,cameră,dormitor,camerădormitor,pradă
dragoste,595.910999990853,578.994604164468,-0.570857295198769,-0.631432558421707,29.589017642287,28.2273725736892,0.0853815571591829,0.082549223396924,51,54,1,1,51,48,51,48,0,0,1,1,51,54,1,1,48,48,51,48,0,0,0.941176470588235,1,51,48,-16.916395826385,-0.0605752632229372,ro,hate,love,ură,dragoste,urădragoste,mediu
drog,604.645638274331,597.865749977299,-0.57301769785148,-0.479989437756089,34.6892654475032,28.0385041427448,0.126674359680025,0.116085579663894,54,55,2,0,47,48,48,48,0,0,0.979166666666667,1,54,55,2,0,47,47,48,48,0,0,0.979166666666667,0.979166666666667,47,48,-6.77988829703258,0.0930282600953908,ro,alcohol,drug,alcool,drog,alcooldrog,galerie
drăguţ,562.276428579776,528.110415083221,-0.682344998940628,-0.708357158567586,27.2900848850737,12.5316019715402,0.0741911645393142,0.0413244078698966,52,56,2,3,49,53,50,53,0,0,0.98,1,53,56,1,3,50,51,50,53,0,0,1,0.962264150943396,49,53,-34.1660134965542,-0.026012159626958,ro,sweet,cute,dulce,drăguţ,dulcedrăguţ,voce
dubă,659.620425473888,686.066000009076,-0.21389904949262,-0.273354400456158,37.592700726339,36.4634786602967,0.141219088778795,0.101242077403254,53,53,0,4,47,44,50,44,0,1,0.94,1,53,53,0,4,45,44,50,44,0,1,0.9,1,47,44,26.445574535188,-0.0594553509635374,ro,trailer,van,remorcă,dubă,remorcădubă,văduvă
dulap,580.888918354152,661.268934809497,-0.60138565105717,-0.415942020004481,17.7260753193002,46.5948264409933,0.0849046425775304,0.123579312264788,51,52,1,1,49,46,49,46,0,0,1,1,51,50,1,3,48,38,49,45,0,1,0.979591836734694,0.844444444444444,49,46,80.3800164553454,0.185443631052689,ro,cabinet,closet,cabinet,dulap,cabinetdulap,anarhie
duminică,545.391188677632,645.622810349751,-0.747724868511381,-0.557696806706984,17.2018645693433,34.1926507360374,0.0510789696967289,0.0982722283487815,59,64,0,1,53,58,53,60,0,0,1,0.966666666666667,59,64,0,1,53,58,53,60,0,0,1,0.966666666666667,53,58,100.231621672119,0.190028061804397,ro,saturday,sunday,sâmbătă,duminică,sâmbătăduminică,bonus
durere,539.663511083167,565.51644900063,-0.818365031904796,-0.721734233252265,19.2007376168942,15.2422228206365,0.0447335988192074,0.0612543398361173,52,60,1,2,45,50,47,52,0,1,0.957446808510638,0.961538461538462,52,60,1,2,45,51,47,52,0,1,0.957446808510638,0.980769230769231,45,49,25.8529379174623,0.0966307986525304,ro,suffering,pain,suferinţă,durere,suferinţădurere,cântăreţ
echipa,562.065235306503,532.440999977482,-0.675651636616236,-0.678320999035926,20.2190863953894,23.7110692687214,0.0511924046684198,0.0705580792551036,51,50,1,1,51,48,51,49,1,0,1,0.979591836734694,51,50,1,1,50,49,51,49,1,0,0.980392156862745,1,51,48,-29.6242353290216,-0.00266936241968929,ro,equipment,equip,echipamente,echipa,echipamenteechipa,afară
echipă,635.820232157822,608.070096121846,-0.444046077082793,-0.559124900671271,36.5158922261934,22.5044186922192,0.134188931531733,0.0804680205238683,61,57,2,1,56,52,58,52,1,0,0.96551724137931,1,60,57,3,1,42,50,57,52,2,0,0.736842105263158,0.961538461538462,56,52,-27.7501360359757,-0.115078823588478,ro,league,team,ligă,echipă,ligăechipă,deschide
educaţie,532.85938297943,551.322333328926,-0.757159974289431,-0.65368658553288,23.0556875910685,14.196632912889,0.058013833663215,0.0500628135409239,51,54,0,1,47,54,47,54,0,1,1,1,51,55,0,0,46,54,47,55,0,0,0.978723404255319,0.981818181818182,47,54,18.4629503494955,0.103473388756551,ro,health,education,sănătate,educaţie,sănătateeducaţie,număr
efect,545.220395846733,655.610980399213,-0.617105185669722,-0.49615449765352,17.6539186920755,31.7514957427352,0.0730259848920284,0.0758932677896064,52,57,2,3,48,51,49,51,1,2,0.979591836734694,1,52,57,2,3,49,50,49,51,1,2,1,0.980392156862745,48,51,110.39058455248,0.120950688016202,ro,influence,effect,influență,efect,influențăefect,compliment
eficace,849.465243860759,849.012486482966,0.347717116256739,0.10156894984197,31.6866199040978,51.5470193330712,0.105172042522446,0.135176839944289,53,53,2,1,41,37,48,51,1,0,0.854166666666667,0.725490196078431,54,53,1,1,47,50,49,51,0,0,0.959183673469388,0.980392156862745,41,37,-0.452757377793546,-0.246148166414769,ro,useful,effective,util,eficace,utileficace,obosit
egoist,642.883946435204,596.970891237066,-0.468713582024117,-0.51351984782688,21.3889469276096,17.5761560777876,0.0659008045407797,0.0669010881548254,58,50,0,1,56,46,56,46,0,0,1,1,58,49,0,2,55,44,56,46,0,0,0.982142857142857,0.956521739130435,56,46,-45.9130551981376,-0.0448062658027634,ro,stubborn,selfish,încăpăţânat,egoist,încăpăţânategoist,raportare
electric,604.758458338714,685.531242429669,-0.605018698962507,-0.283674872410097,32.258569499926,41.9895088734331,0.119207352596689,0.170942157783391,54,69,2,2,48,66,48,66,1,0,1,1,53,69,3,2,45,64,47,66,2,0,0.957446808510638,0.96969696969697,48,66,80.7727840909541,0.321343826552409,ro,magnetic,electric,magnetic,electric,magneticelectric,cârciumă
electricitate,683.230956466094,764.948404231904,-0.203078313227867,0.0458271115876314,52.400895169516,72.7710376452018,0.113843627215885,0.186552462001778,51,50,0,1,46,47,47,48,0,0,0.978723404255319,0.979166666666667,50,51,1,0,44,47,46,48,1,0,0.956521739130435,0.979166666666667,46,47,81.7174477658099,0.248905424815498,ro,current,electricity,curent,electricitate,curentelectricitate,motiv
elegant,570.797942322681,668.881439978434,-0.616078980759668,-0.391796237127735,26.0928705267575,40.280068785841,0.0710888802635032,0.0978143466629942,57,55,0,2,52,50,52,50,0,0,1,1,57,55,0,2,52,44,52,50,0,0,1,0.88,52,50,98.0834976557529,0.224282743631934,ro,fashionable,elegant,la modă,elegant,la modăelegant,face
element,616.125826840021,612.825019975731,-0.612880626912612,-0.479257717708021,27.659235702199,24.403773140372,0.070681895482014,0.0734151504403784,56,55,3,3,52,51,52,53,1,0,1,0.962264150943396,55,55,4,3,50,53,52,53,1,0,0.961538461538462,1,52,50,-3.30080686429005,0.133622909204591,ro,factor,element,factor,element,factorelement,milionar
elicopter,719.016320735363,644.314803925562,-0.188088599555624,-0.361953488521239,39.1804858965198,30.0786635797523,0.137799724116031,0.0931787671024928,61,55,1,2,53,51,54,51,0,0,0.981481481481482,1,61,55,1,2,53,50,54,51,0,0,0.981481481481482,0.980392156862745,53,51,-74.7015168098009,-0.173864888965615,ro,ambulance,helicopter,ambulanță,elicopter,ambulanțăelicopter,greutate
elimina,695.698661007364,797.401086938957,-0.16939583054931,-0.0453950914778258,43.4594835161264,38.3133777637132,0.176933860967606,0.0934899694058164,66,51,0,1,59,46,59,47,0,0,1,0.978723404255319,66,51,0,1,49,46,59,47,0,0,0.830508474576271,0.978723404255319,59,46,101.702425931593,0.124000739071485,ro,eliminate,remove,înlătura,elimina,înlăturaelimina,albină
emoţional,668.345036346897,539.643207548367,-0.332116165382818,-0.660568186906766,28.9362439856715,13.4751232007849,0.0909990563743989,0.0438772384169998,61,55,2,1,55,53,56,53,0,0,0.982142857142857,1,61,55,2,1,53,50,56,53,0,0,0.946428571428571,0.943396226415094,55,53,-128.701828798531,-0.328452021523948,ro,mental,emotional,mintal,emoţional,mintalemoţional,cu fermitate
energie,562.581288141908,592.116270774169,-0.685151805293174,-0.561534216079805,25.8399330543325,25.4287810054631,0.0843956774396956,0.0871458304433249,63,50,2,1,59,48,61,48,0,0,0.967213114754098,1,63,50,2,1,61,48,61,48,0,0,1,1,59,48,29.5349826322612,0.123617589213369,ro,power,energy,putere,energie,putereenergie,biblie
entuziasmat,834.315923069449,828.436659561506,0.139684095778642,0.218860478606573,66.2610564614863,52.4389632459751,0.15697333434466,0.131908162381879,53,52,1,1,39,47,45,48,0,0,0.866666666666667,0.979166666666667,53,52,1,1,45,47,45,48,0,0,1,0.979166666666667,39,47,-5.87926350794305,0.0791763828279303,ro,proud,excited,mândru,entuziasmat,mândruentuziasmat,citi
epidemie,627.021166670329,730.550142846054,-0.378622097161307,-0.0837443968494771,24.9323302693626,29.3280900969059,0.0814370420246311,0.0952575210897768,56,65,2,2,48,63,50,63,1,0,0.96,1,56,65,2,2,48,55,50,63,1,0,0.96,0.873015873015873,48,63,103.528976175725,0.29487770031183,ro,plague,epidemic,ciumă,epidemie,ciumăepidemie,vede
episod,628.219208339441,587.957346170924,-0.562574633111397,-0.58213612144233,30.1412780378457,21.5923693141786,0.0818880017740378,0.0686973415177318,54,52,5,0,48,52,49,52,0,0,0.979591836734694,1,54,52,5,0,46,52,49,52,0,0,0.938775510204082,1,48,52,-40.2618621685173,-0.0195614883309331,ro,series,episode,serial,episod,serialepisod,mare
erecție,629.429782599911,696.483999987745,-0.480815145631966,-0.313870245383422,20.0280226033121,29.012118623086,0.0829893346855019,0.0748691555905764,76,51,6,5,69,47,70,47,2,2,0.985714285714286,1,76,52,6,4,68,47,70,47,2,2,0.971428571428571,1,69,47,67.0542173878332,0.166944900248543,ro,orgasm,erection,orgasm,erecție,orgasmerecție,curat
est,550.633124998034,670.759438981727,-0.61443020846733,-0.186881365902254,35.2346713421678,33.0928277521663,0.130763356159503,0.110298328382997,51,50,0,1,48,41,48,45,0,0,1,0.911111111111111,49,50,2,1,44,43,46,45,2,0,0.956521739130435,0.955555555555556,48,41,120.126313983693,0.427548842565077,ro,west,east,vest,est,vestest,penalizare
