target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,zh_hk_cue,zh_hk_target,zh_hk_word_combo
封塵,850.269900000561,852.317857143086,0.767496135945296,0.282897776620169,80.2032819363378,114.571100230965,0.416668324449912,0.303863852440365,13,13,1,0,10,7,11,12,1,0,0.909090909090909,0.583333333333333,13,13,1,0,9,8,11,12,1,0,0.818181818181818,0.666666666666667,10,7,2.04795714252464,-0.484598359325127,zh_hk,rusty,dusty,生鏽,封塵,生鏽封塵
射擊,586.228000002557,505.342624992438,-0.430439159882488,-0.718193565199805,59.1480370134858,33.1847631869495,0.167299951193897,0.0878107351185545,17,12,0,1,16,8,17,8,0,0,0.941176470588235,1,17,12,0,1,17,8,17,8,0,0,1,1,16,8,-80.8853750101188,-0.287754405317317,zh_hk,shot,shoot,子彈,射擊,子彈射擊
專員,812.649888979937,705.388833343042,0.0875740708451537,-0.026413178270417,137.964952277469,84.9344578775289,0.326842735406061,0.231017535272183,12,17,0,2,9,12,9,12,0,0,1,1,12,18,0,1,2,8,9,12,0,0,0.222222222222222,0.666666666666667,9,12,-107.261055636895,-0.113987249115571,zh_hk,inspector,commissioner,幫辦,專員,幫辦專員
專家,518.151071438703,542.954125001557,-0.708537801950528,-0.577918970649544,24.8809900306005,40.8838937304574,0.0918266304669396,0.144696788309614,17,19,0,1,14,16,14,17,0,0,1,0.941176470588235,17,19,0,1,13,16,14,17,0,0,0.928571428571429,0.941176470588235,14,16,24.8030535628542,0.130618831300984,zh_hk,expert,specialist,行家,專家,行家專家
專業,779.02508334728,546.487700000961,0.265734642323156,-0.567108053888026,193.804938597103,40.1336510641982,0.70841930589086,0.0993347531433909,16,13,0,0,12,10,12,10,0,0,1,1,15,13,1,0,7,10,11,10,1,0,0.636363636363636,1,12,10,-232.537383346318,-0.832842696211182,zh_hk,amateur,professional,業餘,專業,業餘專業
尊嚴,496.18614287741,596.993545442126,-0.653200670190188,-0.469106356606352,49.6594187599699,33.2040770534696,0.161433571953485,0.116393844397064,9,13,0,1,7,11,9,11,0,0,0.777777777777778,1,8,13,1,1,7,9,8,11,1,0,0.875,0.818181818181818,7,11,100.807402564717,0.184094313583837,zh_hk,pride,dignity,榮耀,尊嚴,榮耀尊嚴
尋找,550.485200011052,545.518714289048,-0.524300671296123,-0.589746599343255,48.965769465265,52.9948125238354,0.146915773717309,0.160655018178713,12,8,2,1,10,7,10,7,1,0,1,1,12,8,2,1,10,7,10,7,1,0,1,1,10,7,-4.96648572200411,-0.0654459280471319,zh_hk,search,find,搜索,尋找,搜索尋找
對手,611.474649999903,532.277052635498,-0.400378911164151,-0.611172041436686,82.7614065231187,50.3711717861776,0.225292733830689,0.167265361941111,22,23,0,1,20,19,20,20,0,0,1,0.95,22,23,0,1,20,17,20,20,0,0,1,0.85,20,19,-79.197597364405,-0.210793130272535,zh_hk,enemy,opponent,敵人,對手,敵人對手
導彈,645.274357139607,678.645375001179,-0.068309932874024,-0.265044328490367,57.8111610109265,41.5200704974383,0.215821807255062,0.159727924564088,18,10,1,0,14,8,15,9,0,0,0.933333333333333,0.888888888888889,17,10,2,0,15,9,15,9,0,0,1,1,14,8,33.371017861572,-0.196734395616343,zh_hk,rocket,missile,火箭,導彈,火箭導彈
導演,461.92342857118,598.561812567688,-0.761422073447027,-0.462037856809458,30.0960283432501,58.3590145792873,0.177833941397305,0.152836186512518,7,21,0,2,7,16,7,17,0,2,1,0.941176470588235,7,21,0,2,7,15,7,17,0,2,1,0.88235294117647,7,16,136.638383996508,0.299384216637569,zh_hk,producer,director,監製,導演,監製導演
小巷,603.658399996494,686.713307691295,-0.292062678788302,-0.10214344657588,64.4097003650132,57.0423536934958,0.213716083922144,0.175245695209452,16,16,0,0,15,13,15,14,0,0,1,0.928571428571429,16,16,0,0,14,13,15,14,0,0,0.933333333333333,0.928571428571429,15,13,83.0549076948012,0.189919232212421,zh_hk,corner,alley,角落,小巷,角落小巷
小船,525.246875012817,603.24266666774,-0.577323162642745,-0.417344433617313,30.3697209472192,48.1772841696396,0.0938618846345015,0.125822165428284,11,14,2,0,8,12,8,12,0,0,1,1,11,14,2,0,8,12,8,12,0,0,1,1,8,12,77.9957916549225,0.159978729025432,zh_hk,submarine,boat,潛艇,小船,潛艇小船
尿液,542.096499994501,524.925499999437,-0.457102483328285,-0.64637185903068,25.4100608396627,43.8355339831823,0.118473758049505,0.0922804895437224,20,11,0,0,18,8,18,8,0,0,1,1,20,11,0,0,18,8,18,8,0,0,1,1,18,8,-17.1709999950635,-0.189269375702395,zh_hk,blood,urine,血液,尿液,血液尿液
屁股,523.254888888927,505.688785728052,-0.625908497649889,-0.702745914616329,18.2298176962705,24.5288412383418,0.0979196101380436,0.117171073762502,19,16,1,0,18,14,18,14,0,0,1,1,19,16,1,0,13,14,18,14,0,0,0.722222222222222,1,18,14,-17.5661031608746,-0.0768374169664396,zh_hk,ass,butt,屎忽,屁股,屎忽屁股
展覽,659.185142866211,637.568562496304,-0.133700637847388,-0.238984016952995,112.200048452261,48.4810167269736,0.46455210375336,0.136390175672189,16,20,1,1,14,16,14,16,0,0,1,1,15,20,2,1,13,16,13,16,1,0,1,1,14,16,-21.6165803699065,-0.105283379105608,zh_hk,gallery,exhibition,畫廊,展覽,畫廊展覽
山谷,747.164000010624,604.217000000589,-0.110012278368205,-0.428334002082392,118.467497712595,47.3445110293885,0.360007825026728,0.14026697167274,15,13,3,2,11,10,11,11,1,1,1,0.909090909090909,15,14,3,1,11,10,11,12,1,0,1,0.833333333333333,10,10,-142.947000010035,-0.318321723714187,zh_hk,desert,valley,沙漠,山谷,沙漠山谷
崩塌,596.119999996992,715.568090918212,-0.364496289440697,0.162121083410552,31.4392388316753,44.4208953792787,0.114558987416703,0.210211939138815,14,16,0,1,12,11,12,12,0,0,1,0.916666666666667,14,16,0,1,11,12,12,12,0,0,0.916666666666667,1,12,11,119.44809092122,0.526617372851249,zh_hk,fall,collapse,墜落,崩塌,墜落崩塌
州份,942.605166669547,738.663500008945,0.704019237802882,0.313362247716345,76.6474521792884,25.5159441286152,0.249501783026118,0.153343704255248,21,13,0,0,12,4,15,12,0,0,0.8,0.333333333333333,21,13,0,0,13,12,15,12,0,0,0.866666666666667,1,12,4,-203.941666660602,-0.390656990086538,zh_hk,federal,state,聯邦,州份,聯邦州份
巡邏,637.44699999901,744.599307696013,-0.31372930211586,0.0437008592443778,67.4210832792517,128.828062685486,0.216345095351685,0.422954874751044,19,15,0,1,15,13,15,13,0,0,1,1,19,15,0,1,14,13,15,13,0,0,0.933333333333333,1,15,13,107.152307697003,0.357430161360238,zh_hk,guard,patrol,守衛,巡邏,守衛巡邏
工人,482.125333334319,513.775315786652,-0.759570666566796,-0.686344780103878,31.1091398793002,35.4663309599001,0.152460171696607,0.107032851475895,11,23,3,1,9,19,9,19,0,0,1,1,13,23,1,1,9,18,9,19,0,0,1,0.947368421052632,9,19,31.6499824523328,0.0732258864629173,zh_hk,farmer,worker,農民,工人,農民工人
工作,421.800111128329,550.506368421579,-1.07580007967869,-0.664819494263509,22.9990565650952,40.498074249076,0.0851884353885863,0.104072812905623,13,21,0,0,9,19,9,19,0,0,1,1,13,21,0,0,9,19,9,19,0,0,1,1,9,19,128.706257293249,0.410980585415178,zh_hk,job,work,職業,工作,職業工作
左邊,526.117111112088,612.989666662829,-0.656154498251232,-0.385973537789254,69.9169465565825,47.5562810237399,0.173705387236156,0.108002390025937,17,20,0,0,9,15,10,17,0,0,0.9,0.88235294117647,17,20,0,0,10,16,10,17,0,0,1,0.941176470588235,9,15,86.8725555507411,0.270180960461978,zh_hk,right,left,右邊,左邊,右邊左邊
巨大,552.831000004095,603.476400005224,-0.539157139750894,-0.511084371764524,43.5493238078264,77.4213106883584,0.0885102070924999,0.141948113650298,14,7,0,0,12,5,12,5,0,0,1,1,14,7,0,0,12,5,12,5,0,0,1,1,12,5,50.6454000011288,0.0280727679863705,zh_hk,big,huge,大型,巨大,大型巨大
巨星,622.434999997694,655.693357142098,-0.253557107683025,-0.272418404144353,66.4730665117415,70.3290598663395,0.305105072046239,0.179705418405849,22,18,1,0,16,14,16,14,0,0,1,1,20,18,3,0,13,11,16,14,0,0,0.8125,0.785714285714286,16,14,33.2583571444043,-0.0188612964613281,zh_hk,celebrity,star,名人,巨星,名人巨星
巫婆,573.23141666525,673.039833343555,-0.44545477652467,-0.148166941825104,24.9422719676124,36.5302708841131,0.123667697037162,0.201084601948842,16,24,3,2,12,18,12,18,0,0,1,1,16,23,3,3,11,10,12,17,0,1,0.916666666666667,0.588235294117647,12,18,99.8084166783048,0.297287834699567,zh_hk,curse,witch,詛咒,巫婆,詛咒巫婆
巫師,526.722999998936,540.519285714844,-0.660914186810908,-0.517413115074118,30.3012372045577,36.2065026522012,0.0684196044497514,0.196443306450102,16,7,1,1,12,7,12,7,0,0,1,1,16,7,1,1,12,6,12,7,0,0,1,0.857142857142857,12,7,13.7962857159084,0.14350107173679,zh_hk,magic,wizard,魔法,巫師,魔法巫師
已婚,485.216071430024,642.565500003273,-0.826187347434293,-0.0859993902682135,12.5037440626156,41.3373191454939,0.057199439714516,0.254918029645494,15,17,0,3,14,16,14,16,0,0,1,1,15,17,0,3,14,15,14,16,0,0,1,0.9375,14,16,157.349428573249,0.740187957166079,zh_hk,single,married,單身,已婚,單身已婚
巴士,543.281181819082,500.463076922046,-0.581719677367605,-0.640525381109125,41.8649795217097,23.1963715780526,0.141658822227022,0.0988796960564294,25,14,1,1,22,13,22,13,1,1,1,1,25,14,1,1,22,10,22,13,1,1,1,0.769230769230769,22,13,-42.8181048970358,-0.0588057037415204,zh_hk,train,bus,火車,巴士,火車巴士
市長,620.424299998919,633.978736843288,-0.404343463004138,-0.248706105854512,59.3265913904473,58.522989027049,0.165236736133184,0.172794914490697,10,19,0,0,10,19,10,19,0,0,1,1,10,19,0,0,10,19,10,19,0,0,1,1,10,19,13.5544368443689,0.155637357149626,zh_hk,sheriff,mayor,警官,市長,警官市長
希望,510.713666656819,476.107799997157,-0.672733996356195,-0.80568736063132,32.451885188036,31.7122801697848,0.134444349921275,0.116891535104801,14,18,3,0,12,15,12,15,0,0,1,1,14,18,3,0,11,14,12,15,0,0,0.916666666666667,0.933333333333333,12,15,-34.6058666596611,-0.132953364275125,zh_hk,desire,wish,慾望,希望,慾望希望
希臘,544.959733334326,583.937571428783,-0.583450663533325,-0.499523157095387,29.3619968422777,53.4101560331937,0.0781402502238694,0.145884423421151,15,8,1,1,15,7,15,7,0,0,1,1,15,8,1,1,14,7,15,7,0,0,0.933333333333333,1,15,7,38.9778380944563,0.0839275064379378,zh_hk,roman,greek,羅馬,希臘,羅馬希臘
帝國,547.968666665731,723.757692313124,-0.792779970692879,0.0698046944757964,32.1635978269563,97.9525330825976,0.0812597588522047,0.327301835583465,15,14,2,2,12,13,12,14,0,0,1,0.928571428571429,16,14,1,2,11,13,12,14,0,0,0.916666666666667,0.928571428571429,12,13,175.789025647392,0.862584665168676,zh_hk,dynasty,empire,王朝,帝國,王朝帝國
帽子,525.671375000253,516.323916667772,-0.62219253095135,-0.600352283860865,41.8892799221342,33.9727087920651,0.144376711005664,0.146860533654112,11,12,0,1,8,12,8,12,0,0,1,1,11,12,0,1,8,12,8,12,0,0,1,1,8,12,-9.34745833248121,0.021840247090485,zh_hk,helmet,hat,頭盔,帽子,頭盔帽子
幫助,559.676444445082,597.272769229466,-0.489561571588781,-0.487414416842349,53.9462570796144,64.5954130687878,0.166201031085806,0.143117536817459,12,15,0,2,9,13,9,13,0,0,1,1,12,15,0,2,9,12,9,13,0,0,1,0.923076923076923,9,13,37.5963247843845,0.00214715474643212,zh_hk,support,assistance,支持,幫助,支持幫助
干邑,956.432857140134,,1.44788812451532,,94.1386427767483,,0.751814663828899,,22,,2,,7,,20,,0,,0.35,,22,,2,,10,,20,,0,,0.5,,7,,,,zh_hk,rum,cognac,冧酒,干邑,冧酒干邑
平價,609.993666676138,619.672888886116,-0.515357856041619,-0.223785606482682,77.7638140629211,76.2252214057917,0.182895395760034,0.328358865404094,16,11,2,0,12,9,12,10,1,0,1,0.9,16,11,2,0,12,9,12,10,1,0,1,0.9,12,9,9.67922220997798,0.291572249558937,zh_hk,expensive,cheap,昂貴,平價,昂貴平價
平常,702.208833333745,544.591599994304,0.270779074172608,-0.57564317046445,177.680030430216,54.508529760792,0.865696077035801,0.200547939968134,6,17,0,0,6,15,6,15,0,0,1,1,6,17,0,0,6,14,6,15,0,0,1,0.933333333333333,6,15,-157.617233339441,-0.846422244637058,zh_hk,ordinary,usual,普通,平常,普通平常
幻想,560.725571440019,559.61435713982,-0.689420897347072,-0.616578683303026,39.3448053080784,57.3964323921654,0.0962955958763906,0.121841722616758,19,17,1,1,14,14,15,14,0,0,0.933333333333333,1,20,17,0,1,13,11,15,14,0,0,0.866666666666667,0.785714285714286,14,14,-1.11121430019955,0.0728422140440462,zh_hk,reality,fantasy,現實,幻想,現實幻想
幻覺,660.168222220072,645.011304345944,-0.323772805442985,-0.229047075851463,88.5028314065638,67.4544639513341,0.286340867201879,0.277681577247126,12,29,1,1,10,23,10,25,0,0,1,0.92,12,29,1,1,9,23,10,25,0,0,0.9,0.92,9,23,-15.156917874128,0.0947257295915212,zh_hk,illusion,hallucination,錯覺,幻覺,錯覺幻覺
庇護所,603.1419999965,882.149000002395,-0.450375603760063,0.338169413944686,33.1309186510047,159.647514546658,0.136275617114477,0.272240613562829,14,15,0,0,12,13,12,15,0,0,1,0.866666666666667,14,15,0,0,12,11,12,15,0,0,1,0.733333333333333,12,13,279.007000005896,0.788545017704749,zh_hk,refuge,shelter,避難,庇護所,避難庇護所
底部,494.93475000509,727.047533338911,-0.727039813299534,0.121591913064498,23.6901733503878,65.3299523425543,0.0793744495742078,0.225102642070474,8,19,0,0,8,15,8,17,0,0,1,0.88235294117647,8,19,0,0,8,17,8,17,0,0,1,1,8,15,232.112783333821,0.848631726364032,zh_hk,top,bottom,頂端,底部,頂端底部
廢物,490.717166677163,660.417125005964,-0.690703161787563,-0.34268866984664,16.5638025984206,98.384896296554,0.0972405868051052,0.303450000862048,25,21,2,1,18,16,18,17,0,1,1,0.941176470588235,25,21,2,1,17,17,18,17,0,1,0.944444444444444,1,18,16,169.699958328802,0.348014491940923,zh_hk,trash,garbage,垃圾,廢物,垃圾廢物
建築師,536.455000001763,564.477222215865,-0.528012731913329,-0.516811222510307,36.7104756438231,23.2802206637206,0.117897860248961,0.0792657307696635,21,24,1,0,18,18,18,18,0,0,1,1,21,24,1,0,18,17,18,18,0,0,1,0.944444444444444,18,18,28.0222222141026,0.0112015094030219,zh_hk,engineer,architect,工程師,建築師,工程師建築師
建議,609.337999998129,546.325083338345,-0.39152894410392,-0.609430971748522,69.7511324640397,45.1877807029778,0.271511896759195,0.193088480756097,14,13,1,0,10,12,11,13,0,0,0.909090909090909,0.923076923076923,14,13,1,0,11,11,11,13,0,0,1,0.846153846153846,10,12,-63.0129166597843,-0.217902027644602,zh_hk,advice,advise,意見,建議,意見建議
建議.1,507.861499988118,554.524933351252,-0.7280027050743,-0.577837207875727,33.58305438623,32.7823091884266,0.0738722209775344,0.078254777635757,18,17,0,0,14,15,14,15,0,0,1,1,18,17,0,0,14,14,14,15,0,0,1,0.933333333333333,14,15,46.6634333631341,0.150165497198574,zh_hk,propose,suggest,提出,建議,提出建議
建造,691.905437518857,713.928727274379,-0.080539866279273,-0.0574348285901284,75.3122838443454,144.981275266579,0.304843473931995,0.42757785552241,17,15,0,1,16,11,16,11,0,0,1,1,17,15,0,1,15,10,16,11,0,0,0.9375,0.909090909090909,16,11,22.0232897555222,0.0231050376891446,zh_hk,construction,build,建築物,建造,建築物建造
引擎,631.933533325766,645.759666666665,-0.340286180184339,-0.139547907918065,63.9917817195633,48.791757655532,0.123488643781213,0.231500031879236,16,18,0,2,15,12,15,13,0,0,1,0.923076923076923,16,18,0,2,14,13,15,13,0,0,0.933333333333333,1,15,12,13.8261333408988,0.200738272266273,zh_hk,tank,engine,油缸,引擎,油缸引擎
強烈,478.534000001091,583.765312501568,-0.748958752879674,-0.355546224049125,15.6226484103024,66.169406819699,0.102596301261818,0.291573290472989,16,23,0,0,13,16,14,16,0,0,0.928571428571429,1,16,22,0,1,13,15,14,16,0,0,0.928571428571429,0.9375,13,16,105.231312500477,0.393412528830549,zh_hk,firmly,strongly,牢牢,強烈,牢牢強烈
影印,690.897750088945,569.240761905382,-0.0657665687358629,-0.411801237489682,72.1765926999727,23.8184786402732,0.342625074150234,0.108457155249224,15,21,0,0,12,21,14,21,0,0,0.857142857142857,1,14,21,1,0,10,21,13,21,1,0,0.769230769230769,1,12,21,-121.656988183563,-0.346034668753819,zh_hk,original,copy,正本,影印,正本影印
影片,504.787166671254,449.765250019875,-0.734085073238055,-0.865164208780635,31.3367757191823,31.9100585598884,0.11125773510689,0.0900441176182652,17,9,2,0,12,8,12,8,0,0,1,1,17,9,2,0,12,8,12,8,0,0,1,1,12,8,-55.0219166513791,-0.13107913554258,zh_hk,dvd,video,光碟,影片,光碟影片
後生,602.223461536097,624.50450001107,-0.344454901823354,-0.14400693168745,54.2845847474431,64.1841520570537,0.215998806380676,0.326914564020516,17,18,0,2,13,12,14,12,0,0,0.928571428571429,1,17,18,0,2,14,12,14,12,0,0,1,1,13,12,22.2810384749722,0.200447970135904,zh_hk,old,young,年老,後生,年老後生
後生仔,673.117222218137,754.53588888863,-0.193011632974545,0.280342821778914,85.6446134633018,148.838486185401,0.381933653498277,0.549683400563972,13,13,0,0,9,9,10,11,0,0,0.9,0.818181818181818,12,13,1,0,10,10,10,11,0,0,1,0.909090909090909,9,9,81.4186666704937,0.473354454753458,zh_hk,teenage,teenager,青少年,後生仔,青少年後生仔
得意,606.465823526364,597.982363653441,-0.448051496421775,-0.438964182722539,41.643799424875,49.2911980935029,0.149745056773262,0.173829200034953,19,13,0,1,17,11,17,11,0,0,1,1,19,13,0,1,17,11,17,11,0,0,1,1,17,11,-8.48345987292339,0.00908731369923638,zh_hk,sweet,cute,甜美,得意,甜美得意
得罪,584.260499998355,549.498800101999,-0.310445958747937,-0.561325551245487,47.4272649521094,24.6656046240995,0.208033225604254,0.103049571598909,19,19,0,2,18,16,18,17,0,1,1,0.941176470588235,19,19,0,2,18,16,18,17,0,1,1,0.941176470588235,18,15,-34.7616998963562,-0.25087959249755,zh_hk,insult,offend,侮辱,得罪,侮辱得罪
心口,571.082666666267,969.855999997843,-0.396571273658506,0.79003612215132,47.8504010444789,193.554528112287,0.154032616180126,0.629418870625162,16,19,0,1,9,10,12,18,0,1,0.75,0.555555555555556,16,19,0,1,12,19,12,19,0,0,1,1,9,10,398.773333331577,1.18660739580983,zh_hk,stomach,chest,胃部,心口,胃部心口
心理,501.48026315676,565.156833351459,-0.698266461151321,-0.521255902140538,30.0646561136658,57.1191099977538,0.0866488015175842,0.13362146313452,22,14,2,1,19,12,20,12,0,0,0.95,1,21,14,3,1,19,11,19,11,1,1,1,1,19,12,63.6765701946985,0.177010559010783,zh_hk,medical,psychological,醫學,心理,醫學心理
心理學,418.13477778068,562.752599989239,-1.01694617427837,-0.401133947902311,21.4417990084292,45.0395847285042,0.05315836008805,0.233518111177053,13,15,1,0,9,10,9,10,0,0,1,1,13,15,1,0,9,10,9,10,0,0,1,1,9,10,144.617822208558,0.615812226376055,zh_hk,anatomy,psychology,解剖學,心理學,解剖學心理學
快樂,552.264400001051,570.680615387543,-0.652148093676056,-0.462647448632605,49.0311872266387,58.457000162276,0.14148133056367,0.17357225677374,12,17,0,0,10,13,10,14,0,0,1,0.928571428571429,12,17,0,0,9,11,10,14,0,0,0.9,0.785714285714286,10,13,18.4162153864924,0.189500645043451,zh_hk,satisfied,happy,滿足,快樂,滿足快樂
快速,539.792647063387,705.831100002637,-0.642284421401181,-0.201713485561297,32.4199885825053,105.916402276278,0.0669534090557086,0.310409790503863,18,11,0,1,17,11,17,11,0,0,1,1,18,11,0,1,17,8,17,11,0,0,1,0.727272727272727,17,10,166.03845293925,0.440570935839884,zh_hk,slow,fast,緩慢,快速,緩慢快速
思考,536.461199998809,560.651555550938,-0.771069166755128,-0.415663249363371,46.8981109107153,58.1991524671524,0.105450485708594,0.273747934954921,20,12,1,0,15,9,15,9,0,0,1,1,20,12,1,0,15,9,15,9,0,0,1,1,15,9,24.1903555521288,0.355405917391757,zh_hk,consider,think,考慮,思考,考慮思考
性格,456.232666661871,586.057666666075,-0.86087474174285,-0.373898116618596,14.8031690614393,35.6087512366537,0.0783230876311472,0.181105966550264,9,23,1,0,6,21,6,21,0,0,1,1,9,23,1,0,5,16,6,21,0,0,0.833333333333333,0.761904761904762,6,21,129.825000004205,0.486976625124254,zh_hk,character,personality,特點,性格,特點性格
怪誕,538.681285710839,876.297142854739,-0.512512782905662,0.439105101735986,62.6719760382435,82.1138980134178,0.336038053372767,0.245388471562303,14,24,0,0,7,14,10,19,0,0,0.7,0.736842105263158,14,24,0,0,10,18,10,19,0,0,1,0.947368421052632,7,14,337.6158571439,0.951617884641648,zh_hk,ridiculous,absurd,荒謬,怪誕,荒謬怪誕
悲慘,526.194533334224,530.707949997587,-0.582545232149284,-0.627245525397108,47.1016906869851,25.8133222970209,0.155772985636628,0.0941430870159335,16,26,1,0,15,20,15,20,0,0,1,1,16,25,1,1,15,19,15,20,0,0,1,0.95,15,20,4.51341666336248,-0.0447002932478241,zh_hk,sad,tragic,傷心,悲慘,傷心悲慘
情緒,685.008545454766,624.175090910991,-0.138255400637512,-0.393518996844258,170.102299153809,71.0673628865976,0.542130954965402,0.199193554551423,16,14,1,1,11,11,11,11,0,0,1,1,15,14,2,1,10,7,10,11,1,0,1,0.636363636363636,11,11,-60.8334545437749,-0.255263596206745,zh_hk,mental,emotional,精神,情緒,精神情緒
惡劣,609.20873338025,627.792187500067,-0.544102582174356,-0.304343338976032,47.2580167736571,60.6025060830879,0.111076957227264,0.214447715672419,17,18,0,0,16,16,16,16,0,0,1,1,17,18,0,0,15,16,16,16,0,0,0.9375,1,15,16,18.5834541198167,0.239759243198324,zh_hk,good,bad,良好,惡劣,良好惡劣
意圖,710.215142858634,860.961555553186,-0.0404654093741976,0.540684794860483,111.026975522738,113.435151859642,0.250304012330129,0.394367163767345,19,10,1,0,14,9,14,9,0,0,1,1,19,10,1,0,14,6,14,9,0,0,1,0.666666666666667,14,9,150.746412694552,0.58115020423468,zh_hk,purpose,intention,目的,意圖,目的意圖
意外,524.958857139873,577.992800002103,-0.7750550185643,-0.545337704882149,38.9940070281995,37.9050567451134,0.114200130939168,0.0595630804923369,22,8,0,0,14,5,14,5,0,0,1,1,22,8,0,0,14,2,14,5,0,0,1,0.4,14,5,53.0339428622301,0.229717313682151,zh_hk,incident,accident,事件,意外,事件意外
意想不到,761.308888896016,626.998857144552,0.320408707259988,-0.380347379591464,91.907332439028,44.1182045783356,0.408757419608955,0.122922008101856,13,14,0,1,9,14,9,14,0,0,1,1,13,14,0,1,8,14,9,14,0,0,0.888888888888889,1,9,14,-134.310031751464,-0.700756086851452,zh_hk,suddenly,unexpectedly,突然,意想不到,突然意想不到
意粉,669.576615380907,514.039166659708,-0.272890527924366,-0.765187782787661,89.6747616036025,45.4070268661312,0.23498062312409,0.151120537010873,18,9,1,1,13,6,13,7,0,0,1,0.857142857142857,18,9,1,1,9,7,13,7,0,0,0.692307692307692,1,13,6,-155.537448721198,-0.492297254863296,zh_hk,lasagna,spaghetti,闊條麵,意粉,闊條麵意粉
愚蠢,714.397750000695,541.009875002608,-0.105282191338135,-0.57461703411253,79.6598184769543,35.1433949054107,0.216438851312297,0.135420301593641,14,10,0,0,12,8,12,8,0,0,1,1,13,10,1,0,11,8,11,8,1,0,1,1,12,8,-173.387874998087,-0.469334842774395,zh_hk,naive,stupid,幼稚,愚蠢,幼稚愚蠢
愚蠢.1,669.802000008166,645.742142866671,-0.0844128755417361,-0.120240368693673,129.405030350933,48.2986448478386,0.546829118136257,0.217544004770833,10,19,0,1,8,14,8,14,0,0,1,1,10,19,0,1,8,14,8,14,0,0,1,1,8,14,-24.0598571414956,-0.0358274931519369,zh_hk,madness,stupidity,瘋狂,愚蠢,瘋狂愚蠢
愛好,599.624142851371,653.932333334143,-0.248111980858927,-0.381059715814901,49.3170738283271,93.8712462507192,0.203513065523263,0.189860666428787,17,18,0,0,14,15,15,15,0,0,0.933333333333333,1,17,18,0,0,14,15,15,15,0,0,0.933333333333333,1,14,15,54.3081904827721,-0.132947734955975,zh_hk,hate,love,恨惡,愛好,恨惡愛好
愛滋病病毒,704.453818182075,857.330199999088,0.0810603185726149,0.676824297260776,77.8261684872246,111.997487907358,0.184799199205378,0.339153345043884,15,13,1,0,11,10,11,10,0,0,1,1,15,13,1,0,11,9,11,10,0,0,1,0.9,11,10,152.876381817014,0.595763978688161,zh_hk,aids,hiv,免疫缺陷,愛滋病病毒,免疫缺陷愛滋病病毒
感染,550.681307690894,551.934500118391,-0.61892572990812,-0.634865006174396,55.256128957139,32.3238994066482,0.105760014999352,0.113493691172516,14,14,1,0,13,14,13,14,0,0,1,1,15,14,0,0,12,14,13,14,0,0,0.923076923076923,1,13,14,1.25319242749708,-0.0159392762662754,zh_hk,virus,infection,病毒,感染,病毒感染
感激,644.350200004483,443.942714288906,-0.240548594674979,-0.910510010669822,76.3521426854426,22.651641040804,0.241902979709728,0.0880973618046305,12,13,1,0,10,7,10,8,0,0,1,0.875,13,13,0,0,8,7,10,8,0,0,0.8,0.875,10,7,-200.407485715577,-0.669961415994843,zh_hk,hospitality,gratitude,款待,感激,款待感激
感覺,534.701812514273,502.977799998961,-0.586120859217238,-0.76626473641131,32.9850946232207,34.7299008101424,0.151348148149118,0.139742062298752,17,21,0,0,16,15,16,15,0,0,1,1,17,20,0,1,16,15,16,15,0,0,1,1,16,15,-31.724012515312,-0.180143877194071,zh_hk,impression,feeling,印象,感覺,印象感覺
態度,493.512000018105,597.620666662897,-0.853356551931123,-0.360743761019926,29.7861813315819,88.2952929946165,0.0946708959505881,0.211600094213199,17,11,1,0,13,9,13,9,0,0,1,1,17,11,1,0,13,9,13,9,0,0,1,1,13,9,104.108666644792,0.492612790911198,zh_hk,opinion,attitude,觀點,態度,觀點態度
慷慨,553.335625012616,575.358714284878,-0.35452945859946,-0.393731959823512,28.2427546439241,30.6066745824565,0.155626692861209,0.109030819741288,12,10,0,1,8,7,8,8,0,0,1,0.875,12,10,0,1,7,8,8,8,0,0,0.875,1,8,7,22.0230892722623,-0.0392025012240517,zh_hk,compassionate,generous,同情,慷慨,同情慷慨
憐憫,733.213833333235,595.190800008038,0.0648573305399748,-0.465866913571,90.6829565108011,35.5430653058472,0.267787462491461,0.0903567759723906,11,16,0,0,6,10,7,10,0,0,0.857142857142857,1,11,16,0,0,6,10,7,10,0,0,0.857142857142857,1,6,10,-138.023033325198,-0.530724244110975,zh_hk,forgiveness,mercy,饒恕,憐憫,饒恕憐憫
