target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sr_cue,sr_target,sr_word_combo,unrelated_sr_cue
дати,607.924911084823,665.297829766478,-0.728192516720773,-0.673548904784282,31.4371934177637,27.7115512062728,0.0865020572682715,0.0755999105753593,50,52,1,4,45,48,45,49,0,0,1,0.979591836734694,50,53,1,3,44,49,45,49,0,0,0.977777777777778,1,45,47,57.3729186816555,0.0546436119364908,sr,offer,give,понудити,дати,понудитидати,стрелац
дворац,630.65294233195,737.886127654014,-0.675904866849044,-0.466982914512882,23.0166991230256,38.157236453549,0.0614725191148709,0.0909723742017756,54,52,1,1,52,48,52,49,0,0,1,0.979591836734694,54,52,1,1,52,47,52,49,0,0,1,0.959183673469388,52,47,107.233185322063,0.208921952336162,sr,palace,castle,палата,дворац,палатадворац,чекати
дебео,622.470765953829,710.416586961322,-0.706624772879432,-0.449719912424104,27.3493252348771,39.7528493551615,0.0877363838342897,0.094005753006674,50,54,0,1,47,46,48,48,0,0,0.979166666666667,0.958333333333333,50,54,0,1,44,48,48,48,0,0,0.916666666666667,1,47,46,87.9458210074928,0.256904860455328,sr,thin,thick,танак,дебео,танакдебео,разговор
девојчице,588.831063842418,779.270854184613,-0.834506708012583,-0.294119114722491,19.1289991471036,37.9774139550932,0.0494447876207697,0.104783994782857,50,51,1,2,47,48,47,48,0,1,1,1,50,51,1,2,47,47,47,48,0,1,1,0.979166666666667,47,48,190.439790342195,0.540387593290093,sr,boys,girls,дечаци,девојчице,дечацидевојчице,поноћ
демократија,753.316775503147,827.535874987113,-0.254845677422848,-0.19327696636375,34.5807003827765,54.4180152989804,0.0943725544233414,0.11099318253011,54,50,2,2,49,48,49,49,1,1,1,0.979591836734694,55,50,1,2,49,48,50,49,0,1,0.98,0.979591836734694,49,48,74.2190994839667,0.0615687110590974,sr,freedom,democracy,слобода,демократија,слободадемократија,банана
демонстрације,972.13663261602,991.866102033473,0.085570389326779,0.290151031125775,53.4968744703621,51.7044377435211,0.130721347194788,0.101536673318434,53,51,2,0,49,49,50,50,0,0,0.98,0.98,53,51,2,0,50,46,50,50,0,0,1,0.92,49,49,19.7294694174534,0.204580641798996,sr,protest,demonstration,протест,демонстрације,протестдемонстрације,копати
део,633.804918352813,724.583653063956,-0.731644524030121,-0.404127879522098,27.1358322889522,53.8891980481041,0.0902220776456009,0.145376351759728,52,51,1,2,49,49,49,49,0,1,1,1,52,49,1,4,41,48,49,48,0,2,0.836734693877551,1,49,49,90.7787347111432,0.327516644508023,sr,fragment,piece,фрагмент,део,фрагментдео,стражар
депресија,743.49345651983,745.422499996609,-0.432087940322406,-0.367720253597545,28.3763231696762,36.7104146593994,0.066880956182641,0.0886817020421007,51,50,0,2,46,47,46,47,0,0,1,1,51,50,0,2,44,47,46,47,0,0,0.956521739130435,1,46,46,1.92904347677973,0.0643676867248605,sr,stress,depression,стрес,депресија,стресдепресија,читати
десити се,740.050652182946,845.176127659334,-0.458345402851391,-0.141208720180969,34.7160993767332,65.7562983833213,0.0827803506756295,0.128486581738443,51,51,2,0,46,47,46,48,0,0,1,0.979166666666667,51,51,2,0,45,47,46,48,0,0,0.978260869565217,0.979166666666667,46,47,105.125475476389,0.317136682670422,sr,occur,happen,догодити се,десити се,догодити седесити се,сексуални
дете,520.240480769737,582.569156848204,-0.971679181041133,-0.788461459771266,19.6193904143456,24.8015445780832,0.0503283302017445,0.067562962859349,55,55,5,2,52,51,52,52,1,0,1,0.980769230769231,55,55,5,2,52,48,52,52,1,0,1,0.923076923076923,52,51,62.3286760784672,0.183217721269867,sr,baby,child,беба,дете,бебадете,отмичар
детектив,679.258115378081,777.231961521733,-0.569806108635891,-0.400720537178048,24.6010939929598,42.5783457637585,0.0615912095144153,0.0945973875738103,55,52,3,4,53,52,53,52,0,2,1,1,54,51,4,5,48,51,52,51,1,3,0.923076923076923,1,52,52,97.9738461436518,0.169085571457842,sr,agent,detective,агент,детектив,агентдетектив,ментални
детињство,659.409697685344,754.405062510771,-0.644213654405556,-0.457367232166821,38.2425118063173,49.877060640057,0.0776164677148976,0.0956632906373358,50,51,3,0,43,48,44,48,0,0,0.977272727272727,1,50,51,3,0,44,47,44,48,0,0,1,0.979166666666667,43,48,94.9953648254269,0.186846422238735,sr,youth,childhood,младост,детињство,младостдетињство,застава
дефиниција,900.031408148105,859.804425526022,-0.0492033569791337,0.0159293858516686,61.9166086064589,50.2473981582708,0.131849945885801,0.115064318393665,52,51,0,0,49,47,49,48,0,0,1,0.979166666666667,52,51,0,0,48,48,49,48,0,0,0.979591836734694,1,49,47,-40.2269826220828,0.0651327428308023,sr,concept,definition,појам,дефиниција,појамдефиниција,пас
децембар,578.16559998722,672.758666659038,-0.874129071950331,-0.564895564973027,20.853104781233,33.5867925127215,0.0617370914145332,0.0959398808009533,53,51,0,0,50,48,50,49,0,0,1,0.979591836734694,53,51,0,0,50,48,50,49,0,0,1,0.979591836734694,50,48,94.5930666718185,0.309233506977304,sr,november,december,новембар,децембар,новембардецембар,војник
деценија,713.613760003175,834.660000043115,-0.480364454725653,-0.161821683775784,43.4226438636149,58.2196429985397,0.0950241772063407,0.138634260959277,52,57,2,0,50,49,50,50,0,0,1,0.98,52,57,2,0,46,48,49,50,1,0,0.938775510204082,0.96,50,49,121.04624003994,0.318542770949868,sr,century,decade,век,деценија,векдеценија,непријатељ
дечак,580.051374988857,613.067354166108,-0.959666273871208,-0.734729421519996,47.2674579978778,48.602779764884,0.0823741430033413,0.108511808468896,50,50,2,0,48,48,48,48,0,0,1,1,50,49,2,1,47,46,48,47,0,1,0.979166666666667,0.978723404255319,48,48,33.0159791772511,0.224936852351212,sr,girl,boy,девојчица,дечак,девојчицадечак,неудобан
дивизија,841.76789795765,803.458309518072,-0.204581437370674,-0.252396953688092,45.8493111369456,33.1348105816473,0.120811479604779,0.0985526693231898,54,51,1,0,49,42,51,43,1,0,0.96078431372549,0.976744186046512,54,51,1,0,49,40,51,43,1,0,0.96078431372549,0.930232558139535,49,42,-38.3095884395775,-0.0478155163174178,sr,unit,division,јединица,дивизија,јединицадивизија,плен
динамит,683.998645795566,865.581232527386,-0.58279818132165,-0.104512166864357,37.3203069389248,47.9345929847704,0.0724331993812939,0.0905454746234636,51,50,2,0,48,43,48,48,1,0,1,0.895833333333333,52,50,1,0,48,47,49,48,0,0,0.979591836734694,0.979166666666667,48,43,181.58258673182,0.478286014457293,sr,gunpowder,dynamite,барут,динамит,барутдинамит,стајати
динг,1168.23206253646,839.499250013957,1.19973129417745,0.106173171544547,99.5934383365299,206.707690943348,0.366969962153164,0.551979770067949,62,51,2,1,16,8,60,49,0,0,0.266666666666667,0.163265306122449,61,50,3,2,16,48,59,49,1,0,0.271186440677966,0.979591836734694,16,8,-328.732812522508,-1.0935581226329,sr,ping,ding,пинг,динг,пингдинг,избор
дипломирати,850.942957426965,927.52334040867,-0.153290474354708,0.0233033314329365,53.487924829026,49.2783427625104,0.118540876074453,0.0835365751669034,53,53,0,0,47,47,47,47,0,0,1,1,53,53,0,0,47,46,47,47,0,0,1,0.978723404255319,47,47,76.5803829817046,0.176593805787644,sr,diploma,graduate,диплома,дипломирати,дипломадипломирати,наслеђе
директно,712.097043473562,653.033866670338,-0.489103369473738,-0.601382273991938,38.353448760379,34.0162050335536,0.0881323170482796,0.0705167210914054,53,50,1,3,46,45,47,46,1,1,0.978723404255319,0.978260869565217,52,51,2,2,47,45,47,47,1,0,1,0.957446808510638,46,45,-59.0631768032234,-0.1122789045182,sr,direct,directly,директан,директно,директандиректно,оперисати
дискусија,740.159104145054,809.28127998719,-0.345633138550282,-0.221372254380007,32.3873069555972,42.63785387479,0.0672785027985926,0.117912842374924,52,52,4,1,48,50,49,51,0,0,0.979591836734694,0.980392156862745,52,52,4,1,49,48,49,51,0,0,1,0.941176470588235,48,50,69.1221758421357,0.124260884170275,sr,conversation,discussion,разговор,дискусија,разговордискусија,појам
дно,596.033795460864,711.524702172848,-0.735153673309135,-0.363462494892659,20.544534952073,26.7741112519984,0.0765780541748295,0.124863009376328,51,53,2,2,44,47,45,49,0,0,0.977777777777778,0.959183673469388,51,52,2,3,45,47,45,49,0,0,1,0.959183673469388,44,47,115.490906711984,0.371691178416476,sr,top,bottom,врх,дно,врхдно,заменити
добровољно,760.129723375195,810.723100002345,-0.236298607028993,-0.0263447048851992,36.2632859212128,37.6498215370466,0.118254165966376,0.120367461231835,53,54,2,2,47,50,50,52,0,0,0.94,0.961538461538462,53,54,2,2,43,49,50,52,0,0,0.86,0.942307692307692,47,50,50.5933766271504,0.209953902143793,sr,volunteer,voluntarily,својевољно,добровољно,својевољнодобровољно,кеш
довиђења,754.781549077582,892.282591843582,-0.396189916798335,-0.212522739744289,49.2958889612363,54.9753692032036,0.122559166640424,0.121960615242157,56,55,2,1,51,49,52,49,0,0,0.980769230769231,1,55,55,3,1,49,45,51,49,1,0,0.96078431372549,0.918367346938776,51,49,137.501042765999,0.183667177054047,sr,hello,bye,здраво,довиђења,здраводовиђења,кечап
довољан,634.393479184866,692.077754720501,-0.590099267960683,-0.546993111780662,26.0400684433401,33.570720515491,0.0555815995307214,0.0678244481896147,51,54,0,1,48,53,48,53,0,0,1,1,51,54,0,1,47,50,48,53,0,0,0.979166666666667,0.943396226415094,48,53,57.6842755356346,0.0431061561800203,sr,enough,sufficient,доста,довољан,достадовољан,католик
догађај,688.91836170287,667.779142870565,-0.615484704365243,-0.717564860028016,41.897285558137,36.4104638865257,0.0845529457563196,0.0867176150391179,52,55,2,3,47,49,47,49,0,0,1,1,52,55,2,3,46,49,47,49,0,0,0.978723404255319,1,47,49,-21.1392188323057,-0.102080155662773,sr,phenomenon,event,феномен,догађај,феномендогађај,лопов
договор,662.370265316939,657.421882332751,-0.637896652386031,-0.719218604682327,40.1646236230177,26.7106210667409,0.0988815486114981,0.0510915695127299,53,54,1,0,49,51,49,52,0,0,1,0.980769230769231,53,54,1,0,48,51,49,52,0,0,0.979591836734694,0.980769230769231,49,51,-4.94838298418779,-0.0813219522962951,sr,contract,agreement,уговор,договор,уговордоговор,два
додатни,722.667888873592,685.075100007036,-0.460533716352818,-0.550291702795202,47.8149387306052,34.3304469976082,0.127441042498466,0.0739784938960629,50,51,0,1,45,50,47,50,0,1,0.957446808510638,1,50,51,0,1,46,50,47,50,0,1,0.978723404255319,1,45,50,-37.5927888665562,-0.0897579864423839,sr,extra,additional,допунски,додатни,допунскидодатни,ученик
доказ,601.655229181741,614.068489782039,-0.783439836887347,-0.766151264484018,22.0259441767185,33.180233262815,0.0601607083362358,0.0687055624571319,53,52,2,1,48,49,48,49,0,0,1,1,53,52,2,1,46,48,47,49,1,0,0.978723404255319,0.979591836734694,48,49,12.413260600298,0.0172885724033294,sr,evidence,proof,сведочанство,доказ,сведочанстводоказ,нинџа
документ,712.153857141869,649.725698125311,-0.473151858385501,-0.632112714217526,49.1599545996656,24.6907539416285,0.106844216304986,0.0604886859183658,52,57,3,2,49,53,49,53,1,0,1,1,52,57,3,2,36,52,49,53,1,0,0.73469387755102,0.981132075471698,49,53,-62.4281590165584,-0.158960855832024,sr,file,document,фајл,документ,фајлдокумент,секунда
долар,621.932083324341,723.595375015069,-0.684064432930958,-0.312350612198629,25.7332947129274,48.2980603150434,0.0748641373899784,0.135799816833496,51,53,1,0,48,48,48,50,0,0,1,0.96,49,53,3,0,41,48,47,50,1,0,0.872340425531915,0.96,48,48,101.663291690728,0.371713820732329,sr,pound,dollar,фунта,долар,фунтадолар,повремено
долина,661.93229166618,724.284321400496,-0.529312310609259,-0.327492747178585,21.6809088437348,30.9478711504269,0.0549305044606788,0.074159157484789,50,57,1,1,48,56,48,57,1,1,1,0.982456140350877,50,57,1,1,46,54,48,57,1,1,0.958333333333333,0.947368421052632,48,56,62.3520297343158,0.201819563430674,sr,desert,valley,пустиња,долина,пустињадолина,аналитичар
донација,726.821369549544,709.488446819024,-0.421837627584955,-0.420389665173633,38.5189952902882,40.0183473345886,0.108196809044289,0.103994468819528,50,50,0,0,46,47,46,48,0,0,1,0.979166666666667,49,50,1,0,40,46,45,48,1,0,0.888888888888889,0.958333333333333,46,47,-17.3329227305201,0.00144796241132189,sr,charity,donation,милосрђе,донација,милосрђедонација,арена
допустити,735.763134609659,753.354717384278,-0.482812616169647,-0.393432633040468,39.9857633009514,34.5119885904064,0.071983066325002,0.0636312646678612,57,51,0,0,52,46,52,47,0,0,1,0.978723404255319,57,51,0,0,51,45,52,47,0,0,0.980769230769231,0.957446808510638,52,46,17.5915827746185,0.0893799831291784,sr,allow,let,дозволити,допустити,дозволитидопустити,избеглица
доручак,581.22331580078,654.274196102218,-0.832612490291032,-0.677840483917082,26.2359665344303,27.0539702674126,0.0724466032326404,0.0612063767601059,59,52,0,2,57,51,58,52,0,1,0.982758620689655,0.980769230769231,59,52,0,2,55,50,58,52,0,1,0.948275862068966,0.961538461538462,57,51,73.0508803014377,0.154772006373951,sr,dinner,breakfast,вечера,доручак,вечерадоручак,опроштај
достојан,672.875062490371,795.727395824334,-0.588723508919256,-0.340645685285532,31.83718377392,51.2025350194455,0.061527225466306,0.116053966860173,50,53,1,2,48,48,48,51,1,0,1,0.941176470588235,50,53,1,2,48,50,48,51,1,0,1,0.980392156862745,48,48,122.852333333963,0.248077823633724,sr,deserve,worthy,заслужити,достојан,заслужитидостојан,џеп
достојанство,748.405673917121,864.260744177555,-0.399353642066935,-0.0024352694140005,33.1817975531845,53.7321204628888,0.0978533040139534,0.120935794590648,51,50,3,0,46,44,46,44,1,0,1,1,50,50,4,0,45,42,45,44,2,0,1,0.954545454545455,46,43,115.855070260434,0.396918372652934,sr,pride,dignity,понос,достојанство,поносдостојанство,плус
доушник,907.554948678003,851.690190466988,0.117772327912899,-0.0378527805832694,35.3383250145713,43.2050510541038,0.0979532217053314,0.101769032907733,51,52,2,2,39,42,46,47,0,2,0.847826086956522,0.893617021276596,51,53,2,1,46,44,46,48,0,1,1,0.916666666666667,39,42,-55.8647582110144,-0.155625108496168,sr,source,informant,извор,доушник,извордоушник,зло
доћи,528.66243395111,600.88356522954,-0.989646859097188,-0.679933208588482,18.3046642235798,20.3886583971611,0.0451276538201543,0.0660090643243296,53,51,0,3,53,46,53,47,0,1,1,0.978723404255319,52,51,1,3,51,46,52,47,1,1,0.980769230769231,0.978723404255319,53,46,72.22113127843,0.309713650508706,sr,arrive,come,стићи,доћи,стићидоћи,продавац
драгуљ,729.082200019243,686.322260872556,-0.435447020140122,-0.461958654116462,42.1635854566862,18.284632448342,0.0880075780842608,0.0465622072938155,50,51,2,0,45,47,45,47,1,0,1,1,50,51,2,0,45,47,45,47,1,0,1,1,45,46,-42.7599391466867,-0.0265116339763402,sr,diamond,jewel,дијамант,драгуљ,дијамантдрагуљ,бубрег
дрво,541.283977814006,589.218846141257,-0.918212607761038,-0.773994557157166,17.9698736306994,24.2632126920577,0.0601260814331205,0.087561735203514,52,53,2,4,45,52,47,52,0,0,0.957446808510638,1,52,53,2,4,42,49,47,51,0,1,0.893617021276596,0.96078431372549,45,52,47.9348683272503,0.144218050603872,sr,bush,tree,грм,дрво,грмдрво,стомак
држава,686.763137248822,623.917222221527,-0.680102579143913,-0.739592892654186,55.5130130328984,33.5951102088901,0.138478087580898,0.0627962079073436,51,56,1,0,51,54,51,55,0,0,1,0.981818181818182,51,56,1,0,50,51,51,55,0,0,0.980392156862745,0.927272727272727,51,54,-62.845915027295,-0.059490313510273,sr,federal,state,федерација,држава,федерацијадржава,плашити
дрога,550.797717390723,709.333779992379,-0.900587480248433,-0.578983107256709,17.0275552948161,47.7596473975284,0.0359241688323832,0.137114233671885,51,55,1,1,46,51,46,52,0,0,1,0.980769230769231,51,55,1,1,45,52,46,52,0,0,0.978260869565217,1,46,50,158.536062601656,0.321604372991725,sr,alcohol,drug,алкохол,дрога,алкохолдрога,име
дугачак,711.208808483275,632.806617011418,-0.552945461938018,-0.598073718597031,39.3560007339324,29.2289026033706,0.0946625119114501,0.0911463207129879,50,50,0,0,47,47,47,47,0,0,1,1,50,50,0,0,47,47,47,47,0,0,1,1,47,47,-78.402191471857,-0.0451282566590128,sr,short,long,кратак,дугачак,кратакдугачак,план
дужина,595.954895841181,782.639469387385,-0.846091891587202,-0.380914166585985,20.6859750087491,48.3268641467986,0.0481385526627826,0.104167889248234,50,54,1,0,48,49,48,49,1,0,1,1,50,54,1,0,47,49,48,49,1,0,0.979166666666667,1,48,49,186.684573546204,0.465177725001216,sr,size,length,величина,дужина,величинадужина,неразуман
дужност,699.970411762617,655.775363627126,-0.555559718574224,-0.597942133986231,33.8063910004092,32.2345190109205,0.073006311186037,0.0823638303895832,54,50,1,1,51,44,51,45,1,0,1,0.977777777777778,53,50,2,1,50,43,50,45,2,0,1,0.955555555555556,51,44,-44.1950481354912,-0.0423824154120073,sr,responsibility,duty,одговорност,дужност,одговорностдужност,видети
дух,598.168122789344,663.389583351565,-0.725684235023201,-0.668280115995308,32.3310546366547,30.9193014330229,0.106185969131262,0.084706531162394,60,51,4,1,57,49,58,50,1,0,0.982758620689655,0.98,59,50,5,2,58,49,58,49,1,1,1,1,57,48,65.221460562221,0.0574041190278937,sr,soul,spirit,душа,дух,душадух,банда
експлодирати,900.264437502167,1187.97659572061,0.016203353425338,0.649480562375025,52.7003438457366,70.8685674102418,0.0918531134523775,0.169146203882846,53,53,5,1,48,47,50,49,0,0,0.96,0.959183673469388,52,53,6,1,41,48,49,49,1,0,0.836734693877551,0.979591836734694,48,47,287.712158218443,0.633277208949687,sr,burst,explode,пући,експлодирати,пућиексплодирати,култура
експлозив,851.74293750845,757.98186955491,-0.133964182966205,-0.311340724340923,57.8466237759401,31.2966538137172,0.114116725949158,0.0703839500954169,50,53,1,2,48,46,48,48,1,0,1,0.958333333333333,51,53,0,2,49,48,49,48,0,0,1,1,48,46,-93.7610679535408,-0.177376541374719,sr,bomb,explosive,бомба,експлозив,бомбаексплозив,мајмун
експлозија,779.970829759143,858.993530610187,-0.282710572277271,-0.117601882721824,58.5472654117472,57.9006889344002,0.112631098994091,0.158112492225888,51,50,0,3,47,49,47,49,0,0,1,1,50,50,1,3,46,44,47,49,0,0,0.978723404255319,0.897959183673469,47,49,79.0227008510433,0.165108689555447,sr,earthquake,explosion,земљотрес,експлозија,земљотресексплозија,стрпљење
елегантан,736.569553192303,896.426022209263,-0.363539557183712,-0.0602305394164718,42.852561275255,60.8677002319184,0.104711109219399,0.103219564085142,55,50,1,2,47,45,49,45,0,1,0.959183673469388,1,55,50,1,2,46,45,49,45,0,1,0.938775510204082,1,47,45,159.85646901696,0.30330901776724,sr,fashionable,elegant,модеран,елегантан,модеранелегантан,такмичење
електричан,857.77164443973,897.332222217515,0.0801351399153279,0.127896135286194,47.690651602162,47.3467605193077,0.189412833901362,0.143093263268176,52,50,1,1,45,45,47,45,1,0,0.957446808510638,1,52,50,1,1,44,45,47,45,1,0,0.936170212765957,1,45,45,39.5605777777849,0.0477609953708664,sr,magnetic,electric,магнетни,електричан,магнетниелектричан,база
електрична енергија,996.821219992571,1180.08243136633,0.356366441540815,0.83239853190931,43.9269928944659,67.8485392185197,0.097971691784199,0.142098188187572,50,54,3,2,50,51,50,52,1,0,1,0.980769230769231,51,54,2,2,49,52,51,52,0,0,0.96078431372549,1,50,51,183.261211373755,0.476032090368495,sr,current,electricity,струја,електрична енергија,струјаелектрична енергија,разлог
елемент,654.676999988189,710.95105083853,-0.591036809741235,-0.399852600346245,24.1595787320929,34.4515463969823,0.054742508181677,0.106520213622337,53,61,4,0,50,59,50,59,0,0,1,1,54,61,3,0,50,57,50,59,0,0,1,0.966101694915254,50,59,56.2740508503407,0.19118420939499,sr,factor,element,фактор,елемент,факторелемент,инцидент
емоционални,968.50595554056,991.483170202692,0.113359069028896,0.368524630578838,60.623919012406,57.9039234485652,0.109808493096774,0.124219014194029,51,51,0,1,45,47,45,50,0,0,1,0.94,51,52,0,0,40,48,45,50,0,0,0.888888888888889,0.96,45,47,22.9772146621326,0.255165561549943,sr,mental,emotional,ментални,емоционални,менталниемоционални,римски
енергија,615.949297865762,619.562717393639,-0.745744808982767,-0.741128641893136,26.7630421435584,25.125380456809,0.0777124043644818,0.0578720978065255,51,51,0,1,47,46,47,46,0,0,1,1,51,50,0,2,46,45,47,45,0,1,0.978723404255319,1,47,46,3.61341952787654,0.00461616708963186,sr,power,energy,снага,енергија,снагаенергија,глас
епидемија,712.551382992407,782.731265291114,-0.410187808784764,-0.293017197465933,23.2074536375272,34.0467468764932,0.0617958386833971,0.0742674290841584,51,54,1,3,47,49,47,50,0,1,1,0.98,51,53,1,4,46,48,47,49,0,2,0.978723404255319,0.979591836734694,47,49,70.1798822987063,0.117170611318831,sr,plague,epidemic,куга,епидемија,кугаепидемија,господин
епизода,629.495041657551,721.004176479707,-0.733592680760213,-0.514301116702438,29.743992910542,35.9612017578353,0.0758538835808953,0.0704436372759213,53,53,2,1,48,51,49,51,0,0,0.979591836734694,1,53,53,2,1,48,51,49,51,0,0,0.979591836734694,1,48,51,91.5091348221558,0.219291564057774,sr,series,episode,серија,епизода,серијаепизода,вежбање
ерекција,828.979199995762,953.394999978182,-0.135321375660297,0.229412143100836,41.1209198948082,46.1322547079672,0.106789504066291,0.129665474402034,52,57,1,1,50,50,52,54,0,0,0.961538461538462,0.925925925925926,52,57,1,1,50,53,52,54,0,0,0.961538461538462,0.981481481481482,50,50,124.41579998242,0.364733518761133,sr,orgasm,erection,оргазам,ерекција,оргазамерекција,духовит
ефекат,718.73051063659,705.421319134193,-0.608234471276172,-0.446358215983392,49.2554053593766,46.4228454902657,0.096181255504787,0.140534950022235,52,52,0,1,47,47,48,48,0,0,0.979166666666667,0.979166666666667,52,52,0,1,46,48,48,48,0,0,0.958333333333333,1,47,47,-13.3091915023967,0.16187625529278,sr,influence,effect,утицај,ефекат,утицајефекат,данас
ефикасан,828.540640010251,833.796367366912,-0.278827077634827,-0.171361196244334,51.9224780144812,44.2401323659952,0.116205899764095,0.0801278491826771,51,53,2,1,50,49,50,49,0,0,1,1,50,53,3,1,49,47,49,49,1,0,1,0.959183673469388,50,49,5.25572735666083,0.107465881390493,sr,useful,effective,користан,ефикасан,користанефикасан,месец
жвакати,793.979363638731,894.14647727554,-0.295130015690682,0.00881029748061164,44.4982380068187,57.9915543477391,0.0904847017523077,0.135216367584564,53,51,1,1,44,44,47,50,0,1,0.936170212765957,0.88,53,51,1,1,46,48,47,50,0,1,0.978723404255319,0.96,44,44,100.167113636809,0.303940313171294,sr,swallow,chew,прогутати,жвакати,прогутатижвакати,комисија
жена,540.034702126533,589.716565205405,-1.0016782549947,-0.860447470910876,27.116740913065,36.5235356365649,0.0695535769977308,0.0929283370811991,53,50,1,1,47,46,49,46,1,0,0.959183673469388,1,53,50,1,1,49,46,49,46,1,0,1,1,47,46,49.6818630788723,0.141230784083824,sr,husband,wife,муж,жена,мужжена,албум
жена,540.034702126533,589.716565205405,-1.0016782549947,-0.860447470910876,27.116740913065,36.5235356365649,0.0695535769977308,0.0929283370811991,53,50,1,1,47,46,49,46,1,0,0.959183673469388,1,53,50,1,1,49,46,49,46,1,0,1,1,47,46,49.6818630788723,0.141230784083824,sr,husband,wife,муж,жена,мужжена,шанса
жена.1,555.606695657477,561.949509799065,-0.938902394301846,-0.897479736104408,29.1604485990226,18.9440336562737,0.0813315688460177,0.0538597037179628,50,53,2,2,46,51,46,51,0,1,1,1,50,53,2,2,46,50,46,51,0,1,1,0.980392156862745,46,51,6.3428141415884,0.0414226581974382,sr,widow,woman,удовица,жена,удовицажена,албум
жена.1,555.606695657477,561.949509799065,-0.938902394301846,-0.897479736104408,29.1604485990226,18.9440336562737,0.0813315688460177,0.0538597037179628,50,53,2,2,46,51,46,51,0,1,1,1,50,53,2,2,46,50,46,51,0,1,1,0.980392156862745,46,51,6.3428141415884,0.0414226581974382,sr,widow,woman,удовица,жена,удовицажена,шанса
женски,583.305520834544,630.554936175558,-0.835256182220147,-0.695298286928925,47.8642291117123,34.6625515836279,0.145436241658635,0.0749516679303862,51,50,0,1,48,47,49,47,0,0,0.979591836734694,1,51,50,0,1,48,47,49,47,0,0,0.979591836734694,1,48,47,47.2494153410145,0.139957895291221,sr,male,female,мушки,женски,мушкиженски,принцеза
жеђ,619.187478248646,790.556025658994,-0.749062054189588,-0.237280005564589,25.3248787361898,39.1789618199277,0.067350970760391,0.109954070519235,51,51,0,0,46,39,48,48,0,0,0.958333333333333,0.8125,51,51,0,0,47,43,48,48,0,0,0.979166666666667,0.895833333333333,46,39,171.368547410348,0.511782048624999,sr,hunger,thirst,глад,жеђ,гладжеђ,атрактиван
животиња,652.728212748252,585.805956503232,-0.623058365942756,-0.751327150376761,43.9266885851903,17.4826327024363,0.115891242415046,0.0438265436696715,51,51,4,3,47,46,48,46,0,1,0.979166666666667,1,51,51,4,3,48,45,48,46,0,1,1,0.978260869565217,47,46,-66.9222562450202,-0.128268784434005,sr,beast,animal,звер,животиња,зверживотиња,километар
жица,635.70779165227,695.128000021984,-0.721612208474689,-0.532929672504541,33.6787067467384,35.1815591121273,0.0628703086307158,0.120650203402471,51,52,0,2,48,50,48,51,0,0,1,0.980392156862745,50,52,1,2,44,49,47,51,1,0,0.936170212765957,0.96078431372549,48,50,59.4202083697136,0.188682535970148,sr,cable,wire,кабл,жица,каблжица,вредност
журка,599.809478246785,641.942204088086,-0.764209710536807,-0.634537501687844,23.119361917527,27.1954509151148,0.0491189278249517,0.117430751092384,51,52,1,2,46,49,47,49,0,1,0.978723404255319,1,51,53,1,1,43,50,47,50,0,0,0.914893617021277,1,46,49,42.1327258413007,0.129672208848963,sr,reception,party,пријем,журка,пријемжурка,вредан
жут,567.51910871448,725.344818181672,-0.889981631150893,-0.519124642719157,21.8361974015786,35.3773829519966,0.0542309103436476,0.0925746734317599,50,50,1,2,46,44,46,46,0,0,1,0.956521739130435,50,49,1,3,43,42,46,45,0,1,0.934782608695652,0.933333333333333,46,44,157.825709467192,0.370856988431736,sr,red,yellow,црвен,жут,црвенжут,инстинкт
забранити,739.649920001848,788.422058811845,-0.447764924128421,-0.292145421478435,35.8004123146946,44.0636410597733,0.0751804661284015,0.10195581676205,52,51,1,3,50,51,51,51,0,1,0.980392156862745,1,52,51,1,3,50,50,51,51,0,1,0.980392156862745,0.980392156862745,50,51,48.7721388099973,0.155619502649987,sr,forbidden,prohibit,забрањен,забранити,забрањензабранити,фокусирати се
завршетак,746.56833961188,809.915044447688,-0.38126330678551,-0.290875565496685,35.4882693966093,49.9203221889538,0.0841977998971254,0.0933234355641068,55,50,0,1,53,45,53,45,0,0,1,1,55,50,0,1,52,43,53,45,0,0,0.981132075471698,0.955555555555556,53,45,63.3467048358074,0.0903877412888245,sr,end,finish,крај,завршетак,крајзавршетак,извештавати
