target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ko_cue,ko_target,ko_word_combo,unrelated_ko_cue
냄새가 나다,664.795250001799,746.330547143756,-0.0408531886151303,0.279289509896955,42.1610213787357,43.8470843967008,0.18280554343592,0.140539378308752,66,58,1,0,56,53,57,55,1,0,0.982456140350877,0.963636363636364,67,58,0,0,51,55,58,55,0,0,0.879310344827586,1,56,53,81.5352971419566,0.320142698512085,ko,taste,smell,맛이 나다,냄새가 나다,맛이 나다냄새가 나다,부당
냉소적이다,661.251763624075,736.233089294236,0.0105869419502912,0.143210818740454,19.676708736297,30.866671240633,0.074840656759688,0.106186268112095,72,72,3,5,55,56,62,58,0,0,0.887096774193548,0.96551724137931,72,71,3,6,61,50,62,57,0,1,0.983870967741935,0.87719298245614,55,56,74.9813256701615,0.132623876790163,ko,naive,cynical,순진한,냉소적이다,순진한냉소적이다,허가
너구리,532.416169465764,571.291592575695,-0.595938092464265,-0.416361924049442,15.4257021559517,22.1136003885263,0.0683600914603876,0.0788472783539503,75,64,3,1,60,54,60,54,2,1,1,1,74,63,4,2,57,54,59,54,3,1,0.966101694915254,1,59,54,38.8754231099309,0.179576168414823,ko,squirrel,raccoon,다람쥐,너구리,다람쥐너구리,죽음
넓은,513.167452812194,576.599153842813,-0.630859816604237,-0.414513390117509,13.6634186942608,19.5794077713746,0.0525963036697952,0.0868422777207678,66,56,4,2,53,52,53,53,1,0,1,0.981132075471698,66,56,4,2,43,51,53,53,1,0,0.811320754716981,0.962264150943396,53,52,63.4317010306195,0.216346426486728,ko,narrow,wide,좁은,넓은,좁은넓은,술 취하지 않은
네번째,542.451614026992,658.02621591992,-0.504822694631603,-0.178959438275258,18.5050071862969,20.2613199392263,0.0583005188936203,0.0592385656744855,67,113,0,2,57,88,57,90,0,1,1,0.977777777777778,67,113,0,2,55,88,57,90,0,1,0.964912280701754,0.977777777777778,57,88,115.574601892928,0.325863256356345,ko,third,fourth,셋째,네번째,셋째네번째,변화
노동자,522.109620701436,553.886852465174,-0.680116888361163,-0.562433446405454,19.4348359250972,22.4306392678218,0.0615405986919977,0.0663085686479486,70,68,7,7,59,61,59,61,1,1,1,1,70,68,7,7,58,49,59,61,1,1,0.983050847457627,0.80327868852459,58,61,31.7772317637388,0.117683441955708,ko,farmer,worker,농장주,노동자,농장주노동자,없애다
노란색,510.930690901128,557.212207553668,-0.692856100783514,-0.547268743550708,16.1172762361055,30.3714988692842,0.0589949210566811,0.105536034966418,71,72,4,2,55,53,56,54,0,1,0.982142857142857,0.981481481481482,71,72,4,2,56,54,56,54,0,1,1,1,55,53,46.2815166525394,0.145587357232806,ko,red,yellow,빨간색,노란색,빨간색노란색,밥을 먹이다
노래,522.70625922347,574.33198242036,-0.671204349439302,-0.51388867205739,25.6958363499056,48.0668670773999,0.0872412165337808,0.144028290657681,61,65,4,5,54,57,54,57,2,0,1,1,61,65,4,5,54,57,54,57,2,0,1,1,54,57,51.6257231968902,0.157315677381912,ko,album,song,앨범,노래,앨범노래,이상적인
녹음,612.418172420442,532.772384590387,-0.259760809656217,-0.453436447965254,22.8130365254801,27.5592680080279,0.0777576057888542,0.171963820478179,71,64,4,5,58,52,58,53,0,1,1,0.981132075471698,71,64,4,5,57,52,58,53,0,1,0.982758620689655,0.981132075471698,58,52,-79.6457878300557,-0.193675638309037,ko,record,recording,기록,녹음,기록녹음,유행의
논쟁,642.770963640552,545.052773573288,-0.229903310375937,-0.464770137965085,48.6400088172756,16.2361996432675,0.166432733488978,0.0746981421995626,61,58,4,2,55,53,55,53,0,1,1,1,59,58,6,2,53,51,53,53,2,1,1,0.962264150943396,55,53,-97.718190067264,-0.234866827589148,ko,conflict,dispute,갈등,논쟁,갈등논쟁,웨이터
놀라다,516.035410712988,629.684999999575,-0.711837232857991,-0.169323559736882,15.8201795624815,21.3634156354166,0.0556809314749936,0.0809383659563023,63,69,1,1,56,62,56,62,0,0,1,1,63,69,1,1,54,61,56,62,0,0,0.964285714285714,0.983870967741935,56,62,113.649589286588,0.542513673121109,ko,scare,frighten,겁주다,놀라다,겁주다놀라다,침략
놀라운,558.201178581375,576.98119353311,-0.463111418931576,-0.405517642469141,21.9855596013415,23.3442400738057,0.0835965310528473,0.0872567558555797,67,68,4,1,56,62,56,63,0,0,1,0.984126984126984,68,68,3,1,56,60,56,63,0,0,1,0.952380952380952,56,62,18.7800149517342,0.0575937764624351,ko,impressive,amazing,인상깊은,놀라운,인상깊은놀라운,보수
놀랄만한,653.635249976056,673.605266661214,-0.0064783880743172,-0.141173097431528,35.9541260259501,52.0301106387333,0.158993839602566,0.091305351986054,69,56,3,2,52,45,52,46,0,1,1,0.978260869565217,68,56,4,2,44,37,52,46,0,1,0.846153846153846,0.804347826086957,52,45,19.9700166851588,-0.134694709357211,ko,exceptional,remarkable,특출한,놀랄만한,특출한놀랄만한,에이즈
농담,494.402169475148,532.830555546042,-0.754039273102392,-0.513434912105073,14.980227133774,17.9325298724246,0.0469546818590455,0.127090955075946,66,62,2,1,59,54,60,55,1,0,0.983333333333333,0.981818181818182,66,62,2,1,59,54,60,55,1,0,0.983333333333333,0.981818181818182,59,54,38.4283860708939,0.240604360997319,ko,trick,joke,장난,농담,장난농담,용기
높은,501.245800005448,518.820107136393,-0.753994740904185,-0.539226044210477,16.5908312853592,22.596861692814,0.05562094394138,0.0889381897542588,70,69,0,1,61,56,61,56,0,0,1,1,70,69,0,1,61,54,61,56,0,0,1,0.964285714285714,60,56,17.5743071309448,0.214768696693708,ko,low,high,낮은,높은,낮은높은,거절
놓다,543.11094736314,727.020666643867,-0.445483093411248,0.21049796529618,14.8604510525117,45.9930326454151,0.0711596734389897,0.153370026810541,67,65,1,3,57,54,58,56,0,1,0.982758620689655,0.964285714285714,67,65,1,3,53,56,58,56,0,1,0.913793103448276,1,57,54,183.909719280728,0.655981058707428,ko,insert,put,끼워 넣다,놓다,끼워 넣다놓다,미술
누르다,629.386599986639,580.456846108151,-0.181673786337263,-0.413695604304942,35.6684219666807,31.7989954600775,0.117976089071554,0.0961761094780104,66,56,3,2,55,52,55,52,0,0,1,1,64,56,5,2,52,51,54,52,1,0,0.962962962962963,0.980769230769231,55,52,-48.9297538784878,-0.232021817967679,ko,button,press,버튼,누르다,버튼누르다,거리
눈,509.374888910832,513.870326505406,-0.712982683755956,-0.645426510385613,11.379505158525,23.727760890272,0.0490551289463038,0.0883565714934478,75,61,3,1,63,49,63,49,0,0,1,1,75,61,3,1,55,49,63,49,0,0,0.873015873015873,1,63,49,4.49543759457458,0.0675561733703424,ko,rain,snow,비,눈,비눈,회원
뉴스,570.795096153193,672.595433950596,-0.534826273618219,0.0155420731652102,33.4270629023824,57.46963210353,0.11296120147093,0.243395759023046,57,62,7,6,52,53,52,55,1,0,1,0.963636363636364,57,61,7,7,52,35,52,53,1,2,1,0.660377358490566,52,53,101.800337797403,0.55036834678343,ko,channel,news,채널,뉴스,채널뉴스,조금한
늑대,601.066267844697,613.098947365471,-0.292862418106267,-0.276990425059901,45.7491253947229,37.9566013549482,0.140134727932009,0.113320417659334,69,62,2,3,56,57,57,57,0,1,0.982456140350877,1,69,62,2,3,54,53,57,57,0,1,0.947368421052632,0.929824561403509,56,57,12.0326795207743,0.0158719930463663,ko,bear,wolf,곰,늑대,곰늑대,늦은
능력,559.342301907694,641.643301905711,-0.506548683793693,-0.237228000046854,20.9418798311156,34.8973863300492,0.0691327805260493,0.131025688530838,66,64,3,3,53,53,53,53,2,0,1,1,64,63,5,4,51,21,51,53,4,0,1,0.39622641509434,53,53,82.3009999980171,0.269320683746839,ko,capacity,ability,용량,능력,용량능력,브리프 케이스
다른,556.025879299036,553.363725477882,-0.428597748401563,-0.422642826599952,24.3321045799283,16.382291244277,0.0958803474848837,0.0583518194513664,75,64,1,3,58,51,58,52,0,0,1,0.980769230769231,75,63,1,4,58,48,58,52,0,0,1,0.923076923076923,58,51,-2.66215382115377,0.00595492180161045,ko,similar,different,비슷한,다른,비슷한다른,준비가 된
다이너마이트,672.835148146253,871.713603161822,-0.0220308830634772,0.814512748769957,24.037877534309,42.8393283998873,0.0880719131008627,0.153490449084838,63,73,1,1,54,63,54,63,0,0,1,1,63,73,1,1,54,62,54,63,0,0,1,0.984126984126984,54,63,198.878455015569,0.836543631833434,ko,gunpowder,dynamite,화약,다이너마이트,화약다이너마이트,알았어
단단한,565.625803575949,556.06643635132,-0.459861837132328,-0.402335530378148,29.3980650281098,19.1155537824062,0.0963385801878568,0.0645135868432694,66,72,4,2,56,55,57,56,1,0,0.982456140350877,0.982142857142857,67,73,3,1,57,53,58,56,0,0,0.982758620689655,0.946428571428571,56,55,-9.559367224629,0.0575263067541808,ko,tough,hard,강인한,단단한,강인한단단한,대사
단순한,532.172379312858,536.943185187069,-0.606235027371864,-0.622778328325342,25.655036005713,15.0701129267595,0.0993713793330327,0.0474205490136379,66,62,4,3,58,54,58,54,0,0,1,1,66,62,4,3,58,54,58,54,0,0,1,1,58,54,4.77080587421108,-0.0165433009534788,ko,simply,simple,간단한,단순한,간단한단순한,달력
닫다,593.226999985064,589.96986273067,-0.344025124571851,-0.325667557592636,29.56975570275,19.4840806279777,0.126654586556243,0.0760660335393354,62,64,2,3,59,51,59,55,1,1,1,0.927272727272727,61,64,3,3,54,54,58,55,2,1,0.931034482758621,0.981818181818182,59,51,-3.25713725439323,0.0183575669792151,ko,open,close,열다,닫다,열다닫다,영웅
닫힌,574.295222211662,732.858036352038,-0.311702814605474,0.106483661543707,28.4936700031049,53.6440837117983,0.0977993152692753,0.140685477034443,62,70,4,4,54,55,57,58,2,2,0.947368421052632,0.948275862068966,63,68,3,6,51,56,58,56,1,4,0.879310344827586,1,54,55,158.562814140377,0.418186476149181,ko,locked,closed,잠긴,닫힌,잠긴닫힌,계약
달러,528.080470601696,644.841603772973,-0.643957494759598,-0.24209929349181,13.1115350207926,41.6864170878771,0.0424472927237522,0.114502381906699,56,60,0,2,51,53,51,55,0,0,1,0.963636363636364,55,60,1,2,46,54,50,55,1,0,0.92,0.981818181818182,51,53,116.761133171277,0.401858201267788,ko,pound,dollar,파운드,달러,파운드달러,천국
담배,654.209658189524,498.912444434781,-0.166143616017667,-0.67647755545417,26.9843472384493,11.2283794668999,0.092525192388768,0.0399272137020403,111,59,7,5,79,54,80,54,3,2,0.9875,1,107,59,11,5,24,53,78,54,5,2,0.307692307692308,0.981481481481482,79,54,-155.297213754742,-0.510333939436503,ko,tobacco,cigarette,타바고,담배,타바고담배,식민지
대개,724.272310355901,849.93370909219,0.200425493384584,0.570312349451303,43.9334815560579,62.3164700781042,0.150377382652059,0.223377628440722,79,78,7,4,58,55,64,69,2,2,0.90625,0.797101449275362,82,80,4,2,64,70,66,71,0,0,0.96969696969697,0.985915492957746,58,55,125.661398736289,0.369886856066718,ko,normally,usually,보통,대개,보통대개,관리자
대뇌의,780.061549024943,861.707833331176,0.535888551058147,0.698121077320138,43.9608927305526,43.6216024814392,0.185678788803135,0.109386982861343,65,78,3,3,52,54,56,66,0,1,0.928571428571429,0.818181818181818,65,79,3,2,50,65,55,67,1,0,0.909090909090909,0.970149253731343,51,54,81.6462843062324,0.162232526261991,ko,brain,cerebral,뇌,대뇌의,뇌대뇌의,취미
대대,662.881210513236,816.261754706296,0.0218220873827482,0.515057815898522,35.7800441893822,54.2866725738936,0.149866342722537,0.175373989069755,97,84,1,3,57,53,79,77,0,1,0.721518987341772,0.688311688311688,96,85,2,2,77,74,79,78,0,0,0.974683544303797,0.948717948717949,57,53,153.38054419306,0.493235728515774,ko,regiment,battalion,연대,대대,연대대대,크림
대령,614.619983321809,569.984784308832,-0.310129651038278,-0.417017343952737,26.2774073191938,33.2978453508646,0.0967748211741805,0.106514533441319,73,59,1,2,60,51,63,52,0,0,0.952380952380952,0.980769230769231,73,58,1,3,61,50,63,51,0,1,0.968253968253968,0.980392156862745,60,51,-44.6351990129768,-0.106887692914459,ko,general,colonel,장군,대령,장군대령,갈등
대리자,715.721924521294,656.901981469025,0.376091573046782,0.00408410623864083,45.7006838726028,41.5432255471242,0.172401680878491,0.150228416379744,85,69,2,3,53,54,69,57,0,0,0.768115942028985,0.947368421052632,87,69,0,3,68,56,69,57,0,0,0.985507246376812,0.982456140350877,53,54,-58.8199430522693,-0.372007466808142,ko,replace,substitute,바꾸다,대리자,바꾸다대리자,법원
대서양,613.544203392495,644.967418189808,-0.297876525955347,-0.149353404736956,30.3649709403521,33.8365342772812,0.143179728574468,0.116080603717549,76,60,4,1,59,55,59,55,2,0,1,1,75,58,5,3,58,52,58,53,3,2,1,0.981132075471698,59,55,31.4232147973134,0.148523121218391,ko,pacific,atlantic,태평양,대서양,태평양대서양,손가락
대선풍,741.816843149506,846.608760002549,0.0812226513660861,0.70291620643127,52.2581932632251,63.4507392750305,0.154849314156198,0.255401209337719,155,169,9,7,51,50,124,137,0,1,0.411290322580645,0.364963503649635,159,170,5,6,118,133,124,138,0,0,0.951612903225806,0.963768115942029,51,50,104.791916853043,0.621693555065184,ko,hurricane,tornado,허리케인,대선풍,허리케인대선풍,노예
대양,558.745018181767,661.023693558901,-0.459518480330683,-0.0522753025997419,24.1199822679615,28.9558907611155,0.0967496412420015,0.115335482020993,70,86,0,6,55,62,60,72,0,2,0.916666666666667,0.861111111111111,70,87,0,5,59,72,60,73,0,1,0.983333333333333,0.986301369863014,55,62,102.278675377134,0.407243177730941,ko,sea,ocean,바다,대양,바다대양,프로필
대출,566.526088211848,609.267448968548,-0.558516926002111,-0.359702378473785,28.6879633317558,33.6120948323966,0.0794049829124462,0.0865247611573337,87,62,6,1,68,49,69,49,3,0,0.985507246376812,1,88,61,5,2,68,42,70,49,2,0,0.971428571428571,0.857142857142857,68,49,42.7413607566997,0.198814547528327,ko,credit,loan,신용도,대출,신용도대출,칩
대통령,505.926892858935,558.799253959389,-0.712387637478846,-0.421240675825476,9.74874064751936,12.6330013297931,0.0346588701203729,0.0514254500893095,63,76,5,1,56,63,56,63,0,0,1,1,64,76,4,1,54,63,56,63,0,0,0.964285714285714,1,56,63,52.8723611004546,0.29114696165337,ko,chancellor,president,총장,대통령,총장대통령,포함하다
대학교,499.480314819835,539.344135591097,-0.786990442531116,-0.612087410340032,16.0156442228646,28.2481838900909,0.0643222937904891,0.0706411695689955,60,64,2,2,54,59,54,59,1,0,1,1,60,64,2,2,54,59,54,59,1,0,1,1,54,59,39.8638207712623,0.174903032191084,ko,college,university,대학,대학교,대학대학교,불가능한
대행사,685.623035710646,799.196219995588,0.0488680254221906,0.555908721249264,33.7031490093618,57.9282989979985,0.138277661052194,0.212642177337904,68,59,3,2,56,50,59,52,1,0,0.949152542372881,0.961538461538462,68,58,3,3,57,33,59,51,1,1,0.966101694915254,0.647058823529412,56,50,113.573184284942,0.507040695827074,ko,firm,agency,기업,대행사,기업대행사,남작
댓글,577.118999992948,604.999716986922,-0.485795791463056,-0.275415942073972,34.0195535565646,21.6683801856624,0.0943504656102359,0.0843791540427178,73,64,1,0,61,55,61,56,0,0,1,0.982142857142857,73,64,1,0,61,51,61,56,0,0,1,0.910714285714286,61,53,27.8807169939739,0.210379849389084,ko,answer,reply,답변,댓글,답변댓글,보다
도마뱀,637.304807030628,595.035814787835,-0.347118831982298,-0.18440096499085,47.5336784729395,27.4448713872818,0.12916362772636,0.11420565625243,72,73,4,4,57,54,57,55,1,1,1,0.981818181818182,73,73,3,4,56,54,57,55,1,1,0.982456140350877,0.981818181818182,57,54,-42.2689922427936,0.162717866991448,ko,frog,lizard,개구리,도마뱀,개구리도마뱀,독감
도망자,583.147492063109,570.443773580774,-0.351457269096307,-0.44181763279373,15.714631232558,24.5293881945312,0.0675831288201496,0.0924157481726008,76,60,0,2,64,53,64,53,0,0,1,1,76,60,0,2,64,52,64,53,0,0,1,0.981132075471698,63,53,-12.7037184823346,-0.0903603636974232,ko,refugee,fugitive,난민,도망자,난민도망자,일
도시,504.858181824384,540.003578944049,-0.753167476620406,-0.588318050090775,12.084225826425,22.5346397812958,0.046964754493957,0.0685806910476848,67,67,0,1,55,57,55,57,0,0,1,1,67,67,0,1,53,52,55,56,0,1,0.963636363636364,0.928571428571429,55,57,35.1453971196642,0.164849426529631,ko,capital,city,수도,도시,수도도시,불평
도전,534.555625018135,527.952314817437,-0.583554108555433,-0.6012993426914,19.9872066086318,19.588074789249,0.0767995880536928,0.0639625179268834,65,65,2,1,57,54,57,55,1,1,1,0.981818181818182,65,63,2,3,56,53,57,55,1,1,0.982456140350877,0.963636363636364,56,54,-6.60331020069736,-0.0177452341359666,ko,obstacle,challenge,장애물,도전,장애물도전,도둑
돈,680.685672730886,520.178490891367,0.0615267395680056,-0.593163903365696,50.5362407076343,17.1473479777921,0.190079126374586,0.0684369292448966,68,69,2,4,55,55,55,55,0,0,1,1,66,70,4,3,53,55,53,55,2,0,1,1,55,55,-160.507181839519,-0.654690642933702,ko,cash,money,현금,돈,현금돈,구름
돌,524.522070176431,625.370880946859,-0.661257527702091,-0.204912836382789,11.5986558092325,29.6626517786172,0.0396510213395236,0.137614897833283,64,62,2,0,57,42,57,51,1,0,1,0.823529411764706,64,62,2,0,56,21,57,51,1,0,0.982456140350877,0.411764705882353,57,42,100.848810770428,0.456344691319302,ko,rock,stone,바위,돌,바위돌,핑
돌연변이,634.8428196694,606.568849036299,-0.311737378642175,-0.189405350004528,27.3253506635604,19.6601468577958,0.0555254279054162,0.0643103422972857,76,69,4,5,61,53,62,54,1,0,0.983870967741935,0.981481481481482,76,68,4,6,59,43,62,54,1,0,0.951612903225806,0.796296296296296,61,53,-28.2739706331009,0.122332028637646,ko,evolution,mutation,진화,돌연변이,진화돌연변이,염려
동맥,572.335383336707,557.690274501136,-0.490385068741419,-0.465766358702184,49.3068755947803,14.2899266407696,0.170655945331101,0.0555027972040763,68,57,3,1,60,51,62,52,0,0,0.967741935483871,0.980769230769231,68,57,3,1,57,51,62,52,0,0,0.919354838709677,0.980769230769231,60,51,-14.6451088355712,0.0246187100392347,ko,vein,artery,정맥,동맥,정맥동맥,용
동물,508.599649131958,586.084666675758,-0.696449613973574,-0.319521030549435,14.764577596411,32.432980875474,0.0588940959057449,0.164668545299826,68,71,7,1,58,63,58,64,2,0,1,0.984375,68,70,7,2,56,61,58,63,2,1,0.96551724137931,0.968253968253968,57,63,77.4850175438,0.376928583424138,ko,beast,animal,짐승,동물,짐승동물,축하해
동반하다,637.758442300998,653.902854542757,-0.152287152709941,-0.0802575019361827,28.8427908181277,26.0050299776859,0.106055107085861,0.109978655734565,64,66,1,0,52,55,53,57,0,0,0.981132075471698,0.964912280701754,63,65,2,1,49,54,52,56,1,1,0.942307692307692,0.964285714285714,52,55,16.1444122417598,0.0720296507737579,ko,escort,accompany,호위,동반하다,호위동반하다,무덤
동상,581.132727276954,688.690094321342,-0.460045708128071,0.00575866692336077,25.1340450214242,57.4538614440075,0.0900485008361255,0.185397616075484,62,61,1,5,55,53,55,54,0,1,1,0.981481481481482,61,63,2,3,53,53,54,54,1,1,0.981481481481482,0.981481481481482,55,53,107.557367044388,0.465804375051431,ko,monument,statue,기념물,동상,기념물동상,마법
동영상,583.727509420512,535.816138454598,-0.312059075183115,-0.535626693559275,19.5904384697314,21.9064760681673,0.0702807410965111,0.0699989417644889,64,78,4,1,53,65,53,65,2,0,1,1,63,78,5,1,23,64,52,65,3,0,0.442307692307692,0.984615384615385,53,65,-47.9113709659138,-0.22356761837616,ko,dvd,video,디브이디,동영상,디브이디동영상,피곤한
동의,591.352089761702,596.215133318593,-0.390545823828951,-0.267790893345387,21.4786825510267,14.1062666031141,0.0835133721282843,0.0539070847562844,93,66,4,0,78,60,79,60,0,0,0.987341772151899,1,92,66,5,0,76,52,79,60,0,0,0.962025316455696,0.866666666666667,78,60,4.86304355689072,0.122754930483563,ko,refuse,accept,거절,동의,거절동의,탑
동정심,585.279807018194,612.003759268135,-0.400031635146663,-0.306734898767268,33.7696500207407,18.8882374533306,0.136019607297003,0.0582423670253059,64,70,3,6,57,54,57,55,0,1,1,0.981818181818182,64,69,3,7,55,53,57,55,0,1,0.964912280701754,0.963636363636364,57,54,26.7239522499409,0.0932967363793947,ko,patience,compassion,인내심,동정심,인내심동정심,강
동쪽,566.720462504699,581.108129034862,-0.55726942233729,-0.445325212608888,35.9535990300696,18.2949138125578,0.13623315841084,0.0553164116761968,94,110,5,3,80,93,80,93,1,0,1,1,93,111,6,2,79,92,79,93,2,0,1,0.989247311827957,80,93,14.3876665301638,0.111944209728402,ko,west,east,서쪽,동쪽,서쪽동쪽,패널티
돼지,569.927793110301,497.015230764765,-0.488881328004647,-0.649745598490013,29.855074358976,17.4102854048085,0.10101557295059,0.0845683843345871,65,65,3,1,58,52,58,52,0,0,1,1,65,66,3,0,46,52,57,52,1,0,0.807017543859649,1,58,52,-72.912562345536,-0.160864270485366,ko,cow,pig,소,돼지,소돼지,현상
두개골,673.687052631345,651.3179622716,-0.034259090398754,-0.00566407907464802,26.739491816336,16.595446359107,0.104935585284664,0.069898276189293,65,62,5,4,57,53,58,54,0,0,0.982758620689655,0.981481481481482,66,63,4,3,58,45,58,54,0,0,1,0.833333333333333,57,53,-22.3690903597455,0.028595011324106,ko,bone,skull,뼈,두개골,뼈두개골,녀석
두꺼운,620.718862072594,523.948176461703,-0.438285354962669,-0.619935465738167,39.0825579662961,37.7495790851763,0.0908128739919041,0.104124568436903,75,63,2,2,58,51,58,52,0,0,1,0.980769230769231,74,63,3,2,54,52,57,52,1,0,0.947368421052632,1,58,51,-96.7706856108905,-0.181650110775498,ko,thin,thick,얇은,두꺼운,얇은두꺼운,선배
두려움,547.532603448086,538.611372556318,-0.510139944204889,-0.628015547118975,17.0371617732434,18.7999814517666,0.0930967553918263,0.0555608485357207,68,63,3,6,59,51,59,52,0,2,1,0.980769230769231,68,63,3,6,59,52,59,52,0,2,1,1,58,51,-8.92123089176812,-0.117875602914087,ko,horror,fear,공포,두려움,공포두려움,변호사
둘레,604.656634615282,689.378754709075,-0.22962337590644,0.0597734427399604,26.6302802931803,38.9121616439592,0.0955103394019423,0.155839328086662,61,65,4,1,52,53,55,57,2,1,0.945454545454545,0.929824561403509,61,63,4,3,53,41,55,57,2,1,0.963636363636364,0.719298245614035,52,53,84.7221200937927,0.2893968186464,ko,radius,perimeter,반경,둘레,반경둘레,낙관적 인
뒤쪽,578.509867944676,593.321206898622,-0.320437498197366,-0.384901289921101,28.1308973762308,19.6008600745952,0.118100616859382,0.0696301870611084,66,69,2,6,54,58,54,60,0,2,1,0.966666666666667,66,69,2,6,52,59,54,60,0,2,0.962962962962963,0.983333333333333,53,58,14.8113389539452,-0.0644637917237348,ko,front,rear,앞,뒤쪽,앞뒤쪽,아마추어
뒤쫓다,733.78401847734,748.227882365533,0.200383882436131,0.229342879775212,40.6411111493132,31.017488046551,0.142991278369266,0.10376598176206,73,66,1,1,54,51,59,56,0,0,0.915254237288136,0.910714285714286,74,66,0,1,56,55,59,56,0,0,0.949152542372881,0.982142857142857,54,51,14.4438638881929,0.0289589973390812,ko,follow,chase,따르다,뒤쫓다,따르다뒤쫓다,반사
드레스,586.662803932436,722.50560001431,-0.390063166634106,0.199537815123238,17.1637665766773,38.9664128198562,0.0593670519949605,0.143372971398081,65,67,1,1,51,60,51,63,0,0,1,0.952380952380952,65,67,1,1,51,61,51,63,0,0,1,0.968253968253968,51,60,135.842796081874,0.589600981757344,ko,skirt,dress,치마,드레스,치마드레스,떠나다
드물게,639.110576251654,652.764137266563,-0.12582067203457,-0.0936890535137752,22.2518533338634,29.478215787027,0.0988591196203003,0.104584951353299,74,65,0,2,59,52,60,54,0,1,0.983333333333333,0.962962962962963,74,65,0,2,58,54,60,54,0,1,0.966666666666667,1,59,51,13.6535610149097,0.0321316185207949,ko,occasionally,rarely,가끔,드물게,가끔드물게,반지
들리다,571.906629013802,669.209211552282,-0.377932311081698,0.0168090638193478,23.095957947864,40.1236974563266,0.0978469083654388,0.128256084495904,68,61,1,5,62,52,63,55,0,1,0.984126984126984,0.945454545454545,66,61,3,5,61,55,61,55,2,1,1,1,62,52,97.3025825384797,0.394741374901046,ko,listen,hear,듣다,들리다,듣다들리다,안경
딸기,493.556499996184,543.910299985915,-0.773411663010646,-0.623596686729304,14.3512644623632,17.8111529175342,0.0426207208070592,0.0554619762399992,63,59,4,5,54,50,55,50,0,1,0.981818181818182,1,63,59,4,5,54,49,55,50,0,1,0.981818181818182,0.98,54,50,50.3537999897308,0.149814976281342,ko,banana,strawberry,바나나,딸기,바나나딸기,납치범
땡땡,761.10224999265,826.417703697705,0.375993330303693,0.59211626909673,38.6490165173841,55.270621298253,0.147565071601111,0.200200319313039,98,78,3,4,60,54,78,69,1,1,0.769230769230769,0.782608695652174,98,79,3,3,29,65,78,70,1,0,0.371794871794872,0.928571428571429,60,54,65.3154537050551,0.216122938793037,ko,ping,ding,핑,땡땡,핑땡땡,디저트
뚫을 수 없는,972.860545462363,906.125186425531,1.22876574470225,0.999619106252778,54.3924067352822,47.5202414446926,0.200671724528111,0.175410812690422,67,75,3,1,56,59,60,61,1,0,0.933333333333333,0.967213114754098,68,75,2,1,61,60,61,61,0,0,1,0.983606557377049,55,59,-66.7353590368316,-0.229146638449469,ko,safe,secure,안전한,뚫을 수 없는,안전한뚫을 수 없는,실제로
뛰다,596.443446416327,530.54132075645,-0.300659091921052,-0.61287566812299,28.3968885924263,15.3584841934422,0.0949968944483389,0.0601228331929702,77,62,3,0,56,53,58,54,0,0,0.96551724137931,0.981481481481482,76,62,4,0,53,53,57,54,1,0,0.929824561403509,0.981481481481482,56,53,-65.9021256598771,-0.312216576201938,ko,climb,jump,오르다,뛰다,오르다뛰다,위스키
뜻밖에,637.551472713674,614.901209700662,-0.20567516334975,-0.255956243679036,24.3748759244553,17.9807341355332,0.0837797888462554,0.0637447318746303,63,69,3,3,55,62,56,62,1,0,0.982142857142857,1,63,69,3,3,53,59,56,62,1,0,0.946428571428571,0.951612903225806,55,62,-22.6502630130117,-0.0502810803292853,ko,suddenly,unexpectedly,갑자기,뜻밖에,갑자기뜻밖에,파일
랍스터,644.41709523305,714.29777778431,-0.0894134222666821,0.16436720729125,23.5033772031717,35.5606601821915,0.0933634785540431,0.127036001665572,77,67,1,2,63,55,64,59,1,0,0.984375,0.932203389830508,77,67,1,2,62,57,64,59,1,0,0.96875,0.966101694915254,63,54,69.8806825512604,0.253780629557932,ko,tuna,lobster,참치,랍스터,참치랍스터,좋은
로마,602.540528313845,626.572379314366,-0.351448953161401,-0.164113529831969,25.8169817954612,22.1597827530057,0.096951873254354,0.0903588830349199,60,80,4,4,53,59,55,63,1,2,0.963636363636364,0.936507936507937,60,79,4,5,23,60,55,63,1,2,0.418181818181818,0.952380952380952,53,58,24.0318510005209,0.187335423329432,ko,caesar,rome,시저,로마,시저로마,전형적인
